trade_id,entry_time_utc,source_id,causal_rank,prior_20_profit_factor,prior_virtual_profit_factor,prior_consecutive_losses,candidate_endpoint_pnl_usd,baseline_runtime_executed,baseline_runtime_pnl_usd,ret_4h,ret_24h,followthrough_selected
V9_BREAK_20260126T011500Z_LONG,2026-01-26T01:15:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.0,,0.9243323263130336,4,34.89570583224341,True,7.1140346082897,11.149011259420009,15.443536963437216,False
V9_BREAK_20260325T013500Z_LONG,2026-03-25T01:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.0,,1.585892262993419,1,-25.591208720530712,True,-25.591208720530712,10.160951376582032,17.16139567870073,True
