report_variant,entry_time,exit_time,sleeve,side,volume,entry_price,exit_price,commission,swap,profit,exit_comment,net_pnl_usd,state_time_utc,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed,causal_regime,quarantined
PRIMARY_OFFSET_0,2022-09-19 04:00:00+00:00,2022-09-20 00:03:37+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,0.99977,1.00369,0.0,0.02,-3.92,sl 1.00367,-3.9,2022-09-19 03:00:00+00:00,2022-09-19 03:00:00+00:00,USD_UP,ESTABLISHED,False,False,True,USD_UP,False
PRIMARY_OFFSET_0,2022-09-20 12:00:00+00:00,2022-09-21 06:39:40+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,0.9987,0.99011,0.0,0.02,8.59,tp 0.99011,8.61,2022-09-20 11:00:00+00:00,2022-09-20 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False,NEUTRAL,False
PRIMARY_OFFSET_0,2022-09-29 08:00:00+00:00,2022-09-29 14:09:29+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,0.96553,0.97509,0.0,0.0,-9.56,sl 0.97509,-9.56,2022-09-29 07:00:00+00:00,2022-09-29 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2022-10-13 04:00:00+00:00,2022-10-13 09:30:21+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,0.97004,0.97418,0.0,0.0,-4.14,sl 0.97418,-4.14,2022-10-13 03:00:00+00:00,2022-10-13 03:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2022-10-14 12:00:00+00:00,2022-10-16 21:02:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,0.97187,0.97281,0.0,0.05,-0.94,,-0.8899999999999999,2022-10-14 11:00:00+00:00,2022-10-14 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-02-14 16:00:00+00:00,2023-02-17 00:00:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07215,1.06602,0.0,0.06,6.13,,6.1899999999999995,2023-02-14 15:00:00+00:00,2023-02-14 15:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
PRIMARY_OFFSET_0,2023-02-20 00:00:00+00:00,2023-02-21 17:54:02+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.06791,1.06381,0.0,0.02,4.1,tp 1.06381,4.119999999999999,2023-02-19 23:00:00+00:00,2023-02-17 21:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
PRIMARY_OFFSET_0,2023-02-22 08:00:00+00:00,2023-02-24 11:22:16+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.06449,1.05728,0.0,0.04,7.21,tp 1.05728,7.25,2023-02-22 07:00:00+00:00,2023-02-22 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-03-02 12:00:00+00:00,2023-03-05 21:02:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.0606,1.0631,0.0,0.07,-2.5,,-2.43,2023-03-02 11:00:00+00:00,2023-03-02 11:00:00+00:00,USD_UP,TRANSITION,False,True,False,USD_UP,False
PRIMARY_OFFSET_0,2023-05-22 08:00:00+00:00,2023-05-23 12:31:58+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.0807,1.07699,0.0,0.02,3.71,tp 1.07699,3.73,2023-05-22 07:00:00+00:00,2023-05-22 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-05-24 12:00:00+00:00,2023-05-24 22:20:18+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07808,1.07455,0.0,0.0,3.53,tp 1.07456,3.53,2023-05-24 11:00:00+00:00,2023-05-24 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-05-26 16:00:00+00:00,2023-05-29 00:00:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07121,1.07217,0.0,0.05,-0.96,,-0.9099999999999999,2023-05-26 15:00:00+00:00,2023-05-26 15:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
PRIMARY_OFFSET_0,2023-05-29 08:00:00+00:00,2023-05-30 05:24:23+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07283,1.06892,0.0,0.02,3.91,tp 1.06892,3.93,2023-05-29 07:00:00+00:00,2023-05-29 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-05-30 16:00:00+00:00,2023-05-31 05:30:37+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07216,1.06876,0.0,0.02,3.4,tp 1.06877,3.42,2023-05-30 15:00:00+00:00,2023-05-30 15:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
PRIMARY_OFFSET_0,2023-08-02 04:00:00+00:00,2023-08-02 14:09:41+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.09868,1.09437,0.0,0.0,4.31,tp 1.09437,4.31,2023-08-02 03:00:00+00:00,2023-08-02 03:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-08-04 08:00:00+00:00,2023-08-04 12:30:41+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.09476,1.09762,0.0,0.0,-2.86,sl 1.09762,-2.86,2023-08-04 07:00:00+00:00,2023-08-04 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-08-08 04:00:00+00:00,2023-08-08 11:37:26+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.09817,1.0941,0.0,0.0,4.07,tp 1.09411,4.07,2023-08-08 03:00:00+00:00,2023-08-08 03:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-08-08 12:00:00+00:00,2023-08-10 07:06:39+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.09414,1.10118,0.0,0.04,-7.04,sl 1.10118,-7.0,2023-08-08 11:00:00+00:00,2023-08-08 11:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
PRIMARY_OFFSET_0,2023-08-14 12:00:00+00:00,2023-08-14 13:07:05+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.09391,1.09027,0.0,0.0,3.64,tp 1.09028,3.64,2023-08-14 11:00:00+00:00,2023-08-14 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-08-15 16:00:00+00:00,2023-08-16 16:57:33+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.0927,1.0887,0.0,0.02,4.0,tp 1.08870,4.02,2023-08-15 15:00:00+00:00,2023-08-15 15:00:00+00:00,USD_UP,ESTABLISHED,False,True,False,USD_UP,False
PRIMARY_OFFSET_0,2023-08-17 16:00:00+00:00,2023-08-20 21:01:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.08738,1.08739,0.0,0.07,-0.01,,0.060000000000000005,2023-08-17 15:00:00+00:00,2023-08-17 15:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
PRIMARY_OFFSET_0,2023-08-21 16:00:00+00:00,2023-08-22 03:11:59+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.08879,1.09138,0.0,0.02,-2.59,sl 1.09137,-2.57,2023-08-21 15:00:00+00:00,2023-08-21 15:00:00+00:00,USD_UP,ESTABLISHED,False,True,False,USD_UP,False
PRIMARY_OFFSET_0,2023-08-22 12:00:00+00:00,2023-08-23 07:32:29+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.08849,1.08233,0.0,0.02,6.16,tp 1.08233,6.18,2023-08-22 11:00:00+00:00,2023-08-22 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False,NEUTRAL,False
PRIMARY_OFFSET_0,2023-08-23 08:00:00+00:00,2023-08-25 16:00:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.08181,1.07869,0.0,0.04,3.12,,3.16,2023-08-23 07:00:00+00:00,2023-08-23 07:00:00+00:00,USD_UP,ESTABLISHED,True,True,False,SHOCK,False
PRIMARY_OFFSET_0,2023-09-08 08:00:00+00:00,2023-09-08 14:00:29+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07087,1.07306,0.0,0.0,-2.19,sl 1.07300,-2.19,2023-09-08 07:00:00+00:00,2023-09-08 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-09-11 12:00:00+00:00,2023-09-11 14:02:36+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07198,1.07414,0.0,0.0,-2.16,sl 1.07414,-2.16,2023-09-11 11:00:00+00:00,2023-09-11 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-09-12 08:00:00+00:00,2023-09-14 16:00:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07135,1.06593,0.0,0.04,5.42,,5.46,2023-09-12 07:00:00+00:00,2023-09-12 07:00:00+00:00,USD_UP,TRANSITION,True,False,False,SHOCK,False
PRIMARY_OFFSET_0,2023-09-22 04:00:00+00:00,2023-09-24 21:01:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.06515,1.06617,0.0,0.05,-1.02,,-0.97,2023-09-22 03:00:00+00:00,2023-09-22 03:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-09-25 04:00:00+00:00,2023-09-25 13:11:27+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.06482,1.06131,0.0,0.0,3.51,tp 1.06131,3.51,2023-09-25 03:00:00+00:00,2023-09-25 03:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-10-02 00:00:00+00:00,2023-10-02 16:10:44+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.05641,1.04927,0.0,0.0,7.14,tp 1.04927,7.14,2023-10-01 23:00:00+00:00,2023-09-29 20:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
PRIMARY_OFFSET_0,2023-10-09 08:00:00+00:00,2023-10-10 08:46:18+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.0523,1.06002,0.0,0.02,-7.72,sl 1.06002,-7.7,2023-10-09 07:00:00+00:00,2023-10-09 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2023-10-18 16:00:00+00:00,2023-10-19 16:02:29+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.0531,1.05947,0.0,0.02,-6.37,sl 1.05947,-6.3500000000000005,2023-10-18 15:00:00+00:00,2023-10-18 15:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
PRIMARY_OFFSET_0,2024-01-19 08:00:00+00:00,2024-01-21 21:00:30+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.08772,1.08951,0.0,0.05,-1.79,,-1.74,2024-01-19 07:00:00+00:00,2024-01-19 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-01-23 12:00:00+00:00,2024-01-24 12:32:38+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.08637,1.09162,0.0,0.02,-5.25,sl 1.09162,-5.23,2024-01-23 11:00:00+00:00,2024-01-23 11:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
PRIMARY_OFFSET_0,2024-01-25 00:00:00+00:00,2024-01-28 21:00:30+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.0874,1.0846,0.0,0.07,2.8,,2.8699999999999997,2024-01-24 23:00:00+00:00,2024-01-24 21:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
PRIMARY_OFFSET_0,2024-02-07 16:00:00+00:00,2024-02-08 03:19:35+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07677,1.07867,0.0,0.02,-1.9,sl 1.07867,-1.88,2024-02-07 15:00:00+00:00,2024-02-07 15:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-02-08 12:00:00+00:00,2024-02-09 12:31:29+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07569,1.07895,0.0,0.02,-3.26,sl 1.07889,-3.2399999999999998,2024-02-08 11:00:00+00:00,2024-02-08 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-02-12 08:00:00+00:00,2024-02-13 12:31:47+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07754,1.07328,0.0,0.02,4.26,tp 1.07344,4.279999999999999,2024-02-12 07:00:00+00:00,2024-02-12 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-02-15 04:00:00+00:00,2024-02-15 12:20:41+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07259,1.0749,0.0,0.0,-2.31,sl 1.07490,-2.31,2024-02-15 03:00:00+00:00,2024-02-15 03:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-04-03 08:00:00+00:00,2024-04-03 13:30:17+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07705,1.07889,0.0,0.0,-1.84,sl 1.07889,-1.84,2024-04-03 07:00:00+00:00,2024-04-03 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-04-19 12:00:00+00:00,2024-04-21 21:01:30+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.06519,1.06595,0.0,0.05,-0.76,,-0.71,2024-04-19 11:00:00+00:00,2024-04-19 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-04-22 12:00:00+00:00,2024-04-23 07:30:03+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.0635,1.06707,0.0,0.02,-3.57,sl 1.06706,-3.55,2024-04-22 11:00:00+00:00,2024-04-22 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-10-08 12:00:00+00:00,2024-10-09 07:09:25+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.09874,1.09565,0.0,0.02,3.09,tp 1.09565,3.11,2024-10-08 11:00:00+00:00,2024-10-08 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-10-11 12:00:00+00:00,2024-10-13 21:01:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.09307,1.09313,0.0,0.05,-0.06,,-0.009999999999999995,2024-10-11 11:00:00+00:00,2024-10-11 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-10-14 12:00:00+00:00,2024-10-16 17:15:24+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.09122,1.08643,0.0,0.04,4.79,tp 1.08645,4.83,2024-10-14 11:00:00+00:00,2024-10-14 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
PRIMARY_OFFSET_0,2024-10-24 12:00:00+00:00,2024-10-24 17:06:51+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07949,1.08148,0.0,0.0,-1.99,sl 1.08148,-1.99,2024-10-24 11:00:00+00:00,2024-10-24 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,False,USD_UP,False
PRIMARY_OFFSET_0,2024-10-25 16:00:00+00:00,2024-10-28 00:00:00+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.0812,1.07941,0.0,0.05,1.79,,1.84,2024-10-25 15:00:00+00:00,2024-10-25 15:00:00+00:00,USD_UP,ESTABLISHED,True,True,True,SHOCK,False
PRIMARY_OFFSET_0,2024-11-08 00:00:00+00:00,2024-11-08 15:58:31+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.07903,1.07127,0.0,0.0,7.76,tp 1.07127,7.76,2024-11-07 23:00:00+00:00,2024-11-07 21:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
PRIMARY_OFFSET_0,2024-11-13 16:00:00+00:00,2024-11-17 21:00:30+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.0566,1.05324,0.0,0.09,3.36,,3.4499999999999997,2024-11-13 15:00:00+00:00,2024-11-13 15:00:00+00:00,USD_UP,ESTABLISHED,True,False,False,SHOCK,False
PRIMARY_OFFSET_0,2024-11-19 08:00:00+00:00,2024-11-19 22:44:49+00:00,RATES_DOLLAR_H4_SHORT,SHORT,0.01,1.05715,1.0607,0.0,0.0,-3.55,sl 1.06070,-3.55,2024-11-19 07:00:00+00:00,2024-11-19 07:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
