candidate_id,archetype,direction,signal_time,entry_time,exit_time,entry,exit,stop,target,spread_pips,net_pips,stress_net_pips,exit_reason,net_r,stress_r,specialist_id,owned_regime
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-07-02T06:00:00+00:00,2024-07-02T07:00:00+00:00,2024-07-02T21:00:00+00:00,1.07247,1.074021064606719,1.074001064606719,1.0705561692416012,0.10000000000065512,-15.510646067189438,-16.010646067189438,stop,-1.013062806044983,-1.0457198211575893,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-08-01T06:00:00+00:00,2024-08-01T07:00:00+00:00,2024-08-01T08:00:00+00:00,1.0816000000000001,1.0793783293397454,1.0833933365282038,1.0793583293397455,0.0,22.21670660254693,21.71670660254693,target,1.2388476035114602,1.2109666122899836,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-08-13T08:00:00+00:00,2024-08-13T09:00:00+00:00,2024-08-13T12:00:00+00:00,1.09229,1.09353039652691,1.0935103965269102,1.090764504341362,0.2999999999997449,-12.403965269101036,-12.903965269101036,stop,-1.0163881161236545,-1.0573584064329773,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-08-28T09:00:00+00:00,2024-08-28T10:00:00+00:00,2024-08-28T12:00:00+00:00,1.1135300000000001,1.1111313907261793,1.115464887419057,1.1111113907261794,0.2999999999997449,23.98609273820851,23.48609273820851,target,1.2396634812944929,1.213822184530894,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-08-29T08:00:00+00:00,2024-08-29T09:00:00+00:00,2024-08-29T14:00:00+00:00,1.10844,1.105629746068647,1.1107042031450824,1.1056097460686471,0.2999999999997449,28.10253931353035,27.60253931353035,target,1.2411668703210896,1.2190840461237136,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-09-09T06:00:00+00:00,2024-09-09T07:00:00+00:00,2024-09-09T10:00:00+00:00,1.1064500000000002,1.103874644486143,1.108526284411086,1.103854644486143,0.2999999999997449,25.75355513857236,25.25355513857236,target,1.2403674082928235,1.2162859290248396,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-09-23T07:00:00+00:00,2024-09-23T08:00:00+00:00,2024-09-23T11:00:00+00:00,1.1101100000000002,1.1123629307195761,1.1123429307195762,1.1073188366005302,0.40000000000040004,-22.529307195759962,-23.029307195759962,stop,-1.0089568385729881,-1.03134893500556,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-09-27T06:00:00+00:00,2024-09-27T07:00:00+00:00,2024-09-27T10:00:00+00:00,1.1147200000000002,1.1169408862171888,1.1169208862171889,1.1119688922285142,0.2999999999997449,-22.208862171886334,-22.708862171886334,stop,-1.0090872485109457,-1.031805369788413,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-11-01T08:00:00+00:00,2024-11-01T09:00:00+00:00,2024-11-01T11:00:00+00:00,1.0858,1.0874020404377165,1.0873820404377166,1.0838224494528546,0.2999999999997449,-16.0204043771639,-16.5204043771639,stop,-1.0126419018901798,-1.0442466566157733,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-11-19T06:00:00+00:00,2024-11-19T07:00:00+00:00,2024-11-19T08:00:00+00:00,1.05772,1.0550153129130313,1.059899749669575,1.0549953129130314,0.2999999999997449,27.046870869686934,26.546870869686934,target,1.240824634461821,1.2178862206164602,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-11-20T06:00:00+00:00,2024-11-20T07:00:00+00:00,2024-11-20T09:00:00+00:00,1.0578,1.054870261092308,1.0601597911261538,1.054850261092308,0.2999999999997449,29.297389076921032,28.797389076921032,target,1.2415246736126944,1.2203363576444517,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-11-21T06:00:00+00:00,2024-11-21T07:00:00+00:00,2024-11-21T14:00:00+00:00,1.05363,1.0512967000005098,1.0555126399995922,1.0512767000005099,0.40000000000040004,23.332999994902792,22.832999994902792,target,1.239376620063187,1.2128181702210334,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
EURCAPV2_CHOP_ASIA_LONDON_SHORT,session_expansion_short,short,2024-12-02T06:00:00+00:00,2024-12-02T07:00:00+00:00,2024-12-02T11:00:00+00:00,1.0502500000000001,1.0530527462938888,1.0530327462938889,1.0467715671326392,0.2999999999997449,-28.027462938886583,-28.527462938886583,stop,-1.0071871446002216,-1.0251550061008572,EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop
