specialist_id,owned_regime,source_candidate,stage,status,trades,wins,win_rate,net_pips,pnl_usd_001_lot,stress_net_r,average_r,stress_profit_factor,positive_active_month_share,maximum_drawdown_r,removed_profit_factor,gate_pass
EURCAPV2_CHOP_ASIA_LONDON_SHORT,chop,CAP_SESSION_0132,capital_final_exam,OPENED,63,32,0.5079365079365079,102.54759189338937,10.254759189338937,5.1468443338745224,0.0816959418075321,1.1724248122891048,0.47619047619047616,5.846422087577128,0.9675095339168253,False
