timestamp_utc,bar_start_utc,bar_end_utc,broker,symbol,timeframe,open,high,low,close,mid_open,mid_high,mid_low,mid_close,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,spread_open_points,spread_close_points,spread_median_points,spread_p95_points,tick_count,volume_sum
2025-01-02T00:15:00Z,2025-01-02T00:00:00Z,2025-01-02T00:15:00Z,dukascopy,XAUUSD,M15,2623.655,2626.005,2622.448,2625.525,2623.655,2626.005,2622.448,2625.525,,,,,,,,,,,,,1.0,0.0
2025-01-02T00:30:00Z,2025-01-02T00:15:00Z,2025-01-02T00:30:00Z,dukascopy,XAUUSD,M15,2625.525,2626.305,2625.005,2626.108,2625.525,2626.305,2625.005,2626.108,,,,,,,,,,,,,1.0,0.0
2025-01-02T00:45:00Z,2025-01-02T00:30:00Z,2025-01-02T00:45:00Z,dukascopy,XAUUSD,M15,2626.105,2627.325,2625.235,2626.788,2626.105,2627.325,2625.235,2626.788,,,,,,,,,,,,,1.0,0.0
2025-01-02T01:00:00Z,2025-01-02T00:45:00Z,2025-01-02T01:00:00Z,dukascopy,XAUUSD,M15,2626.788,2627.765,2625.155,2625.185,2626.788,2627.765,2625.155,2625.185,,,,,,,,,,,,,1.0,0.0
2025-01-02T01:15:00Z,2025-01-02T01:00:00Z,2025-01-02T01:15:00Z,dukascopy,XAUUSD,M15,2625.185,2630.705,2623.645,2629.315,2625.185,2630.705,2623.645,2629.315,,,,,,,,,,,,,1.0,0.0
2025-01-02T01:30:00Z,2025-01-02T01:15:00Z,2025-01-02T01:30:00Z,dukascopy,XAUUSD,M15,2629.265,2632.798,2629.155,2632.298,2629.265,2632.798,2629.155,2632.298,,,,,,,,,,,,,1.0,0.0
2025-01-02T01:45:00Z,2025-01-02T01:30:00Z,2025-01-02T01:45:00Z,dukascopy,XAUUSD,M15,2632.398,2634.148,2632.115,2633.298,2632.398,2634.148,2632.115,2633.298,,,,,,,,,,,,,1.0,0.0
2025-01-02T02:00:00Z,2025-01-02T01:45:00Z,2025-01-02T02:00:00Z,dukascopy,XAUUSD,M15,2633.298,2633.298,2631.408,2632.735,2633.298,2633.298,2631.408,2632.735,,,,,,,,,,,,,1.0,0.0
2025-01-02T02:15:00Z,2025-01-02T02:00:00Z,2025-01-02T02:15:00Z,dukascopy,XAUUSD,M15,2632.735,2634.548,2632.398,2634.355,2632.735,2634.548,2632.398,2634.355,,,,,,,,,,,,,1.0,0.0
2025-01-02T02:30:00Z,2025-01-02T02:15:00Z,2025-01-02T02:30:00Z,dukascopy,XAUUSD,M15,2634.365,2636.298,2633.655,2635.498,2634.365,2636.298,2633.655,2635.498,,,,,,,,,,,,,1.0,0.0
2025-01-02T02:45:00Z,2025-01-02T02:30:00Z,2025-01-02T02:45:00Z,dukascopy,XAUUSD,M15,2635.498,2635.645,2632.454,2633.248,2635.498,2635.645,2632.454,2633.248,,,,,,,,,,,,,1.0,0.0
2025-01-02T03:00:00Z,2025-01-02T02:45:00Z,2025-01-02T03:00:00Z,dukascopy,XAUUSD,M15,2633.054,2635.148,2632.148,2634.498,2633.054,2635.148,2632.148,2634.498,,,,,,,,,,,,,1.0,0.0
2025-01-02T03:15:00Z,2025-01-02T03:00:00Z,2025-01-02T03:15:00Z,dukascopy,XAUUSD,M15,2634.404,2635.198,2632.898,2632.945,2634.404,2635.198,2632.898,2632.945,,,,,,,,,,,,,1.0,0.0
2025-01-02T03:30:00Z,2025-01-02T03:15:00Z,2025-01-02T03:30:00Z,dukascopy,XAUUSD,M15,2632.945,2634.548,2632.775,2633.155,2632.945,2634.548,2632.775,2633.155,,,,,,,,,,,,,1.0,0.0
2025-01-02T03:45:00Z,2025-01-02T03:30:00Z,2025-01-02T03:45:00Z,dukascopy,XAUUSD,M15,2633.148,2634.108,2632.065,2633.245,2633.148,2634.108,2632.065,2633.245,,,,,,,,,,,,,1.0,0.0
2025-01-02T04:00:00Z,2025-01-02T03:45:00Z,2025-01-02T04:00:00Z,dukascopy,XAUUSD,M15,2633.198,2633.635,2632.545,2633.448,2633.198,2633.635,2632.545,2633.448,,,,,,,,,,,,,1.0,0.0
2025-01-02T04:15:00Z,2025-01-02T04:00:00Z,2025-01-02T04:15:00Z,dukascopy,XAUUSD,M15,2633.468,2633.468,2631.915,2632.065,2633.468,2633.468,2631.915,2632.065,,,,,,,,,,,,,1.0,0.0
2025-01-02T04:30:00Z,2025-01-02T04:15:00Z,2025-01-02T04:30:00Z,dukascopy,XAUUSD,M15,2632.064,2632.964,2631.884,2632.245,2632.064,2632.964,2631.884,2632.245,,,,,,,,,,,,,1.0,0.0
2025-01-02T04:45:00Z,2025-01-02T04:30:00Z,2025-01-02T04:45:00Z,dukascopy,XAUUSD,M15,2632.148,2632.698,2631.798,2631.964,2632.148,2632.698,2631.798,2631.964,,,,,,,,,,,,,1.0,0.0
