attempt_no,policy_id,mechanic,parameters_json,trades,calendar_weekdays,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,block_pvalue,profitable_segments,worst_segment_pf,current_account_feasible_share,long_trades,short_trades,fdr_qvalue,gate_checks_json,gate_pass,segment_metrics_json
124001,22e53cbbc02d7f65,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":4,""maximum_response_atr"":0.0,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":6,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""ASIA"",""source_horizon"":3,""source_lookback"":480,""source_threshold_z"":0.9,""stop_atr"":0.8,""target_r"":1.25}",157,521,0.30134357005758156,-39.691163333122795,0.576189350725503,-0.252809957535814,0.2916666666666667,47.17119672911183,-45.43276053627403,1.0,1,0.34992585375138374,0.9872611464968153,81,76,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-21.667239654318735,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.34992585375138374,""trades"":45},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-11.53055469772736,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5904981098907025,""trades"":43},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-10.823931191333491,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.5362122591855041,""trades"":44},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":4.330562210256796,""profitable"":true,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":1.490603056569697,""trades"":25}]"
124002,5a4573f61f731589,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":8,""maximum_response_atr"":0.5,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":9,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""NY"",""source_horizon"":6,""source_lookback"":120,""source_threshold_z"":1.8,""stop_atr"":1.2,""target_r"":1.5}",2,521,0.003838771593090211,-2.236525346813303,0.0,-1.1182626734066514,0.0,2.236525346813303,0.0,1.0,0,0.0,1.0,1,1,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-1.1235934732283808,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.0,""trades"":1},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-1.112931873584922,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.0,""trades"":1}]"
124003,9caf711934de0c95,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":4,""maximum_response_atr"":0.25,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":6,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""NY"",""source_horizon"":3,""source_lookback"":480,""source_threshold_z"":1.5,""stop_atr"":0.8,""target_r"":1.25}",137,521,0.2629558541266795,-4.3347303245439575,0.9385755962597633,-0.03164036733243764,0.4166666666666667,13.92919853811421,-10.081600601978824,1.0,1,0.734544498271195,0.9927007299270073,67,70,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-1.7253424294878268,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.8975910733837923,""trades"":34},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":6.272550075846082,""profitable"":true,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":1.4002842081616773,""trades"":38},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-5.936366978470598,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.734544498271195,""trades"":39},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-2.9455709924316116,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.812257255797626,""trades"":26}]"
124004,dcb74359a51a9682,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":2,""maximum_response_atr"":0.5,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":9,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""NY"",""source_horizon"":3,""source_lookback"":120,""source_threshold_z"":0.6,""stop_atr"":0.6,""target_r"":1.0}",395,521,0.7581573896353166,-73.84279212963413,0.6728291344464506,-0.18694377754337754,0.2916666666666667,80.36932721047255,-78.34573175335942,1.0,1,0.5146443995187303,1.0,189,206,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-31.631228164089706,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.5146443995187303,""trades"":104},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":1.2211329477414674,""profitable"":true,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":1.0259612460541063,""trades"":101},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-20.012319484131254,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.622542090207225,""trades"":90},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-23.420377429154634,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.6127219251008601,""trades"":100}]"
124005,b2a887d3a85485bb,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":8,""maximum_response_atr"":0.25,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":9,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""NY"",""source_horizon"":1,""source_lookback"":120,""source_threshold_z"":0.6,""stop_atr"":1.0,""target_r"":2.0}",49,521,0.09404990403071017,-14.9280891632187,0.6245986806132454,-0.3046548808820143,0.16666666666666666,14.9280891632187,-24.33626475271453,1.0,2,0.18464991396727298,1.0,23,26,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-8.307889309170676,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.18464991396727298,""trades"":10},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":1.96139975463236,""profitable"":true,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":1.2471285194825135,""trades"":13},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":1.3364718481115092,""profitable"":true,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":1.1677728410088712,""trades"":12},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-9.918071456791889,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.2746558649405682,""trades"":14}]"
124006,9376a74fdda027b5,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":2,""maximum_response_atr"":0.5,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":6,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""NY"",""source_horizon"":3,""source_lookback"":480,""source_threshold_z"":0.9,""stop_atr"":0.6,""target_r"":1.0}",300,521,0.5758157389635317,-76.70127436783793,0.5792705848778624,-0.2556709145594597,0.125,77.81883454156016,-81.19660354683327,1.0,0,0.4120904682676846,1.0,142,158,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-24.53395617644731,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.5283200259547606,""trades"":82},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-6.896932963911263,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.820022419284153,""trades"":74},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-16.713315229902626,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.6148694932073581,""trades"":72},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-28.55706999757672,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.4120904682676846,""trades"":72}]"
124007,76b09948ea0d8ced,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":6,""maximum_response_atr"":0.25,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":9,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""NY"",""source_horizon"":1,""source_lookback"":120,""source_threshold_z"":1.5,""stop_atr"":0.8,""target_r"":1.5}",116,521,0.22264875239923224,-26.432637601954678,0.6778564799426251,-0.22786756553409204,0.4166666666666667,28.052371030606196,-33.425489481738005,1.0,0,0.45685110327619305,0.9913793103448276,48,68,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-13.129042833636003,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.45685110327619305,""trades"":30},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-2.0907322631539627,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.8919126188150527,""trades"":31},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-1.0018772073395834,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.9419713957996101,""trades"":28},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-10.210985297825129,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.5199814687920813,""trades"":27}]"
124008,9b56ec0abe71a1d7,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":8,""maximum_response_atr"":0.5,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":9,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""ALL"",""source_horizon"":6,""source_lookback"":240,""source_threshold_z"":1.8,""stop_atr"":1.2,""target_r"":1.5}",36,521,0.0690978886756238,-25.953245479187096,0.21385937918104847,-0.7209234855329749,0.08333333333333333,25.9532454791871,-32.89055067930338,1.0,0,0.0,0.9722222222222222,14,22,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-12.584544731390947,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.1003869151582906,""trades"":14},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-2.3820348767757347,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.6433031993796857,""trades"":10},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-3.193491969974584,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.2986633245915094,""trades"":5},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-7.793173901045829,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.0,""trades"":7}]"
124009,93a2f4840f660165,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":6,""maximum_response_atr"":0.25,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":6,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""ALL"",""source_horizon"":1,""source_lookback"":120,""source_threshold_z"":0.6,""stop_atr"":0.8,""target_r"":1.5}",908,521,1.7428023032629558,-167.940797288711,0.7238134926728667,-0.1849568252078315,0.16666666666666666,173.29332199831515,-174.98889393198579,1.0,0,0.6366399678707766,0.9944933920704846,463,445,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-60.72531605253372,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.6366399678707766,""trades"":237},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-20.946455537855737,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.8588494660736581,""trades"":232},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-30.825082609580157,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.7732626394936564,""trades"":210},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-55.44394308874137,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.6459518951515482,""trades"":229}]"
124010,4abea3bb341fe794,RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":8,""maximum_response_atr"":0.75,""maximum_source_staleness_minutes"":15,""minimum_active_m5"":9,""minimum_prediction_atr"":0.0,""model_lookback"":240,""ridge_penalty"":0.1,""session"":""ASIA"",""source_horizon"":3,""source_lookback"":120,""source_threshold_z"":0.9,""stop_atr"":1.2,""target_r"":2.0}",208,521,0.39923224568138194,-30.235284768780197,0.7520417547505132,-0.14536194600375094,0.25,31.89385695560244,-39.75151518763505,1.0,1,0.5103782894463139,0.9519230769230769,109,99,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-21.55806542152081,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.5103782894463139,""trades"":61},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":0.2574631798167457,""profitable"":true,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":1.0098008373278446,""trades"":51},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-3.9648019536707935,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.8688325432194428,""trades"":59},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-4.969880573405335,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.7678756556161109,""trades"":37}]"
