candidate_id,cell_id,broker,cost_model,measured_cost,signal_time_utc,entry_time_utc,exit_time_utc,direction,entry_price,stop_loss,take_profit_1_5r,take_profit_2_0r,exit_price,stop_distance_points,gross_r,cost_r_median,cost_r_p95,applied_cost_r,net_r,estimated_net_pnl_usd,exit_reason,reason_code
weekly_level_h4_rejection_v0,6,pepperstone,p95,p95,2021-11-30T12:00:00Z,2021-11-30T16:00:00Z,2021-11-30T20:00:00Z,LONG,1797.02,1787.27268,1811.64098,1816.51464,1787.27268,974.73,-1.0,0.051296,0.076944,0.076944,-1.076944,-53.85,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,6,pepperstone,p95,p95,2021-12-08T12:00:00Z,2021-12-08T16:00:00Z,2021-12-08T16:00:00Z,LONG,1789.66,1784.08196,1798.02705,1800.81607,1784.08196,557.8,-1.0,0.089637,0.134456,0.134456,-1.134456,-56.72,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,6,pepperstone,p95,p95,2021-12-21T04:00:00Z,2021-12-21T08:00:00Z,2021-12-21T12:00:00Z,LONG,1790.15,1787.74607,1793.75589,1794.95786,1793.75589,240.39,1.5,0.207993,0.311989,0.311989,1.188011,59.4,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-09-13T20:00:00Z,2024-09-14T00:00:00Z,2024-09-16T12:00:00Z,LONG,2582.518,2575.55805,2592.95792,2596.43789,2575.55805,695.99,-1.0,0.07184,0.107759,0.107759,-1.107759,-55.39,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-09-16T12:00:00Z,2024-09-16T16:00:00Z,2024-09-17T08:00:00Z,LONG,2582.905,2574.46,2595.5725,2599.795,2574.46,844.5,-1.0,0.059207,0.08881,0.08881,-1.08881,-54.44,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-09-19T16:00:00Z,2024-09-19T20:00:00Z,2024-09-20T20:00:00Z,LONG,2588.935,2565.43755,2624.18117,2635.92989,2624.18117,2349.74,1.5,0.021279,0.031918,0.031918,1.468082,73.4,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-09-20T20:00:00Z,2024-09-21T00:00:00Z,2024-09-23T04:00:00Z,SHORT,2620.958,2629.71779,2607.81832,2603.43843,2629.71779,875.98,-1.0,0.057079,0.085619,0.085619,-1.085619,-54.28,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-09-24T00:00:00Z,2024-09-24T04:00:00Z,2024-09-24T04:00:00Z,SHORT,2626.205,2629.86904,2620.70895,2618.87693,2629.86904,366.4,-1.0,0.136462,0.204692,0.204692,-1.204692,-60.23,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-09-24T12:00:00Z,2024-09-24T16:00:00Z,2024-09-24T16:00:00Z,SHORT,2626.275,2638.07939,2608.56841,2602.66621,2638.07939,1180.44,-1.0,0.042357,0.063536,0.063536,-1.063536,-53.18,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-10-21T20:00:00Z,2024-10-22T00:00:00Z,2024-10-22T04:00:00Z,SHORT,2719.764,2726.73946,2709.3008,2705.81307,2726.73946,697.55,-1.0,0.07168,0.10752,0.10752,-1.10752,-55.38,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-11-12T12:00:00Z,2024-11-12T16:00:00Z,2024-11-12T16:00:00Z,LONG,2597.695,2586.54112,2614.42581,2620.00275,2614.42581,1115.39,1.5,0.044827,0.067241,0.067241,1.432759,71.64,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-11-12T20:00:00Z,2024-11-13T00:00:00Z,2024-11-13T04:00:00Z,LONG,2598.035,2588.77879,2611.91932,2616.54743,2611.91932,925.62,1.5,0.054018,0.081027,0.081027,1.418973,70.95,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-11-13T16:00:00Z,2024-11-13T20:00:00Z,2024-11-13T20:00:00Z,LONG,2605.325,2589.45943,2629.12336,2637.05614,2589.45943,1586.56,-1.0,0.031515,0.047272,0.047272,-1.047272,-52.36,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-11-19T16:00:00Z,2024-11-19T20:00:00Z,2024-11-20T16:00:00Z,SHORT,2624.315,2642.24002,2597.42747,2588.46496,2642.24002,1792.5,-1.0,0.027894,0.041841,0.041841,-1.041841,-52.09,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-11-25T20:00:00Z,2024-11-26T00:00:00Z,2024-11-27T08:00:00Z,SHORT,2625.635,2643.12654,2599.3977,2590.65193,2643.12654,1749.15,-1.0,0.028585,0.042878,0.042878,-1.042878,-52.14,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-12-19T12:00:00Z,2024-12-19T16:00:00Z,2024-12-19T16:00:00Z,SHORT,2616.584,2630.24255,2596.09617,2589.26689,2596.09617,1365.86,1.5,0.036607,0.054911,0.054911,1.445089,72.25,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,7,dukascopy,best_case,p95,2024-12-26T08:00:00Z,2024-12-26T12:00:00Z,2024-12-26T16:00:00Z,SHORT,2625.198,2630.50014,2617.24479,2614.59371,2630.50014,530.21,-1.0,0.094301,0.141452,0.141452,-1.141452,-57.07,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-09-13T20:00:00Z,2024-09-14T00:00:00Z,2024-09-16T12:00:00Z,LONG,2582.518,2575.55805,2592.95792,2596.43789,2575.55805,695.99,-1.0,0.07184,0.107759,0.107759,-1.107759,-55.39,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-09-16T12:00:00Z,2024-09-16T16:00:00Z,2024-09-17T08:00:00Z,LONG,2582.905,2574.46,2595.5725,2599.795,2574.46,844.5,-1.0,0.059207,0.08881,0.08881,-1.08881,-54.44,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-09-19T16:00:00Z,2024-09-19T20:00:00Z,2024-09-20T20:00:00Z,LONG,2588.935,2565.43755,2624.18117,2635.92989,2624.18117,2349.74,1.5,0.021279,0.031918,0.031918,1.468082,73.4,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-09-20T20:00:00Z,2024-09-21T00:00:00Z,2024-09-23T04:00:00Z,SHORT,2620.958,2629.71779,2607.81832,2603.43843,2629.71779,875.98,-1.0,0.057079,0.085619,0.085619,-1.085619,-54.28,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-09-24T00:00:00Z,2024-09-24T04:00:00Z,2024-09-24T04:00:00Z,SHORT,2626.205,2629.86904,2620.70895,2618.87693,2629.86904,366.4,-1.0,0.136462,0.204692,0.204692,-1.204692,-60.23,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-09-24T12:00:00Z,2024-09-24T16:00:00Z,2024-09-24T16:00:00Z,SHORT,2626.275,2638.07939,2608.56841,2602.66621,2638.07939,1180.44,-1.0,0.042357,0.063536,0.063536,-1.063536,-53.18,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-10-21T20:00:00Z,2024-10-22T00:00:00Z,2024-10-22T04:00:00Z,SHORT,2719.764,2726.73946,2709.3008,2705.81307,2726.73946,697.55,-1.0,0.07168,0.10752,0.10752,-1.10752,-55.38,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-11-12T12:00:00Z,2024-11-12T16:00:00Z,2024-11-12T16:00:00Z,LONG,2597.695,2586.54112,2614.42581,2620.00275,2614.42581,1115.39,1.5,0.044827,0.067241,0.067241,1.432759,71.64,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-11-12T20:00:00Z,2024-11-13T00:00:00Z,2024-11-13T04:00:00Z,LONG,2598.035,2588.77879,2611.91932,2616.54743,2611.91932,925.62,1.5,0.054018,0.081027,0.081027,1.418973,70.95,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-11-13T16:00:00Z,2024-11-13T20:00:00Z,2024-11-13T20:00:00Z,LONG,2605.325,2589.45943,2629.12336,2637.05614,2589.45943,1586.56,-1.0,0.031515,0.047272,0.047272,-1.047272,-52.36,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-11-19T16:00:00Z,2024-11-19T20:00:00Z,2024-11-20T16:00:00Z,SHORT,2624.315,2642.24002,2597.42747,2588.46496,2642.24002,1792.5,-1.0,0.027894,0.041841,0.041841,-1.041841,-52.09,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-11-25T20:00:00Z,2024-11-26T00:00:00Z,2024-11-27T08:00:00Z,SHORT,2625.635,2643.12654,2599.3977,2590.65193,2643.12654,1749.15,-1.0,0.028585,0.042878,0.042878,-1.042878,-52.14,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-12-19T12:00:00Z,2024-12-19T16:00:00Z,2024-12-19T16:00:00Z,SHORT,2616.584,2630.24255,2596.09617,2589.26689,2596.09617,1365.86,1.5,0.036607,0.054911,0.054911,1.445089,72.25,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,8,dukascopy,median,p95,2024-12-26T08:00:00Z,2024-12-26T12:00:00Z,2024-12-26T16:00:00Z,SHORT,2625.198,2630.50014,2617.24479,2614.59371,2630.50014,530.21,-1.0,0.094301,0.141452,0.141452,-1.141452,-57.07,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-09-13T20:00:00Z,2024-09-14T00:00:00Z,2024-09-16T12:00:00Z,LONG,2582.518,2575.55805,2592.95792,2596.43789,2575.55805,695.99,-1.0,0.07184,0.107759,0.107759,-1.107759,-55.39,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-09-16T12:00:00Z,2024-09-16T16:00:00Z,2024-09-17T08:00:00Z,LONG,2582.905,2574.46,2595.5725,2599.795,2574.46,844.5,-1.0,0.059207,0.08881,0.08881,-1.08881,-54.44,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-09-19T16:00:00Z,2024-09-19T20:00:00Z,2024-09-20T20:00:00Z,LONG,2588.935,2565.43755,2624.18117,2635.92989,2624.18117,2349.74,1.5,0.021279,0.031918,0.031918,1.468082,73.4,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-09-20T20:00:00Z,2024-09-21T00:00:00Z,2024-09-23T04:00:00Z,SHORT,2620.958,2629.71779,2607.81832,2603.43843,2629.71779,875.98,-1.0,0.057079,0.085619,0.085619,-1.085619,-54.28,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-09-24T00:00:00Z,2024-09-24T04:00:00Z,2024-09-24T04:00:00Z,SHORT,2626.205,2629.86904,2620.70895,2618.87693,2629.86904,366.4,-1.0,0.136462,0.204692,0.204692,-1.204692,-60.23,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-09-24T12:00:00Z,2024-09-24T16:00:00Z,2024-09-24T16:00:00Z,SHORT,2626.275,2638.07939,2608.56841,2602.66621,2638.07939,1180.44,-1.0,0.042357,0.063536,0.063536,-1.063536,-53.18,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-10-21T20:00:00Z,2024-10-22T00:00:00Z,2024-10-22T04:00:00Z,SHORT,2719.764,2726.73946,2709.3008,2705.81307,2726.73946,697.55,-1.0,0.07168,0.10752,0.10752,-1.10752,-55.38,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-11-12T12:00:00Z,2024-11-12T16:00:00Z,2024-11-12T16:00:00Z,LONG,2597.695,2586.54112,2614.42581,2620.00275,2614.42581,1115.39,1.5,0.044827,0.067241,0.067241,1.432759,71.64,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-11-12T20:00:00Z,2024-11-13T00:00:00Z,2024-11-13T04:00:00Z,LONG,2598.035,2588.77879,2611.91932,2616.54743,2611.91932,925.62,1.5,0.054018,0.081027,0.081027,1.418973,70.95,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-11-13T16:00:00Z,2024-11-13T20:00:00Z,2024-11-13T20:00:00Z,LONG,2605.325,2589.45943,2629.12336,2637.05614,2589.45943,1586.56,-1.0,0.031515,0.047272,0.047272,-1.047272,-52.36,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-11-19T16:00:00Z,2024-11-19T20:00:00Z,2024-11-20T16:00:00Z,SHORT,2624.315,2642.24002,2597.42747,2588.46496,2642.24002,1792.5,-1.0,0.027894,0.041841,0.041841,-1.041841,-52.09,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-11-25T20:00:00Z,2024-11-26T00:00:00Z,2024-11-27T08:00:00Z,SHORT,2625.635,2643.12654,2599.3977,2590.65193,2643.12654,1749.15,-1.0,0.028585,0.042878,0.042878,-1.042878,-52.14,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-12-19T12:00:00Z,2024-12-19T16:00:00Z,2024-12-19T16:00:00Z,SHORT,2616.584,2630.24255,2596.09617,2589.26689,2596.09617,1365.86,1.5,0.036607,0.054911,0.054911,1.445089,72.25,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,9,dukascopy,p95,p95,2024-12-26T08:00:00Z,2024-12-26T12:00:00Z,2024-12-26T16:00:00Z,SHORT,2625.198,2630.50014,2617.24479,2614.59371,2630.50014,530.21,-1.0,0.094301,0.141452,0.141452,-1.141452,-57.07,STOP,WEEKLY_LEVEL_H4_REJECTION
