timestamp_utc,bar_start_utc,bar_end_utc,broker,symbol,timeframe,open,high,low,close,mid_open,mid_high,mid_low,mid_close,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,spread_open_points,spread_close_points,spread_median_points,spread_p95_points,tick_count,volume_sum
2022-01-03T01:00:00Z,2022-01-03T00:00:00Z,2022-01-03T01:00:00Z,dukascopy,EURUSD,H1,1.13726,1.13755,1.13608,1.13618,1.13726,1.13755,1.13608,1.13618,,,,,,,,,,,,,1110.02,1110.02
2022-01-03T02:00:00Z,2022-01-03T01:00:00Z,2022-01-03T02:00:00Z,dukascopy,EURUSD,H1,1.13619,1.13651,1.13498,1.13584,1.13619,1.13651,1.13498,1.13584,,,,,,,,,,,,,1629.4399,1629.4399
2022-01-03T03:00:00Z,2022-01-03T02:00:00Z,2022-01-03T03:00:00Z,dukascopy,EURUSD,H1,1.13584,1.13585,1.13423,1.13425,1.13584,1.13585,1.13423,1.13425,,,,,,,,,,,,,1275.42,1275.42
2022-01-03T04:00:00Z,2022-01-03T03:00:00Z,2022-01-03T04:00:00Z,dukascopy,EURUSD,H1,1.13428,1.135,1.13412,1.13481,1.13428,1.135,1.13412,1.13481,,,,,,,,,,,,,800.04,800.04
2022-01-03T05:00:00Z,2022-01-03T04:00:00Z,2022-01-03T05:00:00Z,dukascopy,EURUSD,H1,1.13482,1.13489,1.13385,1.13403,1.13482,1.13489,1.13385,1.13403,,,,,,,,,,,,,737.62,737.62
2022-01-03T06:00:00Z,2022-01-03T05:00:00Z,2022-01-03T06:00:00Z,dukascopy,EURUSD,H1,1.13404,1.13411,1.13359,1.13378,1.13404,1.13411,1.13359,1.13378,,,,,,,,,,,,,622.79,622.79
2022-01-03T07:00:00Z,2022-01-03T06:00:00Z,2022-01-03T07:00:00Z,dukascopy,EURUSD,H1,1.13378,1.13462,1.13377,1.13429,1.13378,1.13462,1.13377,1.13429,,,,,,,,,,,,,794.72,794.72
2022-01-03T08:00:00Z,2022-01-03T07:00:00Z,2022-01-03T08:00:00Z,dukascopy,EURUSD,H1,1.1343,1.135,1.13349,1.1348,1.1343,1.135,1.13349,1.1348,,,,,,,,,,,,,2250.3401,2250.3401
2022-01-03T09:00:00Z,2022-01-03T08:00:00Z,2022-01-03T09:00:00Z,dukascopy,EURUSD,H1,1.13479,1.13479,1.13352,1.13465,1.13479,1.13479,1.13352,1.13465,,,,,,,,,,,,,3626.22,3626.22
2022-01-03T10:00:00Z,2022-01-03T09:00:00Z,2022-01-03T10:00:00Z,dukascopy,EURUSD,H1,1.13465,1.13563,1.13356,1.13516,1.13465,1.13563,1.13356,1.13516,,,,,,,,,,,,,4013.52,4013.52
2022-01-03T11:00:00Z,2022-01-03T10:00:00Z,2022-01-03T11:00:00Z,dukascopy,EURUSD,H1,1.13516,1.13596,1.13506,1.13551,1.13516,1.13596,1.13506,1.13551,,,,,,,,,,,,,4724.3999,4724.3999
2022-01-03T12:00:00Z,2022-01-03T11:00:00Z,2022-01-03T12:00:00Z,dukascopy,EURUSD,H1,1.13552,1.13661,1.13514,1.13554,1.13552,1.13661,1.13514,1.13554,,,,,,,,,,,,,4736.7402,4736.7402
2022-01-03T13:00:00Z,2022-01-03T12:00:00Z,2022-01-03T13:00:00Z,dukascopy,EURUSD,H1,1.13554,1.13594,1.13465,1.13586,1.13554,1.13594,1.13465,1.13586,,,,,,,,,,,,,4693.5898,4693.5898
2022-01-03T14:00:00Z,2022-01-03T13:00:00Z,2022-01-03T14:00:00Z,dukascopy,EURUSD,H1,1.13588,1.13641,1.13458,1.13506,1.13588,1.13641,1.13458,1.13506,,,,,,,,,,,,,8253.0098,8253.0098
2022-01-03T15:00:00Z,2022-01-03T14:00:00Z,2022-01-03T15:00:00Z,dukascopy,EURUSD,H1,1.13507,1.13517,1.12997,1.13061,1.13507,1.13517,1.12997,1.13061,,,,,,,,,,,,,9772.6504,9772.6504
2022-01-03T16:00:00Z,2022-01-03T15:00:00Z,2022-01-03T16:00:00Z,dukascopy,EURUSD,H1,1.13064,1.13093,1.12902,1.12915,1.13064,1.13093,1.12902,1.12915,,,,,,,,,,,,,9861.5303,9861.5303
2022-01-03T17:00:00Z,2022-01-03T16:00:00Z,2022-01-03T17:00:00Z,dukascopy,EURUSD,H1,1.12916,1.12988,1.12828,1.12888,1.12916,1.12988,1.12828,1.12888,,,,,,,,,,,,,6274.29,6274.29
2022-01-03T18:00:00Z,2022-01-03T17:00:00Z,2022-01-03T18:00:00Z,dukascopy,EURUSD,H1,1.12888,1.12899,1.12797,1.12837,1.12888,1.12899,1.12797,1.12837,,,,,,,,,,,,,3228.47,3228.47
2022-01-03T19:00:00Z,2022-01-03T18:00:00Z,2022-01-03T19:00:00Z,dukascopy,EURUSD,H1,1.12837,1.12969,1.12833,1.12948,1.12837,1.12969,1.12833,1.12948,,,,,,,,,,,,,2705.23,2705.23
2022-01-03T20:00:00Z,2022-01-03T19:00:00Z,2022-01-03T20:00:00Z,dukascopy,EURUSD,H1,1.12948,1.12995,1.12936,1.12971,1.12948,1.12995,1.12936,1.12971,,,,,,,,,,,,,3726.74,3726.74
2022-01-03T21:00:00Z,2022-01-03T20:00:00Z,2022-01-03T21:00:00Z,dukascopy,EURUSD,H1,1.1297,1.13003,1.12937,1.12963,1.1297,1.13003,1.12937,1.12963,,,,,,,,,,,,,4183.7451,4183.7451
2022-01-03T22:00:00Z,2022-01-03T21:00:00Z,2022-01-03T22:00:00Z,dukascopy,EURUSD,H1,1.12963,1.12992,1.12943,1.12965,1.12963,1.12992,1.12943,1.12965,,,,,,,,,,,,,808.765,808.765
2022-01-03T23:00:00Z,2022-01-03T22:00:00Z,2022-01-03T23:00:00Z,dukascopy,EURUSD,H1,1.12965,1.12982,1.12929,1.12945,1.12965,1.12982,1.12929,1.12945,,,,,,,,,,,,,2268.97,2268.97
2022-01-04T00:00:00Z,2022-01-03T23:00:00Z,2022-01-04T00:00:00Z,dukascopy,EURUSD,H1,1.12948,1.13022,1.12946,1.13017,1.12948,1.13022,1.12946,1.13017,,,,,,,,,,,,,1683.9399,1683.9399
2022-01-04T01:00:00Z,2022-01-04T00:00:00Z,2022-01-04T01:00:00Z,dukascopy,EURUSD,H1,1.13016,1.13068,1.13012,1.13056,1.13016,1.13068,1.13012,1.13056,,,,,,,,,,,,,1624.52,1624.52
2022-01-04T02:00:00Z,2022-01-04T01:00:00Z,2022-01-04T02:00:00Z,dukascopy,EURUSD,H1,1.13056,1.13087,1.13013,1.13066,1.13056,1.13087,1.13013,1.13066,,,,,,,,,,,,,1552.29,1552.29
2022-01-04T03:00:00Z,2022-01-04T02:00:00Z,2022-01-04T03:00:00Z,dukascopy,EURUSD,H1,1.13065,1.13094,1.12997,1.13021,1.13065,1.13094,1.12997,1.13021,,,,,,,,,,,,,1556.5601,1556.5601
2022-01-04T04:00:00Z,2022-01-04T03:00:00Z,2022-01-04T04:00:00Z,dukascopy,EURUSD,H1,1.13021,1.13042,1.12953,1.12975,1.13021,1.13042,1.12953,1.12975,,,,,,,,,,,,,4119.5698,4119.5698
2022-01-04T05:00:00Z,2022-01-04T04:00:00Z,2022-01-04T05:00:00Z,dukascopy,EURUSD,H1,1.12975,1.13055,1.12962,1.13005,1.12975,1.13055,1.12962,1.13005,,,,,,,,,,,,,5040.3901,5040.3901
2022-01-04T06:00:00Z,2022-01-04T05:00:00Z,2022-01-04T06:00:00Z,dukascopy,EURUSD,H1,1.13005,1.13057,1.13003,1.13046,1.13005,1.13057,1.13003,1.13046,,,,,,,,,,,,,4230.5098,4230.5098
2022-01-04T07:00:00Z,2022-01-04T06:00:00Z,2022-01-04T07:00:00Z,dukascopy,EURUSD,H1,1.13046,1.13071,1.12919,1.12931,1.13046,1.13071,1.12919,1.12931,,,,,,,,,,,,,6494.8901,6494.8901
2022-01-04T08:00:00Z,2022-01-04T07:00:00Z,2022-01-04T08:00:00Z,dukascopy,EURUSD,H1,1.12929,1.12942,1.12831,1.12914,1.12929,1.12942,1.12831,1.12914,,,,,,,,,,,,,8729.8398,8729.8398
2022-01-04T09:00:00Z,2022-01-04T08:00:00Z,2022-01-04T09:00:00Z,dukascopy,EURUSD,H1,1.12914,1.13002,1.12872,1.12895,1.12914,1.13002,1.12872,1.12895,,,,,,,,,,,,,8201.2803,8201.2803
2022-01-04T10:00:00Z,2022-01-04T09:00:00Z,2022-01-04T10:00:00Z,dukascopy,EURUSD,H1,1.12894,1.13083,1.12831,1.13019,1.12894,1.13083,1.12831,1.13019,,,,,,,,,,,,,5143.0898,5143.0898
2022-01-04T11:00:00Z,2022-01-04T10:00:00Z,2022-01-04T11:00:00Z,dukascopy,EURUSD,H1,1.13019,1.13055,1.12944,1.12945,1.13019,1.13055,1.12944,1.12945,,,,,,,,,,,,,4518.8398,4518.8398
