family,regime,eligible_date,decision_id,clock_minute,macro_family,macro_signal_time_utc,macro_age_hours,official_initial_value,forecast_value,surprise_value,side,window,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,risk_pips,r,portfolio_r,extra_half_pip_stress_r,extra_half_pip_stress_portfolio_r,fixed_0p01_lot_usd,parent_decision_id,variant,official_pdf_sha256,tradingview_event_id,tradingview_ticker,retrieval_semantics,prior_15m_return,price_side
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-04-12,MACRO_SURPRISE_CARRY::2019-04-12T0030,30,PPI,2019-04-11 12:30:00+00:00,12.0,0.6,0.3,0.3,SHORT,development_2019_2022,2019-04-12 00:30:00+00:00,2019-04-12 00:30:00+00:00,1.1261999999999999,1.1265999999999998,1.1256,1.12661,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-04-12T0030,MACRO_SURPRISE_CARRY,860d786a6aaaba6d80ecfdff3dc87ed29794c91805cec645c5983e5f75c2a60c,183467,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,0.00038000000000004697,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-04-12,MACRO_SURPRISE_CARRY::2019-04-12T0045,45,PPI,2019-04-11 12:30:00+00:00,12.25,0.6,0.3,0.3,SHORT,development_2019_2022,2019-04-12 00:45:00+00:00,2019-04-12 00:50:00+00:00,1.1278599999999999,1.1282599999999998,1.12726,1.1282699999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-04-12T0045,MACRO_SURPRISE_CARRY,860d786a6aaaba6d80ecfdff3dc87ed29794c91805cec645c5983e5f75c2a60c,183467,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,0.0016499999999999293,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-05-06,MACRO_SURPRISE_CARRY::2019-05-06T0000,0,NFP,2019-05-03 12:30:00+00:00,59.5,263000.0,185000.0,78000.0,SHORT,development_2019_2022,2019-05-06 00:00:00+00:00,2019-05-06 00:05:00+00:00,1.11845,1.11885,1.11785,1.11886,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-05-06T0000,MACRO_SURPRISE_CARRY,7a2bf4c80ebc1b3f7fb3be456c733429e5a8fb41c813006ddb8b88068cf88fe0,225973,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-0.0007999999999999119,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-05-06,MACRO_SURPRISE_CARRY::2019-05-06T0015,15,NFP,2019-05-03 12:30:00+00:00,59.75,263000.0,185000.0,78000.0,SHORT,development_2019_2022,2019-05-06 00:15:00+00:00,2019-05-06 00:55:00+00:00,1.11825,1.11865,1.11765,1.11866,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-05-06T0015,MACRO_SURPRISE_CARRY,7a2bf4c80ebc1b3f7fb3be456c733429e5a8fb41c813006ddb8b88068cf88fe0,225973,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-0.00018999999999991246,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-05-06,MACRO_SURPRISE_CARRY::2019-05-06T0030,30,NFP,2019-05-03 12:30:00+00:00,60.0,263000.0,185000.0,78000.0,SHORT,development_2019_2022,2019-05-06 00:30:00+00:00,2019-05-06 00:40:00+00:00,1.11804,1.1184399999999999,1.11744,1.11845,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-05-06T0030,MACRO_SURPRISE_CARRY,7a2bf4c80ebc1b3f7fb3be456c733429e5a8fb41c813006ddb8b88068cf88fe0,225973,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-0.000220000000000109,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-05-06,MACRO_SURPRISE_CARRY::2019-05-06T0045,45,NFP,2019-05-03 12:30:00+00:00,60.25,263000.0,185000.0,78000.0,SHORT,development_2019_2022,2019-05-06 00:45:00+00:00,2019-05-06 00:55:00+00:00,1.11822,1.11862,1.11762,1.11863,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-05-06T0045,MACRO_SURPRISE_CARRY,7a2bf4c80ebc1b3f7fb3be456c733429e5a8fb41c813006ddb8b88068cf88fe0,225973,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,0.000180000000000069,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-08,MACRO_SURPRISE_CARRY::2019-07-08T0000,0,NFP,2019-07-05 12:30:00+00:00,59.5,224000.0,160000.0,64000.0,SHORT,development_2019_2022,2019-07-08 00:00:00+00:00,2019-07-08 00:50:00+00:00,1.12266,1.12306,1.12206,1.1220700000000001,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684,2019-07-08T0000,MACRO_SURPRISE_CARRY,2a705949da96d40197b351568f1d8d58520e93921f931a562524745a4217bf9a,226185,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-5.999999999994898e-05,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-08,MACRO_SURPRISE_CARRY::2019-07-08T0015,15,NFP,2019-07-05 12:30:00+00:00,59.75,224000.0,160000.0,64000.0,SHORT,development_2019_2022,2019-07-08 00:15:00+00:00,2019-07-08 00:30:00+00:00,1.12256,1.12296,1.12196,1.12297,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-07-08T0015,MACRO_SURPRISE_CARRY,2a705949da96d40197b351568f1d8d58520e93921f931a562524745a4217bf9a,226185,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-9.999999999998899e-05,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-08,MACRO_SURPRISE_CARRY::2019-07-08T0030,30,NFP,2019-07-05 12:30:00+00:00,60.0,224000.0,160000.0,64000.0,SHORT,development_2019_2022,2019-07-08 00:30:00+00:00,2019-07-08 00:50:00+00:00,1.1228799999999999,1.1232799999999998,1.12228,1.12229,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684,2019-07-08T0030,MACRO_SURPRISE_CARRY,2a705949da96d40197b351568f1d8d58520e93921f931a562524745a4217bf9a,226185,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,0.00029999999999996696,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-08,MACRO_SURPRISE_CARRY::2019-07-08T0045,45,NFP,2019-07-05 12:30:00+00:00,60.25,224000.0,160000.0,64000.0,SHORT,development_2019_2022,2019-07-08 00:45:00+00:00,2019-07-08 03:10:00+00:00,1.12251,1.1229099999999999,1.12191,1.12292,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-07-08T0045,MACRO_SURPRISE_CARRY,2a705949da96d40197b351568f1d8d58520e93921f931a562524745a4217bf9a,226185,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-0.00034000000000000696,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-12,MACRO_SURPRISE_CARRY::2019-07-12T0000,0,CPI,2019-07-11 12:30:00+00:00,11.5,0.1,0.2,-0.1,LONG,development_2019_2022,2019-07-12 00:00:00+00:00,2019-07-12 00:45:00+00:00,1.1250600000000002,1.1246600000000002,1.12566,1.12565,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684,2019-07-12T0000,MACRO_SURPRISE_CARRY,2a775149612b3c8ff9e6c0d69b4a2b974fad235fb5e3876df26f9b964fa27719,188595,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-0.00043999999999999595,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-12,MACRO_SURPRISE_CARRY::2019-07-12T0015,15,CPI,2019-07-11 12:30:00+00:00,11.75,0.1,0.2,-0.1,LONG,development_2019_2022,2019-07-12 00:15:00+00:00,2019-07-12 00:55:00+00:00,1.1253600000000001,1.1249600000000002,1.12596,1.12595,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684,2019-07-12T0015,MACRO_SURPRISE_CARRY,2a775149612b3c8ff9e6c0d69b4a2b974fad235fb5e3876df26f9b964fa27719,188595,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,0.00029999999999996696,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-12,MACRO_SURPRISE_CARRY::2019-07-12T0030,30,CPI,2019-07-11 12:30:00+00:00,12.0,0.1,0.2,-0.1,LONG,development_2019_2022,2019-07-12 00:30:00+00:00,2019-07-12 00:50:00+00:00,1.12515,1.1247500000000001,1.12575,1.12574,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684,2019-07-12T0030,MACRO_SURPRISE_CARRY,2a775149612b3c8ff9e6c0d69b4a2b974fad235fb5e3876df26f9b964fa27719,188595,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-0.000220000000000109,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-12,MACRO_SURPRISE_CARRY::2019-07-12T0045,45,CPI,2019-07-11 12:30:00+00:00,12.25,0.1,0.2,-0.1,LONG,development_2019_2022,2019-07-12 00:45:00+00:00,2019-07-12 01:05:00+00:00,1.1255000000000002,1.1251000000000002,1.1261,1.12609,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684,2019-07-12T0045,MACRO_SURPRISE_CARRY,2a775149612b3c8ff9e6c0d69b4a2b974fad235fb5e3876df26f9b964fa27719,188595,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,0.0003500000000000725,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-15,MACRO_SURPRISE_CARRY::2019-07-15T0000,0,PPI,2019-07-12 12:30:00+00:00,59.5,0.1,0.0,0.1,SHORT,development_2019_2022,2019-07-15 00:00:00+00:00,2019-07-15 00:55:00+00:00,1.1271,1.1275,1.1265,1.12751,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-07-15T0000,MACRO_SURPRISE_CARRY,77d65364b84e447d8134b0faf85082759925ab7d9163ddcb4b9a18e3b5c1a986,188522,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,1.999999999990898e-05,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-15,MACRO_SURPRISE_CARRY::2019-07-15T0015,15,PPI,2019-07-12 12:30:00+00:00,59.75,0.1,0.0,0.1,SHORT,development_2019_2022,2019-07-15 00:15:00+00:00,2019-07-15 00:55:00+00:00,1.1270799999999999,1.1274799999999998,1.12648,1.1274899999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-07-15T0015,MACRO_SURPRISE_CARRY,77d65364b84e447d8134b0faf85082759925ab7d9163ddcb4b9a18e3b5c1a986,188522,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,0.0,CASH
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-15,MACRO_SURPRISE_CARRY::2019-07-15T0030,30,PPI,2019-07-12 12:30:00+00:00,60.0,0.1,0.0,0.1,SHORT,development_2019_2022,2019-07-15 00:30:00+00:00,2019-07-15 00:50:00+00:00,1.12702,1.1274199999999999,1.12642,1.12743,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-07-15T0030,MACRO_SURPRISE_CARRY,77d65364b84e447d8134b0faf85082759925ab7d9163ddcb4b9a18e3b5c1a986,188522,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-8.000000000008001e-05,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-07-15,MACRO_SURPRISE_CARRY::2019-07-15T0045,45,PPI,2019-07-12 12:30:00+00:00,60.25,0.1,0.0,0.1,SHORT,development_2019_2022,2019-07-15 00:45:00+00:00,2019-07-15 01:50:00+00:00,1.12716,1.12756,1.12656,1.12657,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684,2019-07-15T0045,MACRO_SURPRISE_CARRY,77d65364b84e447d8134b0faf85082759925ab7d9163ddcb4b9a18e3b5c1a986,188522,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,0.00016000000000016001,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-09-09,MACRO_SURPRISE_CARRY::2019-09-09T0000,0,NFP,2019-09-06 12:30:00+00:00,59.5,130000.0,158000.0,-28000.0,LONG,development_2019_2022,2019-09-09 00:00:00+00:00,2019-09-09 00:45:00+00:00,1.1021,1.1017000000000001,1.1027,1.10169,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-09-09T0000,MACRO_SURPRISE_CARRY,ce9af7c6f4cf263ea9d7d51fb22e294faf062fa09d2d791ed0ff6208998ad040,226392,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-0.000360000000000138,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-09-09,MACRO_SURPRISE_CARRY::2019-09-09T0015,15,NFP,2019-09-06 12:30:00+00:00,59.75,130000.0,158000.0,-28000.0,LONG,development_2019_2022,2019-09-09 00:15:00+00:00,2019-09-09 00:45:00+00:00,1.1023100000000001,1.1019100000000002,1.10291,1.1019,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-09-09T0015,MACRO_SURPRISE_CARRY,ce9af7c6f4cf263ea9d7d51fb22e294faf062fa09d2d791ed0ff6208998ad040,226392,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,0.00021000000000004349,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-09-09,MACRO_SURPRISE_CARRY::2019-09-09T0030,30,NFP,2019-09-06 12:30:00+00:00,60.0,130000.0,158000.0,-28000.0,LONG,development_2019_2022,2019-09-09 00:30:00+00:00,2019-09-09 00:45:00+00:00,1.1022500000000002,1.1018500000000002,1.10285,1.1018400000000002,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-09-09T0030,MACRO_SURPRISE_CARRY,ce9af7c6f4cf263ea9d7d51fb22e294faf062fa09d2d791ed0ff6208998ad040,226392,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-4.999999999988347e-05,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-09-09,MACRO_SURPRISE_CARRY::2019-09-09T0045,45,NFP,2019-09-06 12:30:00+00:00,60.25,130000.0,158000.0,-28000.0,LONG,development_2019_2022,2019-09-09 00:45:00+00:00,2019-09-09 00:45:00+00:00,1.10213,1.10173,1.10273,1.10172,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-09-09T0045,MACRO_SURPRISE_CARRY,ce9af7c6f4cf263ea9d7d51fb22e294faf062fa09d2d791ed0ff6208998ad040,226392,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-0.000140000000000029,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-09-12,MACRO_SURPRISE_CARRY::2019-09-12T0000,0,PPI,2019-09-11 12:30:00+00:00,11.5,0.1,0.0,0.1,SHORT,development_2019_2022,2019-09-12 00:00:00+00:00,2019-09-12 06:35:00+00:00,1.10133,1.1017299999999999,1.10073,1.10074,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684,2019-09-12T0000,MACRO_SURPRISE_CARRY,d0c2827ad77c8bdffae9b06b189e5d01f0e62e181d98caeae9027211c768f101,191796,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,7.00000000000145e-05,LONG
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-09-12,MACRO_SURPRISE_CARRY::2019-09-12T0015,15,PPI,2019-09-11 12:30:00+00:00,11.75,0.1,0.0,0.1,SHORT,development_2019_2022,2019-09-12 00:15:00+00:00,2019-09-12 01:10:00+00:00,1.10111,1.10151,1.10051,1.10152,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-09-12T0015,MACRO_SURPRISE_CARRY,d0c2827ad77c8bdffae9b06b189e5d01f0e62e181d98caeae9027211c768f101,191796,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-0.00022999999999995246,SHORT
N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,NEUTRAL,2019-09-12,MACRO_SURPRISE_CARRY::2019-09-12T0030,30,PPI,2019-09-11 12:30:00+00:00,12.0,0.1,0.0,0.1,SHORT,development_2019_2022,2019-09-12 00:30:00+00:00,2019-09-12 01:10:00+00:00,1.10107,1.10147,1.10047,1.10148,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146,2019-09-12T0030,MACRO_SURPRISE_CARRY,d0c2827ad77c8bdffae9b06b189e5d01f0e62e181d98caeae9027211c768f101,191796,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,-6.000000000017103e-05,SHORT
