eligible_date,entry_time_utc,tickets,r,extra_half_pip_stress_r,variant
2019-02-14,2019-02-14 00:00:00+00:00,4,0.2249999999998087,0.09999999999980869,MACRO_SURPRISE_CARRY
2019-03-11,2019-03-11 00:00:00+00:00,4,0.2249999999998087,0.09999999999980869,MACRO_SURPRISE_CARRY
2019-04-12,2019-04-12 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2019-05-06,2019-05-06 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2019-07-08,2019-07-08 00:00:00+00:00,4,0.2249999999998087,0.09999999999980869,MACRO_SURPRISE_CARRY
2019-07-12,2019-07-12 00:00:00+00:00,4,1.474999999999671,1.349999999999671,MACRO_SURPRISE_CARRY
2019-07-15,2019-07-15 00:00:00+00:00,4,-0.4000000000001225,-0.5250000000001225,MACRO_SURPRISE_CARRY
2019-09-09,2019-09-09 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2019-09-12,2019-09-12 00:00:00+00:00,4,-0.4000000000001225,-0.5250000000001225,MACRO_SURPRISE_CARRY
2019-09-13,2019-09-13 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2019-10-09,2019-10-09 00:00:00+00:00,4,0.2249999999998087,0.09999999999980869,MACRO_SURPRISE_CARRY
2019-11-15,2019-11-15 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2019-12-09,2019-12-09 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-01-13,2020-01-13 00:00:00+00:00,4,1.474999999999671,1.349999999999671,MACRO_SURPRISE_CARRY
2020-01-15,2020-01-15 00:00:00+00:00,4,1.474999999999671,1.349999999999671,MACRO_SURPRISE_CARRY
2020-01-16,2020-01-16 00:00:00+00:00,4,-1.0250000000001924,-1.1500000000001924,MACRO_SURPRISE_CARRY
2020-01-17,2020-01-17 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-02-10,2020-02-10 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-04-10,2020-04-10 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-04-13,2020-04-13 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-05-11,2020-05-11 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-05-14,2020-05-14 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-07-03,2020-07-03 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-07-15,2020-07-15 00:00:00+00:00,4,-0.4000000000001225,-0.5250000000001225,MACRO_SURPRISE_CARRY
2020-08-14,2020-08-14 00:00:00+00:00,4,1.474999999999671,1.349999999999671,MACRO_SURPRISE_CARRY
2020-09-11,2020-09-11 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-10-15,2020-10-15 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
2020-12-07,2020-12-07 00:00:00+00:00,4,1.474999999999671,1.349999999999671,MACRO_SURPRISE_CARRY
2020-12-11,2020-12-11 00:00:00+00:00,4,-1.0250000000000536,-1.1500000000000536,MACRO_SURPRISE_CARRY
