prediction_index,fallback_entry_time_utc,fallback_side,fallback_sleeve,oracle_index,oracle_entry_time_utc,oracle_trade_number,absolute_delta_minutes,variant
383,2025-12-17 00:45:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7256,2025-12-17 00:55:00+00:00,1,10.0,MACRO_SURPRISE_CARRY
385,2025-12-18 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7260,2025-12-18 00:30:00+00:00,1,15.0,MACRO_SURPRISE_CARRY
386,2025-12-18 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7261,2025-12-18 00:35:00+00:00,2,5.0,MACRO_SURPRISE_CARRY
387,2025-12-18 00:45:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7262,2025-12-18 00:40:00+00:00,3,5.0,MACRO_SURPRISE_CARRY
388,2026-01-12 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7328,2026-01-12 00:00:00+00:00,1,0.0,MACRO_SURPRISE_CARRY
389,2026-01-12 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7330,2026-01-12 00:10:00+00:00,3,5.0,MACRO_SURPRISE_CARRY
390,2026-01-12 00:30:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7331,2026-01-12 00:25:00+00:00,4,5.0,MACRO_SURPRISE_CARRY
392,2026-02-02 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7390,2026-02-02 00:15:00+00:00,3,15.0,MACRO_SURPRISE_CARRY
393,2026-02-02 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7391,2026-02-02 00:20:00+00:00,4,5.0,MACRO_SURPRISE_CARRY
397,2026-03-20 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7524,2026-03-20 00:20:00+00:00,1,5.0,MACRO_SURPRISE_CARRY
398,2026-03-20 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7526,2026-03-20 00:30:00+00:00,3,0.0,MACRO_SURPRISE_CARRY
399,2026-03-20 00:45:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7527,2026-03-20 00:45:00+00:00,4,0.0,MACRO_SURPRISE_CARRY
400,2026-06-12 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7764,2026-06-12 00:00:00+00:00,1,0.0,MACRO_SURPRISE_CARRY
401,2026-06-12 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7766,2026-06-12 00:15:00+00:00,3,0.0,MACRO_SURPRISE_CARRY
402,2026-06-12 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7767,2026-06-12 00:20:00+00:00,4,10.0,MACRO_SURPRISE_CARRY
0,2019-02-14 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,124,2019-02-14 00:10:00+00:00,1,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
1,2019-02-14 00:30:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,127,2019-02-14 00:25:00+00:00,4,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
8,2019-07-08 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,532,2019-07-08 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
9,2019-07-08 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,533,2019-07-08 00:10:00+00:00,2,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
10,2019-07-08 00:45:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,535,2019-07-08 00:30:00+00:00,4,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
11,2019-07-12 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,551,2019-07-12 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
13,2019-07-15 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,552,2019-07-15 00:35:00+00:00,1,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
15,2019-09-12 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,724,2019-09-12 00:00:00+00:00,1,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
20,2019-10-09 00:45:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,803,2019-10-09 00:40:00+00:00,4,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
24,2020-01-13 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1072,2020-01-13 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
25,2020-01-13 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1075,2020-01-13 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
27,2020-01-15 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1080,2020-01-15 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
28,2020-01-15 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1083,2020-01-15 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
32,2020-01-17 00:30:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1088,2020-01-17 00:20:00+00:00,1,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
38,2020-04-13 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1332,2020-04-13 00:05:00+00:00,1,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
44,2020-07-03 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1568,2020-07-03 00:20:00+00:00,1,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
46,2020-07-15 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1603,2020-07-15 00:15:00+00:00,4,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
47,2020-08-14 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1688,2020-08-14 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
48,2020-08-14 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1690,2020-08-14 00:15:00+00:00,3,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
49,2020-08-14 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,1691,2020-08-14 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
53,2020-12-07 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2015,2020-12-07 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
60,2021-05-13 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2460,2021-05-13 00:00:00+00:00,1,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
66,2021-07-15 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2640,2021-07-15 00:05:00+00:00,1,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
67,2021-07-15 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2642,2021-07-15 00:15:00+00:00,3,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
68,2021-07-16 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2647,2021-07-16 00:25:00+00:00,4,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
70,2021-09-13 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2808,2021-09-13 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
71,2021-09-13 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2811,2021-09-13 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
73,2021-09-15 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2816,2021-09-15 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
74,2021-09-15 00:30:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2819,2021-09-15 00:15:00+00:00,4,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
76,2021-10-14 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2903,2021-10-14 00:25:00+00:00,4,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
77,2021-11-08 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2970,2021-11-08 00:10:00+00:00,3,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
79,2021-11-11 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,2981,2021-11-11 00:15:00+00:00,2,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
81,2021-12-13 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3068,2021-12-13 00:05:00+00:00,1,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
82,2021-12-13 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3071,2021-12-13 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
85,2021-12-16 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3080,2021-12-16 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
89,2021-12-17 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3086,2021-12-17 00:15:00+00:00,3,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
93,2022-01-13 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3161,2022-01-13 00:10:00+00:00,2,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
94,2022-01-13 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3163,2022-01-13 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
95,2022-02-07 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3228,2022-02-07 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
96,2022-02-07 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3231,2022-02-07 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
98,2022-02-11 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3244,2022-02-11 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
99,2022-02-11 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3246,2022-02-11 00:15:00+00:00,3,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
100,2022-02-11 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3247,2022-02-11 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
101,2022-03-07 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3309,2022-03-07 00:05:00+00:00,2,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
102,2022-03-07 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3311,2022-03-07 00:15:00+00:00,4,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
103,2022-03-17 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3340,2022-03-17 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
104,2022-03-17 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3342,2022-03-17 00:20:00+00:00,3,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
106,2022-03-18 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3344,2022-03-18 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
107,2022-03-18 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3346,2022-03-18 00:10:00+00:00,3,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
111,2022-06-06 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3568,2022-06-06 00:10:00+00:00,1,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
112,2022-06-06 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3571,2022-06-06 00:25:00+00:00,4,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
114,2022-07-14 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3681,2022-07-14 00:10:00+00:00,2,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
115,2022-07-14 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3683,2022-07-14 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
117,2022-07-15 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3687,2022-07-15 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
120,2022-08-11 00:45:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3763,2022-08-11 00:30:00+00:00,4,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
121,2022-09-14 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3857,2022-09-14 00:15:00+00:00,2,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
122,2022-09-14 00:45:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,3859,2022-09-14 00:30:00+00:00,4,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
125,2023-01-09 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4191,2023-01-09 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
127,2023-02-06 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4268,2023-02-06 00:05:00+00:00,1,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
128,2023-02-06 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4269,2023-02-06 00:10:00+00:00,2,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
131,2023-04-13 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4462,2023-04-13 00:10:00+00:00,3,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
132,2023-04-13 00:30:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4463,2023-04-13 00:15:00+00:00,4,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
134,2023-04-14 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4464,2023-04-14 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
135,2023-04-14 00:30:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4467,2023-04-14 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
139,2023-05-12 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4547,2023-05-12 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
144,2023-07-10 00:45:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4711,2023-07-10 00:30:00+00:00,4,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
145,2023-08-07 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4788,2023-08-07 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
146,2023-08-07 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4789,2023-08-07 00:05:00+00:00,2,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
149,2023-09-15 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4905,2023-09-15 00:10:00+00:00,2,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
150,2023-09-15 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,4907,2023-09-15 00:35:00+00:00,4,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
155,2023-12-13 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,5156,2023-12-13 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
156,2023-12-13 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,5159,2023-12-13 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
158,2024-01-12 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,5247,2024-01-12 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
161,2024-01-15 00:30:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,5251,2024-01-15 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
163,2024-02-05 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,5310,2024-02-05 00:15:00+00:00,3,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
164,2024-02-05 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,5311,2024-02-05 00:25:00+00:00,4,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
166,2024-02-19 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,5351,2024-02-19 00:25:00+00:00,4,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
171,2024-06-10 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,5671,2024-06-10 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
174,2024-06-14 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,5685,2024-06-14 00:15:00+00:00,2,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
175,2025-02-10 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,6368,2025-02-10 00:00:00+00:00,1,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
178,2025-02-14 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,6386,2025-02-14 00:20:00+00:00,3,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
181,2025-04-11 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,6545,2025-04-11 00:20:00+00:00,2,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
182,2025-04-11 00:30:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,6547,2025-04-11 00:30:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
184,2025-06-09 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,6711,2025-06-09 00:15:00+00:00,4,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
187,2025-06-12 00:00:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,6721,2025-06-12 00:10:00+00:00,2,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
188,2025-06-12 00:30:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,6723,2025-06-12 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
190,2025-07-04 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,6784,2025-07-04 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
191,2025-07-04 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,6786,2025-07-04 00:10:00+00:00,3,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
199,2025-12-18 00:45:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7262,2025-12-18 00:40:00+00:00,3,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
200,2026-01-12 00:15:00+00:00,LONG,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7330,2026-01-12 00:10:00+00:00,3,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
202,2026-02-02 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7390,2026-02-02 00:15:00+00:00,3,15.0,MACRO_SURPRISE_PRICE_AGREEMENT
203,2026-02-02 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7391,2026-02-02 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
206,2026-03-20 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7524,2026-03-20 00:20:00+00:00,1,5.0,MACRO_SURPRISE_PRICE_AGREEMENT
207,2026-03-20 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7526,2026-03-20 00:30:00+00:00,3,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
208,2026-06-12 00:00:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7764,2026-06-12 00:00:00+00:00,1,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
209,2026-06-12 00:15:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7766,2026-06-12 00:15:00+00:00,3,0.0,MACRO_SURPRISE_PRICE_AGREEMENT
210,2026-06-12 00:30:00+00:00,SHORT,N39_NEUTRAL_CONSENSUS_SURPRISE_FAMILY,7767,2026-06-12 00:20:00+00:00,4,10.0,MACRO_SURPRISE_PRICE_AGREEMENT
