strategy_id,timeframe,direction,chop_episode_id,setup_episode_id,setup_start_time,signal_time,regime_active,h4_adx,h4_efficiency_ratio,h4_displacement_atr,h4_range_width_atr,volatility_subtype,range_width_subtype,drift_subtype,atr,raw_z,raw_center,raw_scale,signal_accepted,rejection_reason,entry_time,entry_price,stop,target,initial_risk,spread,cost_price,cost_r,entry_delay_minutes,exit_time,exit_price,exit_reason,gross_r,net_r,stress_cost_r,stress_net_r,mfe_r,mae_r,holding_minutes,scheduled_max_hold_time,holding_overrun_minutes,execution_timeframe,ambiguous_bar,rollover_crossed,extra_ticket_holding_cost_r,stress_net_r_before_extra_cost,all_in_stress_cost_r
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,69,13076,2018-04-17 01:05:00+00:00,2018-04-17 03:00:00+00:00,True,17.07634849181586,0.13854600194810865,1.8383448812627206,5.337067130462941,HIGH_VOL_CHOP,WIDE_CHOP,UPWARD_DRIFT_CHOP,0.6196991405330731,-0.11142176154252123,1346.3544115370703,1.8166248160867784,True,,2018-04-17 03:00:00+00:00,1346.021,1346.7956239256664,1344.0836305169619,0.7746239256663413,0.26099999999996726,0.26099999999996726,0.33693769499238196,115.0,2018-04-17 03:45:00+00:00,1344.0836305169619,TARGET,2.8379829362319073,2.501045241239525,0.4179204715435574,2.0186580028618866,2.501045241239525,0.8145888334875421,45.0,2018-04-17 15:00:00+00:00,0.0,M5,False,False,0.4014044618264632,2.4200624646883497,0.8193249333700205
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,69,12033,2018-04-17 07:55:00+00:00,2018-04-17 15:25:00+00:00,True,15.200783157496303,0.04127559340460375,0.5523368679518539,5.14140437780034,HIGH_VOL_CHOP,WIDE_CHOP,FLAT_CHOP,0.7337942751814697,0.016293837141043283,1344.3483144700826,2.5583617631863773,True,,2018-04-17 15:25:00+00:00,1344.521,1343.6037571560232,1347.5462666740657,0.9172428439768371,0.2719999999999345,0.26099999999996726,0.28454841780870654,450.0,2018-04-17 15:40:00+00:00,1343.6037571560232,STOP,-0.7154515821911847,-0.9999999999998912,0.36343934911885,-1.4099328525714028,0.0,1.0,15.0,2018-04-18 03:25:00+00:00,0.0,M5,False,False,0.331041921261368,-1.0788909313100348,0.694481270380218
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,69,13077,2018-04-18 10:45:00+00:00,2018-04-18 19:15:00+00:00,True,13.01575642573782,0.0033236621282329466,0.03517055446140546,3.701100888787286,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,UPWARD_DRIFT_CHOP,0.7414647235561115,-0.08682186047507631,1348.1712496684365,3.026307740916859,True,,2018-04-18 19:15:00+00:00,1347.779,1348.705830904445,1344.3883649922905,0.9268309044451394,0.2699999999999818,0.24649999999996908,0.2659600568105137,510.0,2018-04-18 19:20:00+00:00,1348.705830904445,STOP,-0.7340399431894102,-0.999999999999924,0.3607362935555394,-1.4197710943108015,0.0,1.0,5.0,2018-04-19 07:15:00+00:00,0.0,M5,False,False,0.32499485756585195,-1.0947762367449496,0.6857311511213913
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,69,13078,2018-04-19 07:00:00+00:00,2018-04-19 09:25:00+00:00,True,15.249977620945351,0.12238695157885233,1.377391201629252,3.8927294850973664,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,UPWARD_DRIFT_CHOP,0.6394218792921594,-0.03529667505835022,1350.325119621448,2.142400702704463,True,,2018-04-19 09:25:00+00:00,1350.232,1351.0312773491153,1347.6471187430675,0.7992773491151993,0.15000000000009095,0.14549999999997,0.18203943870177056,145.0,2018-04-19 09:30:00+00:00,1347.6471187430675,TARGET,3.4160623467621933,3.234022908060423,0.8106871390425411,2.228515688165866,3.234022908060565,0.1876695244349675,5.0,2018-04-19 21:25:00+00:00,0.0,M5,False,False,0.3768595195537861,2.605375207719652,1.1875466585963272
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,69,12034,2018-04-19 10:05:00+00:00,2018-04-19 11:40:00+00:00,True,15.249977620945351,0.12238695157885233,1.377391201629252,3.8927294850973664,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,UPWARD_DRIFT_CHOP,0.690333251753856,0.03226898398016443,1349.9252130774555,1.6978198811027199,True,,2018-04-19 11:40:00+00:00,1350.072,1349.2090834353075,1352.047487928834,0.8629165646923199,0.23099999999999454,0.23050000000000637,0.26711736618730114,95.0,2018-04-19 12:10:00+00:00,1349.2090834353075,STOP,-0.7328826338125917,-0.9999999999998928,0.3883872925236347,-1.4773781287279997,0.7069049604090378,1.0,30.0,2018-04-19 23:40:00+00:00,0.0,M5,False,False,0.35610820239177354,-1.1212699263362262,0.7444954949154082
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,71,13291,2018-05-09 14:35:00+00:00,2018-05-09 19:35:00+00:00,True,11.673496090912684,0.1284549525240255,1.5617632338207594,2.6013722900572422,HIGH_VOL_CHOP,NARROW_CHOP,FLAT_CHOP,0.7100888919557431,-0.025163731341263342,1311.8925825304327,3.0831091534284947,True,,2018-05-09 19:35:00+00:00,1311.688,1312.5756111149449,1308.0386960886472,0.8876111149446788,0.2799999999999727,0.2699999999999818,0.3041872678856774,300.0,2018-05-09 20:05:00+00:00,1312.5756111149449,STOP,-0.6958127321144312,-1.0000000000001086,0.3930556410043829,-1.4350691602572434,0.6635788917952871,1.0,30.0,2018-05-10 07:35:00+00:00,0.0,M5,False,False,0.3462007871384293,-1.088868373118814,0.7392564281428122
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,80,0,,2018-07-24 16:45:00+00:00,True,23.673228758368623,0.050759219088938025,0.6191741410362587,4.2990904808731605,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,DOWNWARD_DRIFT_CHOP,0.6641266323658864,-0.17542893287035632,1225.3996608375855,2.2268894371844046,True,,2018-07-24 16:45:00+00:00,1224.878,1225.7081582904573,1222.616049041105,0.830158290457358,0.25099999999997635,0.2504999999999882,0.3017496818130679,,2018-07-24 17:00:00+00:00,1225.7081582904573,STOP,-0.6982503181870569,-1.0000000000001248,0.3680116407132004,-1.4320305560747144,0.0,1.0,15.0,2018-07-25 04:45:00+00:00,0.0,M5,False,False,0.3657685971744571,-1.0662619589002573,0.7337802378876574
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,97,15337,2018-11-02 08:20:00+00:00,2018-11-02 17:20:00+00:00,True,23.166819934665998,0.04277832099455298,0.4801114278136461,4.987279933819264,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,UPWARD_DRIFT_CHOP,0.7859909140184975,-0.0779281084307894,1232.048023161383,1.257866556200107,True,,2018-11-02 17:20:00+00:00,1231.798,1232.780488642523,1230.475689966133,0.9824886425231218,0.2739999999998872,0.2904999999999518,0.29567771822167926,540.0,2018-11-02 17:25:00+00:00,1232.780488642523,STOP,-0.704322281778177,-0.9999999999998563,0.3930065096066066,-1.403912770823191,0.0,1.0,5.0,2018-11-03 05:20:00+00:00,0.0,M5,False,False,0.3065839794384076,-1.0973287913847836,0.6995904890450142
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,103,16422,2019-01-08 13:20:00+00:00,2019-01-08 15:05:00+00:00,True,19.24958538717817,0.04911534535556624,0.5622146150054681,4.273181606187868,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,UPWARD_DRIFT_CHOP,0.5897778265550665,0.081540623837796,1285.1060759935149,3.009837243498613,True,,2019-01-08 15:05:00+00:00,1285.485,1284.747777716806,1288.8683725478882,0.7372222831938331,0.2869999999998072,0.2819999999999254,0.38251692390282915,105.0,2019-01-08 15:10:00+00:00,1284.747777716806,STOP,-0.6174830760972441,-1.0000000000000733,0.49762618754588356,-1.5236906164378874,0.0,1.0,5.0,2019-01-09 03:05:00+00:00,0.0,M5,False,False,0.4085813527947597,-1.1151092636431277,0.9062075403406433
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,103,16424,2019-01-10 16:30:00+00:00,2019-01-11 01:45:00+00:00,True,15.430267580360267,0.1369991944715328,1.61258768458968,4.085714517321501,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,UPWARD_DRIFT_CHOP,0.5371792204260877,0.05506891774023846,1289.8269677121855,3.387251746882355,True,,2019-01-11 01:45:00+00:00,1290.152,1289.4805259744674,1294.0610323957885,0.6714740255326096,0.28700000000003456,0.30550000000005184,0.45496919967638494,555.0,2019-01-11 01:55:00+00:00,1289.4805259744674,STOP,-0.5450308003235637,-0.9999999999999486,0.5541148088067457,-1.5495436052637699,0.04914560913019137,1.0,10.0,2019-01-11 13:45:00+00:00,0.0,M5,False,False,0.4503979961334606,-1.0991456091303093,1.0045128049402063
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,111,18071,2019-03-22 13:55:00+00:00,2019-03-22 15:05:00+00:00,True,17.75476345391718,0.1700583238240194,1.9425516941978394,4.0079385537743555,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,UPWARD_DRIFT_CHOP,0.6862644603874904,-0.35237948889390514,1311.4136337901455,2.0294421573464914,True,,2019-03-22 15:05:00+00:00,1310.585,1311.4428305754843,1308.8768310934624,0.857830575484363,0.2999999999999545,0.26350000000002183,0.30717021231289166,70.0,2019-03-22 15:15:00+00:00,1311.4428305754843,STOP,-0.6928297876867533,-0.999999999999645,0.41720537714813927,-1.4625879464663842,0.5747055585207743,1.0,10.0,2019-03-23 03:05:00+00:00,0.0,M5,False,False,0.35255278163149173,-1.1100351648348925,0.7697581587796309
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,122,20716,2019-07-04 22:40:00+00:00,2019-07-05 00:25:00+00:00,True,23.959155124857784,0.0641327517509658,0.8380009836987208,6.276909260831146,HIGH_VOL_CHOP,WIDE_CHOP,UPWARD_DRIFT_CHOP,0.8982672039557542,-0.07618725026159044,1416.9373578826774,2.5444924447555994,True,,2019-07-05 00:25:00+00:00,1416.595,1417.7178340049447,1413.7567423267328,1.1228340049446928,0.30700000000001637,0.3269999999999982,0.29122737515961244,105.0,2019-07-05 00:35:00+00:00,1417.7178340049447,STOP,-0.7087726248401977,-0.9999999999998102,0.3915464782070938,-1.3696648426879894,0.0,1.0,10.0,2019-07-05 12:25:00+00:00,0.0,M5,False,False,0.2693457396406981,-1.1003191030472914,0.6608922178477918
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,122,20717,2019-07-09 17:25:00+00:00,2019-07-09 23:10:00+00:00,True,21.784820589942953,0.17218395682075824,2.0349822814011542,6.366957005400912,HIGH_VOL_CHOP,WIDE_CHOP,FLAT_CHOP,0.8392256486573497,-0.09087975163414323,1395.6341311444737,2.7963450593116232,True,,2019-07-09 23:10:00+00:00,1395.235,1396.2840320608216,1392.1386998203343,1.0490320608216872,0.36000000000012733,0.34350000000006276,0.3274447110138899,345.0,2019-07-09 23:40:00+00:00,1396.2840320608216,STOP,-0.6725552889859886,-0.9999999999998785,0.4284441055968161,-1.3939281601974332,0.2478475250759617,1.0,30.0,2019-07-10 11:10:00+00:00,0.0,M5,False,False,0.29292876561462844,-1.1009993945828047,0.7213728712114446
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,123,20807,2019-07-12 17:50:00+00:00,2019-07-15 01:50:00+00:00,True,14.078446938035016,0.15990608526158873,1.9780199534782175,5.0426205111911475,HIGH_VOL_CHOP,WIDE_CHOP,FLAT_CHOP,0.9208980714120205,-0.08792187733308807,1411.8169040703249,3.6043824351509732,True,,2019-07-15 01:50:00+00:00,1411.348,1412.499122589265,1407.3114260263862,1.1511225892650256,0.3170000000000073,0.32200000000000273,0.2797269404691249,3360.0,2019-07-15 01:55:00+00:00,1412.499122589265,STOP,-0.7202730595307667,-0.9999999999998916,0.35752589107478594,-1.339469845249449,0.0,1.0,5.0,2019-07-15 13:50:00+00:00,0.0,M5,False,False,0.2616708946438964,-1.0777989506055525,0.6191967857186824
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,124,19152,2019-07-17 09:35:00+00:00,2019-07-17 12:35:00+00:00,True,13.783092900773447,0.07590542381168668,0.8103668306297266,4.035279314057777,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,FLAT_CHOP,0.7151463137143678,0.5220576218636749,1406.072398521159,3.0669056667064045,True,,2019-07-17 12:35:00+00:00,1407.832,1406.9380671078573,1409.906030604542,0.8939328921429597,0.30700000000001637,0.29200000000003,0.32664644356025413,180.0,2019-07-17 12:40:00+00:00,1406.9380671078573,STOP,-0.6733535564395037,-0.9999999999997577,0.4571894022463389,-1.467498093042401,0.0,1.0,5.0,2019-07-18 00:35:00+00:00,0.0,M5,False,False,0.3369551343565584,-1.1305429586858426,0.7941445366028973
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,125,19166,2019-07-22 17:25:00+00:00,2019-07-22 19:20:00+00:00,True,16.616850158036375,0.11519148315883199,1.4343115875001928,6.007122492833544,HIGH_VOL_CHOP,WIDE_CHOP,UPWARD_DRIFT_CHOP,0.8956936830723062,0.11193639543300546,1427.5400313469015,1.2504302336796356,True,,2019-07-22 19:20:00+00:00,1427.852,1426.7323828961596,1429.103069139001,1.1196171038403828,0.3140000000000782,0.29550000000006094,0.2639295157125329,115.0,2019-07-22 19:40:00+00:00,1426.7323828961596,STOP,-0.7360704842876579,-1.0000000000001907,0.368859008830278,-1.377220002136967,0.0,1.0,20.0,2019-07-23 07:20:00+00:00,0.0,M5,False,False,0.27229050901903096,-1.1049294931179359,0.641149517849309
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,125,19166,2019-07-22 17:25:00+00:00,2019-07-23 11:10:00+00:00,True,15.22415516903893,0.053907105346173684,0.74989205304126,6.194030916600759,HIGH_VOL_CHOP,WIDE_CHOP,FLAT_CHOP,0.749232306954967,0.28405734308415526,1421.695223811238,4.100496667734386,True,,2019-07-23 11:10:00+00:00,1423.055,1422.1184596163064,1426.820844645906,0.9365403836937087,0.27700000000004366,0.3020000000000209,0.3224634038832741,1065.0,2019-07-23 11:15:00+00:00,1422.1184596163064,STOP,-0.6775365961168188,-1.0000000000000928,0.4525453750462605,-1.451707480348051,0.0,1.0,5.0,2019-07-23 23:10:00+00:00,0.0,M5,False,False,0.3216255091849716,-1.1300819711630794,0.7741708842312321
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,125,20912,2019-07-23 14:05:00+00:00,2019-07-23 15:25:00+00:00,True,14.242748359513044,0.1790629502658107,2.324033258320403,6.189253943773378,HIGH_VOL_CHOP,WIDE_CHOP,FLAT_CHOP,0.9356155296446035,-0.13408270166883263,1422.6333747521746,3.903372662248216,True,,2019-07-23 15:25:00+00:00,1421.955,1423.1245194120556,1417.7541589243644,1.1695194120557544,0.3200000000001637,0.3020000000001346,0.2582257266420965,80.0,2019-07-23 16:00:00+00:00,1423.1245194120556,STOP,-0.7417742733578624,-0.9999999999999589,0.3351598670037064,-1.3407236433525094,1.6186135779247623,1.0,35.0,2019-07-24 03:25:00+00:00,0.0,M5,False,False,0.2637895029909405,-1.0769341403615689,0.5989493699946469
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,126,0,,2019-07-24 16:40:00+00:00,True,11.915082240406443,0.04367880055862636,0.5459751655104735,4.532536939991224,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,FLAT_CHOP,0.8316530395615541,-0.01676559136292169,1422.993175082336,3.2611484529486687,True,,2019-07-24 16:40:00+00:00,1422.795,1423.834566299452,1418.91673951615,1.0395662994519426,0.2769999999998163,0.29849999999999,0.2871389733943459,,2019-07-24 17:45:00+00:00,1423.834566299452,STOP,-0.7128610266055639,-0.9999999999999098,0.3626303730424744,-1.3792705922571096,1.9912149913781005,1.0,65.0,2019-07-25 04:40:00+00:00,0.0,M5,False,False,0.3037791926090712,-1.0754913996480384,0.6664095656515456
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,126,20938,2019-07-25 07:25:00+00:00,2019-07-25 13:00:00+00:00,True,13.887499925649983,0.03085010008517173,0.4086186624117582,4.8691508520579925,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,FLAT_CHOP,0.8104275092900438,-0.1419689124404705,1424.9202200489904,2.1252543518415288,True,,2019-07-25 13:00:00+00:00,1424.475,1425.4880343866125,1422.2636521091883,1.0130343866125548,0.29700000000002547,0.30700000000001637,0.30304993004885195,335.0,2019-07-25 13:05:00+00:00,1425.4880343866125,AMBIGUOUS_BAR_STOP_FIRST,-0.6969500699512092,-1.0000000000000613,0.5238239948646471,-1.5181137027969513,0.0,1.0,5.0,2019-07-26 01:00:00+00:00,0.0,M5,True,False,0.2973396379810951,-1.2207740648158563,0.8211636328457422
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,127,0,,2019-07-26 16:45:00+00:00,True,10.711772858915126,0.08818757045947938,0.9119076850303727,3.0639505237811107,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,FLAT_CHOP,0.8692072041695795,-0.21878045065499488,1418.9368457403775,2.156708878534358,True,,2019-07-26 16:45:00+00:00,1418.318,1419.404509005212,1416.2409596422096,1.0865090052119744,0.36400000000003274,0.31900000000007367,0.29360087994653833,,2019-07-26 16:50:00+00:00,1419.404509005212,STOP,-0.7063991200536497,-1.000000000000188,0.39974399492066093,-1.38337531124038,0.0,1.0,5.0,2019-07-27 04:45:00+00:00,0.0,M5,False,False,0.2772321962660693,-1.1061431149743106,0.6769761911867302
