strategy_id,timeframe,direction,chop_episode_id,setup_episode_id,setup_start_time,signal_time,regime_active,h4_adx,h4_efficiency_ratio,h4_displacement_atr,h4_range_width_atr,volatility_subtype,range_width_subtype,drift_subtype,atr,raw_z,raw_center,raw_scale,signal_accepted,rejection_reason,entry_time,entry_price,stop,target,initial_risk,spread,cost_price,cost_r,entry_delay_minutes,exit_time,exit_price,exit_reason,gross_r,net_r,stress_cost_r,stress_net_r,mfe_r,mae_r,holding_minutes,scheduled_max_hold_time,holding_overrun_minutes,execution_timeframe,ambiguous_bar,rollover_crossed,extra_ticket_holding_cost_r,stress_net_r_before_extra_cost,all_in_stress_cost_r
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,39,8155,2017-08-17 19:15:00+00:00,2017-08-18 15:30:00+00:00,True,21.715177948336546,0.11228949879079766,1.3719089605673294,5.534622120310258,HIGH_VOL_CHOP,WIDE_CHOP,UPWARD_DRIFT_CHOP,0.8553467152012809,-0.10345687979766645,1290.915217495294,4.061764631950176,True,,2017-08-18 15:30:00+00:00,1290.369,1291.4381833940015,1285.8380117053562,1.0691833940016011,0.25900000000001455,0.25349999999991724,0.2370968361668528,1215.0,2017-08-18 15:35:00+00:00,1291.4381833940015,STOP,-0.7629031638332375,-1.0000000000000904,0.3156232799659932,-1.3602510566838626,0.0,1.0,5.0,2017-08-19 03:30:00+00:00,0.0,M5,False,False,0.28172461288463174,-1.0785264437992308,0.597347892850625
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,44,9739,2017-11-02 14:05:00+00:00,2017-11-02 19:15:00+00:00,True,16.530312755322395,0.23573655844350136,2.2090547477575075,3.806075394754479,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,FLAT_CHOP,0.6996150237395427,-0.5374524705628231,1277.0592705533245,1.8555511565148264,True,,2017-11-02 19:15:00+00:00,1275.971,1276.8455187796744,1274.739831607681,0.8745187796744283,0.20100000000002183,0.2259999999999991,0.25842784083394515,310.0,2017-11-02 19:20:00+00:00,1276.8455187796744,STOP,-0.7415721591659127,-0.9999999999998579,0.3747500300746371,-1.4607576488082863,0.0,1.0,5.0,2017-11-03 07:15:00+00:00,0.0,M5,False,False,0.34443545956773647,-1.1163221892405497,0.7191854896423735
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,52,10969,2018-01-29 21:30:00+00:00,2018-01-30 09:50:00+00:00,True,19.594124456693432,0.006348663888851688,0.07680694134552438,5.514038698046227,HIGH_VOL_CHOP,WIDE_CHOP,FLAT_CHOP,0.7536601427335733,0.1632161515862735,1340.631200169446,3.717768276340821,True,,2018-01-30 09:50:00+00:00,1341.339,1340.396924821583,1345.278410514872,0.9420751784169666,0.18100000000004002,0.20100000000002183,0.21335876860462014,740.0,2018-01-30 10:35:00+00:00,1345.278410514872,TARGET,4.394989497366217,4.181630728761597,0.3716303825233448,3.693303183932465,4.181630728761597,0.23352701041302068,45.0,2018-01-30 21:50:00+00:00,0.0,M5,False,False,0.3300559309104073,4.023359114842872,0.7016863134337521
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,52,11805,2018-01-30 14:15:00+00:00,2018-01-30 15:45:00+00:00,True,18.610096416595308,0.08392909490108123,1.0601363545425118,4.775865536181082,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,FLAT_CHOP,0.8419624944854207,-0.1262338563101803,1342.291380603175,3.41731303933904,True,,2018-01-30 15:45:00+00:00,1341.768,1342.8204531181068,1338.0197393040012,1.0524531181067758,0.2139999999999418,0.22199999999986628,0.21093576158453023,90.0,2018-01-30 15:50:00+00:00,1342.8204531181068,STOP,-0.789064238415571,-1.0000000000001013,0.29134091640779713,-1.3666081909449432,0.0,1.0,5.0,2018-01-31 03:45:00+00:00,0.0,M5,False,False,0.286203036121575,-1.0804051548233682,0.5775439525293722
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,55,11975,2018-02-13 16:15:00+00:00,2018-02-14 09:35:00+00:00,True,18.54807671711222,0.052129346263046626,0.6005302089313417,5.082716423873291,HIGH_VOL_CHOP,WIDE_CHOP,FLAT_CHOP,0.6338899107358226,-0.04982343797162031,1330.550685834306,3.024396557936518,True,,2018-02-14 09:35:00+00:00,1330.268,1331.06036238842,1326.7701901368853,0.7923623884197782,0.24299999999993815,0.23649999999997817,0.29847454076112084,1040.0,2018-02-14 09:55:00+00:00,1331.06036238842,STOP,-0.701525459238983,-1.000000000000104,0.38065678511390266,-1.466931843231627,0.0,1.0,20.0,2018-02-14 21:35:00+00:00,0.0,M5,False,False,0.3847495988787413,-1.0821822443528857,0.7654063839926439
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,55,11140,2018-02-14 13:35:00+00:00,2018-02-14 14:05:00+00:00,True,17.71715081606607,0.15213915402878184,1.650393413589784,5.241137894643134,HIGH_VOL_CHOP,WIDE_CHOP,FLAT_CHOP,0.7686771410412677,0.20328496474209684,1330.45645928692,3.1091365457441262,True,,2018-02-14 14:05:00+00:00,1331.229,1330.2681535736986,1334.3428799691003,0.9608464263015847,0.2599999999999909,0.2379999999999427,0.24769827256998164,30.0,2018-02-14 14:10:00+00:00,1330.2681535736986,STOP,-0.7523017274300347,-1.0000000000000162,0.3872026903893033,-1.4529939303288366,0.0,1.0,5.0,2018-02-15 02:05:00+00:00,0.0,M5,False,False,0.31348951250949875,-1.1395044178193379,0.7006922028988021
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,65,12957,2018-04-04 11:55:00+00:00,2018-04-04 14:50:00+00:00,True,19.355240213933065,0.04915523484278474,0.6745285068630519,4.584905202151287,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,FLAT_CHOP,0.853703443829563,-0.5082004242018552,1338.5152674056228,4.857861757002981,True,,2018-04-04 14:50:00+00:00,1335.909,1336.976129304787,1332.442940209369,1.0671293047869537,0.1899999999998272,0.20549999999991542,0.1925727267333759,175.0,2018-04-04 15:05:00+00:00,1336.976129304787,STOP,-0.8074272732667096,-1.0000000000000855,0.3081692759858011,-1.4001411044167553,0.7318700709433695,1.0,15.0,2018-04-05 02:50:00+00:00,0.0,M5,False,False,0.2845445551642446,-1.1155965492525106,0.5927138311500457
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,66,12958,2018-04-06 01:15:00+00:00,2018-04-06 04:25:00+00:00,True,15.668800151532718,0.06851069916110479,0.9455820246718579,4.6388192509250015,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,FLAT_CHOP,0.6229677897320068,-0.1810197766991589,1329.4115023406089,2.336774181927887,True,,2018-04-06 04:25:00+00:00,1328.869,1329.6477097371649,1326.490534613199,0.7787097371650086,0.25,0.24500000000000455,0.3146230081724136,190.0,2018-04-06 06:25:00+00:00,1326.490534613199,TARGET,3.3689900891078812,3.0543670809354677,0.39801157230508205,2.5482707337140202,3.054367080935614,0.7486743418960818,120.0,2018-04-06 16:25:00+00:00,0.0,M5,False,False,0.42270778308877915,2.9709785168027993,0.8207193553938612
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,LONG,66,11974,2018-04-06 06:25:00+00:00,2018-04-06 13:00:00+00:00,True,16.376839007257825,0.0047481031151328755,0.06712099872813067,4.759761542561839,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,DOWNWARD_DRIFT_CHOP,0.8022505599262326,0.46994705560420863,1327.2264704557906,2.697175201107822,True,,2018-04-06 13:00:00+00:00,1328.639,1327.6361868000922,1330.5979394571755,1.0028131999077907,0.20099999999979445,0.2099999999999227,0.2094108853166595,395.0,2018-04-06 13:15:00+00:00,1330.5979394571755,TARGET,2.1628549139309485,1.9534440286142891,0.34068225271351177,1.5193786479742388,1.9534440286144024,0.9363658157732592,15.0,2018-04-07 01:00:00+00:00,0.0,M5,False,False,0.302794013243198,1.8221726612174367,0.6434762659567097
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,66,12960,2018-04-09 13:15:00+00:00,2018-04-10 02:20:00+00:00,True,11.592150171912145,0.008463565383166206,0.11922529290004082,4.8884080638420455,HIGH_VOL_CHOP,MEDIUM_WIDTH_CHOP,FLAT_CHOP,0.6346183579863235,-0.17106767159879901,1333.8855391149182,2.9347398618698803,True,,2018-04-10 02:20:00+00:00,1333.198,1333.991272947483,1330.217114287581,0.7932729474829043,0.2139999999999418,0.2250000000000227,0.2836350347178222,785.0,2018-04-10 02:25:00+00:00,1333.991272947483,STOP,-0.7163649652819273,-0.9999999999997495,0.38279844073570035,-1.4788754316622046,0.0,1.0,5.0,2018-04-10 14:20:00+00:00,0.0,M5,False,False,0.37971202564457707,-1.0991634060176276,0.7625104663802774
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,SHORT,68,13048,2018-04-13 15:55:00+00:00,2018-04-15 22:15:00+00:00,True,18.0581252624636,0.1375185632077186,1.7301011512964943,5.58885581984036,HIGH_VOL_CHOP,WIDE_CHOP,FLAT_CHOP,0.789668587336993,-0.10079398309303708,1342.5040011320102,3.2442525037258054,True,,2018-04-15 22:15:00+00:00,1341.959,1342.9460857341712,1338.4486855023529,0.9870857341712412,0.2919999999999163,0.28149999999993724,0.28518292814381024,3260.0,2018-04-15 23:15:00+00:00,1342.9460857341712,STOP,-0.7148170718559922,-0.9999999999998024,0.44105012527018955,-1.4745662953331455,1.6320770772284556,1.0,60.0,2018-04-16 10:15:00+00:00,0.0,M5,False,False,0.31869909820696374,-1.1558671971261818,0.7597492234771532
