policy_id,attempt_no,timeframe,mechanic,entry_time,exit_time,direction,entry_price,exit_price,initial_stop,final_stop,initial_risk_price,risk_usd,entry_spread,entry_spread_r,exit_reason,gross_r,extra_cost_r,stress_net_r,holding_minutes,current_account_feasible
H4_TSMOM_60_TRAIL,11096,H4,TSMOM,2016-08-23 00:00:00+00:00,2016-08-23 16:00:00+00:00,LONG,1337.961,1338.19,1324.3413961678336,1327.1897441597755,13.61960383216633,13.61960383216633,0.30199999999990723,0.022173919573684926,SIGNAL_EXIT,0.016813998617140186,0.039159239865239275,-0.07234524124809909,960.0,False
H4_TSMOM_60_TRAIL,11096,H4,TSMOM,2016-08-24 08:00:00+00:00,2016-08-26 12:50:00+00:00,SHORT,1336.711,1331.537213677249,1349.1979406434177,1331.537213677249,12.486940643417652,12.486940643417652,0.3689999999999145,0.029550873231260905,STOP,0.41433578251838543,0.08572845356443698,0.27860732895394846,3170.0,False
H4_DONCHIAN_55_20_TRAIL,11095,H4,DONCHIAN,2016-08-24 16:00:00+00:00,2016-08-26 14:15:00+00:00,SHORT,1326.108,1333.743082623457,1342.2866717168213,1333.743082623457,16.178671716821263,16.178671716821263,0.29099999999994,0.017986643470698643,STOP,-0.47192271140026293,0.06023233450330058,-0.5821550459035636,2775.0,False
H4_TSMOM_120_TRAIL,11097,H4,TSMOM,2016-08-24 20:00:00+00:00,2016-08-26 14:15:00+00:00,SHORT,1324.028,1333.743082623457,1340.0701881309801,1333.743082623457,16.04218813098019,16.04218813098019,0.3040000000000873,0.018950033344454532,STOP,-0.6055958541400902,0.057108533190936714,-0.7127043873310269,2535.0,False
D1_DONCHIAN_20_10_TRAIL,11098,D1,DONCHIAN,2016-08-26 00:00:00+00:00,2016-09-06 17:45:00+00:00,SHORT,1322.069,1351.4748473608693,1355.513402579698,1351.4748473608693,33.44440257969803,33.44440257969803,0.3020000000001346,0.009029911635600858,STOP,-0.8792457060877422,0.1318263693352083,-1.0610720754229506,16905.0,False
H4_DONCHIAN_20_10_TRAIL,11094,H4,DONCHIAN,2016-08-29 04:00:00+00:00,2016-09-02 12:25:00+00:00,SHORT,1317.789,1317.0973478715644,1331.0111289766985,1317.0973478715644,13.222128976698478,13.222128976698478,0.30199999999990723,0.02284049720980075,STOP,0.05231019374070107,0.13785548898878525,-0.13554529524808417,6265.0,False
H4_DONCHIAN_55_20_TRAIL,11095,H4,DONCHIAN,2016-08-29 04:00:00+00:00,2016-09-02 12:30:00+00:00,SHORT,1317.789,1319.5069058501583,1333.6555547720382,1319.5069058501583,15.866554772038173,15.866554772038173,0.30199999999990723,0.01903374767483396,STOP,-0.10827214066571139,0.11495616783472855,-0.27322830850043994,6270.0,False
H4_TSMOM_60_TRAIL,11096,H4,TSMOM,2016-08-29 04:00:00+00:00,2016-09-02 12:25:00+00:00,SHORT,1317.789,1317.0973478715644,1331.0111289766985,1317.0973478715644,13.222128976698478,13.222128976698478,0.30199999999990723,0.02284049720980075,STOP,0.05231019374070107,0.13785548898878525,-0.13554529524808417,6265.0,False
H4_TSMOM_120_TRAIL,11097,H4,TSMOM,2016-08-29 04:00:00+00:00,2016-09-02 12:30:00+00:00,SHORT,1317.789,1319.5069058501583,1333.6555547720382,1319.5069058501583,15.866554772038173,15.866554772038173,0.30199999999990723,0.01903374767483396,STOP,-0.10827214066571139,0.11495616783472855,-0.27322830850043994,6270.0,False
H4_TSMOM_60_TRAIL,11096,H4,TSMOM,2016-09-05 04:00:00+00:00,2016-09-06 14:05:00+00:00,SHORT,1324.438,1337.8691716906606,1338.0867000382639,1337.8691716906606,13.648700038263733,13.648700038263733,0.2919999999999163,0.021393978853759172,STOP,-0.9840623394906878,0.058397401135390804,-1.0924597406260785,2045.0,False
