period,start_inclusive_utc,end_exclusive_utc,raw_trades,raw_net_pnl_usd,raw_win_rate_pct,raw_profit_factor,raw_closed_trade_drawdown_usd,v17_trades,v17_net_pnl_usd,v17_win_rate_pct,v17_profit_factor,v17_closed_trade_drawdown_usd,locked_b123_trades,locked_b123_net_pnl_usd,locked_b123_win_rate_pct,locked_b123_profit_factor,locked_b123_closed_trade_drawdown_usd,v17_delta_vs_raw_usd,v17_delta_vs_locked_b123_usd,v17_trade_retention
3M,2026-04-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,64,349.7255047803485,46.875,1.6550995134596662,137.17251039308542,64,349.7255047803485,46.875,1.6550995134596662,137.17251039308542,60,331.401776172413,46.66666666666666,1.6461429038387136,140.8508204465345,0.0,18.323728607935493,1.0
6M,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,147,1669.9513830676406,42.857142857142854,2.3167525435684926,137.17251039308553,147,1669.9513830676406,42.857142857142854,2.3167525435684926,137.17251039308553,141,1677.8255493705733,43.26241134751773,2.374052362736184,140.85082044653473,0.0,-7.874166302932736,1.0
1Y,2025-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,356,2502.7232508824322,44.10112359550562,1.9837293720046052,208.4143543521311,348,2547.7710080594534,44.54022988505747,2.029301975070125,191.66779906090608,335,2569.445801464434,44.776119402985074,2.079047679325535,191.66779906090608,45.04775717702114,-21.674793404980846,0.9775280898876404
2Y,2024-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,787,3717.0678404402656,45.23506988564168,1.8281863716964044,279.03947729639003,759,3793.777048155369,45.718050065876156,1.875595293235484,263.15294732106395,743,3803.8571754897566,45.76043068640646,1.8982694648672744,270.87368678850305,76.70920771510328,-10.080127334387726,0.9644218551461246
5Y,2021-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,1512,4800.891382860866,45.370370370370374,1.7260403480254378,279.03947729639003,1484,4877.6005905759675,45.6199460916442,1.7553943086277999,263.15294732106395,1468,4887.680717910356,45.64032697547684,1.768638753898392,270.8736867885033,76.70920771510191,-10.080127334388635,0.9814814814814815
10Y,2016-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2069,5198.999448166458,45.094248429192845,1.6526979073034245,279.03947729639003,2041,5275.708655881561,45.271925526702596,1.6755073371100289,263.15294732106395,2025,5285.788783215949,45.28395061728395,1.685411468953072,270.8736867885027,76.70920771510282,-10.080127334387726,0.9864668922184631
ALL,,,2153,5432.465955672466,44.7282861124013,1.6593777127678904,279.03947729639003,2125,5509.175163387569,44.89411764705882,1.6815441538460456,263.15294732106395,2109,5519.255290721957,44.90279753437648,1.691183412304738,270.8736867885027,76.70920771510282,-10.080127334387726,0.9869948908499768
