timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2016.07.12 12:00:00	2016.07.12 12:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1348.22	1348.62	40	1348.22	0.00	0.00	2661.00	0.0150	0		0	0	0.00	direction_mode_block	
2016.07.12 16:00:00	2016.07.12 16:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1337.13	1337.46	33	1337.13	0.00	0.00	3770.00	0.0088	0		0	0	0.00	direction_mode_block	
2016.07.12 20:00:00	2016.07.12 20:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1331.86	1332.17	31	1331.86	0.00	0.00	4297.00	0.0072	0		0	0	0.00	direction_mode_block	
2016.07.14 12:00:00	2016.07.14 12:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1324.73	1325.04	31	1324.73	0.00	0.00	3286.00	0.0094	0		0	0	0.00	direction_mode_block	
2016.07.20 12:00:00	2016.07.20 12:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1318.19	1318.54	35	1318.04	0.00	0.00	1732.00	0.0202	0		0	0	0.00	direction_mode_block	
2016.07.20 20:00:00	2016.07.20 20:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1313.60	1313.90	30	1313.57	0.00	0.00	2179.00	0.0138	0		0	0	0.00	direction_mode_block	
2016.07.25 04:00:00	2016.07.25 04:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1316.97	1317.33	36	1316.97	0.00	0.00	1646.00	0.0219	0		0	0	0.00	direction_mode_block	
2016.07.25 20:00:00	2016.07.25 20:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1314.47	1314.71	24	1314.50	0.00	0.00	1893.00	0.0127	0		0	0	0.00	direction_mode_block	
2016.07.27 16:00:00	2016.07.27 16:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1326.60	1327.01	41	1326.56	0.00	0.00	1431.00	0.0287	0		0	0	0.00	regime_router_block_long_r1_uptrend_only_state_chop	
2016.07.27 20:00:00	2016.07.27 20:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_SCALED_2P0_0P8_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1340.94	1341.43	49	1340.92	0.00	0.00	2867.00	0.0171	0		0	0	0.00	regime_router_block_long_r1_uptrend_only_state_chop	
