family,regime,side,signal_time_utc,completion_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,predicted_probability,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-02 02:10:00+00:00,2023-01-02 02:15:00+00:00,2023-01-02 02:15:00+00:00,2023-01-02 02:15:00+00:00,1.06962,1.06922,1.07022,1.06876,STOP,0.36011618598204903,0.0004,-2.1500000000002073,-2.2750000000002073,-0.8600000000000829
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-02 03:55:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 04:00:00+00:00,1.07009,1.06969,1.07069,1.0689499999999998,STOP,0.3607895124970385,0.0004,-2.8500000000003523,-2.9750000000003523,-1.140000000000141
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-02 04:25:00+00:00,2023-01-02 04:30:00+00:00,2023-01-02 04:30:00+00:00,2023-01-02 04:30:00+00:00,1.06995,1.07035,1.06935,1.0705900000000002,STOP,0.3611744590499915,0.0004,-1.60000000000049,-1.72500000000049,-0.640000000000196
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-02 04:55:00+00:00,2023-01-02 05:00:00+00:00,2023-01-02 05:00:00+00:00,2023-01-02 05:00:00+00:00,1.0704500000000001,1.0700500000000002,1.07105,1.0699299999999998,STOP,0.3530170523578781,0.0004,-1.300000000000745,-1.425000000000745,-0.520000000000298
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-03 01:25:00+00:00,2023-01-03 01:30:00+00:00,2023-01-03 01:30:00+00:00,2023-01-03 01:40:00+00:00,1.0656800000000002,1.0652800000000002,1.0662800000000001,1.0652700000000002,STOP,0.3597777346901632,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-03 01:40:00+00:00,2023-01-03 01:45:00+00:00,2023-01-03 01:45:00+00:00,2023-01-03 01:55:00+00:00,1.06531,1.06491,1.06591,1.0658999999999998,TARGET,0.3617361346204349,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-03 09:55:00+00:00,2023-01-03 10:00:00+00:00,2023-01-03 10:00:00+00:00,2023-01-03 10:00:00+00:00,1.05482,1.0544200000000001,1.05542,1.05441,STOP,0.38820855841323676,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-03 10:10:00+00:00,2023-01-03 10:15:00+00:00,2023-01-03 10:15:00+00:00,2023-01-03 10:15:00+00:00,1.0550700000000002,1.0546700000000002,1.05567,1.0546600000000002,STOP,0.3724116884623156,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-04 09:55:00+00:00,2023-01-04 10:00:00+00:00,2023-01-04 10:00:00+00:00,2023-01-04 10:15:00+00:00,1.0611300000000001,1.0607300000000002,1.06173,1.06172,TARGET,0.39601461264559273,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-04 10:25:00+00:00,2023-01-04 10:30:00+00:00,2023-01-04 10:30:00+00:00,2023-01-04 10:45:00+00:00,1.06155,1.06115,1.06215,1.0621399999999999,TARGET,0.35566072536387694,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-04 10:55:00+00:00,2023-01-04 11:00:00+00:00,2023-01-04 11:00:00+00:00,2023-01-04 11:10:00+00:00,1.06205,1.06245,1.06145,1.06246,STOP,0.3625570579588171,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-04 11:25:00+00:00,2023-01-04 11:30:00+00:00,2023-01-04 11:30:00+00:00,2023-01-04 11:30:00+00:00,1.06118,1.06078,1.06178,1.06077,STOP,0.38748311378025624,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
