threshold,qualified,trades_2021,pf_2021,net_r_2021,trades_2022,pf_2022,net_r_2022,minimum_annual_pf,total_net_r
0.35,False,449,0.7841520861370588,-64.15000000006998,374,0.8728901854551175,-30.50000000004549,0.7841520861370588,-94.65000000011547
0.375,False,272,0.5687992988604861,-86.10000000003782,217,0.8410770855330733,-22.575000000027714,0.5687992988604861,-108.67500000006554
0.4,False,117,0.6142177275429559,-32.42500000001647,77,0.5735749005743337,-24.12500000000817,0.5735749005743337,-56.55000000002464
0.425,False,44,0.6715447154469694,-10.100000000006215,24,0.4745308310990601,-9.80000000000314,0.4745308310990601,-19.900000000009356
0.45,False,10,1.4390243902435063,2.249999999998087,8,0.46456692913371644,-3.40000000000118,0.46456692913371644,-1.150000000003093
0.475,False,2,1.4390243902435063,0.4499999999996174,1,0.0,-1.0250000000000536,0.0,-0.5750000000004363
0.5,False,0,0.0,0.0,0,0.0,0.0,0.0,0.0
0.525,False,0,0.0,0.0,0,0.0,0.0,0.0,0.0
0.55,False,0,0.0,0.0,0,0.0,0.0,0.0,0.0
