window,v1_v6_trades,v1_v6_win_rate_pct,v1_v6_stress_net_usd,v1_v6_stress_profit_factor,v1_v6_stress_closed_drawdown_usd,v1_v6_winner_removed_stress_net_usd,managed_v6_trades,managed_v6_win_rate_pct,managed_v6_stress_net_usd,managed_v6_stress_profit_factor,managed_v6_stress_closed_drawdown_usd,managed_v6_winner_removed_stress_net_usd,v1_combined_trades,v1_combined_win_rate_pct,v1_combined_stress_net_usd,v1_combined_stress_profit_factor,v1_combined_stress_closed_drawdown_usd,v1_combined_winner_removed_stress_net_usd,managed_combined_trades,managed_combined_win_rate_pct,managed_combined_stress_net_usd,managed_combined_stress_profit_factor,managed_combined_stress_closed_drawdown_usd,managed_combined_winner_removed_stress_net_usd,checks,passed
development_2,92,34.78260869565217,85.90428528646036,1.1645446337489196,90.15450946180589,-111.95461362847063,89,30.337078651685395,61.30576319444771,1.132784500162323,92.65493450520721,-136.5531357204833,687,45.414847161572055,1130.2212511151906,1.4890174136190952,234.6280444112553,825.0712511151905,684,44.88304093567251,1105.6227290231777,1.4912068050108462,272.2899465496889,800.4727290231777,"{""minimum_managed_accepted_trades"": true, ""managed_v6_net_no_worse_than_v1"": false, ""managed_v6_pf_no_worse_than_v1"": false, ""managed_v6_drawdown_no_worse_than_v1"": false, ""managed_combined_net_no_worse_than_v1"": false, ""managed_combined_pf_no_worse_than_v1"": true, ""managed_combined_drawdown_no_worse_than_v1"": false}",False
confirmation,38,47.368421052631575,126.56772586805333,1.488400795488763,71.28099717882004,-98.37988103298801,38,34.21052631578947,25.459372569441964,1.0990703984592978,92.71754318576512,-175.62498936632136,479,46.13778705636743,1350.2198401304206,1.6053158784119632,324.57180984738875,788.5798401304205,479,45.093945720250524,1249.1114868318093,1.5605320305117503,336.1878332848886,687.4714868318091,"{""minimum_managed_accepted_trades"": true, ""managed_v6_net_no_worse_than_v1"": false, ""managed_v6_pf_no_worse_than_v1"": false, ""managed_v6_drawdown_no_worse_than_v1"": false, ""managed_combined_net_no_worse_than_v1"": false, ""managed_combined_pf_no_worse_than_v1"": false, ""managed_combined_drawdown_no_worse_than_v1"": false}",False
final,23,30.434782608695656,31.05380972222129,1.076655636469102,185.23916909722277,-347.4895071614593,23,21.73913043478261,-13.850174652780353,0.9598462848130578,218.24734192708644,-344.92884626736367,387,43.15245478036176,2540.498972914263,1.8414374372099938,191.87607018803118,1147.786244552249,387,42.63565891472868,2495.5949885392615,1.8433748742424532,202.26149293108728,1102.8822601772472,"{""minimum_managed_accepted_trades"": true, ""managed_v6_net_no_worse_than_v1"": false, ""managed_v6_pf_no_worse_than_v1"": false, ""managed_v6_drawdown_no_worse_than_v1"": false, ""managed_combined_net_no_worse_than_v1"": false, ""managed_combined_pf_no_worse_than_v1"": true, ""managed_combined_drawdown_no_worse_than_v1"": false}",False
