attempt_no,policy_id,mechanic,raw_discovery_signal_count,parameters_json,trades,source_days,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,block_pvalue,profitable_segments,worst_segment_pf,current_account_feasible_share,fdr_qvalue,gate_checks_json,gate_pass,segment_metrics_json
10104,56bc41b543b68e8b,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":7,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":3.0,""weekday_set"":""ALL""}",1152,1401,0.8222698072805139,-277.4562221142898,0.39674077553359466,-0.24084741502976545,0.05555555555555555,277.7316890267044,-297.8579947409202,1.0,0,0.3642809083390922,0.9045138888888888,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.20649403228285845,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-79.50020242890051,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.4373487119118306,""trades"":385},{""average_r"":-0.2577526508173442,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-98.20375996140815,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.39275632037168207,""trades"":381},{""average_r"":-0.2584255433263761,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-99.75225972398115,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.3642809083390922,""trades"":386}]"
10105,7fb9859dec9e4aa1,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":15,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":2.0,""weekday_set"":""MWF""}",0,1401,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":0.0,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0}]"
10106,4623b3ecd2d935b2,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":11,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":3.0,""weekday_set"":""MWF""}",589,1401,0.42041399000713775,-153.08057864784206,0.6871048951758623,-0.2598991148520239,0.25925925925925924,159.65067192604195,-182.1261022448329,1.0,0,0.6037870307811302,0.969439728353141,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.35033995182837346,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-72.17003007664493,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.6037870307811302,""trades"":206},{""average_r"":-0.1853711250146428,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-32.43994687756249,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.7677651803706059,""trades"":175},{""average_r"":-0.2330317389117051,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-48.470601693634656,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.7104568511096166,""trades"":208}]"
10107,e584c1f537e59e69,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":5,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":3.0,""weekday_set"":""TUTH""}",467,1401,0.3333333333333333,-79.84985786981605,0.3705134910787519,-0.17098470635934915,0.09259259259259259,79.89078373701327,-89.42390946424129,1.0,0,0.3122126700910325,0.8094218415417559,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.16456985465634302,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-25.67289732638951,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.3530311484406505,""trades"":156},{""average_r"":-0.21319478153794788,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-32.83199635684397,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.3122126700910325,""trades"":154},{""average_r"":-0.1359551859017997,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-21.34496418658255,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.45868519638089844,""trades"":157}]"
10108,9e4568ac6acb4a7c,UTC_HOUR_DIRECTIONAL_CARRY,680,"{""decision_hour"":18,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":3.0,""weekday_set"":""MWF""}",0,1401,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":0.0,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0}]"
10109,322ce83a7222924e,UTC_HOUR_DIRECTIONAL_CARRY,221,"{""decision_hour"":22,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":2.0,""weekday_set"":""MWF""}",0,1401,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":0.0,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0}]"
10110,43fbef91486da26a,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":7,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":2.0,""weekday_set"":""ALL""}",1152,1401,0.8222698072805139,-279.4971441005017,0.4903911986534885,-0.24261904869835219,0.09259259259259259,283.15952206565794,-298.6324975444134,1.0,0,0.486974856234067,0.9045138888888888,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.22820602449539024,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-87.85931943072524,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.486974856234067,""trades"":385},{""average_r"":-0.25964067815755487,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-98.9230983780284,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.49034754661038327,""trades"":381},{""average_r"":-0.24019359142939914,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-92.71472629174806,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.49363288906499897,""trades"":386}]"
10111,7a17c2d48b917245,UTC_HOUR_DIRECTIONAL_CARRY,459,"{""decision_hour"":19,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":3.0,""weekday_set"":""TUTH""}",0,1401,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":0.0,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0}]"
10112,5cd6124b2226f5cd,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":10,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":3.0,""weekday_set"":""MWF""}",693,1401,0.49464668094218417,-111.2774254527438,0.6167727544555872,-0.16057348550179482,0.14814814814814814,121.48808831769647,-140.17567848681958,1.0,0,0.5453119884022437,0.7878787878787878,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.19712500172313907,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-45.338750396321984,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.5453119884022437,""trades"":230},{""average_r"":-0.1923986723190898,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-44.44409330570974,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.5572328994069541,""trades"":231},{""average_r"":-0.09264905927031064,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-21.49458175071207,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.7619048554665598,""trades"":232}]"
10113,a41d0e79746e872e,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":17,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":2.0,""weekday_set"":""TUTH""}",120,1401,0.08565310492505353,-45.41758449173905,0.4819848072918281,-0.3784798707644921,0.12962962962962962,45.41758449173904,-63.728980007660205,1.0,0,0.39866840475510457,1.0,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.2437868193111662,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-10.482833230380146,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.6283763799201973,""trades"":43},{""average_r"":-0.47088829704262275,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-14.126648911278682,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.43185673094538357,""trades"":30},{""average_r"":-0.4427255819166005,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-20.808102350080222,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.39866840475510457,""trades"":47}]"
