attempt_no,policy_id,mechanic,raw_discovery_signal_count,parameters_json,trades,source_days,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,block_pvalue,profitable_segments,worst_segment_pf,current_account_feasible_share,fdr_qvalue,gate_checks_json,gate_pass,segment_metrics_json
10094,b4692107f44d68b5,UTC_HOUR_DIRECTIONAL_CARRY,1146,"{""decision_hour"":18,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":3.0,""weekday_set"":""ALL""}",0,1401,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":0.0,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0}]"
10095,e41650e9072df6bc,UTC_HOUR_DIRECTIONAL_CARRY,459,"{""decision_hour"":21,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":1.0,""weekday_set"":""TUTH""}",0,1401,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":0.0,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0}]"
10096,c66cadc5f323a611,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":3,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":1.5,""weekday_set"":""TUTH""}",463,1401,0.3304782298358315,-121.0479507846396,0.6193480633946867,-0.26144265828215896,0.2962962962962963,127.04253312661625,-135.13547090043934,1.0,0,0.49360586674807866,0.8833693304535637,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.3746369176946842,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-58.44335916037074,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.49360586674807866,""trades"":156},{""average_r"":-0.32507668056550976,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-49.736732126522995,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.5572297028916079,""trades"":153},{""average_r"":-0.08355752920614187,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-12.86785949774585,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.8574357553289689,""trades"":154}]"
10097,920d02217dc617c2,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":17,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":1.0,""weekday_set"":""MWF""}",0,1401,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":0.0,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0}]"
10098,c02b6d12329b2341,UTC_HOUR_DIRECTIONAL_CARRY,763,"{""decision_hour"":23,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":1.5,""weekday_set"":""ALL""}",732,1401,0.5224839400428265,-202.4505309595249,0.534642515719855,-0.27657176360590835,0.09259259259259259,205.8792010385392,-216.62750659044622,1.0,0,0.4823562267872742,0.855191256830601,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.3046611686177451,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-75.86063098581853,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.49020447380494286,""trades"":249},{""average_r"":-0.3443536940302885,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-83.33359395532982,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.4823562267872742,""trades"":242},{""average_r"":-0.1794867469642181,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-43.25630601837656,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.6546420977554407,""trades"":241}]"
10099,fbee73a3b1f963ec,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":1,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.0,""weekday_set"":""TUTH""}",392,1401,0.2798001427551749,-107.95735763247211,0.5685501318322985,-0.2754014225318166,0.2037037037037037,109.68033088961316,-117.0956323281303,1.0,0,0.4195351052139108,0.9719387755102041,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.4194309850405682,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-57.46204495055784,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.4195351052139108,""trades"":137},{""average_r"":-0.13285761428108428,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-15.145768028043609,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.7626825510444679,""trades"":114},{""average_r"":-0.2507059904529835,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-35.349544653870666,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.5955711034449376,""trades"":141}]"
10100,89c1d882f4687bcf,UTC_HOUR_DIRECTIONAL_CARRY,221,"{""decision_hour"":22,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":2.0,""weekday_set"":""MWF""}",0,1401,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":0.0,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0},{""average_r"":0.0,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":0.0,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":null,""trades"":0}]"
10101,7d63f60db93777b7,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":12,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":1.0,""weekday_set"":""ALL""}",690,1401,0.4925053533190578,-223.4383232248864,0.5179851785073591,-0.32382365684766146,0.14814814814814814,224.2888227229656,-232.59910085456323,1.0,0,0.447539960295577,0.9840579710144928,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.3938503628988455,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-87.04093020064485,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.447539960295577,""trades"":221},{""average_r"":-0.2494437319482842,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-44.65042801874287,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.6006758129858619,""trades"":179},{""average_r"":-0.3163688448465471,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-91.74696500549865,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.5275261221696097,""trades"":290}]"
10102,64f1f62719924f9c,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":6,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":1.0,""weekday_set"":""ALL""}",1158,1401,0.8265524625267666,-196.24808753622176,0.5193271140879425,-0.16947157818326578,0.05555555555555555,196.9393841643166,-205.54252693536608,1.0,0,0.4100805544821871,0.802245250431779,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.2038478634965828,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-78.68527530968096,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.4100805544821871,""trades"":386},{""average_r"":-0.23288155044792533,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-89.65939692245125,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.4459425560276962,""trades"":385},{""average_r"":-0.07210184833098078,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-27.90341530408956,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.7532231976530528,""trades"":387}]"
10103,9f94f2f4bd2fe0f4,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":6,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":1.5,""weekday_set"":""MWF""}",685,1401,0.4889364739471806,-133.73920201816537,0.6738308020024885,-0.1952397109754239,0.18518518518518517,137.8304992991023,-147.95207298120246,1.0,0,0.6078983740042126,0.9036496350364963,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""average_r"":-0.21297980518346654,""end"":""2018-01-01T00:00:00+00:00"",""net_r"":-48.985355192197304,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.6364944333835518,""trades"":230},{""average_r"":-0.2582515176187714,""end"":""2019-07-01T00:00:00+00:00"",""net_r"":-58.88134601707988,""profitable"":false,""start"":""2018-01-01T00:00:00+00:00"",""stress_pf"":0.6078983740042126,""trades"":228},{""average_r"":-0.11397577448849422,""end"":""2021-01-01T00:00:00+00:00"",""net_r"":-25.872500808888187,""profitable"":false,""start"":""2019-07-01T00:00:00+00:00"",""stress_pf"":0.7931909963848435,""trades"":227}]"
