attempt_no,policy_id,mechanic,raw_discovery_signal_count,parameters_json
10361,b0e3af1a55378b3c,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.0,""weekday"":1}"
10362,5cdae3aa26f2f70f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":4,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.0,""weekday"":4}"
10363,d96cc7b3b00efddc,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":2,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":3.0,""weekday"":0}"
10364,2aadd2b9d50fb15e,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":1.0,""weekday"":2}"
10365,937f578ddeb1bf94,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":1.0,""weekday"":4}"
10366,a741860a96416b75,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":4,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":2.0,""weekday"":3}"
10367,2de8bdb8b0131462,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":10,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":2.0,""weekday"":0}"
10368,8b31744315d3e04f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":1.0,""weekday"":4}"
10369,886d8ba40a82ca1b,WEEKDAY_HOUR_DIRECTIONAL_CARRY,224,"{""decision_hour"":20,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.5,""weekday"":4}"
10370,044f752668e33912,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":8,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":1.5,""weekday"":4}"
10371,16d42865c246968e,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":4,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":1.0,""weekday"":3}"
10372,c2493bc2e77d0b72,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":10,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.0,""weekday"":2}"
10373,3250897760064a96,WEEKDAY_HOUR_DIRECTIONAL_CARRY,224,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.5,""weekday"":4}"
10374,d0c516b8d20c12be,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":1.0,""weekday"":0}"
10375,3bf29d0bcd47a33a,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":1.0,""weekday"":4}"
10376,98d191e91dd2e13f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":10,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":2.0,""weekday"":1}"
10377,89ba1441009982c5,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":1.5,""weekday"":0}"
10378,0f4c30cba1be284a,WEEKDAY_HOUR_DIRECTIONAL_CARRY,228,"{""decision_hour"":20,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":1.0,""weekday"":3}"
10379,bdbf3dc17c9371a4,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":10,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":1.0,""weekday"":3}"
10380,5a9975be22be9efa,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":8,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":3.0,""weekday"":4}"
10381,f15466dd899adf9a,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":3.0,""weekday"":3}"
10382,9335f2cce7606897,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":16,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":2.0,""weekday"":2}"
10383,cc6fd67ea484a111,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":1.5,""weekday"":3}"
10384,f091361ae692c304,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":10,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":3.0,""weekday"":1}"
10385,06b6d855791184e6,WEEKDAY_HOUR_DIRECTIONAL_CARRY,229,"{""decision_hour"":0,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":2.0,""weekday"":4}"
10386,e3f5cb6b29db2899,WEEKDAY_HOUR_DIRECTIONAL_CARRY,234,"{""decision_hour"":0,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":2.0,""weekday"":3}"
10387,9b25ca861cccaa9d,WEEKDAY_HOUR_DIRECTIONAL_CARRY,219,"{""decision_hour"":18,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":1.0,""weekday"":0}"
10388,2290652a8635d546,WEEKDAY_HOUR_DIRECTIONAL_CARRY,229,"{""decision_hour"":0,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":1.5,""weekday"":4}"
10389,ae42c284bd88967d,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":1.5,""weekday"":2}"
10390,1fb35f1668d6ec8f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":16,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":2.0,""weekday"":2}"
10391,bc0493fba6ed8d5c,WEEKDAY_HOUR_DIRECTIONAL_CARRY,212,"{""decision_hour"":20,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":3.0,""weekday"":0}"
10392,ecc19547b62d5d22,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":8,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.0,""weekday"":4}"
10393,58ab078908f7ca68,WEEKDAY_HOUR_DIRECTIONAL_CARRY,219,"{""decision_hour"":18,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":1.5,""weekday"":0}"
10394,32b5d1e98939f755,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":2.0,""target_r"":1.0,""weekday"":1}"
10395,1ef70add9d4cdb39,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":16,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.5,""weekday"":4}"
10396,9f23b9beb90b6397,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":12,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":3.0,""weekday"":4}"
10397,2597e1c957747e4d,WEEKDAY_HOUR_DIRECTIONAL_CARRY,234,"{""decision_hour"":0,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":3.0,""weekday"":3}"
10398,d8cb01a226681135,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":3.0,""weekday"":4}"
10399,504662ff304169eb,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":3.0,""weekday"":0}"
10400,4f51f3c26d3c6396,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":20,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.0,""weekday"":2}"
10401,d17bf27f40d56230,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":12,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.5,""weekday"":3}"
10402,1a0e19467e6de4c3,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":14,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":3.0,""weekday"":3}"
10403,667f804a45a18eaa,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":2.0,""target_r"":2.0,""weekday"":1}"
10404,6b40a31ad56ad5df,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":10,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":3.0,""weekday"":2}"
10405,51e4b513cb45e4e9,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":14,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.0,""weekday"":1}"
10406,2366e6ee5c7704e7,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":0,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":3.0,""weekday"":0}"
10407,9c0c3d5f62b9c530,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":10,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":2.0,""weekday"":3}"
10408,99369cd508469b57,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":2,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":2.0,""weekday"":2}"
10409,747198af278b3cd2,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":12,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":1.0,""weekday"":4}"
10410,f04f7fa143e399cb,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":3.0,""weekday"":2}"
10411,8d9e2322418b9c7f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":18,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":1.0,""weekday"":2}"
10412,bc09d51dc8e32de4,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":2.0,""weekday"":0}"
10413,4ecfa5c2a7ffd207,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":12,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":3.0,""weekday"":0}"
10414,5c02b22ac2c140b9,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":2.0,""weekday"":1}"
10415,71f00f8e97f2c3a9,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":2,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":3.0,""weekday"":4}"
10416,95e93b7fe406933f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":1.0,""weekday"":3}"
10417,8b2707ee03ae3841,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":2,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":1.5,""weekday"":0}"
10418,bcc841b5a5ccc34f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":10,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":1.0,""weekday"":2}"
10419,8b59c372b58b08d0,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":6,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":1.0,""weekday"":2}"
10420,985835a4cb808670,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":0,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":1.5,""weekday"":1}"
10421,842e6efa598b288a,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":6,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.0,""target_r"":1.0,""weekday"":4}"
10422,36d0da35c134c936,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":16,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.0,""weekday"":4}"
10423,298dbbb88f0ddff4,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":2.0,""weekday"":4}"
10424,86b755d29f273266,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":12,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":2.0,""weekday"":1}"
10425,798d159283dfb8b6,WEEKDAY_HOUR_DIRECTIONAL_CARRY,228,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":1.5,""weekday"":3}"
10426,c2e488b2e26f6276,WEEKDAY_HOUR_DIRECTIONAL_CARRY,229,"{""decision_hour"":0,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":1.0,""weekday"":4}"
10427,d180c45e5dcff6d4,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":6,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":2.0,""weekday"":0}"
10428,c0746335e18fbe7c,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":6,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":1.0,""target_r"":1.5,""weekday"":3}"
10429,fbfc5a4cf55c3b1c,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":8,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":2.0,""weekday"":3}"
10430,87364ec44c640782,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":2.0,""weekday"":2}"
10431,e00b471efacc4324,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":0,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.0,""weekday"":2}"
10432,d699015f855fa7bb,WEEKDAY_HOUR_DIRECTIONAL_CARRY,234,"{""decision_hour"":18,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":1.5,""weekday"":3}"
10433,11e953925291a17c,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":3.0,""weekday"":0}"
10434,2adec8566f195233,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":18,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":3.0,""weekday"":2}"
10435,c0caa3dc47344512,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":16,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":2.0,""weekday"":0}"
10436,87fc37504832328f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":20,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.5,""weekday"":2}"
10437,9218463cf6ed6ae9,WEEKDAY_HOUR_DIRECTIONAL_CARRY,228,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":1.0,""weekday"":3}"
10438,8990ce53a43b2631,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":8,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":1.5,""weekday"":4}"
10439,988328141fd58f53,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":3.0,""weekday"":0}"
10440,015adf9160ea03b5,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":18,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":3.0,""weekday"":2}"
10441,5af3c3bf6c517dbf,WEEKDAY_HOUR_DIRECTIONAL_CARRY,229,"{""decision_hour"":0,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":1.0,""weekday"":4}"
10442,ce725ba038aeb920,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.5,""weekday"":3}"
10443,ec7c5d5b348d13df,WEEKDAY_HOUR_DIRECTIONAL_CARRY,224,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":3.0,""weekday"":4}"
10444,1ef110f9c2e2c624,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":16,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":1.5,""weekday"":4}"
10445,80ea4ce8f0a08d87,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":2,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":3.0,""weekday"":0}"
10446,d33ca8cdc67f0d9a,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":0,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":1.5,""weekday"":1}"
10447,707b74106aa9ae05,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":2,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":1.0,""weekday"":3}"
10448,d79a3554f4c48644,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":1.0,""weekday"":0}"
10449,03248743d94d4b00,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":10,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.0,""weekday"":1}"
10450,3e87f003c9223b61,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":2.0,""weekday"":3}"
10451,da52d4947373b13b,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":10,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":1.0,""weekday"":4}"
10452,d6cf4270459957b2,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":20,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":3.0,""weekday"":2}"
10453,67d18692ac86ad06,WEEKDAY_HOUR_DIRECTIONAL_CARRY,224,"{""decision_hour"":20,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":3.0,""weekday"":4}"
10454,5eae5facb362e001,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":1.0,""weekday"":0}"
10455,1b32c88a7acd91f2,WEEKDAY_HOUR_DIRECTIONAL_CARRY,212,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":2.0,""weekday"":0}"
10456,d62cab9c4cf27def,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.0,""target_r"":1.5,""weekday"":4}"
10457,872e2d6384396bb1,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":12,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":1.0,""weekday"":0}"
10458,20ac1d131dbd8aed,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":2.0,""target_r"":1.0,""weekday"":2}"
10459,d8bdff0730d2f5cf,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":0,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":1.5,""weekday"":1}"
10460,b7adf1a38eec1aa7,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":1.5,""weekday"":4}"
10461,2e7f69339b5a9700,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":2.0,""target_r"":2.0,""weekday"":0}"
10462,ea358acbb5871c9f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,212,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":3.0,""weekday"":0}"
10463,a2dfb1a90a4696fa,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":8,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":1.0,""weekday"":3}"
10464,df1a95544695586a,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":0,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":3.0,""weekday"":0}"
10465,5d57df0c2128a668,WEEKDAY_HOUR_DIRECTIONAL_CARRY,229,"{""decision_hour"":18,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":1.0,""weekday"":4}"
10466,966315a05fd1504b,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":3.0,""weekday"":0}"
10467,a83165d40933caa8,WEEKDAY_HOUR_DIRECTIONAL_CARRY,230,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.0,""weekday"":4}"
10468,0f141a0c508ea489,WEEKDAY_HOUR_DIRECTIONAL_CARRY,219,"{""decision_hour"":18,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":1.0,""weekday"":0}"
10469,f4eb1e0fbb0ab813,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":8,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":1.0,""weekday"":3}"
10470,a853690c118cbf64,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":10,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":2.0,""target_r"":1.0,""weekday"":0}"
10471,8e140157731bd65f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":6,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":1.0,""weekday"":2}"
10472,a4d810d544be7ad6,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":2,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":1.0,""weekday"":3}"
10473,6556773b86884f99,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":14,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":1.0,""target_r"":2.0,""weekday"":3}"
10474,9b4ff81dc6996466,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":8,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":3.0,""weekday"":0}"
10475,61101ae691bc7e2f,WEEKDAY_HOUR_DIRECTIONAL_CARRY,229,"{""decision_hour"":18,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":2.0,""weekday"":4}"
10476,520345008061fce8,WEEKDAY_HOUR_DIRECTIONAL_CARRY,219,"{""decision_hour"":18,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":2.0,""weekday"":0}"
10477,eb425411fb439370,WEEKDAY_HOUR_DIRECTIONAL_CARRY,224,"{""decision_hour"":20,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":2.0,""weekday"":4}"
10478,e00e9eb0fe82eb97,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":0,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":1.5,""weekday"":1}"
10479,68c93491e2479fac,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":1.0,""weekday"":1}"
10480,8863ef1c5575b6cc,WEEKDAY_HOUR_DIRECTIONAL_CARRY,233,"{""decision_hour"":16,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":2.0,""weekday"":2}"
10481,72c32c312dfee27d,WEEKDAY_HOUR_DIRECTIONAL_CARRY,232,"{""decision_hour"":18,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":2.0,""weekday"":1}"
10482,9f4794ee2cd38438,WEEKDAY_HOUR_DIRECTIONAL_CARRY,231,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":1.5,""weekday"":0}"
10483,25176462b68f72e5,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":14,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":3.0,""weekday"":3}"
10484,2c2060639df1b16c,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":8,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":2.0,""target_r"":1.5,""weekday"":3}"
10485,19fe3556ebf75de5,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":10,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":1.5,""weekday"":3}"
10486,521da8c5da366b3b,WEEKDAY_HOUR_DIRECTIONAL_CARRY,235,"{""decision_hour"":6,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":2.0,""target_r"":1.0,""weekday"":3}"
