symbol,hour_utc,source_file_id,url,status,attempts,http_status,bytes,sha256,tick_count,etag,last_modified,path,error
EURUSD,2016-07-01T14:00:00.000Z,EURUSD-2016070114,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/14,RESUMED_VALID,0,200,219464,5bb1e7247518fd79fccf24f42a216eb9d29217eccf9e4c331abd18a01cd273c7,7664,,,raw/EURUSD/year=2016/month=07/2016070114.json,
EURUSD,2016-07-01T15:00:00.000Z,EURUSD-2016070115,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/15,RESUMED_VALID,0,200,164472,04c6516f32e6d126f12e36308c2c062c0e993334777002d3dee6d19e54458a00,5731,,,raw/EURUSD/year=2016/month=07/2016070115.json,
EURUSD,2016-07-01T16:00:00.000Z,EURUSD-2016070116,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/16,RESUMED_VALID,0,200,146219,4e7da6933675be15ac7d6423ab34807f57b571fb7c1a450810ca8a658ea630d7,5080,,,raw/EURUSD/year=2016/month=07/2016070116.json,
EURUSD,2016-07-01T17:00:00.000Z,EURUSD-2016070117,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/17,RESUMED_VALID,0,200,119475,6986a328ce186b5d9b06700be7dbc2a3aff4bca5d5bcf9af2b18eecc5c10eaac,4145,,,raw/EURUSD/year=2016/month=07/2016070117.json,
EURUSD,2016-07-01T18:00:00.000Z,EURUSD-2016070118,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/18,RESUMED_VALID,0,200,93771,1f83e2ec42caff9218c7c48c2ffcd7ed593d54bb7d2f2903d05c9a87fa2a1f09,3249,,,raw/EURUSD/year=2016/month=07/2016070118.json,
EURUSD,2016-07-01T19:00:00.000Z,EURUSD-2016070119,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/19,RESUMED_VALID,0,200,90904,92b7c2bd42ba8af578c7e5a93bd0a15172a21c97f6c209ab053f36216a1649c9,3153,,,raw/EURUSD/year=2016/month=07/2016070119.json,
EURUSD,2016-07-01T20:00:00.000Z,EURUSD-2016070120,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/20,RESUMED_VALID,0,200,64210,568cd7b363ac3a97c1b46cf8993d6584febb7c468b7dcda4a1c13f08143140d5,2227,,,raw/EURUSD/year=2016/month=07/2016070120.json,
EURUSD,2016-07-01T21:00:00.000Z,EURUSD-2016070121,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/21,RESUMED_VALID,0,200,132,55bcaa7da1a3079c80948e0f1ce756b8704c7342c9f1682b72cba175d64e57ce,0,,,raw/EURUSD/year=2016/month=07/2016070121.json,
EURUSD,2016-07-01T22:00:00.000Z,EURUSD-2016070122,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/22,RESUMED_VALID,0,200,132,3b5bd605c255d3eb898faa4f191abf4be6d2a053f925717f5edf4440dbf95009,0,,,raw/EURUSD/year=2016/month=07/2016070122.json,
EURUSD,2016-07-01T23:00:00.000Z,EURUSD-2016070123,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/1/23,RESUMED_VALID,0,200,132,9437e88051d828314a70c7c807c501a83c331e3f8c2a5a3f131eb30bedb0ac53,0,,,raw/EURUSD/year=2016/month=07/2016070123.json,
EURUSD,2016-07-02T00:00:00.000Z,EURUSD-2016070200,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/0,RESUMED_VALID,0,200,132,b6c934e8f812fb5f338fc694016e1d2b92f778e05fb641b97cc9ad3947209233,0,,,raw/EURUSD/year=2016/month=07/2016070200.json,
EURUSD,2016-07-02T01:00:00.000Z,EURUSD-2016070201,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/1,RESUMED_VALID,0,200,132,21fee511dcbb1a5c3472640686d4913ad219cdaf7460fbf02812b90bcc0ba6fc,0,,,raw/EURUSD/year=2016/month=07/2016070201.json,
EURUSD,2016-07-02T02:00:00.000Z,EURUSD-2016070202,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/2,RESUMED_VALID,0,200,132,86a13d6d06a1a75e1f885c8c80f4f4b093e3bbc933d257baf5ad6a7442087a56,0,,,raw/EURUSD/year=2016/month=07/2016070202.json,
EURUSD,2016-07-02T03:00:00.000Z,EURUSD-2016070203,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/3,RESUMED_VALID,0,200,132,ba0ad28f39c73d6d7c38aed9f6993fe01ab22e9c95333cf7da241a5fb1a59890,0,,,raw/EURUSD/year=2016/month=07/2016070203.json,
EURUSD,2016-07-02T04:00:00.000Z,EURUSD-2016070204,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/4,RESUMED_VALID,0,200,132,cf8c8b1e288b6b4c8d063dab275cbd2f22f2aa2002d580196368fba3ea268ccc,0,,,raw/EURUSD/year=2016/month=07/2016070204.json,
EURUSD,2016-07-02T05:00:00.000Z,EURUSD-2016070205,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/5,RESUMED_VALID,0,200,132,6d8f34a55f107b69efd3364bf47a5d851243c51322189c70a416fcba7c7e84f3,0,,,raw/EURUSD/year=2016/month=07/2016070205.json,
EURUSD,2016-07-02T06:00:00.000Z,EURUSD-2016070206,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/6,RESUMED_VALID,0,200,132,bccd564143267f793cca7d8e2616c5b1f4dbe69114f697781f295b5d9e89b8a4,0,,,raw/EURUSD/year=2016/month=07/2016070206.json,
EURUSD,2016-07-02T07:00:00.000Z,EURUSD-2016070207,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/7,RESUMED_VALID,0,200,132,853e089a71a1a70050fce9ac55b08bd9e86209a0f01d1280148f37db1042df18,0,,,raw/EURUSD/year=2016/month=07/2016070207.json,
EURUSD,2016-07-02T08:00:00.000Z,EURUSD-2016070208,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/8,RESUMED_VALID,0,200,132,cf9fba7d88e91286ec53cfbd86a630e04cbc28af4f2bcd8071e75ae418c42b25,0,,,raw/EURUSD/year=2016/month=07/2016070208.json,
EURUSD,2016-07-02T09:00:00.000Z,EURUSD-2016070209,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/9,RESUMED_VALID,0,200,132,5c3ceeb80a825efcb95a7074c680fe0f3c1355d821f3e39993f9f921faf3ba9e,0,,,raw/EURUSD/year=2016/month=07/2016070209.json,
EURUSD,2016-07-02T10:00:00.000Z,EURUSD-2016070210,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/10,RESUMED_VALID,0,200,132,a58d40894c18acfeeb63aac26eeb06b564afba72639e51f1ccfadd1b4e6025f9,0,,,raw/EURUSD/year=2016/month=07/2016070210.json,
EURUSD,2016-07-02T11:00:00.000Z,EURUSD-2016070211,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/11,RESUMED_VALID,0,200,132,bf39a52f6ded5a4d4d5726a31d1ba6492b7f21adafe3ca86e6762ec5e8dfbed7,0,,,raw/EURUSD/year=2016/month=07/2016070211.json,
EURUSD,2016-07-02T12:00:00.000Z,EURUSD-2016070212,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/12,RESUMED_VALID,0,200,132,4f518f9fabefac576a7992815b2fc690029ebfcc19868b2f9222a781ef8c622c,0,,,raw/EURUSD/year=2016/month=07/2016070212.json,
EURUSD,2016-07-02T13:00:00.000Z,EURUSD-2016070213,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/13,RESUMED_VALID,0,200,132,9641e3d66b4a4d4b3345f74fb694118da4f3807a4dbe1953cb3b050380f91bbe,0,,,raw/EURUSD/year=2016/month=07/2016070213.json,
EURUSD,2016-07-02T14:00:00.000Z,EURUSD-2016070214,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/14,RESUMED_VALID,0,200,132,0e24129b8cd86767be80215817c75f399efa6e55dbb2769a6b2a294c3e3b5b35,0,,,raw/EURUSD/year=2016/month=07/2016070214.json,
EURUSD,2016-07-02T15:00:00.000Z,EURUSD-2016070215,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/15,RESUMED_VALID,0,200,132,753470567ff4d3caae84d517e5ff6c8ec66487da4ca7b1c27be31b8d4aa48451,0,,,raw/EURUSD/year=2016/month=07/2016070215.json,
EURUSD,2016-07-02T16:00:00.000Z,EURUSD-2016070216,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/16,RESUMED_VALID,0,200,132,8d8b483138ea77de9013262f5cffa0e8a2838daae1af37dd3b0ca2df88547ca3,0,,,raw/EURUSD/year=2016/month=07/2016070216.json,
EURUSD,2016-07-02T17:00:00.000Z,EURUSD-2016070217,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/17,RESUMED_VALID,0,200,132,630e012de27352c756ef4850d09d9acb02db50cd3ffa57a08d9bafe01fa4e660,0,,,raw/EURUSD/year=2016/month=07/2016070217.json,
EURUSD,2016-07-02T18:00:00.000Z,EURUSD-2016070218,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/18,RESUMED_VALID,0,200,132,b55043ed8f9d1d20b7063caadcd88f7a012afcc05c5a93ff270cec1a53a60374,0,,,raw/EURUSD/year=2016/month=07/2016070218.json,
EURUSD,2016-07-02T19:00:00.000Z,EURUSD-2016070219,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/19,RESUMED_VALID,0,200,132,237eaa61677fea8bfc51e37d48ab699008b50dbf64b1cf212fd70afbb4083afd,0,,,raw/EURUSD/year=2016/month=07/2016070219.json,
EURUSD,2016-07-02T20:00:00.000Z,EURUSD-2016070220,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/20,RESUMED_VALID,0,200,132,a8b40c10e9987436d6126829a4da84797fc861dbf023b393fe89484025bcfa64,0,,,raw/EURUSD/year=2016/month=07/2016070220.json,
EURUSD,2016-07-02T21:00:00.000Z,EURUSD-2016070221,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/21,RESUMED_VALID,0,200,132,2c8cc663698e87fd4cd595a5fd22610ffd9906fdba16200078a337cb0b7eacb7,0,,,raw/EURUSD/year=2016/month=07/2016070221.json,
EURUSD,2016-07-02T22:00:00.000Z,EURUSD-2016070222,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/22,RESUMED_VALID,0,200,132,1c9be7a9aa1a13ffd7a0fcf82ffa2b4271a8eaf1b22b8ced83c9935c0b6014f6,0,,,raw/EURUSD/year=2016/month=07/2016070222.json,
EURUSD,2016-07-02T23:00:00.000Z,EURUSD-2016070223,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/2/23,RESUMED_VALID,0,200,132,47f2f84655a3c86fc7e2855a113f9d52a93121b238b25db5dfb7790f7910f28d,0,,,raw/EURUSD/year=2016/month=07/2016070223.json,
EURUSD,2016-07-03T00:00:00.000Z,EURUSD-2016070300,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/0,RESUMED_VALID,0,200,132,869c84cba7a39ff73c9fa2350c210b73501b2ef1faf589309598d5c2ca70f860,0,,,raw/EURUSD/year=2016/month=07/2016070300.json,
EURUSD,2016-07-03T01:00:00.000Z,EURUSD-2016070301,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/1,RESUMED_VALID,0,200,132,6cd8aee2862db592c7579891b438e0f35f37614b5c1e90558624eee34fa91270,0,,,raw/EURUSD/year=2016/month=07/2016070301.json,
EURUSD,2016-07-03T02:00:00.000Z,EURUSD-2016070302,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/2,RESUMED_VALID,0,200,132,171966c52bde71c2d82b8e13c5baebe78bf36301589b667a4f44de654eadec9c,0,,,raw/EURUSD/year=2016/month=07/2016070302.json,
EURUSD,2016-07-03T03:00:00.000Z,EURUSD-2016070303,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/3,RESUMED_VALID,0,200,132,8462e0b3ef7b923a654a0af7a08d7b85c5cdb00132496e316575b4d1ca5e615c,0,,,raw/EURUSD/year=2016/month=07/2016070303.json,
EURUSD,2016-07-03T04:00:00.000Z,EURUSD-2016070304,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/4,RESUMED_VALID,0,200,132,29bc6f12896f3e39e89edd4c42f8f1af988c24d4db756172e05a64751d0040da,0,,,raw/EURUSD/year=2016/month=07/2016070304.json,
EURUSD,2016-07-03T05:00:00.000Z,EURUSD-2016070305,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/5,RESUMED_VALID,0,200,132,d0abeeef81c1959484e0a21795b901bd81fd669f5df3f47396f177c64c234043,0,,,raw/EURUSD/year=2016/month=07/2016070305.json,
EURUSD,2016-07-03T06:00:00.000Z,EURUSD-2016070306,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/6,RESUMED_VALID,0,200,132,32b0aade689be3394aebf3aa738d3dce64cc08216984095531975f45e33fd850,0,,,raw/EURUSD/year=2016/month=07/2016070306.json,
EURUSD,2016-07-03T07:00:00.000Z,EURUSD-2016070307,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/7,RESUMED_VALID,0,200,132,ffc4f012dd2a3488e30dc65bbefd2fb05ac3a96d12f43db26efc48f98f118a77,0,,,raw/EURUSD/year=2016/month=07/2016070307.json,
EURUSD,2016-07-03T08:00:00.000Z,EURUSD-2016070308,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/8,RESUMED_VALID,0,200,132,3cce9a87815f3f44abf28430fc09ad6a9489be90da8864fd062e85a22ba0edad,0,,,raw/EURUSD/year=2016/month=07/2016070308.json,
EURUSD,2016-07-03T09:00:00.000Z,EURUSD-2016070309,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/9,RESUMED_VALID,0,200,132,94d43db154feb60e15cec21ae3449471e9961af7b51ff985e2a71925360a925c,0,,,raw/EURUSD/year=2016/month=07/2016070309.json,
EURUSD,2016-07-03T10:00:00.000Z,EURUSD-2016070310,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/10,RESUMED_VALID,0,200,132,d939a5542c5c01f8b457af2bf78b4ab2b61997b8834215635f0f870bb01f309f,0,,,raw/EURUSD/year=2016/month=07/2016070310.json,
EURUSD,2016-07-03T11:00:00.000Z,EURUSD-2016070311,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/11,RESUMED_VALID,0,200,132,95eb4a0cb5288a0abbf725cb08b6b0bc02ed72d21a942bfcc59c3526b34185e7,0,,,raw/EURUSD/year=2016/month=07/2016070311.json,
EURUSD,2016-07-03T12:00:00.000Z,EURUSD-2016070312,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/12,RESUMED_VALID,0,200,132,4004c02406809d41de5088447812f9ea6a771b98bf4daa92d1553e518af58374,0,,,raw/EURUSD/year=2016/month=07/2016070312.json,
EURUSD,2016-07-03T13:00:00.000Z,EURUSD-2016070313,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/13,RESUMED_VALID,0,200,132,8045c75b9da8f790205cfe7c2047e7baf59e6a2d31186539acda130696ed9f09,0,,,raw/EURUSD/year=2016/month=07/2016070313.json,
EURUSD,2016-07-03T14:00:00.000Z,EURUSD-2016070314,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/14,RESUMED_VALID,0,200,132,cb1d1b0e729b3485b73930d5ed61b77a3c503bb642ad74956aad1b2f649a04a2,0,,,raw/EURUSD/year=2016/month=07/2016070314.json,
EURUSD,2016-07-03T15:00:00.000Z,EURUSD-2016070315,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/15,RESUMED_VALID,0,200,132,cf8c7a0cb2a1874d70e55ad7a379aadb67de98a7ed8310f34ad8e013587fb8cc,0,,,raw/EURUSD/year=2016/month=07/2016070315.json,
EURUSD,2016-07-03T16:00:00.000Z,EURUSD-2016070316,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/16,RESUMED_VALID,0,200,132,d1da7975bdf753bd48ace08bea95229a3d1ddc3f654c8bbe7b8f60751a7340c0,0,,,raw/EURUSD/year=2016/month=07/2016070316.json,
EURUSD,2016-07-03T17:00:00.000Z,EURUSD-2016070317,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/17,RESUMED_VALID,0,200,132,cbcd87e936ad956c1f0da66ed6fbedcdb71893631d50da419c13442febfd46ac,0,,,raw/EURUSD/year=2016/month=07/2016070317.json,
EURUSD,2016-07-03T18:00:00.000Z,EURUSD-2016070318,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/18,RESUMED_VALID,0,200,132,e3c981fe53e4761b21348c0f6048890275f7a7fbab8cb16d7be5caa8da2c990f,0,,,raw/EURUSD/year=2016/month=07/2016070318.json,
EURUSD,2016-07-03T19:00:00.000Z,EURUSD-2016070319,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/19,RESUMED_VALID,0,200,132,1bf7156bc0f99b6712f3a9f2182917d5db380a221174949bdb16132638cdbb29,0,,,raw/EURUSD/year=2016/month=07/2016070319.json,
EURUSD,2016-07-03T20:00:00.000Z,EURUSD-2016070320,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/20,RESUMED_VALID,0,200,132,02c8a862c0b70fc6ab8d6fb5e9876b85a6a41f3f72dddf12666bb104eee89a9c,0,,,raw/EURUSD/year=2016/month=07/2016070320.json,
EURUSD,2016-07-03T21:00:00.000Z,EURUSD-2016070321,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/21,RESUMED_VALID,0,200,21395,0f84fcae2c31e9081beeb21f2c14a9619ce567bfdd4c32190de9e9086a890a25,730,,,raw/EURUSD/year=2016/month=07/2016070321.json,
EURUSD,2016-07-03T22:00:00.000Z,EURUSD-2016070322,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/22,RESUMED_VALID,0,200,56474,c4e482652c2a4b18003053a8d829fef8e3e9e3a14578ebe5300b2e183f7c7d10,1971,,,raw/EURUSD/year=2016/month=07/2016070322.json,
EURUSD,2016-07-03T23:00:00.000Z,EURUSD-2016070323,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/3/23,RESUMED_VALID,0,200,48010,73555a018d78df71bcf931315651f1d3285bae8757b905bef808c7b2bef45964,1657,,,raw/EURUSD/year=2016/month=07/2016070323.json,
EURUSD,2016-07-04T00:00:00.000Z,EURUSD-2016070400,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/0,RESUMED_VALID,0,200,57341,6419fdb7b3ffcf010654f97e54b05cb0ccb7ce983afff4d5b32b58742f277a17,1980,,,raw/EURUSD/year=2016/month=07/2016070400.json,
EURUSD,2016-07-04T01:00:00.000Z,EURUSD-2016070401,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/1,RESUMED_VALID,0,200,68280,b74b49468eaa068738ecaad35e1c44f3e288dabaa7654d34280e3964f6ae2fee,2362,,,raw/EURUSD/year=2016/month=07/2016070401.json,
EURUSD,2016-07-04T02:00:00.000Z,EURUSD-2016070402,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/2,RESUMED_VALID,0,200,80308,e4fb26aebb3342f612e90119d065b1f0099ae027fc6c1cb905296a7b23500b87,2782,,,raw/EURUSD/year=2016/month=07/2016070402.json,
EURUSD,2016-07-04T03:00:00.000Z,EURUSD-2016070403,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/3,RESUMED_VALID,0,200,55525,b27f2578332f4d46e286236f9856dd0e17ad5b6ef13f3add7c0df7bdbdce48ff,1916,,,raw/EURUSD/year=2016/month=07/2016070403.json,
EURUSD,2016-07-04T04:00:00.000Z,EURUSD-2016070404,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/4,RESUMED_VALID,0,200,56230,5f0566a835d99a1a504db24a3b365a03d6bba030ceb4037c48c5dc1350add41a,1945,,,raw/EURUSD/year=2016/month=07/2016070404.json,
EURUSD,2016-07-04T05:00:00.000Z,EURUSD-2016070405,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/5,RESUMED_VALID,0,200,61153,ca222c096c414719ccac97d82de5217d460010a7d70b8b8946c9857c2fc09b26,2112,,,raw/EURUSD/year=2016/month=07/2016070405.json,
EURUSD,2016-07-04T06:00:00.000Z,EURUSD-2016070406,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/6,RESUMED_VALID,0,200,107934,d7bb82189fe7e9939fdffe48f4e1c68b04c2fc0494aaa2be2a5fece9123fb64e,3744,,,raw/EURUSD/year=2016/month=07/2016070406.json,
EURUSD,2016-07-04T07:00:00.000Z,EURUSD-2016070407,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/7,RESUMED_VALID,0,200,137980,b2a1bf4bd5e562d4655f8296d5babd4169ce6b28ae710a1855d7456127aa1590,4798,,,raw/EURUSD/year=2016/month=07/2016070407.json,
EURUSD,2016-07-04T08:00:00.000Z,EURUSD-2016070408,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/8,RESUMED_VALID,0,200,142283,f59299843e97f6e3cb329dd13f3604a88de862541d6a9d0a8d3ff218f0cc2fd9,4950,,,raw/EURUSD/year=2016/month=07/2016070408.json,
EURUSD,2016-07-04T09:00:00.000Z,EURUSD-2016070409,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/9,RESUMED_VALID,0,200,108941,01f30236358bf68b9cdaf2b84c18b5bc7098273d316f9a3e7a0569b4f4a3c190,3784,,,raw/EURUSD/year=2016/month=07/2016070409.json,
EURUSD,2016-07-04T10:00:00.000Z,EURUSD-2016070410,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/10,RESUMED_VALID,0,200,89700,325f37f8d25a9b0f3fd1b37ab4291d2cf2f568867e2a2a26ef184daa31afaf48,3113,,,raw/EURUSD/year=2016/month=07/2016070410.json,
EURUSD,2016-07-04T11:00:00.000Z,EURUSD-2016070411,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/11,RESUMED_VALID,0,200,90883,dc10132b1515c688728b3273a3fc008eba6dcabcb0bbdb76ef24ab1a8629cfb7,3151,,,raw/EURUSD/year=2016/month=07/2016070411.json,
EURUSD,2016-07-04T12:00:00.000Z,EURUSD-2016070412,https://jetta.dukascopy.com/v1/ticks/EUR-USD/2016/7/4/12,RESUMED_VALID,0,200,106242,5b07e2626afd9a28b666d147db5be9a5841dbbc30103ad29060ba7636b034fdc,3689,,,raw/EURUSD/year=2016/month=07/2016070412.json,
