expert,broker,cost_model,symbol,trade_count,win_rate,profit_factor,total_pnl_usd,total_return_pct,avg_trade_R,median_trade_R,max_drawdown_usd,max_drawdown_pct,worst_month_usd,best_month_usd,losing_month_pct,max_consecutive_zero_trade_months,max_consecutive_losing_months,largest_single_trade_pct_of_pnl,top5_trades_pct_of_pnl,p95_to_best_pf_ratio,cell_id,time_window,tick_source,time_window_start,time_window_end
h4_macro_composite_risk_state_v0,dukascopy,best_case,XAUUSD,98,0.46938775510204084,1.3615687128371663,791.7949245274228,7.917949245274228,0.15858891990669527,-0.007699525746076224,300.66268851094173,2.826659344338875,-84.77622663908528,169.99634546049356,16.666666666666664,4,2,10.664909440593107,52.57774609927469,,7,2022-01-01T00:00:00+00:00 to 2024-12-31T23:59:59+00:00,dukascopy,2022-01-01T00:00:00+00:00,2024-12-31T23:59:59+00:00
