expert,broker,cost_model,symbol,trade_count,win_rate,profit_factor,total_pnl_usd,total_return_pct,avg_trade_R,median_trade_R,max_drawdown_usd,max_drawdown_pct,worst_month_usd,best_month_usd,losing_month_pct,max_consecutive_zero_trade_months,max_consecutive_losing_months,largest_single_trade_pct_of_pnl,top5_trades_pct_of_pnl,p95_to_best_pf_ratio,cell_id,time_window,tick_source,time_window_start,time_window_end
h4_macro_composite_risk_state_v0,pepperstone,p95,XAUUSD,40,0.45,1.446421370527559,390.3833496206214,3.903833496206214,0.19463094458447644,-0.26083995438426333,164.55406764913823,1.5638778198245502,-90.39800009433043,303.04414158861323,19.444444444444446,5,2,23.146821728926255,107.78384767462785,,6,2019-01-01T00:00:00+00:00 to 2021-12-31T23:59:59+00:00,pepperstone,2019-01-01T00:00:00+00:00,2021-12-31T23:59:59+00:00
