signal_id,specialist_id,server_entry_time,direction,risk_distance,target_r,hold_minutes,source_entry_time_utc,source_entry_price,source_stop,source_target,source_stress_r
R3_COMPRESSION__4e949b6bc07d180f201cc608,ALL_SPECIALISTS,2026.04.14 17:00:00,LONG,20.49087072213554,0.0,360.0,2026-04-14T14:00:00.022000Z,4795.045,4774.554129277864,0.0,2.3555834709689503
R3_COMPRESSION__9697fd829d301579d5da4ad0,ALL_SPECIALISTS,2026.04.21 18:00:00,SHORT,26.18127956640833,0.0,1440.0,2026-04-21T15:00:00.104000Z,4739.095,4765.276279566408,0.0,-1.0714514054949191
R5_TRANSITION__4568baf4bef63c82c0d76a80,ALL_SPECIALISTS,2026.04.30 15:30:00,SHORT,22.505861353216048,2.75,2160.0,2026-04-30T12:30:00.039000Z,4629.625,4652.1308613532165,4567.733881278656,1.0026549438296757
R5_TRANSITION__dfc24123111d8179b14acee2,ALL_SPECIALISTS,2026.05.01 19:15:00,SHORT,28.09633786653174,2.75,2160.0,2026-05-01T16:15:00.091000Z,4642.565,4670.6613378665315,4565.300070867037,0.018343002541880926
R2_DOWNTREND__1091257f5a7ce41b370ab4af,ALL_SPECIALISTS,2026.06.09 19:00:00,SHORT,31.99517302194831,0.0,2160.0,2026-06-09T16:00:00.030000Z,4272.035,4304.030173021948,0.0,6.1348391724956315
R2_DOWNTREND__30e21441c916704ddecb88fe,ALL_SPECIALISTS,2026.06.11 12:00:00,SHORT,44.19064332455849,0.0,2160.0,2026-06-11T09:00:00.068000Z,4084.245,4128.435643324558,0.0,-1.0634386153427098
