signal_id,specialist_id,server_entry_time,direction,risk_distance,target_r,hold_minutes,source_entry_time_utc,source_entry_price,source_stop,source_target,source_stress_r
4568baf4bef63c82c0d76a80,R5_TRANSITION,2026.04.30 15:30:00,SHORT,22.505861353216048,2.75,2160.0,2026-04-30T12:30:00.039000Z,4629.625,4652.1308613532165,4567.733881278656,1.0026549438296757
dfc24123111d8179b14acee2,R5_TRANSITION,2026.05.01 19:15:00,SHORT,28.09633786653174,2.75,2160.0,2026-05-01T16:15:00.091000Z,4642.565,4670.6613378665315,4565.300070867037,0.018343002541880926
