signal_id,specialist_id,server_entry_time,direction,risk_distance,target_r,hold_minutes,source_entry_time_utc,source_entry_price,source_stop,source_target,source_stress_r
4e949b6bc07d180f201cc608,R3_COMPRESSION,2026.04.14 17:00:00,LONG,20.49087072213554,0.0,360.0,2026-04-14T14:00:00.022000Z,4795.045,4774.554129277864,0.0,2.3555834709689503
9697fd829d301579d5da4ad0,R3_COMPRESSION,2026.04.21 18:00:00,SHORT,26.18127956640833,0.0,1440.0,2026-04-21T15:00:00.104000Z,4739.095,4765.276279566408,0.0,-1.0714514054949191
