strategy_id,month,baseline_trades,baseline_wins,baseline_losses,baseline_net_R,baseline_expectancy_R,baseline_profit_factor,baseline_maximum_closed_drawdown_R,stress_net_R,stress_expectancy_R,stress_profit_factor
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2023-07,1,0,1,-1.00288027717,-1.00288027717,0,1.00288027717,-1.12651961413,-1.12651961413,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2023-09,2,1,1,-0.587972835932,-0.293986417966,0.412561866691,1.00091022798,-0.916577012507,-0.458288506254,0.171352395363
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2023-10,6,4,2,4.72487886406,0.787479810677,3.33169720175,1.02510874255,4.02398694216,0.67066449036,2.78312773744
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2023-11,5,0,5,-5.01488212041,-1.00297642408,0,5.01488212041,-5.85403660807,-1.17080732161,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2023-12,3,2,1,2.99381533096,0.997938443655,3.97541338394,1.00618466904,2.4611154232,0.820371807733,3.22037262062
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2024-02,1,1,0,2,2,inf,0,1.75768422434,1.75768422434,inf
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2024-03,7,1,6,-4.16329312828,-0.594756161182,0.324501846395,4.16329312828,-5.10027378539,-0.72861054077,0.268673395498
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2024-04,1,1,0,2,2,inf,0,1.87439216215,1.87439216215,inf
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2024-05,2,1,1,0.914437252569,0.457218626284,1.8423624104,1.08556274743,0.740465332506,0.370232666253,1.63093585482
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2021-07,4,0,4,-4.1224648195,-1.03061620488,0,4.1224648195,-4.56153811862,-1.14038452966,0
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2021-08,5,1,4,-2.27067180278,-0.454134360555,0.468310395264,4.27067180278,-2.95978016308,-0.591956032616,0.3853155999
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2021-09,5,3,2,3.9884456631,0.797689132619,2.98276804654,1.00935535488,3.00060145382,0.600120290765,2.28763193537
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2021-10,5,1,4,-2.084659328,-0.416931865601,0.489636916912,2.084659328,-3.13634420001,-0.627268840001,0.358100100433
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2021-11,4,3,1,4.96171815151,1.24042953788,5.77877770736,1.03828184849,4.27727033695,1.06931758424,4.4132835191
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2021-12,2,0,2,-2.04396463028,-1.02198231514,0,2.04396463028,-2.44901300457,-1.22450650228,0
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-01,5,4,1,6.98801863439,1.39760372688,7.90528390328,1.01198136561,6.04466286722,1.20893257344,6.31368552613
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-02,4,3,1,3.62107660667,0.905269151668,4.58211909611,1.01087554867,2.89620002385,0.724050005963,3.22784633912
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-03,6,3,3,2.81769875553,0.469616459255,1.88542804061,3.18230124447,2.26700593684,0.377834322807,1.66555491292
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-04,4,1,3,-1.02988912398,-0.257472280994,0.660090161113,2.0192717692,-1.38341203871,-0.345853009677,0.57609242807
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-05,2,0,2,-2.05020478556,-1.02510239278,0,2.05020478556,-2.32265169064,-1.16132584532,0
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-06,4,4,0,8,2,inf,0,7.42342892224,1.85585723056,inf
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-07,2,1,1,1.76462848605,0.882314243024,8.49720497787,0.235371513952,1.56666385237,0.783331926186,6.00261600848
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-08,4,3,1,4.99454515211,1.24863628803,5.96744847624,1.00545484789,4.16363291742,1.04090822935,4.54464440508
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-09,2,0,2,-2.00824026584,-1.00412013292,0,2.00824026584,-2.37837549932,-1.18918774966,0
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-10,5,3,2,3.96874654909,0.793749309818,2.95384113553,1.02819115716,3.47178752308,0.694357504615,2.5585413306
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-11,2,1,1,0.971140366172,0.485570183086,1.9438997646,1.02885963383,0.833139843627,0.416569921813,1.77224118644
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2022-12,7,1,6,-4.10778451784,-0.586826359692,0.327450975744,4.10778451784,-4.7493015261,-0.678471646586,0.286976225707
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-01,5,1,4,-2.58493373335,-0.516986746669,0.362684523445,3.04953320927,-3.1609451514,-0.63218903028,0.302934443175
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-02,2,1,1,0.997067812378,0.498533906189,1.99415276993,1.00293218762,0.764939429734,0.382469714867,1.66677370014
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-03,6,2,4,-0.0678846822865,-0.0113141137144,0.983312043583,2.04756450694,-0.717728867535,-0.119621477923,0.839736563327
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-04,4,2,2,0.483869039155,0.120967259789,1.23899543247,1.02034153964,0.0228219720661,0.00570549301653,1.0101400704
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-05,6,1,5,-3.52339650104,-0.587232750173,0.362096039932,4.51906451126,-4.14472690555,-0.690787817591,0.314079079727
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-06,5,1,4,-2.09931407336,-0.419862814672,0.48788650106,3.09139401249,-2.84308905835,-0.568617811671,0.397933642497
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-07,6,1,5,-3.08634939449,-0.514391565748,0.393209322617,5.08634939449,-4.0925473151,-0.682091219183,0.307750841822
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-08,4,0,4,-4.09148555286,-1.02287138822,0,4.09148555286,-4.6907417809,-1.17268544522,0
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-09,6,1,5,-3.08091169778,-0.513485282963,0.393630143361,3.08091169778,-4.7095017162,-0.784916952701,0.259275182035
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-10,4,3,1,4.99466058747,1.24866514687,5.96813367229,1.00533941253,4.17082495262,1.04270623816,4.58250295868
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-11,4,2,2,1.95067842665,0.487669606664,1.95186546222,1.03328306884,1.31922846707,0.329807116767,1.53235491518
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2023-12,6,1,5,-2.48290619911,-0.413817699852,0.446139158655,4.48290619911,-3.29878136279,-0.549796893799,0.352013185423
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2024-01,2,1,1,0.923220218741,0.461610109371,1.85739000194,1.07677978126,0.53102210782,0.26551105391,1.38762899385
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2024-02,4,1,3,-1.10467518726,-0.276168796815,0.644189771673,3.10467518726,-1.57453142951,-0.393632857378,0.543624534721
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2024-03,2,1,1,0.99574948485,0.497874742425,1.99153495052,1.00425051515,0.568176254454,0.284088127227,1.47185284986
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2024-04,1,0,1,-1.00864426807,-1.00864426807,0,1.00864426807,-1.10357008687,-1.10357008687,0
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2024-05,3,0,3,-3.03284839594,-1.01094946531,0,3.03284839594,-3.26025044131,-1.0867501471,0
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,2024-06,4,0,4,-4.05153443318,-1.0128836083,0,4.05153443318,-4.39860747797,-1.09965186949,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2021-07,6,5,1,5.41479794401,0.902466324002,6.37790460832,1.00686016923,4.79624037964,0.799373396607,5.1255074832
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2021-08,7,0,7,-7.0801282087,-1.01144688696,0,7.0801282087,-7.9823084101,-1.14032977287,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2021-09,8,3,5,0.158514105755,0.0198142632194,1.03113317194,2.07318362259,-1.0356001527,-0.129450019087,0.820685980835
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2021-10,3,1,2,-1.89993049947,-0.633310166492,0.0829698876375,2.07183000194,-2.41671616909,-0.805572056363,0.0315394722645
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2021-11,8,2,6,-3.04390088323,-0.380487610404,0.499934608562,5.06036465183,-4.11874325792,-0.51484290724,0.405778203129
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2021-12,7,2,5,-1.64625283849,-0.235178976928,0.680106498814,3.39625283849,-2.71846303589,-0.38835186227,0.537625339858
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-01,3,2,1,2.49161258662,0.830537528875,3.47088822567,1.00838741338,1.81632254363,0.605440847877,2.40843257138
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-02,6,1,5,-3.30452787938,-0.550754646564,0.346224225439,4.04331378288,-4.48685661398,-0.747809435664,0.26710137264
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-03,5,1,4,-2.46030381025,-0.49206076205,0.415646964891,4.21030381025,-2.9388398828,-0.58776797656,0.360143532359
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-04,5,3,2,1.97382929448,0.394765858896,1.93517016852,2.11066323641,1.45256481107,0.290512962214,1.61655688296
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-05,6,0,6,-6.24506414871,-1.04084402479,0,6.24506414871,-6.968823453,-1.1614705755,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-06,8,2,6,-2.60470173471,-0.325587716839,0.573328583786,5.0850472964,-3.51911175216,-0.439888969021,0.477392337422
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-07,5,0,5,-5.09080635402,-1.0181612708,0,5.09080635402,-5.69277740375,-1.13855548075,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-08,7,3,4,1.21836381852,0.174051974075,1.30220083452,3.02159200169,0.111988393556,0.0159983419366,1.02478203641
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-09,6,0,6,-6.12841144789,-1.02140190798,0,6.12841144789,-7.17307220803,-1.19551203467,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-10,5,2,3,-0.605299067692,-0.121059813538,0.799671207523,2.35529906769,-0.983820057462,-0.196764011492,0.695972976608
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-11,6,3,3,2.19855235955,0.366425393258,1.72049486624,3.05144764045,1.7325217707,0.288753628449,1.5336691335
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2022-12,8,5,3,5.73039849918,0.716299812397,2.89773335906,2.01335104662,4.54278744155,0.567848430193,2.31484058087
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-01,3,1,2,-0.272977619783,-0.0909925399277,0.86506147319,2.02297761978,-0.777569749394,-0.259189916465,0.670667048189
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-02,11,1,10,-8.38760769248,-0.762509790225,0.172624553355,9.1240945734,-9.6513924149,-0.877399310446,0.144745178998
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-03,10,3,7,-1.81580467777,-0.181580467777,0.743015160965,6.05074970213,-3.18415475151,-0.318415475151,0.596783921171
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-04,3,0,3,-3.50979998483,-1.16993332828,0,3.50979998483,-3.87836728788,-1.29278909596,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-05,8,2,6,-4.51036622961,-0.563795778701,0.436933830449,7.00362960648,-5.6938871325,-0.711735891562,0.35882937113
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-06,6,1,5,-3.28343214688,-0.547238691147,0.347675293703,4.03265216089,-4.0598425724,-0.676640428733,0.288826084735
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-07,6,2,4,-0.642015871358,-0.107002645226,0.844999176416,3.12763004051,-1.55076201443,-0.258460335738,0.668439284894
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-08,7,1,6,-4.33298921181,-0.618998458829,0.287687506761,4.33298921181,-5.79658852943,-0.828084075633,0.201654304014
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-09,6,2,4,-0.537875992898,-0.0896459988163,0.866792344826,2.02827862966,-1.93854106916,-0.323090178194,0.604347607436
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-10,8,2,6,-3.48384336552,-0.435480420691,0.424778403583,3.48384336552,-4.96178563518,-0.620223204397,0.302466097217
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-11,7,0,7,-7.09853393243,-1.01407627606,0,7.09853393243,-8.21756586475,-1.17393798068,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2023-12,6,4,2,3.77341319073,0.628902198455,2.877866057,2.00941551537,2.82972073742,0.471620122904,2.18817676342
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2024-01,8,1,7,-5.33024597425,-0.666280746781,0.247166554152,5.33024597425,-6.54196589151,-0.817745736439,0.189037769831
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2024-02,9,4,5,0.679750238078,0.0755278042309,1.13373302598,2.29177817423,-0.918914475477,-0.102101608386,0.849490893798
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2024-03,4,1,3,-1.2717067709,-0.317926692724,0.579142892638,3.0217067709,-1.90369181624,-0.475922954059,0.456696321971
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2024-04,2,0,2,-2.03019563623,-1.01509781811,0,2.03019563623,-2.19088911426,-1.09544455713,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2024-05,7,0,7,-7.22706810634,-1.03243830091,0,7.22706810634,-7.91988879414,-1.13141268488,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,2024-06,5,2,3,1.293443612,0.2586887224,1.58618198884,2.206556388,0.860998950555,0.172199790111,1.35029990693
