strategy_id,month,baseline_trades,baseline_wins,baseline_losses,baseline_net_R,baseline_expectancy_R,baseline_profit_factor,baseline_maximum_closed_drawdown_R,stress_net_R,stress_expectancy_R,stress_profit_factor
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2021-07,1,0,1,-1.00306348993,-1.00306348993,0,1.00306348993,-1.10051744843,-1.10051744843,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2021-08,2,1,1,1.1181459602,0.559072980098,12.0969162603,0.100761863383,0.884712885757,0.442356442879,5.30400511905
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2021-09,4,0,4,-4.05161387224,-1.01290346806,0,4.05161387224,-4.61725849048,-1.15431462262,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2021-10,3,0,3,-3.01425460273,-1.00475153424,0,3.01425460273,-3.45563825766,-1.15187941922,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2021-12,2,0,2,-2.02645885218,-1.01322942609,0,2.02645885218,-2.25266346991,-1.12633173495,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2022-01,1,0,1,-1.00026630984,-1.00026630984,0,1.00026630984,-1.07184477581,-1.07184477581,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2022-03,4,1,3,-0.71069340294,-0.177673350735,0.764541703043,2.01432172641,-1.0518223864,-0.262955596599,0.679982161348
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2022-05,3,1,2,-1.06055258063,-0.353517526876,0.482596054151,2.04975742674,-1.4229671961,-0.4743223987,0.387704262415
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2022-06,9,2,7,-3.55443087294,-0.394936763659,0.498780366749,4.4987546496,-5.15601104158,-0.572890115731,0.378967118149
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2022-08,2,1,1,0.995776542637,0.497888271318,1.97668362818,1.01954871968,0.718527415456,0.359263707728,1.6093679624
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2022-09,1,0,1,-1.20964002753,-1.20964002753,0,1.20964002753,-1.28849706811,-1.28849706811,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2022-10,1,0,1,-1.01449357413,-1.01449357413,0,1.01449357413,-1.07461126992,-1.07461126992,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2022-11,3,2,1,4.08306025865,1.36102008622,5.06556855339,1.00430240077,3.91105160884,1.30368386961,4.63964816707
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2022-12,3,0,3,-3.02634831378,-1.00878277126,0,3.02634831378,-3.44695713976,-1.14898571325,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2023-04,1,1,0,0.992120248249,0.992120248249,inf,0,0.912986737658,0.912986737658,inf
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2023-06,4,3,1,6.87640774244,1.71910193561,7.78854661196,1.01294255391,6.3186214112,1.5796553528,6.60015666777
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2023-07,5,3,2,2.27730448628,0.455460897256,2.12451888884,2.02513671304,1.76229937797,0.352459875595,1.77119778904
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2023-08,2,1,1,0.778289029986,0.389144514993,1.77781193076,1.00061338636,0.463060454708,0.231530227354,1.39433405989
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2023-09,2,1,1,0.780992220042,0.390496110021,1.77894562236,1.0026273948,0.436427041421,0.21821352071,1.36185256675
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2023-10,1,0,1,-1.04488719926,-1.04488719926,0,1.04488719926,-1.19507597187,-1.19507597187,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2024-01,3,1,2,0.358390031712,0.119463343904,1.1763312192,2.03248201506,-0.0559249150798,-0.0186416383599,0.97574889858
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2024-02,5,3,2,4.78871871173,0.957743742345,3.35621551536,2.0323772085,3.6607858139,0.73215716278,2.39973933388
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2024-03,1,1,0,1.71929128811,1.71929128811,inf,0,1.57935303682,1.57935303682,inf
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2024-04,2,0,2,-2.0177953533,-1.00889767665,0,2.0177953533,-2.18451138763,-1.09225569382,0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2024-05,4,2,2,3.32175490884,0.83043872721,2.6443091174,1.01378978757,2.97616542781,0.744041356953,2.36244630087
XAU_V2_H1_FAILED_AUCTION_REVERSAL,2024-06,2,1,1,1.79840835216,0.899204176078,2.78681131791,1.00649035191,1.60290224113,0.801451120565,2.4584857354
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2022-01,1,1,0,2,2,inf,0,1.840992224,1.840992224,inf
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2022-04,2,0,2,-2.0009712644,-1.0004856322,0,2.0009712644,-2.18557118294,-1.09278559147,0
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2022-05,1,0,1,-1.00498381853,-1.00498381853,0,1.00498381853,-1.11914847283,-1.11914847283,0
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2022-08,4,1,3,-2.92318680271,-0.730796700679,0.0483889546074,2.92318680271,-3.3361744406,-0.834043610149,0.0236413018838
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2022-09,3,0,3,-3.04636261979,-1.0154542066,0,3.04636261979,-3.46473857186,-1.15491285729,0
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2022-10,1,1,0,1.36110028575,1.36110028575,inf,0,1.30937955214,1.30937955214,inf
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2022-11,3,2,1,2.99360156246,0.997867187488,3.97456896872,1.00639843754,2.80240235966,0.934134119887,3.5930286674
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2023-02,2,0,2,-2.02024017773,-1.01012008886,0,2.02024017773,-2.31473792946,-1.15736896473,0
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2023-03,1,0,1,-1.01137794163,-1.01137794163,0,1.01137794163,-1.21308463288,-1.21308463288,0
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2023-09,1,0,1,-1.00615151154,-1.00615151154,0,1.00615151154,-1.21801324557,-1.21801324557,0
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2023-10,2,1,1,-0.795946747728,-0.397973373864,0.237860313931,1.04435809114,-0.945038101962,-0.472519050981,0.136445273618
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2023-11,1,0,1,-1.0058982278,-1.0058982278,0,1.0058982278,-1.13181507519,-1.13181507519,0
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2023-12,2,1,1,0.990947994544,0.495473997272,1.98205839658,1.00905200546,0.742099880102,0.371049940051,1.65240369532
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2024-01,2,0,2,-2.04269088663,-1.02134544332,0,2.04269088663,-2.26621363496,-1.13310681748,0
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2024-03,1,1,0,0.390229703209,0.390229703209,inf,0,0.319417452371,0.319417452371,inf
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,2024-04,1,0,1,-1.00828278304,-1.00828278304,0,1.00828278304,-1.11910285666,-1.11910285666,0
XAU_V2_H4_COMPRESSION_EXPANSION,2022-06,1,0,1,-1.01967874984,-1.01967874984,0,1.01967874984,-1.20766872764,-1.20766872764,0
XAU_V2_H4_COMPRESSION_EXPANSION,2022-07,1,0,1,-1.00442924713,-1.00442924713,0,1.00442924713,-1.13857549371,-1.13857549371,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2021-08,1,0,1,-1.00778462865,-1.00778462865,0,1.00778462865,-1.14674900498,-1.14674900498,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2021-09,1,1,0,0.231645398022,0.231645398022,inf,0,0.121080428728,0.121080428728,inf
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2021-10,1,1,0,2,2,inf,0,1.81271101603,1.81271101603,inf
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2021-11,2,1,1,-0.95748126893,-0.478740634465,0.0458441059026,1.00348514834,-1.13170677539,-0.565853387697,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-02,2,0,2,-2.02404063779,-1.01202031889,0,2.02404063779,-2.34264209404,-1.17132104702,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-03,1,1,0,2,2,inf,0,1.941125256,1.941125256,inf
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-04,4,1,3,-1.11932563701,-0.279831409253,0.641164223532,2.0248894507,-1.50692991824,-0.376732479561,0.554878907603
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-05,4,1,3,-2.80302981823,-0.700757454557,0.0773182484339,2.80302981823,-3.16564003914,-0.791410009784,0.0474582123101
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-06,1,0,1,-1.02403346583,-1.02403346583,0,1.02403346583,-1.13357029524,-1.13357029524,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-07,5,0,5,-4.08069245432,-0.816138490864,0,4.08069245432,-4.64708927983,-0.929417855966,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-08,2,0,2,-2.00463467927,-1.00231733964,0,2.00463467927,-2.30513164881,-1.1525658244,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-09,1,0,1,-1.00110718071,-1.00110718071,0,1.00110718071,-1.11931527629,-1.11931527629,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-10,2,2,0,4,2,inf,0,3.80024517946,1.90012258973,inf
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-11,2,0,2,-2.01962735259,-1.00981367629,0,2.01962735259,-2.15977025709,-1.07988512854,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2022-12,3,0,3,-3.09650860846,-1.03216953615,0,3.09650860846,-3.44391587885,-1.14797195962,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2023-01,3,1,2,-0.0480529132933,-0.0160176377644,0.976537269627,2.04805291329,-0.366406995145,-0.122135665048,0.836834155358
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2023-02,2,0,2,-1.38715365521,-0.693576827605,0,1.38715365521,-1.58428293074,-0.792141465368,0
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,2023-03,3,0,3,-2.90177833027,-0.967259443425,0,2.90177833027,-3.2463153064,-1.08210510213,0
