strategy_id,setup_episode_id,UTC_date,direction,chronological_segment,higher_timeframe_regime_time,higher_timeframe_values,setup_start_time,signal_time,signal_bar_OHLC,ATR_values,frozen_levels,raw_trigger_values,signal_accepted_pre_execution,signal_accepted,rejection_reason,entry_time,entry_bid,entry_ask,entry_price,stop,target,initial_risk_price,signal_ms,rr,target_level,max_hold_hours,stop_min_atr,stop_max_atr,m15_atr
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1646769600000,2022-03-08,LONG,DEVELOPMENT,2022-03-08T20:00:00.000Z,"{""ADX14"":29.914721451634076,""EMA200"":1886.8701807278867,""EMA50"":1953.9553466490972,""ER20"":0.5659496961402702,""close"":2039.4450000000002}",2022-03-08T20:00:00.000Z,2022-03-08T20:00:00.000Z,"{""close"":2039.4450000000002,""high"":2039.48,""low"":2028.815,""open"":2032.278}","{""M15_ATR14"":11.674267013603052}",{},"{""body_ratio"":0.672011251758103,""close_location"":0.99671823722458}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,2027.6475733,,,1646769600000,2,,10,0.75,2,11.6742670136
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1647000900000,2022-03-11,SHORT,DEVELOPMENT,2022-03-11T12:35:00.000Z,{},2022-03-11T12:15:00.000Z,2022-03-11T12:35:00.000Z,"{""close"":1966.315,""high"":1969.842,""low"":1962.005,""open"":1968.344}","{""M15_ATR14"":6.070384964821416}","{""impulse_high"":1979.837,""impulse_low"":1967.8850000000002}","{""body_ratio"":0.2589000893198927,""close_location"":0.5499553400535857}",true,true,,2022-03-11T12:35:00.045Z,1966.052,1966.528,1966.052,1973.6640385,1950.82792301,7.61203849648,1647002100000,2,,6,0.6,1.5,6.07038496482
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1647007200000-LONG,2022-03-11,LONG,DEVELOPMENT,2022-03-11T14:15:00.000Z,{},2022-03-11T14:15:00.000Z,2022-03-11T14:15:00.000Z,"{""close"":1966.38,""high"":1969.31,""low"":1959.7130000000002,""open"":1962.141}","{""M15_ATR14"":6.9538048206059475}","{""midpoint"":1984.0710000000001,""range_high"":2006.1370000000002,""range_low"":1962.005}","{""body_ratio"":0.44170053141608234,""close_location"":0.6946962592476907}",true,true,,2022-03-11T14:15:00.028Z,1966.168,1966.592,1966.592,1959.01761952,1984.071,7.57438048206,1647008100000,,1984.071,8,,,6.95380482061
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-03-14,2022-03-14,LONG,DEVELOPMENT,2022-03-14T08:30:00.000Z,{},2022-03-14T08:30:00.000Z,2022-03-14T08:30:00.000Z,"{""close"":1971.9765,""high"":1972.559,""low"":1968.8899999999999,""open"":1969.878}","{""M15_ATR14"":3.2236043985694636}","{""range_high"":1978.917,""range_low"":1970.2179999999998}","{""body_ratio"":0.5719542109566648,""close_location"":0.8412373943854002}",true,true,,2022-03-14T08:30:00.143Z,1971.851,1972.112,1972.112,1968.56763956,1978.31463077,3.54436043986,1647246600000,1.75,,6,,,3.22360439857
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1647307800000,2022-03-15,SHORT,DEVELOPMENT,2022-03-15T01:50:00.000Z,{},2022-03-15T01:30:00.000Z,2022-03-15T01:50:00.000Z,"{""close"":1941.4099999999999,""high"":1942.01,""low"":1940.7330000000002,""open"":1941.603}","{""M15_ATR14"":3.335439343599653}","{""impulse_high"":1948.5900000000001,""impulse_low"":1941.7350000000001}","{""body_ratio"":0.15113547376682754,""close_location"":0.5301487862175233}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1945.00354393,,,1647309000000,2,,6,0.6,1.5,3.3354393436
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1647353700000,2022-03-15,SHORT,DEVELOPMENT,2022-03-15T14:35:00.000Z,{},2022-03-15T14:15:00.000Z,2022-03-15T14:35:00.000Z,"{""close"":1908.2775,""high"":1911.848,""low"":1907.115,""open"":1911.2305000000001}","{""M15_ATR14"":5.747339275657303}","{""impulse_high"":1923.56,""impulse_low"":1910.9679999999998}","{""body_ratio"":0.6239171772660542,""close_location"":0.2456158884428316}",true,true,,2022-03-15T14:35:00.015Z,1908.093,1908.441,1908.093,1915.86973393,1892.53953214,7.77673392757,1647354900000,2,,6,0.6,1.5,5.74733927566
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-03-17,2022-03-17,SHORT,DEVELOPMENT,2022-03-17T09:15:00.000Z,{},2022-03-17T09:15:00.000Z,2022-03-17T09:15:00.000Z,"{""close"":1937.103,""high"":1940.159,""low"":1936.83,""open"":1940.159}","{""M15_ATR14"":2.742595437731013}","{""range_high"":1938.2995,""range_low"":1925.6025}","{""body_ratio"":0.9179933914087943,""close_location"":0.08200660859120565}",true,true,,2022-03-17T09:15:00.108Z,1936.894,1937.302,1936.894,1940.43325954,1930.7002958,3.53925954377,1647508500000,1.75,,6,,,2.74259543773
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1647510300000,2022-03-17,LONG,DEVELOPMENT,2022-03-17T10:05:00.000Z,{},2022-03-17T09:45:00.000Z,2022-03-17T10:05:00.000Z,"{""close"":1944.645,""high"":1946.8105,""low"":1941.193,""open"":1941.713}","{""M15_ATR14"":2.9836026988598965}","{""impulse_high"":1942.5955,""impulse_low"":1936.7350000000001}","{""body_ratio"":0.5219403649310161,""close_location"":0.6145082331998147}",true,false,STOP_DISTANCE_OUTSIDE_FROZEN_RANGE,,,,,1940.17213973,,,1647511500000,2,,6,0.6,1.5,2.98360269886
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1648016100000,2022-03-23,SHORT,DEVELOPMENT,2022-03-23T06:35:00.000Z,{},2022-03-23T06:15:00.000Z,2022-03-23T06:35:00.000Z,"{""close"":1917.8775,""high"":1918.69,""low"":1917.705,""open"":1918.5175}","{""M15_ATR14"":1.6249356236359989}","{""impulse_high"":1921.6125000000002,""impulse_low"":1918.05}","{""body_ratio"":0.6497461928931878,""close_location"":0.17512690355340613}",true,true,,2022-03-23T06:35:00.162Z,1917.658,1918.122,1917.658,1919.17749356,1914.61901288,1.51949356236,1648017300000,2,,6,0.6,1.5,1.62493562364
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1648122300000,2022-03-24,LONG,DEVELOPMENT,2022-03-24T12:05:00.000Z,{},2022-03-24T11:45:00.000Z,2022-03-24T12:05:00.000Z,"{""close"":1957.2585,""high"":1957.9344999999998,""low"":1955.85,""open"":1956.603}","{""M15_ATR14"":2.6928926536500852}","{""impulse_high"":1953.705,""impulse_low"":1946.1095}","{""body_ratio"":0.31446390021581566,""close_location"":0.675701607100047}",true,false,STOP_DISTANCE_OUTSIDE_FROZEN_RANGE,,,,,1951.23571073,,,1648123500000,2,,6,0.6,1.5,2.69289265365
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-03-25,2022-03-25,LONG,DEVELOPMENT,2022-03-25T08:15:00.000Z,{},2022-03-25T08:15:00.000Z,2022-03-25T08:15:00.000Z,"{""close"":1956.7565,""high"":1957.27,""low"":1954.8980000000001,""open"":1954.8980000000001}","{""M15_ATR14"":1.930389862132901}","{""range_high"":1964.3425,""range_low"":1955.5375}","{""body_ratio"":0.7835160202360643,""close_location"":0.7835160202360643}",true,true,,2022-03-25T08:15:00.075Z,1956.539,1956.972,1956.972,1954.70496101,1960.93931823,2.26703898621,1648196100000,1.75,,6,,,1.93038986213
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1648216800000-LONG,2022-03-25,LONG,DEVELOPMENT,2022-03-25T14:15:00.000Z,{},2022-03-25T14:15:00.000Z,2022-03-25T14:15:00.000Z,"{""close"":1952.175,""high"":1953.995,""low"":1948.298,""open"":1948.7655}","{""M15_ATR14"":3.7772974314418817}","{""midpoint"":1958.0915,""range_high"":1966.1954999999998,""range_low"":1949.9875}","{""body_ratio"":0.59847288046341,""close_location"":0.6805336141829083}",true,false,MIDPOINT_REWARD_BELOW_1_50R,,,,,1947.92027026,,,1648217700000,,1958.0915,8,,,3.77729743144
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1648458000000-LONG,2022-03-28,LONG,DEVELOPMENT,2022-03-28T10:00:00.000Z,{},2022-03-28T10:00:00.000Z,2022-03-28T10:00:00.000Z,"{""close"":1932.3445000000002,""high"":1932.9305,""low"":1929.8075,""open"":1930.5275000000001}","{""M15_ATR14"":3.0078695040606203}","{""midpoint"":1946.8362499999998,""range_high"":1961.9125,""range_low"":1931.76}","{""body_ratio"":0.5818123599103361,""close_location"":0.8123599103426908}",true,true,,2022-03-28T10:00:00.308Z,1932.118,1932.546,1932.546,1929.50671305,1946.83625,3.03928695041,1648461600000,,1946.83625,8,,,3.00786950406
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1648494000000,2022-03-28,SHORT,DEVELOPMENT,2022-03-28T19:25:00.000Z,{},2022-03-28T19:00:00.000Z,2022-03-28T19:25:00.000Z,"{""close"":1923.9524999999999,""high"":1926.7825,""low"":1923.6875,""open"":1926.7825}","{""M15_ATR14"":3.3327087538710782}","{""impulse_high"":1933.6325000000002,""impulse_low"":1926.155}","{""body_ratio"":0.9143780290792018,""close_location"":0.08562197092079817}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1928.22077088,,,1648495500000,2,,6,0.6,1.5,3.33270875387
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1648742400000-SHORT,2022-03-31,SHORT,DEVELOPMENT,2022-03-31T16:15:00.000Z,{},2022-03-31T16:15:00.000Z,2022-03-31T16:15:00.000Z,"{""close"":1941.9850000000001,""high"":1944.7905,""low"":1941.03,""open"":1944.4005}","{""M15_ATR14"":3.2325990671693985}","{""midpoint"":1931.0149999999999,""range_high"":1942.7649999999999,""range_low"":1919.2649999999999}","{""body_ratio"":0.642334795904741,""close_location"":0.2539555910118684}",true,true,,2022-03-31T16:15:00.586Z,1941.813,1942.182,1941.813,1945.11375991,1931.015,3.30075990672,1648743300000,,1931.015,8,,,3.23259906717
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1649048400000-LONG,2022-04-04,LONG,DEVELOPMENT,2022-04-04T05:15:00.000Z,{},2022-04-04T05:15:00.000Z,2022-04-04T05:15:00.000Z,"{""close"":1919.202,""high"":1919.4075,""low"":1917.1675,""open"":1917.7175}","{""M15_ATR14"":1.706970658994954}","{""midpoint"":1927.2839999999999,""range_high"":1936.4904999999999,""range_low"":1918.0774999999999}","{""body_ratio"":0.662723214285723,""close_location"":0.908258928571416}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1916.99680293,,,1649049300000,,1927.284,8,,,1.70697065899
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1649167200000-SHORT,2022-04-05,SHORT,DEVELOPMENT,2022-04-05T14:15:00.000Z,{},2022-04-05T14:15:00.000Z,2022-04-05T14:15:00.000Z,"{""close"":1934.665,""high"":1944.6575,""low"":1934.1025,""open"":1942.3775}","{""M15_ATR14"":3.5659188535477133}","{""midpoint"":1929.7875,""range_high"":1935.365,""range_low"":1924.21}","{""body_ratio"":0.7306963524396063,""close_location"":0.05329227854097552}",true,false,MIDPOINT_REWARD_BELOW_1_50R,,,,,1945.01409189,,,1649168100000,,1929.7875,8,,,3.56591885355
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1649332800000-SHORT,2022-04-07,SHORT,DEVELOPMENT,2022-04-07T12:30:00.000Z,{},2022-04-07T12:30:00.000Z,2022-04-07T12:30:00.000Z,"{""close"":1929.0055,""high"":1933.437,""low"":1928.5055,""open"":1932.885}","{""M15_ATR14"":2.404152496106159}","{""midpoint"":1923.828,""range_high"":1931.9679999999998,""range_low"":1915.688}","{""body_ratio"":0.7866774814965172,""close_location"":0.10138902970698746}",true,false,MIDPOINT_REWARD_BELOW_1_50R,,,,,1933.67741525,,,1649334600000,,1923.828,8,,,2.40415249611
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1649343600000-SHORT,2022-04-07,SHORT,DEVELOPMENT,2022-04-07T15:15:00.000Z,{},2022-04-07T15:15:00.000Z,2022-04-07T15:15:00.000Z,"{""close"":1932.8705,""high"":1937.7469999999998,""low"":1932.752,""open"":1936.7595000000001}","{""M15_ATR14"":3.29699427241039}","{""midpoint"":1924.91725,""range_high"":1934.1464999999998,""range_low"":1915.688}","{""body_ratio"":0.7785785785786203,""close_location"":0.023723723723732253}",true,false,MIDPOINT_REWARD_BELOW_1_50R,,,,,1938.07669943,,,1649344500000,,1924.91725,8,,,3.29699427241
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1649419200000-SHORT,2022-04-08,SHORT,DEVELOPMENT,2022-04-08T12:30:00.000Z,{},2022-04-08T12:30:00.000Z,2022-04-08T12:30:00.000Z,"{""close"":1935.482,""high"":1938.548,""low"":1934.1064999999999,""open"":1938.0245}","{""M15_ATR14"":2.270670840876596}","{""midpoint"":1932.8087500000001,""range_high"":1937.8625000000002,""range_low"":1927.755}","{""body_ratio"":0.5724417426544955,""close_location"":0.3096926713948127}",true,false,MIDPOINT_REWARD_BELOW_1_50R,,,,,1938.77506708,,,1649421000000,,1932.80875,8,,,2.27067084088
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649638800000,2022-04-11,LONG,DEVELOPMENT,2022-04-11T00:00:00.000Z,"{""ADX14"":26.646770024898192,""EMA200"":1925.1737444681255,""EMA50"":1931.9628557474055,""ER20"":0.4561737589321039,""close"":1944.755}",2022-04-11T01:00:00.000Z,2022-04-11T01:00:00.000Z,"{""close"":1945.3265000000001,""high"":1945.525,""low"":1944.078,""open"":1944.365}","{""M15_ATR14"":1.905249248379756}",{},"{""body_ratio"":0.6644782308224169,""close_location"":0.8628196268141318}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1943.10447508,,,1649638800000,2,,10,0.75,2,1.90524924838
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649655900000,2022-04-11,LONG,DEVELOPMENT,2022-04-11T04:00:00.000Z,"{""ADX14"":28.020301124105877,""EMA200"":1925.3506425331195,""EMA50"":1932.3938025808407,""ER20"":0.4069213828144222,""close"":1942.952}",2022-04-11T05:45:00.000Z,2022-04-11T05:45:00.000Z,"{""close"":1944.787,""high"":1944.792,""low"":1940.067,""open"":1940.607}","{""M15_ATR14"":2.134879074062939}",{},"{""body_ratio"":0.8846560846561151,""close_location"":0.998941798941824}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1939.85351209,,,1649655900000,2,,10,0.75,2,2.13487907406
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1649655900000,2022-04-11,LONG,DEVELOPMENT,2022-04-11T06:05:00.000Z,{},2022-04-11T05:45:00.000Z,2022-04-11T06:05:00.000Z,"{""close"":1945.3600000000001,""high"":1945.7350000000001,""low"":1944.3029999999999,""open"":1945.4135}","{""M15_ATR14"":2.134879074062939}","{""impulse_high"":1944.792,""impulse_low"":1940.067}","{""body_ratio"":0.037360335195514204,""close_location"":0.7381284916201563}",true,true,,2022-04-11T06:05:00.128Z,1945.152,1945.564,1945.564,1942.63951209,1951.41297581,2.92448790741,1649657100000,2,,6,0.6,1.5,2.13487907406
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1649665800000,2022-04-11,LONG,DEVELOPMENT,2022-04-11T08:50:00.000Z,{},2022-04-11T08:30:00.000Z,2022-04-11T08:50:00.000Z,"{""close"":1957.8045000000002,""high"":1958.0819999999999,""low"":1955.873,""open"":1956.732}","{""M15_ATR14"":2.77517489159141}","{""impulse_high"":1955.5949999999998,""impulse_low"":1948.1664999999998}","{""body_ratio"":0.4855138071526933,""close_location"":0.8743775464012169}",true,false,FAMILY_DAILY_TRADE_ALREADY_USED,,,,,1953.95948251,,,1649667000000,2,,6,0.6,1.5,2.77517489159
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,B-1649678400000,2022-04-11,LONG,DEVELOPMENT,2022-04-11T15:00:00.000Z,{},2022-04-11T12:00:00.000Z,2022-04-11T15:00:00.000Z,"{""close"":1951.565,""high"":1951.67,""low"":1947.885,""open"":1948.883}","{""M15_ATR14"":4.131247283425005}","{""breakout_level"":1950.0749999999998}","{""body_ratio"":0.7085865257595663,""close_location"":0.9722589167767461}",true,true,,2022-04-11T15:00:00.074Z,1951.388,1951.772,1951.772,1947.47187527,1960.37224946,4.30012472834,1649689200000,2,,12,0.75,2,4.13124728343
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649725200000,2022-04-12,LONG,DEVELOPMENT,2022-04-12T00:00:00.000Z,"{""ADX14"":36.51861145105338,""EMA200"":1926.6971529292914,""EMA50"":1936.1292509410127,""ER20"":0.39694612914733973,""close"":1952.858}",2022-04-12T01:00:00.000Z,2022-04-12T01:00:00.000Z,"{""close"":1952.408,""high"":1952.712,""low"":1949.917,""open"":1950.617}","{""M15_ATR14"":2.053378098077329}",{},"{""body_ratio"":0.6407871198568491,""close_location"":0.8912343470482721}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1949.71166219,,,1649725200000,2,,10,0.75,2,2.05337809808
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649727900000,2022-04-12,LONG,DEVELOPMENT,2022-04-12T00:00:00.000Z,"{""ADX14"":36.51861145105338,""EMA200"":1926.6971529292914,""EMA50"":1936.1292509410127,""ER20"":0.39694612914733973,""close"":1952.858}",2022-04-12T01:45:00.000Z,2022-04-12T01:45:00.000Z,"{""close"":1954.0929999999998,""high"":1954.0929999999998,""low"":1950.713,""open"":1950.818}","{""M15_ATR14"":2.119288513657377}",{},"{""body_ratio"":0.9689349112425971,""close_location"":1.0}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1949.70507115,,,1649727900000,2,,10,0.75,2,2.11928851366
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649745900000,2022-04-12,LONG,DEVELOPMENT,2022-04-12T04:00:00.000Z,"{""ADX14"":37.90439675024022,""EMA200"":1927.0197484225323,""EMA50"":1937.0307705119535,""ER20"":0.46895413966978206,""close"":1959.118}",2022-04-12T06:45:00.000Z,2022-04-12T06:45:00.000Z,"{""close"":1958.518,""high"":1958.6280000000002,""low"":1956.795,""open"":1957.23}","{""M15_ATR14"":1.78241825438502}",{},"{""body_ratio"":0.702673213311485,""close_location"":0.9399890889251924}",true,true,,2022-04-12T06:45:00.054Z,1958.308,1958.708,1958.708,1955.58675817,1964.95048365,3.12124182544,1649745900000,2,,10,0.75,2,1.78241825439
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649764800000,2022-04-12,LONG,DEVELOPMENT,2022-04-12T12:00:00.000Z,"{""ADX14"":39.826956503802094,""EMA200"":1927.5741796807185,""EMA50"":1938.4158615913882,""ER20"":0.39056722424851825,""close"":1956.655}",2022-04-12T12:00:00.000Z,2022-04-12T12:00:00.000Z,"{""close"":1956.655,""high"":1956.835,""low"":1952.625,""open"":1953.0124999999998}","{""M15_ATR14"":2.401450146220903}",{},"{""body_ratio"":0.8652019002375589,""close_location"":0.957244655581933}",true,false,FAMILY_DAILY_TRADE_ALREADY_USED,,,,,1952.26185499,,,1649764800000,2,,10,0.75,2,2.40145014622
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649767500000,2022-04-12,LONG,DEVELOPMENT,2022-04-12T12:00:00.000Z,"{""ADX14"":39.826956503802094,""EMA200"":1927.5741796807185,""EMA50"":1938.4158615913882,""ER20"":0.39056722424851825,""close"":1956.655}",2022-04-12T12:45:00.000Z,2022-04-12T12:45:00.000Z,"{""close"":1965.327,""high"":1968.337,""low"":1955.5965,""open"":1955.5965}","{""M15_ATR14"":3.520700426839405}",{},"{""body_ratio"":0.7637455358894848,""close_location"":0.7637455358894848}",true,false,FAMILY_DAILY_TRADE_ALREADY_USED,,,,,1952.14992996,,,1649767500000,2,,10,0.75,2,3.52070042684
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649772900000,2022-04-12,LONG,DEVELOPMENT,2022-04-12T12:00:00.000Z,"{""ADX14"":39.826956503802094,""EMA200"":1927.5741796807185,""EMA50"":1938.4158615913882,""ER20"":0.39056722424851825,""close"":1956.655}",2022-04-12T14:15:00.000Z,2022-04-12T14:15:00.000Z,"{""close"":1963.3980000000001,""high"":1964.203,""low"":1960.8225,""open"":1961.472}","{""M15_ATR14"":4.223096461066429}",{},"{""body_ratio"":0.5697382044076815,""close_location"":0.7618695459252063}",true,false,FAMILY_DAILY_TRADE_ALREADY_USED,,,,,1960.27519035,,,1649772900000,2,,10,0.75,2,4.22309646107
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649790900000,2022-04-12,LONG,DEVELOPMENT,2022-04-12T16:00:00.000Z,"{""ADX14"":41.528891467919195,""EMA200"":1928.0029938132488,""EMA50"":1939.680729764275,""ER20"":0.45189860531405596,""close"":1970.67}",2022-04-12T19:15:00.000Z,2022-04-12T19:15:00.000Z,"{""close"":1969.263,""high"":1969.63,""low"":1964.853,""open"":1965.022}","{""M15_ATR14"":3.4717864064003843}",{},"{""body_ratio"":0.8877956876700747,""close_location"":0.923173539878546}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1964.47282136,,,1649790900000,2,,10,0.75,2,3.4717864064
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649802600000,2022-04-12,LONG,DEVELOPMENT,2022-04-12T20:00:00.000Z,"{""ADX14"":43.10925964888508,""EMA200"":1928.410327208142,""EMA50"":1940.8281521264603,""ER20"":0.40324721974769107,""close"":1968.94}",2022-04-12T22:30:00.000Z,2022-04-12T22:30:00.000Z,"{""close"":1967.837,""high"":1967.99,""low"":1966.645,""open"":1966.932}","{""M15_ATR14"":2.6257721660372266}",{},"{""body_ratio"":0.6728624535315646,""close_location"":0.8862453531598388}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1964.52242278,,,1649802600000,2,,10,0.75,2,2.62577216604
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649814300000,2022-04-13,LONG,DEVELOPMENT,2022-04-13T00:00:00.000Z,"{""ADX14"":44.569685232540486,""EMA200"":1928.7840055443794,""EMA50"":1941.8139108665991,""ER20"":0.3793302149006834,""close"":1965.9650000000001}",2022-04-13T01:45:00.000Z,2022-04-13T01:45:00.000Z,"{""close"":1967.513,""high"":1967.6680000000001,""low"":1964.2150000000001,""open"":1964.433}","{""M15_ATR14"":2.16055879518354}",{},"{""body_ratio"":0.8919779901534752,""close_location"":0.9551114972487109}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1962.68894412,,,1649814300000,2,,10,0.75,2,2.16055879518
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649826900000,2022-04-13,LONG,DEVELOPMENT,2022-04-13T04:00:00.000Z,"{""ADX14"":46.075678864366225,""EMA200"":1929.1935179270224,""EMA50"":1942.9168947541834,""ER20"":0.40184890785949107,""close"":1969.94}",2022-04-13T05:15:00.000Z,2022-04-13T05:15:00.000Z,"{""close"":1969.2820000000002,""high"":1969.317,""low"":1967.73,""open"":1968.402}","{""M15_ATR14"":1.7664919294171044}",{},"{""body_ratio"":0.5545053560177159,""close_location"":0.9779458097039353}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1967.55335081,,,1649826900000,2,,10,0.75,2,1.76649192942
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649835900000,2022-04-13,LONG,DEVELOPMENT,2022-04-13T04:00:00.000Z,"{""ADX14"":46.075678864366225,""EMA200"":1929.1935179270224,""EMA50"":1942.9168947541834,""ER20"":0.40184890785949107,""close"":1969.94}",2022-04-13T07:45:00.000Z,2022-04-13T07:45:00.000Z,"{""close"":1969.9070000000002,""high"":1970.185,""low"":1965.973,""open"":1966.938}","{""M15_ATR14"":2.2757562691309707}",{},"{""body_ratio"":0.7048907882241354,""close_location"":0.9339981006648164}",true,true,,2022-04-13T07:45:00.192Z,1969.663,1969.982,1969.982,1965.54792437,1978.85015125,4.43407562691,1649835900000,2,,10,0.75,2,2.27575626913
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1649835900000,2022-04-13,LONG,DEVELOPMENT,2022-04-13T08:05:00.000Z,{},2022-04-13T07:45:00.000Z,2022-04-13T08:05:00.000Z,"{""close"":1970.4305,""high"":1971.313,""low"":1970.088,""open"":1971.2505}","{""M15_ATR14"":2.2757562691309707}","{""impulse_high"":1970.185,""impulse_low"":1965.973}","{""body_ratio"":0.6693877551020999,""close_location"":0.27959183673464044}",true,false,GLOBAL_XAU_POSITION_ALREADY_OPEN,,,,,1969.42942437,,,1649837100000,2,,6,0.6,1.5,2.27575626913
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649849400000,2022-04-13,LONG,DEVELOPMENT,2022-04-13T08:00:00.000Z,"{""ADX14"":47.53421673611896,""EMA200"":1929.6121694899377,""EMA50"":1944.028702803039,""ER20"":0.442233393335381,""close"":1971.268}",2022-04-13T11:30:00.000Z,2022-04-13T11:30:00.000Z,"{""close"":1978.6999999999998,""high"":1978.895,""low"":1974.627,""open"":1974.6419999999998}","{""M15_ATR14"":2.4617536334984544}",{},"{""body_ratio"":0.9507966260543498,""close_location"":0.954311152764723}",true,false,FAMILY_DAILY_TRADE_ALREADY_USED,,,,,1974.21082464,,,1649849400000,2,,10,0.75,2,2.4617536335
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649864700000,2022-04-13,LONG,DEVELOPMENT,2022-04-13T12:00:00.000Z,"{""ADX14"":49.16649562919561,""EMA200"":1930.0944911865554,""EMA50"":1945.3642634774296,""ER20"":0.4752884689847422,""close"":1978.0855000000001}",2022-04-13T15:45:00.000Z,2022-04-13T15:45:00.000Z,"{""close"":1979.797,""high"":1980.222,""low"":1977.17,""open"":1978.247}","{""M15_ATR14"":3.222227555176668}",{},"{""body_ratio"":0.507863695937091,""close_location"":0.8607470511140343}",true,false,FAMILY_DAILY_TRADE_ALREADY_USED,,,,,1975.17927724,,,1649864700000,2,,10,0.75,2,3.22222755518
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649900700000,2022-04-14,LONG,DEVELOPMENT,2022-04-14T00:00:00.000Z,"{""ADX14"":53.537889273192505,""EMA200"":1931.5333331541938,""EMA50"":1949.1389256685297,""ER20"":0.36089185005278757,""close"":1977.1925}",2022-04-14T01:45:00.000Z,2022-04-14T01:45:00.000Z,"{""close"":1977.5785,""high"":1977.6734999999999,""low"":1976.203,""open"":1976.228}","{""M15_ATR14"":1.6081024805623372}",{},"{""body_ratio"":0.9183951037062912,""close_location"":0.9353961237675578}",true,false,OUTSIDE_COMMON_ENTRY_WINDOW,,,,,1973.46918975,,,1649900700000,2,,10,0.75,2,1.60810248056
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-04-14,2022-04-14,LONG,DEVELOPMENT,2022-04-14T06:15:00.000Z,{},2022-04-14T06:15:00.000Z,2022-04-14T06:15:00.000Z,"{""close"":1973.8609999999999,""high"":1974.615,""low"":1971.433,""open"":1972.4569999999999}","{""M15_ATR14"":1.8422607800909596}","{""range_high"":1980.44,""range_low"":1972.3159999999998}","{""body_ratio"":0.4412319296040192,""close_location"":0.7630421118792806}",true,true,,2022-04-14T06:15:00.254Z,1973.689,1974.052,1974.052,1971.24877392,1978.95764564,2.80322607801,1649916900000,1.75,,6,,,1.84226078009
