strategy_id,baseline_trades,baseline_wins,baseline_losses,baseline_net_R,baseline_expectancy_R,baseline_profit_factor,baseline_maximum_closed_drawdown_R,baseline_top_ten_winner_share,stress_trades,stress_wins,stress_losses,stress_net_R,stress_expectancy_R,stress_profit_factor,stress_maximum_closed_drawdown_R,stress_top_ten_winner_share,development_gate_pass,failed_gates
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,68,20,48,-15.3795021467,-0.226169149217,0.673167518286,21.3545070404,0.631378484085,68,19,49,-23.7640667557,-0.349471569937,0.55004478902,27.3929170574,0.65302920981,false,baseline_PF>=1.05|baseline_expectancy>=0.02R|baseline_net>0|stress_PF>=1.00|stress_net>0|maximum_closed_drawdown<=20R|top_ten_winners<=50pct_gross
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,28,8,20,-10.1302132356,-0.361793329842,0.500448026825,12.1302132356,1,28,8,20,-13.2993466766,-0.474976667022,0.415720752846,15.1403389006,1,false,accepted_trades>=60|baseline_PF>=1.05|baseline_expectancy>=0.02R|baseline_net>0|stress_PF>=1.00|stress_net>0|top_ten_winners<=50pct_gross
XAU_V2_H4_COMPRESSION_EXPANSION,2,0,2,-2.02410799697,-1.01205399848,0,2.02410799697,0,2,0,2,-2.34624422135,-1.17312211067,0,2.34624422135,0,false,accepted_trades>=60|baseline_PF>=1.05|baseline_expectancy>=0.02R|baseline_net>0|stress_PF>=1.00|stress_net>0
XAU_V2_H1_FAILED_AUCTION_REVERSAL,71,25,46,5.1541613296,0.0725938215437,1.11247262492,16.7473894159,0.554916100495,71,25,46,-4.14740736607,-0.0584141882544,0.920331901985,20.8885911032,0.565987160582,false,stress_PF>=1.00|stress_net>0|top_ten_winners<=50pct_gross
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,225,62,163,-68.9111144367,-0.306271619719,0.588385531713,76.0759123807,0.177654994754,225,61,164,-101.077794482,-0.449234642142,0.469175924226,107.542340413,0.186183985214,false,baseline_PF>=1.05|baseline_expectancy>=0.02R|baseline_net>0|stress_PF>=1.00|stress_net>0|maximum_closed_drawdown<=20R
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,146,51,95,2.48850054135,0.0170445242558,1.02588872304,25.0062827012,0.202816194512,146,51,95,-18.6140309733,-0.127493362831,0.829564595787,36.4461695696,0.210868433176,false,baseline_PF>=1.05|baseline_expectancy>=0.02R|stress_PF>=1.00|stress_net>0|maximum_closed_drawdown<=20R
