strategy_id,setup_episode_id,UTC_date,chronological_segment,direction,signal_time,entry_time,entry_bid,entry_ask,entry_price,entry_spread,stop,target,initial_risk_price,exit_time,exit_bid,exit_ask,exit_price,exit_spread,exit_reason,gross_R,baseline_net_R,stress_incremental_entry_spread_R,stress_incremental_exit_spread_R,stress_slippage_R,stress_net_R,broker_transfer_diagnostic_R,MFE_R,MAE_R,holding_minutes,stop_gap,target_gap,identical_timestamp_ambiguity,forced_exit,Capital_contract_minimum_loss,Capital_required_margin,Capital_account_feasible,Capital_rejection_reason,entry_delay_minutes
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1627396200000,2021-07-27,DEVELOPMENT,SHORT,2021-07-27T14:55:00.000Z,2021-07-27T14:55:00.000Z,1795.298,1795.642,1795.298,0.344,1798.21693753,1789.46012495,2.91893752531,2021-07-27T15:11:51.141Z,1798.018,1798.372,1798.372,0.354,STOP,-1.05312291659,-1.05312291659,0.0328886792429,0.0294627751551,0.05,-1.16547437099,-1.20312291659,0,-1.05312291659,16.85235,true,false,false,false,,,,,0
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2021-08-03,2021-08-03,DEVELOPMENT,LONG,2021-08-03T07:15:00.000Z,2021-08-03T07:15:00.119Z,1809.648,1810.042,1810.042,0.394,1808.96702304,1811.92320968,1.07497696051,2021-08-03T07:34:02.426Z,1808.938,1809.322,1808.938,0.384,STOP,-1.02699875491,-1.02699875491,0.0427916147881,0.0520941397422,0.05,-1.17188450944,-1.17699875491,1.54049813237,-1.02699875491,19.03845,true,false,false,false,,,,,0.00198333333333
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2021-08-05,2021-08-05,DEVELOPMENT,SHORT,2021-08-05T08:15:00.000Z,2021-08-05T08:15:00.140Z,1811.208,1811.602,1811.208,0.394,1814.31758057,1805.766234,3.10958056898,2021-08-05T11:20:41.257Z,1814.068,1814.414,1814.414,0.346,STOP,-1.03100721428,-1.03100721428,0.0147929918455,0.0302291572496,0.05,-1.12602936337,-1.18100721428,0.81554407218,-1.03100721428,185.685283333,true,false,false,false,,,,,0.00233333333333
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1628598600000,2021-08-10,DEVELOPMENT,SHORT,2021-08-10T12:50:00.000Z,2021-08-10T12:50:00.130Z,1728.498,1728.742,1728.498,0.244,1730.89609388,1723.70181224,2.39809388033,2021-08-10T13:38:44.011Z,1723.216,1723.625,1723.70181224,0.409,TARGET,2,2,0.0817315792378,0.0129269334508,0.05,1.85534148731,1.85,2.03203053891,-0.705977365559,48.73135,false,true,false,false,,,,,0.00216666666667
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1628662500000,2021-08-11,DEVELOPMENT,SHORT,2021-08-11T06:35:00.000Z,2021-08-11T06:35:00.082Z,1730.998,1731.342,1730.998,0.344,1733.19421854,1726.60556293,2.19621853721,2021-08-11T07:34:50.952Z,1732.808,1733.201,1733.201,0.393,STOP,-1.00308779052,-1.00308779052,0.0437114969996,0.0214004204061,0.05,-1.11819970793,-1.15308779052,0.781343008869,-1.00308779052,59.8478333333,true,false,false,false,,,,,0.00136666666667
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1628749800000,2021-08-12,DEVELOPMENT,LONG,2021-08-12T06:50:00.000Z,2021-08-12T06:50:00.151Z,1754.348,1754.752,1754.752,0.404,1753.35688983,1757.54222035,1.39511017421,2021-08-12T06:52:52.753Z,1753.288,1753.642,1753.288,0.354,STOP,-1.04937948778,-1.04937948778,0.0258044136339,0.0616438770142,0.05,-1.18682777842,-1.19937948778,0,-1.04937948778,2.8767,true,false,false,false,,,,,0.00251666666667
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2021-08-12,2021-08-12,DEVELOPMENT,SHORT,2021-08-12T07:00:00.000Z,2021-08-12T07:00:00.275Z,1752.778,1753.202,1752.778,0.424,1754.72054449,1749.37854715,1.94254448694,2021-08-12T07:11:06.543Z,1754.348,1754.722,1754.722,0.374,STOP,-1.00074928171,-1.00074928171,0.00823661960257,0.0339760558606,0.05,-1.09296195717,-1.15074928171,0.368588727215,-1.00074928171,11.1044666667,true,false,false,false,,,,,0.00458333333333
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2021-08-13,2021-08-13,DEVELOPMENT,SHORT,2021-08-13T07:00:00.000Z,2021-08-13T07:00:00.115Z,1756.748,1757.142,1756.748,0.394,1759.64171062,1751.68400641,2.89371062078,2021-08-13T07:03:04.447Z,1759.228,1759.652,1759.652,0.424,STOP,-1.00355577339,-1.00355577339,0.0158965446198,0.00552923291123,0.05,-1.07498155092,-1.15355577339,0,-1.00355577339,3.0722,true,false,false,false,,,,,0.00191666666667
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2021-08-18,2021-08-18,DEVELOPMENT,SHORT,2021-08-18T07:00:00.000Z,2021-08-18T07:00:00.146Z,1791.678,1792.022,1791.678,0.344,1793.4610857,1788.55760003,1.78308569621,2021-08-18T07:15:59.585Z,1793.008,1793.462,1793.462,0.454,STOP,-1.00051276492,-1.00051276492,0.0538392519239,0,0.05,-1.10435201684,-1.15051276492,0.00336495324528,-1.00051276492,15.99065,true,false,false,false,,,,,0.00243333333333
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1629288000000,2021-08-18,DEVELOPMENT,LONG,2021-08-18T12:20:00.000Z,2021-08-18T12:20:00.078Z,1788.062,1788.492,1788.492,0.43,1786.35139869,1792.77320262,2.14060130901,2021-08-18T13:30:38.327Z,1786.328,1786.602,1786.328,0.274,STOP,-1.01093089633,-1.01093089633,0.00467158454861,0.0775483035074,0.05,-1.14315078438,-1.16093089633,1.22208651793,-1.01093089633,70.6374833333,true,false,false,false,,,,,0.0013
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1629724500000,2021-08-23,DEVELOPMENT,LONG,2021-08-23T13:35:00.000Z,2021-08-23T13:35:00.025Z,1805.058,1805.432,1805.432,0.374,1803.22537514,1809.84524972,2.20662485942,2021-08-23T13:39:47.170Z,1802.768,1803.032,1802.768,0.264,STOP,-1.20727362815,-1.20727362815,0.0299099322289,0.0797598192772,0.05,-1.36694337966,-1.35727362815,0.0299099322289,-1.20727362815,4.78575,true,false,false,false,,,,,0.000416666666667
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1629903600000-LONG,2021-08-25,DEVELOPMENT,LONG,2021-08-25T15:15:00.000Z,2021-08-25T15:15:00.437Z,1786.648,1786.955,1786.955,0.307,1783.82678971,1796.40675,3.12821029305,2021-08-25T20:00:00.098Z,1790.768,1791.095,1790.768,0.327,SAME_DAY_20_UTC_FORCE_CLOSE,1.21890782358,1.21890782358,0.0425163232458,0.0361228911787,0.05,1.09026860916,1.06890782358,1.89980833872,-0.552072858988,284.99435,false,false,false,true,,,,,0.00728333333333
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2021-08-26,2021-08-26,DEVELOPMENT,LONG,2021-08-26T07:30:00.000Z,2021-08-26T07:30:00.494Z,1786.595,1786.905,1786.905,0.31,1785.45111274,1789.4493027,1.45388725865,2021-08-26T07:33:24.414Z,1785.448,1785.725,1785.448,0.277,STOP,-1.00214097849,-1.00214097849,0.0894154613614,0.112113232322,0.05,-1.25366967217,-1.15214097849,0.220099597197,-1.00214097849,3.39866666667,true,false,false,false,,,,,0.00823333333333
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1629990000000-SHORT,2021-08-26,DEVELOPMENT,SHORT,2021-08-26T15:45:00.000Z,2021-08-26T15:45:00.178Z,1792.728,1793.055,1792.728,0.327,1795.44728278,1786.58575,2.71928278021,2021-08-26T20:00:00.012Z,1792.598,1793.002,1793.002,0.404,SAME_DAY_20_UTC_FORCE_CLOSE,-0.100761863383,-0.100761863383,0.0415550750449,0.0132387849701,0.05,-0.205555723398,-0.250761863383,0.829630524791,-0.626635821917,254.997233333,false,false,false,true,,,,,0.00296666666667
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2021-08-30,2021-08-30,DEVELOPMENT,LONG,2021-08-30T08:00:00.000Z,2021-08-30T08:00:00.696Z,1814.814,1815.062,1815.062,0.248,1812.83181724,1818.96481982,2.23018275536,2021-08-30T13:09:02.600Z,1812.798,1813.222,1812.798,0.424,STOP,-1.015163441,-1.015163441,0.0860915992371,0.00717429993643,0.05,-1.15842934018,-1.165163441,1.19990166437,-1.015163441,309.031733333,true,false,false,false,,,,,0.0116
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1630394100000,2021-08-31,DEVELOPMENT,LONG,2021-08-31T07:15:00.000Z,2021-08-31T07:15:00.013Z,1816.038,1816.422,1816.422,0.384,1814.33127551,1820.60344897,2.09072448626,2021-08-31T08:52:04.204Z,1814.315,1814.625,1814.315,0.31,STOP,-1.00778462865,-1.00778462865,0.026784973519,0.0621794028119,0.05,-1.14674900498,-1.15778462865,0.0683973430931,-1.00778462865,97.06985,true,false,false,false,,,,,0.000216666666667
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2021-09-01,2021-09-01,DEVELOPMENT,SHORT,2021-09-01T07:15:00.000Z,2021-09-01T07:15:00.110Z,1814.208,1814.592,1814.208,0.384,1816.9540695,1809.40237838,2.74606949729,2021-09-01T12:39:21.051Z,1816.652,1816.976,1816.976,0.324,STOP,-1.00798614264,-1.00798614264,0.0203927832326,0.042242193839,0.05,-1.12062111971,-1.15798614264,1.70643896836,-1.00798614264,324.349016667,true,false,false,false,,,,,0.00183333333333
