strategy_id,setup_episode_id,UTC_date,chronological_segment,direction,signal_time,entry_time,entry_bid,entry_ask,entry_price,entry_spread,stop,target,initial_risk_price,exit_time,exit_bid,exit_ask,exit_price,exit_spread,exit_reason,gross_R,baseline_net_R,stress_incremental_entry_spread_R,stress_incremental_exit_spread_R,stress_slippage_R,stress_net_R,broker_transfer_diagnostic_R,MFE_R,MAE_R,holding_minutes,stop_gap,target_gap,identical_timestamp_ambiguity,forced_exit,Capital_contract_minimum_loss,Capital_required_margin,Capital_account_feasible,Capital_rejection_reason,entry_delay_minutes
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1647000900000,2022-03-11,DEVELOPMENT,SHORT,2022-03-11T12:35:00.000Z,2022-03-11T12:35:00.045Z,1966.052,1966.528,1966.052,0.476,1973.6640385,1950.82792301,7.61203849648,2022-03-11T12:58:28.466Z,1973.132,1973.702,1973.702,0.57,STOP,-1.00498703515,-1.00498703515,0,0,0.05,-1.05498703515,-1.15498703515,0.421700442199,-1.00498703515,23.4736833333,true,false,false,false,,,,,0.00075
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1647007200000-LONG,2022-03-11,DEVELOPMENT,LONG,2022-03-11T14:15:00.000Z,2022-03-11T14:15:00.028Z,1966.168,1966.592,1966.592,0.424,1959.01761952,1984.071,7.57438048206,2022-03-11T16:16:45.879Z,1984.108,1984.392,1984.071,0.284,TARGET,2.30764747578,2.30764747578,0.00211238398146,0.0205957438195,0.05,2.23493934798,2.15764747578,2.31253236373,-0.371515532744,121.764183333,false,true,false,false,,,,,0.000466666666667
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-03-14,2022-03-14,DEVELOPMENT,LONG,2022-03-14T08:30:00.000Z,2022-03-14T08:30:00.143Z,1971.851,1972.112,1972.112,0.261,1968.56763956,1978.31463077,3.54436043986,2022-03-14T08:48:49.525Z,1968.275,1968.594,1968.275,0.319,STOP,-1.08256484212,-1.08256484212,0.0505027643315,0.0341387401347,0.05,-1.21720634659,-1.23256484212,0.214143006299,-1.08256484212,18.8230333333,true,false,false,false,,,,,0.00238333333333
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1647353700000,2022-03-15,DEVELOPMENT,SHORT,2022-03-15T14:35:00.000Z,2022-03-15T14:35:00.015Z,1908.093,1908.441,1908.093,0.348,1915.86973393,1892.53953214,7.77673392757,2022-03-15T14:49:06.041Z,1915.958,1916.202,1916.202,0.244,STOP,-1.04272565778,-1.04272565778,0.0118301591461,0.0252033825287,0.05,-1.12975919945,-1.19272565778,0.0952842166007,-1.04272565778,14.1004333333,true,false,false,false,,,,,0.00025
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-03-17,2022-03-17,DEVELOPMENT,SHORT,2022-03-17T09:15:00.000Z,2022-03-17T09:15:00.108Z,1936.894,1937.302,1936.894,0.408,1940.43325954,1930.7002958,3.53925954377,2022-03-17T09:36:46.431Z,1940.158,1940.52,1940.52,0.362,STOP,-1.02450808005,-1.02450808005,0.00904143920623,0.0220385080651,0.05,-1.10558802732,-1.17450808005,0.526098743811,-1.02450808005,21.77205,true,false,false,false,,,,,0.0018
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1648016100000,2022-03-23,DEVELOPMENT,SHORT,2022-03-23T06:35:00.000Z,2022-03-23T06:35:00.162Z,1917.658,1918.122,1917.658,0.464,1919.17749356,1914.61901288,1.51949356236,2022-03-23T07:02:07.677Z,1918.998,1919.382,1919.382,0.384,STOP,-1.13458855154,-1.13458855154,0,0.0368543845048,0.05,-1.22144293605,-1.28458855154,0.270484857705,-1.13458855154,27.12525,true,false,false,false,,,,,0.0027
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-03-25,2022-03-25,DEVELOPMENT,LONG,2022-03-25T08:15:00.000Z,2022-03-25T08:15:00.075Z,1956.539,1956.972,1956.972,0.433,1954.70496101,1960.93931823,2.26703898621,2022-03-25T09:00:51.267Z,1954.623,1954.952,1954.623,0.329,STOP,-1.03615333229,-1.03615333229,0.00308772810815,0.048962545715,0.05,-1.13820360611,-1.18615333229,1.56371373477,-1.03615333229,45.8532,true,false,false,false,,,,,0.00125
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1648458000000-LONG,2022-03-28,DEVELOPMENT,LONG,2022-03-28T10:00:00.000Z,2022-03-28T10:00:00.308Z,1932.118,1932.546,1932.546,0.428,1929.50671305,1946.83625,3.03928695041,2022-03-28T10:49:04.912Z,1929.503,1929.942,1929.503,0.439,STOP,-1.00122168445,-1.00122168445,0.00394829451635,0.000329024543006,0.05,-1.05549900351,-1.15122168445,0.283619156093,-1.00122168445,49.0767333333,true,false,false,false,,,,,0.00513333333333
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1648742400000-SHORT,2022-03-31,DEVELOPMENT,SHORT,2022-03-31T16:15:00.000Z,2022-03-31T16:15:00.586Z,1941.813,1942.182,1941.813,0.369,1945.11375991,1931.015,3.30075990672,2022-03-31T17:05:51.312Z,1944.768,1945.157,1945.157,0.389,STOP,-1.01310004196,-1.01310004196,0.0215101982594,0.0154509874821,0.05,-1.1000612277,-1.16310004196,0.766793123865,-1.01310004196,50.8454333333,true,false,false,false,,,,,0.00976666666667
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1649655900000,2022-04-11,DEVELOPMENT,LONG,2022-04-11T06:05:00.000Z,2022-04-11T06:05:00.128Z,1945.152,1945.564,1945.564,0.412,1942.63951209,1951.41297581,2.92448790741,2022-04-11T06:16:33.083Z,1942.598,1943.012,1942.598,0.414,STOP,-1.01419465353,-1.01419465353,0.0095743257919,0.0088904453782,0.05,-1.0826594247,-1.16419465353,0,-1.01419465353,11.54925,true,false,false,false,,,,,0.00213333333333
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,B-1649678400000,2022-04-11,DEVELOPMENT,LONG,2022-04-11T15:00:00.000Z,2022-04-11T15:00:00.074Z,1951.388,1951.772,1951.772,0.384,1947.47187527,1960.37224946,4.30012472834,2022-04-11T16:23:18.110Z,1947.468,1947.808,1947.468,0.34,STOP,-1.00090119983,-1.00090119983,0.0130228780646,0.0232551394012,0.05,-1.08717921729,-1.15090119983,0.60230811049,-1.00090119983,83.3006,true,false,false,false,,,,,0.00123333333333
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649745900000,2022-04-12,DEVELOPMENT,LONG,2022-04-12T06:45:00.000Z,2022-04-12T06:45:00.054Z,1958.308,1958.708,1958.708,0.4,1955.58675817,1964.95048365,3.12124182544,2022-04-12T07:09:00.310Z,1955.292,1955.508,1955.292,0.216,STOP,-1.09443618632,-1.09443618632,0.0128154120177,0.0717663072993,0.05,-1.22901790563,-1.24443618632,0.22426971031,-1.09443618632,24.0042666667,true,false,false,false,,,,,0.0009
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1649835900000,2022-04-13,DEVELOPMENT,LONG,2022-04-13T07:45:00.000Z,2022-04-13T07:45:00.192Z,1969.663,1969.982,1969.982,0.319,1965.54792437,1978.85015125,4.43407562691,2022-04-13T09:46:27.043Z,1978.978,1979.222,1978.85015125,0.244,TARGET,2,2,0.027288664015,0.0442031251814,0.05,1.8785082108,1.85,2.02883323536,-0.11727359742,121.447516667,false,true,false,false,,,,,0.0032
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-04-14,2022-04-14,DEVELOPMENT,LONG,2022-04-14T06:15:00.000Z,2022-04-14T06:15:00.254Z,1973.689,1974.052,1974.052,0.363,1971.24877392,1978.95764564,2.80322607801,2022-04-14T06:49:37.739Z,1970.952,1971.262,1970.952,0.31,STOP,-1.1058687076,-1.1058687076,0.0274683517695,0.046375139351,0.05,-1.22971219872,-1.2558687076,0.18728421661,-1.1058687076,34.62475,true,false,false,false,,,,,0.00423333333333
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1650290400000,2022-04-18,DEVELOPMENT,LONG,2022-04-18T14:00:00.000Z,2022-04-18T14:00:00.022Z,1992.668,1993.062,1993.062,0.394,1988.72679086,2001.73241828,4.33520914157,2022-04-18T14:36:02.252Z,1988.662,1989.058,1988.662,0.396,STOP,-1.01494526707,-1.01494526707,0.0106107914285,0.0101494526707,0.05,-1.08570551117,-1.16494526707,0.279109948445,-1.01494526707,36.0371666667,true,false,false,false,,,,,0.000366666666667
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-04-19,2022-04-19,DEVELOPMENT,SHORT,2022-04-19T08:00:00.000Z,2022-04-19T08:00:00.001Z,1977.962,1978.237,1977.962,0.275,1981.04223174,1972.57159445,3.08023174017,2022-04-19T08:27:19.100Z,1980.672,1981.057,1981.057,0.385,STOP,-1.00479452881,-1.00479452881,0.0535673981435,0.0178557993812,0.05,-1.12621772634,-1.15479452881,0.0629822741809,-1.00479452881,27.3183166667,true,false,false,false,,,,,1.66666666667e-05
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-04-20,2022-04-20,DEVELOPMENT,LONG,2022-04-20T07:00:00.000Z,2022-04-20T07:00:00.062Z,1941.378,1941.822,1941.822,0.444,1939.66196187,1945.60206672,2.16003812662,2022-04-20T08:47:29.715Z,1945.638,1945.983,1945.60206672,0.345,TARGET,1.75,1.75,0,0.0439807051687,0.05,1.65601929483,1.6,1.76663548341,-0.824059528423,107.494216667,false,true,false,false,,,,,0.00103333333333
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-04-22,2022-04-22,DEVELOPMENT,SHORT,2022-04-22T08:00:00.000Z,2022-04-22T08:00:00.027Z,1950.808,1951.212,1950.808,0.404,1955.39381539,1942.78282306,4.58581539147,2022-04-22T09:00:44.687Z,1942.373,1942.582,1942.78282306,0.209,TARGET,1.75,1.75,0.00785029420655,0.0503727211587,0.05,1.64177698463,1.6,1.7937922262,-0.205852159194,60.7443333333,false,true,false,false,,,,,0.00045
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,B-1650628800000,2022-04-22,DEVELOPMENT,SHORT,2022-04-22T13:15:00.000Z,2022-04-22T13:15:00.078Z,1932.478,1932.754,1932.478,0.276,1937.65163751,1922.13072498,5.1736375113,2022-04-22T13:28:13.543Z,1937.298,1937.652,1937.652,0.354,STOP,-1.00007006457,-1.00007006457,0.0316991671028,0.0166227339685,0.05,-1.09839196564,-1.15007006457,0.192514453868,-1.00007006457,13.2244166667,true,false,false,false,,,,,0.0013
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1650958200000,2022-04-26,DEVELOPMENT,SHORT,2022-04-26T07:50:00.000Z,2022-04-26T07:50:00.550Z,1895.913,1896.282,1895.913,0.369,1899.25005737,1889.23888525,3.33705737371,2022-04-26T08:06:10.442Z,1898.863,1899.267,1899.267,0.404,STOP,-1.00507711567,-1.00507711567,0.0212762299382,0.0107879475743,0.05,-1.08714129319,-1.15507711567,0,-1.00507711567,16.1648666667,true,false,false,false,,,,,0.00916666666667
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-04-26,2022-04-26,DEVELOPMENT,LONG,2022-04-26T08:15:00.000Z,2022-04-26T08:15:00.051Z,1901.693,1902.092,1902.092,0.399,1895.9139912,1912.9035154,6.17800880103,2022-04-26T14:15:00.078Z,1905.703,1906.037,1905.703,0.334,MAXIMUM_ELAPSED_HOLD,0.584492530894,0.584492530894,0.00663644247205,0.0171576317571,0.05,0.510698456665,0.434492530894,1.45936988605,-0.601164569299,360.00045,false,false,false,false,,,,,0.00085
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1651053600000,2022-04-27,DEVELOPMENT,SHORT,2022-04-27T10:00:00.000Z,2022-04-27T10:00:00.091Z,1895.06,1895.492,1895.06,0.432,1898.68099219,1887.81801562,3.62099218877,2022-04-27T11:01:55.454Z,1898.308,1898.717,1898.717,0.409,STOP,-1.00994418363,-1.00994418363,0.00220933920399,0.00856118941544,0.05,-1.07071471224,-1.15994418363,0.205192378571,-1.00994418363,61.9227166667,true,false,false,false,,,,,0.00151666666667
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1651064400000,2022-04-27,DEVELOPMENT,SHORT,2022-04-27T13:25:00.000Z,2022-04-27T13:25:00.171Z,1894.993,1895.372,1894.993,0.379,1897.5238713,1889.93125739,2.53087130275,2022-04-27T13:33:02.370Z,1889.598,1889.922,1889.93125739,0.324,TARGET,2,2,0.0241023713587,0.0458340176658,0.05,1.88006361098,1.85,2.00365778951,-0.157653215937,8.03665,false,true,false,false,,,,,0.00285
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1651213800000,2022-04-29,DEVELOPMENT,LONG,2022-04-29T06:50:00.000Z,2022-04-29T06:50:00.738Z,1912.353,1912.782,1912.782,0.429,1910.45273068,1917.44053864,2.32926932125,2022-04-29T07:18:41.723Z,1910.428,1910.802,1910.428,0.374,STOP,-1.01061735477,-1.01061735477,0.00472251100368,0.0283350660218,0.05,-1.0936749318,-1.16061735477,0.144251245202,-1.01061735477,28.6830833333,true,false,false,false,,,,,0.0123
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-05-03,2022-05-03,DEVELOPMENT,LONG,2022-05-03T07:30:00.000Z,2022-05-03T07:30:00.069Z,1860.598,1861.002,1861.002,0.404,1853.61435094,1873.93038585,7.38764905714,2022-05-03T08:23:22.904Z,1853.608,1853.897,1853.608,0.289,STOP,-1.00085967035,-1.00085967035,0.00487299812452,0.0204395199112,0.05,-1.07617218839,-1.15085967035,0,-1.00085967035,53.3805833333,true,false,false,false,,,,,0.00115
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-05-04,2022-05-04,DEVELOPMENT,SHORT,2022-05-04T08:30:00.000Z,2022-05-04T08:30:00.914Z,1869.188,1869.592,1869.188,0.404,1871.42912345,1865.26603396,2.24112345065,2022-05-04T10:04:58.166Z,1871.666,1871.887,1871.887,0.221,STOP,-1.20430670573,-1.20430670573,0.0160633721402,0.0977188471862,0.05,-1.36808892506,-1.35430670573,0.930783174568,-1.20430670573,94.9542,true,false,false,false,,,,,0.0152333333333
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1651680900000,2022-05-04,DEVELOPMENT,SHORT,2022-05-04T16:15:00.000Z,2022-05-04T16:15:00.069Z,1866.803,1867.207,1866.803,0.404,1869.5334472,1861.3421056,2.73044720229,2022-05-04T17:00:59.487Z,1869.178,1869.547,1869.547,0.369,STOP,-1.00496358168,-1.00496358168,0.013184653404,0.0260030664356,0.05,-1.09415130152,-1.15496358168,0.220110463772,-1.00496358168,45.9903,true,false,false,false,,,,,0.00115
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1651849200000-SHORT,2022-05-06,DEVELOPMENT,SHORT,2022-05-06T15:45:00.000Z,2022-05-06T15:45:00.114Z,1886.973,1887.322,1886.973,0.349,1892.78676044,1878.16825,5.81376043861,2022-05-06T20:00:00.027Z,1880.913,1881.222,1881.222,0.309,SAME_DAY_20_UTC_FORCE_CLOSE,0.989204846111,0.989204846111,0.015652519735,0.02253274819,0.05,0.901019578186,0.839204846111,1.06058721633,-0.54078595656,254.99855,false,false,false,true,,,,,0.0019
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1652176800000,2022-05-10,DEVELOPMENT,SHORT,2022-05-10T10:20:00.000Z,2022-05-10T10:20:01.290Z,1856.792,1857.157,1856.792,0.365,1858.69380155,1852.98839691,1.90180154602,2022-05-10T10:32:56.839Z,1858.308,1858.707,1858.707,0.399,STOP,-1.00693997437,-1.00693997437,0.0394362914243,0.0215585059786,0.05,-1.11793477177,-1.15693997437,0.147228821317,-1.00693997437,12.9258166667,true,false,false,false,,,,,0.0215
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1652248800000,2022-05-11,DEVELOPMENT,SHORT,2022-05-11T06:00:00.000Z,2022-05-11T06:00:00.093Z,1837.688,1838.082,1837.688,0.394,1839.75982733,1833.54434535,2.07182732743,2022-05-11T06:13:38.050Z,1839.488,1839.816,1839.816,0.328,STOP,-1.02711262267,-1.02711262267,0.0222026224825,0.054058559088,0.05,-1.15337380424,-1.17711262267,0.0801225072197,-1.02711262267,13.6326166667,true,false,false,false,,,,,0.00155
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1652455800000,2022-05-13,DEVELOPMENT,SHORT,2022-05-13T15:30:00.000Z,2022-05-13T15:30:00.018Z,1811.634,1811.982,1811.634,0.348,1818.92263105,1797.05673789,7.28863105317,2022-05-13T20:00:00.028Z,1809.588,1809.922,1809.922,0.334,SAME_DAY_20_UTC_FORCE_CLOSE,0.234886357604,0.234886357604,0.0126223977217,0.014543197375,0.05,0.157720762508,0.0848863576043,0.629336286408,-0.274811550398,270.000166667,false,false,false,true,,,,,0.0003
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-05-16,2022-05-16,DEVELOPMENT,LONG,2022-05-16T07:00:00.000Z,2022-05-16T07:00:00.111Z,1806.574,1806.986,1806.986,0.412,1805.24309356,1810.03608627,1.74290644008,2022-05-16T07:37:28.508Z,1805.238,1805.634,1805.238,0.396,STOP,-1.00292245172,-1.00292245172,0.0160651193639,0.0252451875719,0.05,-1.09423275865,-1.15292245172,1.73847541688,-1.00292245172,37.4732833333,true,false,false,false,,,,,0.00185
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1652694300000,2022-05-16,DEVELOPMENT,SHORT,2022-05-16T09:45:00.000Z,2022-05-16T09:45:00.775Z,1802.364,1802.736,1802.364,0.372,1807.81516535,1791.4616693,5.45116534982,2022-05-16T12:33:51.268Z,1807.448,1807.847,1807.847,0.399,STOP,-1.00583997148,-1.00583997148,0.0124743968741,0.00752132752705,0.05,-1.07583569588,-1.15583997148,0.726083276878,-1.00583997148,168.84155,true,false,false,false,,,,,0.0129166666667
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-05-17,2022-05-17,DEVELOPMENT,SHORT,2022-05-17T07:15:00.000Z,2022-05-17T07:15:00.374Z,1826.628,1827.002,1826.628,0.374,1830.53268371,1819.7948035,3.90468371374,2022-05-17T10:23:15.215Z,1830.153,1830.542,1830.542,0.389,STOP,-1.00238592597,-1.00238592597,0.0169027774946,0.0130612371549,0.05,-1.08234994062,-1.15238592597,0.782649818537,-1.00238592597,188.24735,true,false,false,false,,,,,0.00623333333333
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-05-24,2022-05-24,DEVELOPMENT,SHORT,2022-05-24T09:00:00.000Z,2022-05-24T09:00:00.127Z,1855.968,1856.381,1855.968,0.413,1858.82420345,1850.96964395,2.85620345437,2022-05-24T09:20:46.555Z,1858.628,1858.832,1858.832,0.204,STOP,-1.00272968847,-1.00272968847,0.00945310809657,0.0826271670663,0.05,-1.14480996363,-1.15272968847,0,-1.00272968847,20.7738,true,false,false,false,,,,,0.00211666666667
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1653397200000,2022-05-24,DEVELOPMENT,LONG,2022-05-24T13:20:00.000Z,2022-05-24T13:20:00.149Z,1861.048,1861.441,1861.441,0.393,1859.79903913,1864.72492175,1.64196087285,2022-05-24T13:24:31.958Z,1859.728,1860.032,1859.728,0.304,STOP,-1.04326481119,-1.04326481119,0.0286243118074,0.0828277958684,0.05,-1.20471691887,-1.19326481119,0,-1.04326481119,4.53015,true,false,false,false,,,,,0.00248333333333
XAU_V2_H4_BREAKOUT_RETEST_CONTINUATION,B-1653408000000,2022-05-24,DEVELOPMENT,LONG,2022-05-24T16:45:00.000Z,2022-05-24T16:45:00.141Z,1867.408,1867.777,1867.777,0.369,1865.23666059,1872.85767882,2.54033940938,2022-05-24T17:02:57.750Z,1865.224,1865.572,1865.224,0.348,STOP,-1.00498381853,-1.00498381853,0.0279490211968,0.0362156331001,0.05,-1.11914847283,-1.15498381853,0,-1.00498381853,17.96015,true,false,false,false,,,,,0.00235
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-05-25,2022-05-25,DEVELOPMENT,LONG,2022-05-25T07:15:00.000Z,2022-05-25T07:15:00.005Z,1858.808,1859.102,1859.102,0.294,1857.03292027,1862.72288952,2.06907972721,2022-05-25T07:54:16.246Z,1856.967,1857.302,1856.967,0.335,STOP,-1.03185970648,-1.03185970648,0.0705627714967,0.0507471986793,0.05,-1.20316967665,-1.18185970648,0.114060370365,-1.03185970648,39.2706833333,true,false,false,false,,,,,8.33333333333e-05
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1653483600000-LONG,2022-05-25,DEVELOPMENT,LONG,2022-05-25T13:30:00.000Z,2022-05-25T13:30:00.002Z,1852.578,1852.962,1852.962,0.384,1850.20851777,1860.52825,2.75348222802,2022-05-25T13:54:09.601Z,1850.198,1850.602,1850.198,0.404,STOP,-1.00381980747,-1.00381980747,0.0203378832194,0.0130743534982,0.05,-1.08723204419,-1.15381980747,0.470676725934,-1.00381980747,24.1599833333,true,false,false,false,,,,,3.33333333333e-05
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1653890400000-SHORT,2022-05-30,DEVELOPMENT,SHORT,2022-05-30T06:45:00.000Z,2022-05-30T06:45:00.090Z,1861.608,1861.912,1861.608,0.304,1862.68741428,1855.105,1.07941427787,2022-05-30T07:11:00.667Z,1862.313,1862.737,1862.737,0.424,STOP,-1.04593761927,-1.04593761927,0.12599425706,0.0148228537718,0.05,-1.2367547301,-1.19593761927,2.10855094903,-1.04593761927,26.0096166667,true,false,false,false,,,,,0.0015
XAU_V2_H4_TREND_PULLBACK_CONTINUATION,A-1654084800000,2022-06-01,DEVELOPMENT,SHORT,2022-06-01T12:00:00.000Z,2022-06-01T12:00:00.056Z,1829.588,1829.975,1829.588,0.387,1833.61911826,1821.52576349,4.0311182571,2022-06-01T12:15:50.826Z,1833.463,1833.716,1833.716,0.253,STOP,-1.02403346583,-1.02403346583,0.0131477164945,0.0463891129144,0.05,-1.13357029524,-1.17403346583,0.105677872201,-1.02403346583,15.8461666667,true,false,false,false,,,,,0.000933333333333
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1654148700000,2022-06-02,DEVELOPMENT,LONG,2022-06-02T06:05:00.000Z,2022-06-02T06:05:00.522Z,1848.818,1849.112,1849.112,0.294,1847.59889713,1852.13820574,1.51310287105,2022-06-02T06:49:39.151Z,1852.333,1852.662,1852.13820574,0.329,TARGET,2,2,0.0964904652509,0.0733591893347,0.05,1.78015034541,1.85,2.1287382779,-0.597447812239,44.6438166667,false,true,false,false,,,,,0.0087
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1654182000000-SHORT,2022-06-02,DEVELOPMENT,SHORT,2022-06-02T15:30:00.000Z,2022-06-02T15:30:00.111Z,1866.884,1867.182,1866.884,0.298,1868.83342648,1855.70225,1.94942648461,2022-06-02T15:43:09.371Z,1868.548,1868.896,1868.896,0.348,STOP,-1.03209842273,-1.03209842273,0.0728419363957,0.0471933672423,0.05,-1.20213372637,-1.18209842273,0.0112853704275,-1.03209842273,13.1543333333,true,false,false,false,,,,,0.00185
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1654523100000,2022-06-06,DEVELOPMENT,SHORT,2022-06-06T14:05:00.000Z,2022-06-06T14:05:00.100Z,1848.858,1849.232,1848.858,0.374,1851.44145726,1843.69108548,2.58345725976,2022-06-06T15:11:15.851Z,1842.998,1843.242,1843.69108548,0.244,TARGET,2,2,0.0255471615606,0.075867328271,0.05,1.84858551017,1.85,2.17383120189,-0.672741921097,66.2625166667,false,true,false,false,,,,,0.00166666666667
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-06-07,2022-06-07,DEVELOPMENT,SHORT,2022-06-07T07:45:00.000Z,2022-06-07T07:45:00.165Z,1844.188,1844.582,1844.188,0.394,1846.60940857,1839.95053499,2.42140857453,2022-06-07T08:40:21.168Z,1846.228,1846.657,1846.657,0.429,STOP,-1.01965443832,-1.01965443832,0.0189972070322,0.00454281037733,0.05,-1.09319445573,-1.16965443832,0.824313592094,-1.01965443832,55.35005,true,false,false,false,,,,,0.00275
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1654692300000,2022-06-08,DEVELOPMENT,LONG,2022-06-08T13:05:00.000Z,2022-06-08T13:05:00.045Z,1852.868,1853.282,1853.282,0.414,1850.67856574,1858.48886853,2.60343426444,2022-06-08T15:05:19.858Z,1858.648,1859.012,1858.48886853,0.364,TARGET,2,2,0.0099868087146,0.0291922100888,0.05,1.9108209812,1.85,2.06112367548,-0.691010341445,120.330216667,false,true,false,false,,,,,0.00075
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1654704000000-SHORT,2022-06-08,DEVELOPMENT,SHORT,2022-06-08T16:45:00.000Z,2022-06-08T16:45:00.104Z,1855.785,1856.032,1855.785,0.247,1857.36006832,1850.734,1.57506832343,2022-06-08T20:00:00.073Z,1852.333,1852.672,1852.672,0.339,SAME_DAY_20_UTC_FORCE_CLOSE,1.9764221994,1.9764221994,0.122534367004,0.0641242024219,0.05,1.73976362997,1.8264221994,2.25260069498,-0.292050822911,194.999483333,false,false,false,true,,,,,0.00173333333333
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1654772400000-LONG,2022-06-09,DEVELOPMENT,LONG,2022-06-09T11:30:00.000Z,2022-06-09T11:30:00.060Z,1848.163,1848.517,1848.517,0.354,1846.53587165,1853.645,1.98112834625,2022-06-09T11:48:21.855Z,1846.458,1846.817,1846.458,0.359,STOP,-1.03930671826,-1.03930671826,0.0434096055223,0.0408857912478,0.05,-1.17360211503,-1.18930671826,0.656696474239,-1.03930671826,18.36325,true,false,false,false,,,,,0.001
XAU_V2_H1_FAILED_AUCTION_REVERSAL,D-1654866000000-LONG,2022-06-10,DEVELOPMENT,LONG,2022-06-10T14:00:00.000Z,2022-06-10T14:00:00.027Z,1833.638,1834.042,1834.042,0.404,1828.97507252,1842.1275,5.06692748077,2022-06-10T14:06:10.402Z,1828.974,1829.287,1828.974,0.313,STOP,-1.00021167053,-1.00021167053,0.00710489742287,0.0250644992418,0.05,-1.0823810672,-1.15021167053,0,-1.00021167053,6.17291666667,true,false,false,false,,,,,0.00045
XAU_V2_INTRADAY_IMPULSE_CONTINUATION,F-1655124300000,2022-06-13,DEVELOPMENT,SHORT,2022-06-13T13:10:00.000Z,2022-06-13T13:10:00.099Z,1843.138,1843.582,1843.138,0.444,1846.05658592,1837.30082817,2.91858591569,2022-06-13T13:20:43.600Z,1837.04,1837.287,1837.30082817,0.247,TARGET,2,2,0,0.0661279145364,0.05,1.88387208546,1.85,2.00473796867,-0.229220594948,10.7250166667,false,true,false,false,,,,,0.00165
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-06-14,2022-06-14,DEVELOPMENT,SHORT,2022-06-14T07:45:00.000Z,2022-06-14T07:45:00.113Z,1826.645,1826.952,1826.645,0.307,1830.55614864,1819.80048987,3.91114864415,2022-06-14T11:51:09.117Z,1819.433,1819.707,1819.80048987,0.274,TARGET,1.75,1.75,0.0340053554853,0.0424427745154,0.05,1.62355187,1.6,1.77390343125,-0.978484928136,246.150066667,false,true,false,false,,,,,0.00188333333333
XAU_V2_LONDON_SESSION_SWEEP_RECLAIM,E-2022-06-15,2022-06-15,DEVELOPMENT,SHORT,2022-06-15T08:15:00.000Z,2022-06-15T08:15:00.115Z,1819.054,1819.432,1819.054,0.378,1822.11737598,1813.69309204,3.06337597648,2022-06-15T08:45:16.880Z,1821.878,1822.132,1822.132,0.254,STOP,-1.00477382588,-1.00477382588,0.0202391089034,0.06071732671,0.05,-1.13573026149,-1.15477382588,0.483779990239,-1.00477382588,30.2794166667,true,false,false,false,,,,,0.00191666666667
