record_type,symbol,month,basis,timeframe,item_count,first_utc,last_utc,relative_path,bytes,sha256,contract_normalized_sha256
BARS,XAUUSD,2022-01,Mid,H1,480,2022-01-02T23:00:00.000Z,2022-01-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=01/bars.parquet,16445,2857df6be4c8530266c4534e747d128d78eb460ff0bc35846ae17acad82ed65b,
BARS,XAUUSD,2022-01,Mid,H4,131,2022-01-02T20:00:00.000Z,2022-01-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=01/bars.parquet,7129,8d057f9d247ee63eee30733bdb543ef529dd5ebc120b5631e1d65cda92a06dd2,
TICKS,XAUUSD,2022-02,Bid/Ask,TICK,4914145,2022-02-01T00:00:00.090Z,2022-02-28T23:59:59.812Z,normalized/XAUUSD/year=2022/month=02/ticks.parquet,52908225,1f004beca9fff43fa99167de93f6b51b1cd6f04442be68d75afd203647c32f8f,a300481cab14a33f602d89cad421840e7f54d40500c626b5f041446392aebfe9
BARS,XAUUSD,2022-02,Bid,M5,5490,2022-02-01T00:00:00.000Z,2022-02-28T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=02/bars.parquet,118935,7fb99a64b1e5af32ac922ccc1049cbcb5c2d40ce55338c24468c800a7db4b7c1,
BARS,XAUUSD,2022-02,Bid,M15,1830,2022-02-01T00:00:00.000Z,2022-02-28T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=02/bars.parquet,43743,93a858f4bd29211975f00a3449f31258bb4255fd4a2875f62e2b747fd1ef2b87,
BARS,XAUUSD,2022-02,Bid,H1,458,2022-02-01T00:00:00.000Z,2022-02-28T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=02/bars.parquet,14168,0091e590b641d89265aca7e7720ab511740daba9b58df8c066c85a3b534c6f7d,
BARS,XAUUSD,2022-02,Bid,H4,124,2022-02-01T00:00:00.000Z,2022-02-28T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=02/bars.parquet,6385,b9967985f9bc9fda577e85ca147f4eb16edf34505db68806af62e3f5b01333a1,
BARS,XAUUSD,2022-02,Ask,M5,5490,2022-02-01T00:00:00.000Z,2022-02-28T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=02/bars.parquet,119104,50cbd3419a5d91485b76b563adc9865f1bea81eef85f7cc4221c2b9a7ed224ec,
BARS,XAUUSD,2022-02,Ask,M15,1830,2022-02-01T00:00:00.000Z,2022-02-28T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=02/bars.parquet,43907,b88694fe5e08e666c2b8dc2e577ce2da2cd12ae7558ff51ef96fa7abb35d9c12,
BARS,XAUUSD,2022-02,Ask,H1,458,2022-02-01T00:00:00.000Z,2022-02-28T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=02/bars.parquet,14262,65ef190c3eba1d819f8ae638f71b52236fb82f77c3cdcf6dedb0dca700b58cbf,
BARS,XAUUSD,2022-02,Ask,H4,124,2022-02-01T00:00:00.000Z,2022-02-28T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=02/bars.parquet,6394,860e1b97f1419f4aa03e0f2ba29f939b418419ead2162c4a3b1d2ef6511862ad,
BARS,XAUUSD,2022-02,Mid,M5,5490,2022-02-01T00:00:00.000Z,2022-02-28T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=02/bars.parquet,128221,af16d73365899669123bd766fe5e1a0960cfc49772c12f0d7de0b48a3297d5bb,
BARS,XAUUSD,2022-02,Mid,M15,1830,2022-02-01T00:00:00.000Z,2022-02-28T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=02/bars.parquet,48204,b7d9dc82509d8f626423a38040df976ac978f89e70eaa681984e61b75870debc,
BARS,XAUUSD,2022-02,Mid,H1,458,2022-02-01T00:00:00.000Z,2022-02-28T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=02/bars.parquet,15919,15a0afd82aa93d8f1c04b37de94f65a32ffcb2d7ad496c3b883165986ed404a9,
BARS,XAUUSD,2022-02,Mid,H4,124,2022-02-01T00:00:00.000Z,2022-02-28T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=02/bars.parquet,6908,2c505db3657dd58cca0abd6473155e96bd7fd237190da7c8278846902eb16aeb,
TICKS,XAUUSD,2022-03,Bid/Ask,TICK,6173324,2022-03-01T00:00:00.017Z,2022-03-31T23:59:55.487Z,normalized/XAUUSD/year=2022/month=03/ticks.parquet,69528035,9a1c5b58d50fee087b5977cdfed3b1d4c63e9939feb5e4a30c578af242d4cc7c,034d6f1dd057a2ac579efb5ad12b05ad5982aaec700617fff4b73bb0eefe4cc9
BARS,XAUUSD,2022-03,Bid,M5,6360,2022-03-01T00:00:00.000Z,2022-03-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=03/bars.parquet,142356,51462903dba5c03d8a8ae4c7e07b96de992b84392be5fd5efae791b4c73e7876,
BARS,XAUUSD,2022-03,Bid,M15,2120,2022-03-01T00:00:00.000Z,2022-03-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=03/bars.parquet,52011,98db2a157a613831f0d5b725c5927172499451ca4ffe65bf247b6eafc10940f4,
BARS,XAUUSD,2022-03,Bid,H1,530,2022-03-01T00:00:00.000Z,2022-03-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=03/bars.parquet,16487,e48c553893d5fdfd36b53df78aeb62acdb3d644f58445a65ce64cfa64cf93be9,
BARS,XAUUSD,2022-03,Bid,H4,142,2022-03-01T00:00:00.000Z,2022-03-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=03/bars.parquet,7026,63934d51de025410c0a7ded794f4fd6f9503937190f527f415cc3b8eaabac151,
BARS,XAUUSD,2022-03,Ask,M5,6360,2022-03-01T00:00:00.000Z,2022-03-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=03/bars.parquet,141937,71cd871b2ec7e46add57115d1446ab16dfb26fc96d7130385366de1a7ad3eda3,
BARS,XAUUSD,2022-03,Ask,M15,2120,2022-03-01T00:00:00.000Z,2022-03-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=03/bars.parquet,51687,dd47ed9d49444c538111849bf26181fd57069542c65775355621e97d5b636632,
BARS,XAUUSD,2022-03,Ask,H1,530,2022-03-01T00:00:00.000Z,2022-03-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=03/bars.parquet,16410,829195a0aec807a002e05db8f7ee19a3a7f340e02b00b3afc8652ac355efac42,
BARS,XAUUSD,2022-03,Ask,H4,142,2022-03-01T00:00:00.000Z,2022-03-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=03/bars.parquet,6971,b16fd09b4cbac5705e46fdb0be852f3eb7e0dba244b4eb3ffc3d2988e1e65701,
BARS,XAUUSD,2022-03,Mid,M5,6360,2022-03-01T00:00:00.000Z,2022-03-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=03/bars.parquet,152821,efea658ef3463bd1339ea877cf5b6efe4f1081fbb8850fdf4bf323e4364d2885,
BARS,XAUUSD,2022-03,Mid,M15,2120,2022-03-01T00:00:00.000Z,2022-03-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=03/bars.parquet,56211,1a23f63cfed608a64070ad516cf31051a464bc01b7e7e6201b393c55bf0efe6a,
BARS,XAUUSD,2022-03,Mid,H1,530,2022-03-01T00:00:00.000Z,2022-03-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=03/bars.parquet,18203,ced2c5beb46316890637e51211b563cc58ac175cf76541db3b0187105801d37e,
BARS,XAUUSD,2022-03,Mid,H4,142,2022-03-01T00:00:00.000Z,2022-03-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=03/bars.parquet,7559,dad21fe6e54226616ac73d5e807fb02f45c660d635df41d9d23a805ab259afed,
TICKS,XAUUSD,2022-04,Bid/Ask,TICK,4697480,2022-04-01T00:00:00.754Z,2022-04-29T20:59:58.646Z,normalized/XAUUSD/year=2022/month=04/ticks.parquet,52084273,5d8a1fb395b90d492094f2f43d090fbb8b640bfa7cf8eb36ca08538ba4964a69,9947e2d5b2dec338bfd564592553e782e085aeb1cba603f0c091ba641a5bdef2
BARS,XAUUSD,2022-04,Bid,M5,5496,2022-04-01T00:00:00.000Z,2022-04-29T20:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=04/bars.parquet,120512,6412da25955e52898ecbc080a528bd1853f67384083933fac42799f8e39bd428,
BARS,XAUUSD,2022-04,Bid,M15,1832,2022-04-01T00:00:00.000Z,2022-04-29T20:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=04/bars.parquet,44571,63b7ec7de3f8b818fe472a439328b15c908e23844000c20bd77a0151e6b62d58,
BARS,XAUUSD,2022-04,Bid,H1,458,2022-04-01T00:00:00.000Z,2022-04-29T20:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=04/bars.parquet,14420,13b01cb99ae7d236a9b27e9ecbc19c610d32fce37b25f6a08d94d3a47df7b3de,
BARS,XAUUSD,2022-04,Bid,H4,124,2022-04-01T00:00:00.000Z,2022-04-29T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=04/bars.parquet,6478,4a11fbeacfbb4467f858d1ec13c7de97684f678e42a290b1893fba62900e526b,
BARS,XAUUSD,2022-04,Ask,M5,5496,2022-04-01T00:00:00.000Z,2022-04-29T20:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=04/bars.parquet,120674,63eabef83447b9edc9ddb304cacacc35884f44738f78464232699aec1ae3a60f,
BARS,XAUUSD,2022-04,Ask,M15,1832,2022-04-01T00:00:00.000Z,2022-04-29T20:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=04/bars.parquet,44542,9dc91db011d90eaf92a4bc4824049cfceefc30e76a11d28ff4f2f66152945152,
BARS,XAUUSD,2022-04,Ask,H1,458,2022-04-01T00:00:00.000Z,2022-04-29T20:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=04/bars.parquet,14392,77bf620edfbf88fef54065f9048872ca37062be955fade7b71c530a4f7f6a283,
BARS,XAUUSD,2022-04,Ask,H4,124,2022-04-01T00:00:00.000Z,2022-04-29T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=04/bars.parquet,6572,3568d7de008e36d7e4766b2caa2b56f84c23fc571c4ba322315e793e01656cf0,
BARS,XAUUSD,2022-04,Mid,M5,5496,2022-04-01T00:00:00.000Z,2022-04-29T20:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=04/bars.parquet,129709,4dc32db3ed407e3c601fc8d975a61768d4640dd68501839eab389c31ecd73671,
BARS,XAUUSD,2022-04,Mid,M15,1832,2022-04-01T00:00:00.000Z,2022-04-29T20:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=04/bars.parquet,48628,0c24fdd56949006a3ea11c6e5784a9cbafca92e372f28b29da5ea6f198162f56,
BARS,XAUUSD,2022-04,Mid,H1,458,2022-04-01T00:00:00.000Z,2022-04-29T20:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=04/bars.parquet,16096,7d604dd00a912b9b4854e766e5d4491b0f29b8216bbfee64532cf0bc4a3eb788,
BARS,XAUUSD,2022-04,Mid,H4,124,2022-04-01T00:00:00.000Z,2022-04-29T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=04/bars.parquet,7049,1240033c618503b2704dbd1eb2504763cb255170cec841f9c26f021b79702f03,
TICKS,XAUUSD,2022-05,Bid/Ask,TICK,4628667,2022-05-01T22:00:00.220Z,2022-05-31T23:59:59.613Z,normalized/XAUUSD/year=2022/month=05/ticks.parquet,51497369,294a98a52e9babf8bdad5e9dfe331573bf7e4c6e8ba67c654d5a63d9543a1154,9adce08b20d2ae4aa318c32d47658f2c4a43e0392a9967675111bbe61d24fdd1
BARS,XAUUSD,2022-05,Bid,M5,6066,2022-05-01T22:00:00.000Z,2022-05-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=05/bars.parquet,132775,4e64b0a5e0787ff91d68531ab5e2146127d89dc14345311852e6a504a94ce9c0,
BARS,XAUUSD,2022-05,Bid,M15,2022,2022-05-01T22:00:00.000Z,2022-05-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=05/bars.parquet,48937,ddf87d8c93b031d1b2dfe44a3265dcf6558fc543bafa9374aa3c31dbd45bdfbb,
BARS,XAUUSD,2022-05,Bid,H1,506,2022-05-01T22:00:00.000Z,2022-05-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=05/bars.parquet,15388,2231c6af1f58f7c871b9ff50902056297ecff1303fc89bfcca43003dd2119440,
BARS,XAUUSD,2022-05,Bid,H4,137,2022-05-01T20:00:00.000Z,2022-05-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=05/bars.parquet,6724,ea5ab4571885bf4349c7a3e187f872578655fe395535a04fdbe83847811bc16a,
BARS,XAUUSD,2022-05,Ask,M5,6066,2022-05-01T22:00:00.000Z,2022-05-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=05/bars.parquet,132798,6438de2a631b8db122d1517278b005a3164b5f977d42cbe64379fe5ed81167d7,
BARS,XAUUSD,2022-05,Ask,M15,2022,2022-05-01T22:00:00.000Z,2022-05-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=05/bars.parquet,49103,9b792e7fe5cf36536f7da3a056616c4eead892c8f8dfb44b6a48355c0e7144f3,
BARS,XAUUSD,2022-05,Ask,H1,506,2022-05-01T22:00:00.000Z,2022-05-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=05/bars.parquet,15348,b9eadec136a4ffd9eacaec80edbc7d36fc942da4857b52a21831a330957ebfdf,
BARS,XAUUSD,2022-05,Ask,H4,137,2022-05-01T20:00:00.000Z,2022-05-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=05/bars.parquet,6677,a2587eaf274273183cbf18ebb02ba958d1b2dcb9c1701a0d2d49d81a27b76188,
BARS,XAUUSD,2022-05,Mid,M5,6066,2022-05-01T22:00:00.000Z,2022-05-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=05/bars.parquet,143069,362b80466b00b67d533641e09eff249ee81369db67e6d20dd1e45a0300e23762,
BARS,XAUUSD,2022-05,Mid,M15,2022,2022-05-01T22:00:00.000Z,2022-05-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=05/bars.parquet,53300,2ed1a1eae93565787b124b1ca27334056ade93fb6d0e3016255d3cac9789b22f,
BARS,XAUUSD,2022-05,Mid,H1,506,2022-05-01T22:00:00.000Z,2022-05-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=05/bars.parquet,17127,5b7d65536be07b191573e45680f8c67260868fe695c64aae32a2424fb820a942,
BARS,XAUUSD,2022-05,Mid,H4,137,2022-05-01T20:00:00.000Z,2022-05-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=05/bars.parquet,7272,bfa9138fd00fc86eab4cd9e373bba3750baebc8f25312c83780f02265b91ab7e,
TICKS,XAUUSD,2022-06,Bid/Ask,TICK,4139077,2022-06-01T00:00:00.036Z,2022-06-30T23:59:57.544Z,normalized/XAUUSD/year=2022/month=06/ticks.parquet,46926239,b7da524bac7c10c47a3642285be5de90eb4023ed603fde9c51a3b60bb84dc243,355dc624a6d7d433829b5126a2879206799e818fc0791cf28a55e9b35b039e9a
BARS,XAUUSD,2022-06,Bid,M5,6042,2022-06-01T00:00:00.000Z,2022-06-30T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=06/bars.parquet,131749,f57c685342e7c99e94c3602663da6cf7cd54a848730d052e1f243ee55fd0cfcd,
BARS,XAUUSD,2022-06,Bid,M15,2014,2022-06-01T00:00:00.000Z,2022-06-30T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=06/bars.parquet,48773,88ab044f35101fe25254519a68f9994c10b8f28851b4f2bbf63d171ba9006b91,
BARS,XAUUSD,2022-06,Bid,H1,504,2022-06-01T00:00:00.000Z,2022-06-30T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=06/bars.parquet,15181,72432b42f869ab3c854bf279d3bfc2f5e4f1226b19ba98638bfa1a89983336ad,
BARS,XAUUSD,2022-06,Bid,H4,136,2022-06-01T00:00:00.000Z,2022-06-30T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=06/bars.parquet,6657,8c949d78eaddc6ceacebb1ef099651cee134062dbd16dfd3df6c0daf23668cb6,
BARS,XAUUSD,2022-06,Ask,M5,6042,2022-06-01T00:00:00.000Z,2022-06-30T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=06/bars.parquet,131721,9b00b639d3eeaae899124657fab72d0e6871b1f161f83b35c420c79cd8406943,
BARS,XAUUSD,2022-06,Ask,M15,2014,2022-06-01T00:00:00.000Z,2022-06-30T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=06/bars.parquet,48782,d669b35a82fc1bebcee6ad353cdde7e6a658e8b0c5f27c51cf0dd88bca24ae38,
BARS,XAUUSD,2022-06,Ask,H1,504,2022-06-01T00:00:00.000Z,2022-06-30T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=06/bars.parquet,15311,60868bf7e309e12f3af9ea6bb49101e4bcea1ea4f402594c2352dc4982fe33d4,
BARS,XAUUSD,2022-06,Ask,H4,136,2022-06-01T00:00:00.000Z,2022-06-30T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=06/bars.parquet,6615,774a88974261f7a4078638302db07a8eae60bafd72783812df33553e230ef075,
BARS,XAUUSD,2022-06,Mid,M5,6042,2022-06-01T00:00:00.000Z,2022-06-30T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=06/bars.parquet,141414,9502e920eba2eeab035d3eabc0b64b308e5ff74c25d11125ac8726d1198679a3,
BARS,XAUUSD,2022-06,Mid,M15,2014,2022-06-01T00:00:00.000Z,2022-06-30T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=06/bars.parquet,52978,b1b1201d768f05767a93b26c84a54c2c28255ed7fe914bc5cfecbb1939f6ed64,
BARS,XAUUSD,2022-06,Mid,H1,504,2022-06-01T00:00:00.000Z,2022-06-30T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=06/bars.parquet,16872,a81db255ed9680b4db17a8c84d87cb7f65d8f2b659d3113183650039dcc393c7,
BARS,XAUUSD,2022-06,Mid,H4,136,2022-06-01T00:00:00.000Z,2022-06-30T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=06/bars.parquet,7245,c2cb36c7c7efd20235cf8c5947c88cfce758554457ed2d4560c8da187d813e07,
TICKS,XAUUSD,2022-07,Bid/Ask,TICK,4398091,2022-07-01T00:00:00.177Z,2022-07-31T23:59:59.733Z,normalized/XAUUSD/year=2022/month=07/ticks.parquet,49777514,48f0b8eb1c60def9fe42c09fc3b317fae3b804d37a6b3fdf682f5b58df9f5676,6e8ede453477939c7b233de1f97402e19341061002f4f28033c99e81880e9e21
BARS,XAUUSD,2022-07,Bid,M5,5766,2022-07-01T00:00:00.000Z,2022-07-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=07/bars.parquet,126744,d46ab24d7cba39eb9e78adfe79e56a865a737ecc03fd1b38022184e4250b0885,
BARS,XAUUSD,2022-07,Bid,M15,1922,2022-07-01T00:00:00.000Z,2022-07-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=07/bars.parquet,47062,194f1699ce0b57ce2b777b1738c327bbaf8800fed2346b63b56f06a02165ed9f,
BARS,XAUUSD,2022-07,Bid,H1,481,2022-07-01T00:00:00.000Z,2022-07-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=07/bars.parquet,15227,ed0b08703dd2c68a727d004bacef1d147e7c8b930ab7dc6bd71c8facc6f400b9,
BARS,XAUUSD,2022-07,Bid,H4,131,2022-07-01T00:00:00.000Z,2022-07-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=07/bars.parquet,6851,c34c6c98869b2ff2bc46bb23507bcac3132f1ef26d83341720d1545214012168,
BARS,XAUUSD,2022-07,Ask,M5,5766,2022-07-01T00:00:00.000Z,2022-07-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=07/bars.parquet,126783,096d058280559dec6cd4584fac6cdade0af1a8c6b999e52b6118909cf6217a39,
BARS,XAUUSD,2022-07,Ask,M15,1922,2022-07-01T00:00:00.000Z,2022-07-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=07/bars.parquet,46900,c79e87aa9ae1a902a43eb08e2e23d0735b4189dc37299f64562ee18a60d13a17,
BARS,XAUUSD,2022-07,Ask,H1,481,2022-07-01T00:00:00.000Z,2022-07-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=07/bars.parquet,15214,44e31f0a51bdf6fcfdbac6e7dede39b9fcd2aa8f3410d67db2becb6263b36b23,
BARS,XAUUSD,2022-07,Ask,H4,131,2022-07-01T00:00:00.000Z,2022-07-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=07/bars.parquet,6784,fbf4326c5eddae3222e21f6f6fca8d3bf3bcf5d7fe5f07d715b8b5479244a412,
BARS,XAUUSD,2022-07,Mid,M5,5766,2022-07-01T00:00:00.000Z,2022-07-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=07/bars.parquet,137269,2a923895ad8ba62802ee9a34a1bb9aa9dfb8317380cb204398e06c5a59b64813,
BARS,XAUUSD,2022-07,Mid,M15,1922,2022-07-01T00:00:00.000Z,2022-07-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=07/bars.parquet,51935,a2734d905602a4f9b78e7c64ecd8a9d11192bdf466ee9c9a91a14059c610db2f,
BARS,XAUUSD,2022-07,Mid,H1,481,2022-07-01T00:00:00.000Z,2022-07-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=07/bars.parquet,17072,d48206141e25e47064be139088875880323b05c243f941651c0f0251dab59d75,
BARS,XAUUSD,2022-07,Mid,H4,131,2022-07-01T00:00:00.000Z,2022-07-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=07/bars.parquet,7373,c4689c518cbc8e652d4dbbd22d1b22efa7947c95bf6da97308239537f4800904,
TICKS,XAUUSD,2022-08,Bid/Ask,TICK,4288324,2022-08-01T00:00:00.143Z,2022-08-31T23:59:59.120Z,normalized/XAUUSD/year=2022/month=08/ticks.parquet,48169785,4add615d4577755bbf351a17219bf73b7dea6c1cf73ab149dce089ed2ec018dc,e1e754c2d4cb070ece6125de513cb6a5cb32769652e325f5326111fd26040572
BARS,XAUUSD,2022-08,Bid,M5,6348,2022-08-01T00:00:00.000Z,2022-08-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=08/bars.parquet,137837,aeae2ea0b87ae8b1c45dcb468645bc461c8688f789ba7e3439dfd2958c1f7c02,
BARS,XAUUSD,2022-08,Bid,M15,2116,2022-08-01T00:00:00.000Z,2022-08-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=08/bars.parquet,50495,82c7223aec41b1716ba40a32d973f907e2ffa86324d9a1b316fe2c815867cafe,
BARS,XAUUSD,2022-08,Bid,H1,529,2022-08-01T00:00:00.000Z,2022-08-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=08/bars.parquet,16071,42069dc395b1125351041e956f7349769c3cae7ada5d99898f9de60631706326,
BARS,XAUUSD,2022-08,Bid,H4,142,2022-08-01T00:00:00.000Z,2022-08-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=08/bars.parquet,6960,b63a0b699132dec48c26545cc8206cf398153b3458d111d5b79eb11a9b867f5b,
BARS,XAUUSD,2022-08,Ask,M5,6348,2022-08-01T00:00:00.000Z,2022-08-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=08/bars.parquet,138047,777b27c6a38b41b628d8a2480b248450c75ecd017375916c4f89d9a28fce50b2,
BARS,XAUUSD,2022-08,Ask,M15,2116,2022-08-01T00:00:00.000Z,2022-08-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=08/bars.parquet,50485,e16aee298a506f92413e443b85e3883471657e4b28683fdd279f95a33097b354,
BARS,XAUUSD,2022-08,Ask,H1,529,2022-08-01T00:00:00.000Z,2022-08-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=08/bars.parquet,16062,3ed69b7fdf994f68201497eab03deb5c8cd82333f045b38853b3935c97248c60,
BARS,XAUUSD,2022-08,Ask,H4,142,2022-08-01T00:00:00.000Z,2022-08-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=08/bars.parquet,7040,53874a55911a43fa6e5606db185b637a4cb2551e852c2b0459c2b52fc2074f37,
BARS,XAUUSD,2022-08,Mid,M5,6348,2022-08-01T00:00:00.000Z,2022-08-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=08/bars.parquet,148472,81b32503907556bd2ff10b2bc739e80df8fdf97272a6d044d7279bb73024c4e7,
BARS,XAUUSD,2022-08,Mid,M15,2116,2022-08-01T00:00:00.000Z,2022-08-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=08/bars.parquet,54968,0045b8b49f035a32adb63aa3ae0801deeae5e9da32630d544e2502fb1abea1af,
BARS,XAUUSD,2022-08,Mid,H1,529,2022-08-01T00:00:00.000Z,2022-08-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=08/bars.parquet,17987,6e3d2227722d55c0c723c0c0e121c9c24e2e362bf1734ad82ad7c0acd2c6ea7b,
BARS,XAUUSD,2022-08,Mid,H4,142,2022-08-01T00:00:00.000Z,2022-08-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=08/bars.parquet,7607,d083f1898c297561244a8b3b57a6f07a73878f43c829c214c8185baf97017e62,
TICKS,XAUUSD,2022-09,Bid/Ask,TICK,5029466,2022-09-01T00:00:00.109Z,2022-09-30T20:59:58.578Z,normalized/XAUUSD/year=2022/month=09/ticks.parquet,57220241,e96ad3f26ed943bb4b2ed20a8a650a525b9187841b58ca5ed829cf7c5b6507be,07fda3922858b1988954ef0cca94a375f60293e17e9dddf5b68007b1a71e74f1
BARS,XAUUSD,2022-09,Bid,M5,6018,2022-09-01T00:00:00.000Z,2022-09-30T20:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=09/bars.parquet,131906,582c2ec2793ce55e73acb4047a213617870d8c65613f9d342d4d814d65d3e1bb,
BARS,XAUUSD,2022-09,Bid,M15,2006,2022-09-01T00:00:00.000Z,2022-09-30T20:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=09/bars.parquet,48672,29540f2a5e5936bdda16da79da08f25fcfaad29965ce57f3be7e6b33777938d6,
BARS,XAUUSD,2022-09,Bid,H1,502,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=09/bars.parquet,15746,72f490c8ec2fe0c4bcc35913f51373300e10f9f41d40e26e994a5edc140f7417,
BARS,XAUUSD,2022-09,Bid,H4,136,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=09/bars.parquet,7101,6983568f95db0bb5d00d404ca9a6f77c765b41ba56c3cc4c4db761f06bf093f4,
