record_type,symbol,month,basis,timeframe,item_count,first_utc,last_utc,relative_path,bytes,sha256,contract_normalized_sha256
BARS,XAUUSD,2022-09,Ask,M5,6018,2022-09-01T00:00:00.000Z,2022-09-30T20:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=09/bars.parquet,131489,4c080eddf29a63b2ec15ca9b72cd65299e3cb582da5c2289d9f5581ce9d98816,
BARS,XAUUSD,2022-09,Ask,M15,2006,2022-09-01T00:00:00.000Z,2022-09-30T20:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=09/bars.parquet,48494,75fad585af436cdd493fef37edfdd8b42e84d13f85eb2eeb37f6843e42ac5060,
BARS,XAUUSD,2022-09,Ask,H1,502,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=09/bars.parquet,15713,5738674f696c3a533b86ed5136593785f38f75c24e7c1c2ac526321e9d421f41,
BARS,XAUUSD,2022-09,Ask,H4,136,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=09/bars.parquet,7047,c3b3f7ca3d2dd8af83765618f5f83e20c5b89a2e9064ce648c1005a5011abb48,
BARS,XAUUSD,2022-09,Mid,M5,6018,2022-09-01T00:00:00.000Z,2022-09-30T20:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=09/bars.parquet,141636,5f95a428187fd43968196667600e39957a2472e6db775bdc5dd1952688d74a31,
BARS,XAUUSD,2022-09,Mid,M15,2006,2022-09-01T00:00:00.000Z,2022-09-30T20:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=09/bars.parquet,53412,7213d62e1c6ce9486194eb280cfeeb569e776a0796f5cd0275ebab5a675a9530,
BARS,XAUUSD,2022-09,Mid,H1,502,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=09/bars.parquet,17741,b0a588fe98bf764ee38e30f1b72e259eb96af26d8113a1f20a102dd6c27aabc7,
BARS,XAUUSD,2022-09,Mid,H4,136,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=09/bars.parquet,7622,5bf55d28454ea608d187b56630b725af98d5bc4df21c8ac52f628fd9aa8201ce,
TICKS,XAUUSD,2022-10,Bid/Ask,TICK,4499772,2022-10-02T22:00:00.084Z,2022-10-31T23:59:57.128Z,normalized/XAUUSD/year=2022/month=10/ticks.parquet,49877485,2773ffa21d346ce548eca4e93aeac75349e3681fd0ce1bca800b351171da14dc,ca27d28b6c4b8c5fc09b22163ae23bd52b7b8e19f05330b6bb0c2ae55ff0882d
BARS,XAUUSD,2022-10,Bid,M5,5820,2022-10-02T22:00:00.000Z,2022-10-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=10/bars.parquet,125827,38fc19cacb13298378a17989766713d83ecdd24c37c4fe9611fe136619995db7,
BARS,XAUUSD,2022-10,Bid,M15,1940,2022-10-02T22:00:00.000Z,2022-10-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=10/bars.parquet,46677,c03b3db2971ef81df5d227e8b093fa71e5126eeb47adde02a223e8ad1268a375,
BARS,XAUUSD,2022-10,Bid,H1,485,2022-10-02T22:00:00.000Z,2022-10-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=10/bars.parquet,15398,95bb49a9dd57867795385758ee178cf03fe97dab71b75403c64e4576ca7ef5a0,
BARS,XAUUSD,2022-10,Bid,H4,131,2022-10-02T20:00:00.000Z,2022-10-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=10/bars.parquet,6882,2d108385f05310d03ad515c123feea06d7f97732a1b7b11b34dfbeca3f602342,
BARS,XAUUSD,2022-10,Ask,M5,5820,2022-10-02T22:00:00.000Z,2022-10-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=10/bars.parquet,125346,3055b5c3259735de6ef33afe5480ceef9e653d092f91490510c3b4e9b004f9b1,
BARS,XAUUSD,2022-10,Ask,M15,1940,2022-10-02T22:00:00.000Z,2022-10-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=10/bars.parquet,46437,f7a7d00e97878489439621d91034e3d6afe98c686b2ec0ba3c3600c1c3e46a77,
BARS,XAUUSD,2022-10,Ask,H1,485,2022-10-02T22:00:00.000Z,2022-10-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=10/bars.parquet,15302,8a94bd79e8f2b59c695135c2ae21350a1818eb3f5e2fb14cfb3db7a184f3efbc,
BARS,XAUUSD,2022-10,Ask,H4,131,2022-10-02T20:00:00.000Z,2022-10-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=10/bars.parquet,6854,d97bf0bbbf7cf79361e1fa20556bfbc6b4639c5e0ccfeac7dc06b1820b566319,
BARS,XAUUSD,2022-10,Mid,M5,5820,2022-10-02T22:00:00.000Z,2022-10-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=10/bars.parquet,135267,7c03d92fd891ee8bf352c38420bbe638a8e1c1728562a43c40b81a1e9835cc60,
BARS,XAUUSD,2022-10,Mid,M15,1940,2022-10-02T22:00:00.000Z,2022-10-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=10/bars.parquet,51377,f7e573c67f58b7d9827e250430ab01b562ac2133e0bdbfda8ec0db6fcfc80ef7,
BARS,XAUUSD,2022-10,Mid,H1,485,2022-10-02T22:00:00.000Z,2022-10-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=10/bars.parquet,17108,a55558b42afebb3152ba2711b63c84ca6e5145ba2e606066eae6a099f4fec747,
BARS,XAUUSD,2022-10,Mid,H4,131,2022-10-02T20:00:00.000Z,2022-10-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=10/bars.parquet,7354,64a4a25440dfe315405c6f3c379b5357db80ac6321510ed980132f06be560ba6,
TICKS,XAUUSD,2022-11,Bid/Ask,TICK,3642770,2022-11-01T00:00:00.059Z,2022-11-30T23:59:59.136Z,normalized/XAUUSD/year=2022/month=11/ticks.parquet,40039512,02c86489b5a8d1acdd2a176ab27019502c31839d300578000754e6b01052e7e0,5d455127fc9c922e474c36b0f8b494acbf2b47dcb284dd812af61c6aed69ccbd
BARS,XAUUSD,2022-11,Bid,M5,5991,2022-11-01T00:00:00.000Z,2022-11-30T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=11/bars.parquet,125327,4206ef2454fd40bb057c2bbada05354d94bb40d2028fcd000ff1189cdf04944a,
BARS,XAUUSD,2022-11,Bid,M15,1997,2022-11-01T00:00:00.000Z,2022-11-30T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=11/bars.parquet,45759,e835612936c519789ce94d012fd3b237bde34739426b9ccf50a59e29684c200f,
BARS,XAUUSD,2022-11,Bid,H1,500,2022-11-01T00:00:00.000Z,2022-11-30T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=11/bars.parquet,14734,bc31f7b848c1eee4393621b51c5e9053a0334a8ab25228daba5536d5f8a0b8d7,
BARS,XAUUSD,2022-11,Bid,H4,135,2022-11-01T00:00:00.000Z,2022-11-30T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=11/bars.parquet,6644,3cfac4e46317fe877e796b4807e8aeb83f5a9fb18c18c9a8900193be3742c193,
BARS,XAUUSD,2022-11,Ask,M5,5991,2022-11-01T00:00:00.000Z,2022-11-30T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=11/bars.parquet,125234,97a4993d95d5a963a9059bf68801041e2355ad78af1546d4122a6631ed5c37e1,
BARS,XAUUSD,2022-11,Ask,M15,1997,2022-11-01T00:00:00.000Z,2022-11-30T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=11/bars.parquet,45868,628a6c37a5109d7acd9557c303b78ab43bcc2e865db1873dbc039a9fa25de0c1,
BARS,XAUUSD,2022-11,Ask,H1,500,2022-11-01T00:00:00.000Z,2022-11-30T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=11/bars.parquet,14800,63f50e8c7bb517427d4342db9b6087c000b893cafb7be563ae561b11eb3fee49,
BARS,XAUUSD,2022-11,Ask,H4,135,2022-11-01T00:00:00.000Z,2022-11-30T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=11/bars.parquet,6538,54586ab40daf97ff9c12dcecac1bb7a5dacaa0498115b277d39bbed495ed6a45,
BARS,XAUUSD,2022-11,Mid,M5,5991,2022-11-01T00:00:00.000Z,2022-11-30T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=11/bars.parquet,134849,39990db9f1af9863747e33b19c6b24edb09244dd78cb550dd6bb18db8b3170ab,
BARS,XAUUSD,2022-11,Mid,M15,1997,2022-11-01T00:00:00.000Z,2022-11-30T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=11/bars.parquet,50077,6ef1447558a5ca2543cf7b4829a714ea4c33f2df8ac6610e2f6b39fdd11ac946,
BARS,XAUUSD,2022-11,Mid,H1,500,2022-11-01T00:00:00.000Z,2022-11-30T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=11/bars.parquet,16320,5da6c7910299d7876e505dc5f662f3d8d4221bf556e59e21b111959694ea8913,
BARS,XAUUSD,2022-11,Mid,H4,135,2022-11-01T00:00:00.000Z,2022-11-30T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=11/bars.parquet,6992,c2d94901e4dc68414705baf844d0d20b56d66a5ef0f0f48be6e4469c2b818da2,
TICKS,XAUUSD,2022-12,Bid/Ask,TICK,3391139,2022-12-01T00:00:00.116Z,2022-12-30T21:58:48.239Z,normalized/XAUUSD/year=2022/month=12/ticks.parquet,35754611,4621381d70533a03e4e3bec41c1cdbb3d8ce861bbdd8a08f3a6b4f0be72cdb2f,7dda8df2b7594353c38887d8da761e20a97ab05dbb3ab25e146dfdc5f206bcbe
BARS,XAUUSD,2022-12,Bid,M5,5784,2022-12-01T00:00:00.000Z,2022-12-30T21:55:00.000Z,bars/XAUUSD/bid/M5/year=2022/month=12/bars.parquet,122234,ed10d915fb028a1de4a07f2a2d87878cf69fd60be4549d44fa430d139821d25f,
BARS,XAUUSD,2022-12,Bid,M15,1928,2022-12-01T00:00:00.000Z,2022-12-30T21:45:00.000Z,bars/XAUUSD/bid/M15/year=2022/month=12/bars.parquet,45176,9785737d4c7a848c1058bc7b8bae1350d970f6392de72a6022e1d4f8c68a31d0,
BARS,XAUUSD,2022-12,Bid,H1,482,2022-12-01T00:00:00.000Z,2022-12-30T21:00:00.000Z,bars/XAUUSD/bid/H1/year=2022/month=12/bars.parquet,14738,21af3f13ae00c0fafd27f13419735d9fea4afd98a4bfc8d7abd23f83962f8cf3,
BARS,XAUUSD,2022-12,Bid,H4,130,2022-12-01T00:00:00.000Z,2022-12-30T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2022/month=12/bars.parquet,6673,5635ac1c0e8ec595686e9fa0952a25e44202f9689b4af898f168d77f42489784,
BARS,XAUUSD,2022-12,Ask,M5,5784,2022-12-01T00:00:00.000Z,2022-12-30T21:55:00.000Z,bars/XAUUSD/ask/M5/year=2022/month=12/bars.parquet,122004,fd2f130cf3877e8cf8fd929a53241cd73ba17927794b967c3a7202fa6e82e5ea,
BARS,XAUUSD,2022-12,Ask,M15,1928,2022-12-01T00:00:00.000Z,2022-12-30T21:45:00.000Z,bars/XAUUSD/ask/M15/year=2022/month=12/bars.parquet,45148,3bcc92732aba448d76fd0d4990992b59c64d4aaad6cef08e5c45ab4626d352b5,
BARS,XAUUSD,2022-12,Ask,H1,482,2022-12-01T00:00:00.000Z,2022-12-30T21:00:00.000Z,bars/XAUUSD/ask/H1/year=2022/month=12/bars.parquet,14670,52156d7c8a24472c6480c40522ac3e8b5a9fdda1a33cb13aa8e3ee66c06509de,
BARS,XAUUSD,2022-12,Ask,H4,130,2022-12-01T00:00:00.000Z,2022-12-30T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2022/month=12/bars.parquet,6725,52be4f2e05b3bce3ed9b930c0c036beb97e281e25115f412241722f8b1a4a165,
BARS,XAUUSD,2022-12,Mid,M5,5784,2022-12-01T00:00:00.000Z,2022-12-30T21:55:00.000Z,bars/XAUUSD/mid/M5/year=2022/month=12/bars.parquet,133484,a47e05252051e247ec1be10ca4d545277bd52fb63ab2a83890eb82d2a3933858,
BARS,XAUUSD,2022-12,Mid,M15,1928,2022-12-01T00:00:00.000Z,2022-12-30T21:45:00.000Z,bars/XAUUSD/mid/M15/year=2022/month=12/bars.parquet,50322,0eebd10b6fd1c87f03ca41df39fbaaec2ee9d4a02c29df6541980c8538ff566b,
BARS,XAUUSD,2022-12,Mid,H1,482,2022-12-01T00:00:00.000Z,2022-12-30T21:00:00.000Z,bars/XAUUSD/mid/H1/year=2022/month=12/bars.parquet,16556,7d184f112e88f1bceb575332a0e0566a466b10413b9f33533c9450db09b56c9b,
BARS,XAUUSD,2022-12,Mid,H4,130,2022-12-01T00:00:00.000Z,2022-12-30T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2022/month=12/bars.parquet,7028,76fe5a5c8fc17199f294bd3182b10f25d857fd903f13c99963f1f591299507d1,
TICKS,XAUUSD,2023-01,Bid/Ask,TICK,3610063,2023-01-02T23:00:04.270Z,2023-01-31T23:59:51.825Z,normalized/XAUUSD/year=2023/month=01/ticks.parquet,37495824,42717ca4d409127dbaf907144570d5c02708f675d19c6eeb28e7022059b23d87,562a0ed77c0444d2ff65ed8659eef8175a6c7d682e041c61abdee7b72a416f1e
BARS,XAUUSD,2023-01,Bid,M5,5760,2023-01-02T23:00:00.000Z,2023-01-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=01/bars.parquet,122263,777dacb8e0de79bc4e4fd182dbcd33c68d90f1ec71d74e4ecdbdb74a8f639ee4,
BARS,XAUUSD,2023-01,Bid,M15,1920,2023-01-02T23:00:00.000Z,2023-01-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=01/bars.parquet,44968,186904834d85e77874da4636a448211b863f7ca4e647337977001874cba33c6a,
BARS,XAUUSD,2023-01,Bid,H1,480,2023-01-02T23:00:00.000Z,2023-01-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=01/bars.parquet,14576,d19d8ec4773c8bd31ee6dfd73a927beb8fe14875fd638687fa960b3c75f96031,
BARS,XAUUSD,2023-01,Bid,H4,131,2023-01-02T20:00:00.000Z,2023-01-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=01/bars.parquet,6612,59a9a2d6f0701f0d3fabc85e4b6a4b70c54d6c32b7aa1ff104a3c390209b52c8,
BARS,XAUUSD,2023-01,Ask,M5,5760,2023-01-02T23:00:00.000Z,2023-01-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=01/bars.parquet,122116,cb09633196b911ddbcd6df4c507f42d758e2639bbcf088f1b4c38253c477aad5,
BARS,XAUUSD,2023-01,Ask,M15,1920,2023-01-02T23:00:00.000Z,2023-01-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=01/bars.parquet,44966,c0da38c0108d35ac119ca44fd24318656335bfca2643b1ed81497a91b0ea0305,
BARS,XAUUSD,2023-01,Ask,H1,480,2023-01-02T23:00:00.000Z,2023-01-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=01/bars.parquet,14552,a9d063f6276213512fbf0bb2f836b4d06931d4f5d31fc25f51c2c48fe0066e67,
BARS,XAUUSD,2023-01,Ask,H4,131,2023-01-02T20:00:00.000Z,2023-01-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=01/bars.parquet,6582,83238c0b31703987970754d22e89f75afdefd55d5f2e300b093d97921f988d2f,
BARS,XAUUSD,2023-01,Mid,M5,5760,2023-01-02T23:00:00.000Z,2023-01-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=01/bars.parquet,131992,b7501f5d32b5bf45c157163dbdb6738945621d0ad932c64a0dbc5315ebcae070,
BARS,XAUUSD,2023-01,Mid,M15,1920,2023-01-02T23:00:00.000Z,2023-01-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=01/bars.parquet,49305,981da4e14e36bc5972a232cc6bb8a54fdc58801656099cf3495b65390d7dc06a,
BARS,XAUUSD,2023-01,Mid,H1,480,2023-01-02T23:00:00.000Z,2023-01-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=01/bars.parquet,16183,9c91f86f5ce700a2341ca14efac1db290ba170e4ce6b9b043f413b671bd83d90,
BARS,XAUUSD,2023-01,Mid,H4,131,2023-01-02T20:00:00.000Z,2023-01-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=01/bars.parquet,7034,3372cf76b1ba851a07872a7a987e5b0bb6b5e2d4893e2cb5391ca3e6631d2d52,
TICKS,XAUUSD,2023-02,Bid/Ask,TICK,3236027,2023-02-01T00:00:00.179Z,2023-02-28T23:59:57.442Z,normalized/XAUUSD/year=2023/month=02/ticks.parquet,33939486,fe848ce919b3de8a4ab38da0023b99c96f8b92a5dfde8e241c8c91a62ed1619f,0cbf1ec96d6b99a459c8fb7f286d19a9b8c8a1e7d96a8f60e374c5b73f6ac2d3
BARS,XAUUSD,2023-02,Bid,M5,5490,2023-02-01T00:00:00.000Z,2023-02-28T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=02/bars.parquet,116234,9d5e44a983cd5d6088d469ba5d2db370a7248cadc59dd1751e49b6fd24974c5f,
BARS,XAUUSD,2023-02,Bid,M15,1830,2023-02-01T00:00:00.000Z,2023-02-28T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=02/bars.parquet,43202,ee8ee651dbd3913230c432a79105a449168e8c22af55acb932024da3f13674b1,
BARS,XAUUSD,2023-02,Bid,H1,458,2023-02-01T00:00:00.000Z,2023-02-28T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=02/bars.parquet,14076,d86f89bf5ec61ea94f8bfc6beeaf2b7253f308d619e8390fa36bd4c461178cd1,
BARS,XAUUSD,2023-02,Bid,H4,124,2023-02-01T00:00:00.000Z,2023-02-28T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=02/bars.parquet,6402,143c633b7ffc6dd0f064ec29132a3cca65fac75928aa80d8c22049c36aba6297,
BARS,XAUUSD,2023-02,Ask,M5,5490,2023-02-01T00:00:00.000Z,2023-02-28T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=02/bars.parquet,116552,2cac8af848391632d76874ffbf838799e2b2e226369786ec1ab39b4ba50b6da0,
BARS,XAUUSD,2023-02,Ask,M15,1830,2023-02-01T00:00:00.000Z,2023-02-28T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=02/bars.parquet,43263,52ac3947f4c0d9259e90d0d2fc63247b65b15bfe2a098d94a80818beebecf883,
BARS,XAUUSD,2023-02,Ask,H1,458,2023-02-01T00:00:00.000Z,2023-02-28T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=02/bars.parquet,14126,086e0a2d119affd23287b502e23e8662db887c072d65c4d4057f5eb805ee19c7,
BARS,XAUUSD,2023-02,Ask,H4,124,2023-02-01T00:00:00.000Z,2023-02-28T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=02/bars.parquet,6448,cc836b1d158406e7f73e2041ef6757a787e04482069ca6dcab09d38ed81ff6be,
BARS,XAUUSD,2023-02,Mid,M5,5490,2023-02-01T00:00:00.000Z,2023-02-28T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=02/bars.parquet,126369,d1f59348df1f7e92053e649d16295c154c74bc7d5b5edd2f054516c78bb17c41,
BARS,XAUUSD,2023-02,Mid,M15,1830,2023-02-01T00:00:00.000Z,2023-02-28T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=02/bars.parquet,47602,1e5483e8d7626c753186962c42ae9235a2291370dee821502e95aa08739dd603,
BARS,XAUUSD,2023-02,Mid,H1,458,2023-02-01T00:00:00.000Z,2023-02-28T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=02/bars.parquet,15716,13fe607ad70f98f9f83f91982d83cf075ef97624c73329f868833c4ec8a74784,
BARS,XAUUSD,2023-02,Mid,H4,124,2023-02-01T00:00:00.000Z,2023-02-28T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=02/bars.parquet,6905,0398b9333d0fc47f2ba7e763e7dbd1faa29e0cab3611627608dbe552b5d5a165,
TICKS,XAUUSD,2023-03,Bid/Ask,TICK,4465226,2023-03-01T00:00:00.355Z,2023-03-31T20:59:54.205Z,normalized/XAUUSD/year=2023/month=03/ticks.parquet,46416832,33e09b722396a018be4b843f33a13a401ff15e791c1abd6c9e871fedabb9859d,894fefdd6ef3d6e655d7b28d2b50e6b1fdf2440c116bf3a56d756ac017a1efc7
BARS,XAUUSD,2023-03,Bid,M5,6336,2023-03-01T00:00:00.000Z,2023-03-31T20:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=03/bars.parquet,134165,61c9d33b780296610fc263ac560ead47a437331715dcfc6af5bb8f20b7a2e675,
BARS,XAUUSD,2023-03,Bid,M15,2112,2023-03-01T00:00:00.000Z,2023-03-31T20:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=03/bars.parquet,49042,372c5a973889e98c471354e35d59aa779d1bb7566247355adb6319b1cda0faa9,
BARS,XAUUSD,2023-03,Bid,H1,528,2023-03-01T00:00:00.000Z,2023-03-31T20:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=03/bars.parquet,15730,f5c63c5fdd0dfbe7f7db0631f77325b375c886d94ebe4d58fae188efb905b9d5,
BARS,XAUUSD,2023-03,Bid,H4,142,2023-03-01T00:00:00.000Z,2023-03-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=03/bars.parquet,6917,3caf0d83513db855e017e063d72621135de85bf3576b2ade5af10c58baca69e9,
BARS,XAUUSD,2023-03,Ask,M5,6336,2023-03-01T00:00:00.000Z,2023-03-31T20:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=03/bars.parquet,133919,8207157556e387e5805b785cf5f59d6fd6e67d0ed0dac3e8f80bdd99591a3a9e,
BARS,XAUUSD,2023-03,Ask,M15,2112,2023-03-01T00:00:00.000Z,2023-03-31T20:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=03/bars.parquet,48931,c33175d6f0d287481b809f0bf2085edecf8e9cd40587673ab43ba3c414820c86,
BARS,XAUUSD,2023-03,Ask,H1,528,2023-03-01T00:00:00.000Z,2023-03-31T20:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=03/bars.parquet,15703,149c3e178e24f5e26c3e64768f361e175105fe31e3e51010ab188748a7b67b57,
BARS,XAUUSD,2023-03,Ask,H4,142,2023-03-01T00:00:00.000Z,2023-03-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=03/bars.parquet,6980,559eecca7eb0a39ab24abeaf306455dbeacbbfc775249b960bde284a4f5ae84a,
BARS,XAUUSD,2023-03,Mid,M5,6336,2023-03-01T00:00:00.000Z,2023-03-31T20:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=03/bars.parquet,145652,1176d3845d83f0b020a12b6090dddd1a51fd0cc13799f43b5c29b0f17da71307,
BARS,XAUUSD,2023-03,Mid,M15,2112,2023-03-01T00:00:00.000Z,2023-03-31T20:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=03/bars.parquet,54285,3ec9a3938d28c0d7dfc71c5704a28dc2c0766f8990bf0b7fb1efd4cfc8a43db1,
BARS,XAUUSD,2023-03,Mid,H1,528,2023-03-01T00:00:00.000Z,2023-03-31T20:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=03/bars.parquet,17872,3239f26f306ef814e3b36e74ddde83690339aca01102ff4524706c0fbd97ccc6,
BARS,XAUUSD,2023-03,Mid,H4,142,2023-03-01T00:00:00.000Z,2023-03-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=03/bars.parquet,7536,81e82c088b5dc53071384b7a4dee943857092a697dcd91e7477d04b7bf85c38e,
TICKS,XAUUSD,2023-04,Bid/Ask,TICK,2957588,2023-04-02T22:00:01.103Z,2023-04-30T23:59:57.738Z,normalized/XAUUSD/year=2023/month=04/ticks.parquet,31230199,2abca631ae00c56b8582da2e2f98c0feec3df45b3201f23ab5b8779d4ee552df,dd96047d5d71f1be3ffd0ffb6eaca7199dfd40cc4a25975b0f7f004dceb0557b
BARS,XAUUSD,2023-04,Bid,M5,5268,2023-04-02T22:00:00.000Z,2023-04-30T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=04/bars.parquet,112115,0d39b1ba841531b8dd875f112ba98df95db22358094be65e66d3cda9bcbb4f84,
BARS,XAUUSD,2023-04,Bid,M15,1756,2023-04-02T22:00:00.000Z,2023-04-30T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=04/bars.parquet,41681,480d0aaf3e4c14cd4147879af0ba9879b58e64056fd06611a2cd407f7d0b5907,
BARS,XAUUSD,2023-04,Bid,H1,439,2023-04-02T22:00:00.000Z,2023-04-30T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=04/bars.parquet,13554,cf9bdc1dfb04f6eacb8d73a22d1862d5e996f8a3702fd890609a3621c1bc02c5,
BARS,XAUUSD,2023-04,Bid,H4,119,2023-04-02T20:00:00.000Z,2023-04-30T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=04/bars.parquet,6234,610feab5f98dfdba2f4adf51ced8d6f3324951cd7c8f666fc13799f8a131d9db,
BARS,XAUUSD,2023-04,Ask,M5,5268,2023-04-02T22:00:00.000Z,2023-04-30T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=04/bars.parquet,111787,8d9861b1443dacf0d650638377520114d4d8467ca1cd623be3c4b2ae7b5fed91,
BARS,XAUUSD,2023-04,Ask,M15,1756,2023-04-02T22:00:00.000Z,2023-04-30T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=04/bars.parquet,41498,ac554c202e6298528c6bd24969236df5ea1a76d3e513024e94f669869cf8d46e,
BARS,XAUUSD,2023-04,Ask,H1,439,2023-04-02T22:00:00.000Z,2023-04-30T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=04/bars.parquet,13467,c6ba2ea3be23a29c8c4281838b7034b5a3c2e22a27b95d7be24114c2f5ea7a17,
BARS,XAUUSD,2023-04,Ask,H4,119,2023-04-02T20:00:00.000Z,2023-04-30T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=04/bars.parquet,6205,0e2d28f0375f150c4f5909b94a114c8fc0ccf8e20d45f9c6492fc9a22347de62,
BARS,XAUUSD,2023-04,Mid,M5,5268,2023-04-02T22:00:00.000Z,2023-04-30T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=04/bars.parquet,121738,6d2fc2d2a1564f8a99e112491e42bd85b4719e68cd0e477fb58d9468617db24a,
BARS,XAUUSD,2023-04,Mid,M15,1756,2023-04-02T22:00:00.000Z,2023-04-30T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=04/bars.parquet,46110,a6e94ccc722383541afa2c63dc69566275f0b1673b4dba940a345eded05b7ca8,
BARS,XAUUSD,2023-04,Mid,H1,439,2023-04-02T22:00:00.000Z,2023-04-30T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=04/bars.parquet,15315,8fd2c29f7905b5b27f355e34308b7f19cda047fbc1f5e06526e0dd4ffb77ce56,
