signal_id,signal_index,signal_time_utc,signal_regime,direction,side_sign,macro_available_utc,entry_time_utc,exit_time_utc,entry_index,exit_index,entry,stop,target,exit,entry_spread_pips,stop_pips,net_pips,r,stress_r,pnl_usd_001_lot,exit_reason,target_hit,range_atr,atr_ratio_126,efficiency_24,hour_sin,hour_cos,weekday_sin,weekday_cos,side_return_1_atr,side_return_3_atr,side_return_6_atr,side_return_24_atr,side_body_atr,side_ema20_distance_atr,side_ema_slope_6_atr,side_rsi_centered,side_prior24_location,side_macro_pressure_clipped,side_real_yield_delta_clipped,side_dollar_delta_clipped
2017-01-03T08:00:00+00:00,765,2017-01-03 08:00:00+00:00,chop,LONG,1.0,2016-12-31 00:00:00+00:00,2017-01-03 12:00:00+00:00,2017-01-03 15:00:00+00:00,38145,38181,1.0394800000000002,1.0364818750000002,1.0439771875000003,1.0364718750000002,0.700000000000145,29.98125000000038,-30.08125000000028,-1.003335417969561,-1.0200125078173823,-3.008125000000028,STOP,False,2.1150719199499672,1.013170400543119,0.12394438283715695,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,-1.653533458411543,-1.5897435897435974,-2.121325828642886,-1.8173858661662947,-1.6685428392745139,-2.016753716544048,-0.47824325359161257,-0.5198430662441623,-0.8450679371801696,0.4866370003223837,0.020000000000000018,0.5799555004835755
2017-01-03T08:00:00+00:00,765,2017-01-03 08:00:00+00:00,chop,SHORT,-1.0,2016-12-31 00:00:00+00:00,2017-01-03 12:00:00+00:00,2017-01-03 15:10:00+00:00,38145,38183,1.03939,1.042388125,1.0348928124999999,1.0349028125,0.700000000000145,29.98125000000038,44.871875000001005,1.4966645820304503,1.479987492182629,4.4871875000001005,TARGET,True,2.1150719199499672,1.013170400543119,0.12394438283715695,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,1.653533458411543,1.5897435897435974,2.121325828642886,1.8173858661662947,1.6685428392745139,2.016753716544048,0.47824325359161257,0.5198430662441623,0.8450679371801696,-0.4866370003223837,-0.020000000000000018,-0.5799555004835755
2017-01-03T12:00:00+00:00,766,2017-01-03 12:00:00+00:00,chop,LONG,1.0,2016-12-31 00:00:00+00:00,2017-01-03 16:00:00+00:00,2017-01-03 16:40:00+00:00,38193,38201,1.03855,1.0355082142857144,1.0431126785714286,1.0431026785714286,0.700000000000145,30.417857142857528,45.52678571428492,1.49671245743802,1.4802747446283453,4.552678571428492,TARGET,True,1.6692497358224374,1.0211771053459935,0.060126292669534606,1.2246467991473532e-16,-1.0,0.9510565162951535,0.30901699437494745,-0.23793589292001033,-2.4742867206762122,-2.1389573793588443,-0.8099682986967096,-0.2367030644593314,-2.0137664278009972,-0.6301957346297216,-0.47750410509031727,-0.913181577554257,0.4866370003223837,0.020000000000000018,0.5799555004835755
2017-01-03T12:00:00+00:00,766,2017-01-03 12:00:00+00:00,chop,SHORT,-1.0,2016-12-31 00:00:00+00:00,2017-01-03 16:00:00+00:00,2017-01-03 16:20:00+00:00,38193,38197,1.03846,1.0415017857142856,1.0338973214285714,1.0415117857142857,0.700000000000145,30.417857142857528,-30.517857142857707,-1.0032875425619407,-1.0197252553716154,-3.0517857142857707,STOP,False,1.6692497358224374,1.0211771053459935,0.060126292669534606,1.2246467991473532e-16,-1.0,0.9510565162951535,0.30901699437494745,0.23793589292001033,2.4742867206762122,2.1389573793588443,0.8099682986967096,0.2367030644593314,2.0137664278009972,0.6301957346297216,0.47750410509031727,0.913181577554257,-0.4866370003223837,-0.020000000000000018,-0.5799555004835755
2017-01-03T16:00:00+00:00,767,2017-01-03 16:00:00+00:00,chop,LONG,1.0,2016-12-31 00:00:00+00:00,2017-01-03 20:00:00+00:00,2017-01-04 14:55:00+00:00,38241,38468,1.04115,1.0380305357142856,1.0458291964285715,1.0458191964285715,0.700000000000145,31.194642857143215,46.69196428571443,1.49679432136927,1.480765928215684,4.669196428571443,TARGET,True,1.3283530826034542,1.040007144132887,0.03179954441913269,-0.8660254037844385,-0.5000000000000004,0.9510565162951535,0.30901699437494745,0.6335222393954796,-1.1877039326807752,-1.1840975442211412,0.41954319079509045,0.6275115919628989,-1.2034227960061938,-0.6687501635004836,-0.3126723998052981,-0.5529113120736172,0.4866370003223837,0.020000000000000018,0.5799555004835755
2017-01-03T16:00:00+00:00,767,2017-01-03 16:00:00+00:00,chop,SHORT,-1.0,2016-12-31 00:00:00+00:00,2017-01-03 20:00:00+00:00,2017-01-04 09:15:00+00:00,38241,38400,1.0410599999999999,1.0441794642857143,1.0363808035714284,1.0441894642857144,0.700000000000145,31.194642857143215,-31.294642857144783,-1.0032056786307675,-1.0192340717843535,-3.1294642857144783,STOP,False,1.3283530826034542,1.040007144132887,0.03179954441913269,-0.8660254037844385,-0.5000000000000004,0.9510565162951535,0.30901699437494745,-0.6335222393954796,1.1877039326807752,1.1840975442211412,-0.41954319079509045,-0.6275115919628989,1.2034227960061938,0.6687501635004836,0.3126723998052981,0.5529113120736172,-0.4866370003223837,-0.020000000000000018,-0.5799555004835755
2017-01-03T20:00:00+00:00,768,2017-01-03 20:00:00+00:00,chop,LONG,1.0,2016-12-31 00:00:00+00:00,2017-01-04 00:00:00+00:00,2017-01-04 01:00:00+00:00,38289,38301,1.0418200000000002,1.0390334821428573,1.0459997767857145,1.0390234821428572,0.700000000000145,27.86517857142888,-27.96517857142966,-1.0035887083854296,-1.0215322503124376,-2.796517857142966,STOP,False,0.605594540036544,0.9222926548162648,0.015472991753917305,-0.8660254037844386,0.5000000000000001,0.9510565162951535,0.30901699437494745,0.18302412765548567,0.6325098529270531,-1.0779582812650172,0.2247428626358136,0.18571565894455452,-1.0533141802660857,-0.7800177772822615,-0.5406589221100834,-0.5097572584483585,0.4866370003223837,0.020000000000000018,0.5799555004835755
2017-01-03T20:00:00+00:00,768,2017-01-03 20:00:00+00:00,chop,SHORT,-1.0,2016-12-31 00:00:00+00:00,2017-01-04 00:00:00+00:00,2017-01-04 09:20:00+00:00,38289,38401,1.04173,1.044516517857143,1.0375502232142857,1.044526517857143,0.700000000000145,27.86517857142888,-27.96517857142966,-1.0035887083854296,-1.0215322503124376,-2.796517857142966,STOP,False,0.605594540036544,0.9222926548162648,0.015472991753917305,-0.8660254037844386,0.5000000000000001,0.9510565162951535,0.30901699437494745,-0.18302412765548567,-0.6325098529270531,1.0779582812650172,-0.2247428626358136,-0.18571565894455452,1.0533141802660857,0.7800177772822615,0.5406589221100834,0.5097572584483585,-0.4866370003223837,-0.020000000000000018,-0.5799555004835755
2017-01-04T00:00:00+00:00,769,2017-01-04 00:00:00+00:00,chop,LONG,1.0,2017-01-04 00:00:00+00:00,2017-01-04 04:00:00+00:00,2017-01-04 13:20:00+00:00,38337,38449,1.0406,1.0379439285714285,1.0445841071428572,1.0445741071428571,0.700000000000145,26.56071428571462,39.74107142857175,1.4962350410111536,1.4774102460669558,3.974107142857175,TARGET,True,0.7835820895522211,0.8791169821357391,0.01673525377229092,0.0,1.0,0.5877852522924732,-0.8090169943749473,-0.3473174667204656,0.5887454618797525,-2.244856797095547,-0.2583703106091131,-0.3473174667204656,-1.314042341040225,-0.9541864701794591,-0.5417933130699177,-0.587815326035226,0.9108122299925969,-0.020000000000000018,1.5162183449888955
2017-01-04T00:00:00+00:00,769,2017-01-04 00:00:00+00:00,chop,SHORT,-1.0,2017-01-04 00:00:00+00:00,2017-01-04 04:00:00+00:00,2017-01-04 08:05:00+00:00,38337,38386,1.0405099999999998,1.0431660714285713,1.0365258928571426,1.0431760714285714,0.700000000000145,26.56071428571462,-26.660714285715592,-1.0037649589888762,-1.022589753933074,-2.666071428571559,STOP,False,0.7835820895522211,0.8791169821357391,0.01673525377229092,0.0,1.0,0.5877852522924732,-0.8090169943749473,0.3473174667204656,-0.5887454618797525,2.244856797095547,0.2583703106091131,0.3473174667204656,1.314042341040225,0.9541864701794591,0.5417933130699177,0.587815326035226,-0.9108122299925969,0.020000000000000018,-1.5162183449888955
