signal_id,signal_index,signal_time_utc,signal_regime,direction,side_sign,macro_available_utc,entry_time_utc,exit_time_utc,entry_index,exit_index,entry,stop,target,exit,entry_spread_pips,stop_pips,net_pips,r,stress_r,pnl_usd_001_lot,exit_reason,target_hit,range_atr,atr_ratio_126,efficiency_24,hour_sin,hour_cos,weekday_sin,weekday_cos,side_return_1_atr,side_return_3_atr,side_return_6_atr,side_return_24_atr,side_body_atr,side_ema20_distance_atr,side_ema_slope_6_atr,side_rsi_centered,side_prior24_location,side_macro_pressure_clipped,side_real_yield_delta_clipped,side_dollar_delta_clipped
2017-01-04T04:00:00+00:00,770,2017-01-04 04:00:00+00:00,chop,LONG,1.0,2017-01-04 00:00:00+00:00,2017-01-04 08:00:00+00:00,2017-01-04 14:55:00+00:00,38385,38468,1.04179,1.0392362499999999,1.045620625,1.045610625,0.700000000000145,25.53750000000041,38.20624999999911,1.49608418991673,1.4765051395006756,3.820624999999911,TARGET,True,0.6490455212922854,0.85140203607788,0.046597006495336386,0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,0.35095447870779384,0.18942731277532932,-1.2613803230543585,-0.7268722466959598,0.3494860499265801,-0.919000835213064,-1.018033442854534,-0.4478410393580489,-0.5119784229731883,0.9108122299925969,-0.020000000000000018,1.5162183449888955
2017-01-04T04:00:00+00:00,770,2017-01-04 04:00:00+00:00,chop,SHORT,-1.0,2017-01-04 00:00:00+00:00,2017-01-04 08:00:00+00:00,2017-01-04 09:20:00+00:00,38385,38401,1.0416999999999998,1.04425375,1.0378693749999999,1.04426375,0.700000000000145,25.53750000000041,-25.637500000001978,-1.0039158100832724,-1.0234948604993268,-2.563750000000198,STOP,False,0.6490455212922854,0.85140203607788,0.046597006495336386,0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,-0.35095447870779384,-0.18942731277532932,1.2613803230543585,0.7268722466959598,-0.3494860499265801,0.919000835213064,1.018033442854534,0.4478410393580489,0.5119784229731883,-0.9108122299925969,0.020000000000000018,-1.5162183449888955
2017-01-04T08:00:00+00:00,771,2017-01-04 08:00:00+00:00,chop,LONG,1.0,2017-01-04 00:00:00+00:00,2017-01-04 12:00:00+00:00,2017-01-04 15:15:00+00:00,38433,38472,1.04321,1.040594107142857,1.0471338392857144,1.0471238392857143,0.700000000000145,26.158928571429005,39.13839285714315,1.4961772134616562,1.4770632807700053,3.9138392857143156,TARGET,True,0.8672946958836794,0.8781979227552847,0.03780453654438452,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,0.4085603112840426,0.39852549662092374,1.0722916240016422,-0.5805857055088826,0.411427401187809,-0.44207466767846515,-0.7970738423847542,-0.3412033511043478,-0.4215452958908459,0.9108122299925969,-0.020000000000000018,1.5162183449888955
2017-01-04T08:00:00+00:00,771,2017-01-04 08:00:00+00:00,chop,SHORT,-1.0,2017-01-04 00:00:00+00:00,2017-01-04 12:00:00+00:00,2017-01-04 14:55:00+00:00,38433,38468,1.0431199999999998,1.0457358928571427,1.0391961607142854,1.0457458928571428,0.700000000000145,26.158928571429005,-26.258928571429863,-1.0038227865383629,-1.0229367192300138,-2.6258928571429863,STOP,False,0.8672946958836794,0.8781979227552847,0.03780453654438452,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,-0.4085603112840426,-0.39852549662092374,-1.0722916240016422,0.5805857055088826,-0.411427401187809,0.44207466767846515,0.7970738423847542,0.3412033511043478,0.4215452958908459,-0.9108122299925969,0.020000000000000018,-1.5162183449888955
2017-01-04T12:00:00+00:00,772,2017-01-04 12:00:00+00:00,chop,LONG,1.0,2017-01-04 00:00:00+00:00,2017-01-04 16:00:00+00:00,2017-01-05 00:00:00+00:00,38481,38577,1.0477,1.0448486607142857,1.0519770089285716,1.0519670089285715,0.700000000000145,28.51339285714314,42.67008928571458,1.4964928761546847,1.478957256928131,4.2670089285714585,TARGET,True,1.5058713010802995,0.963566417741577,0.03831848456016073,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473,1.1783936120244234,1.867543447628004,2.415969938938445,0.5826209488022694,1.1783936120244234,0.6992206361742935,-0.4315204533756503,-0.1311827956989258,-0.13723623671267393,0.9108122299925969,-0.020000000000000018,1.5162183449888955
2017-01-04T12:00:00+00:00,772,2017-01-04 12:00:00+00:00,chop,SHORT,-1.0,2017-01-04 00:00:00+00:00,2017-01-04 16:00:00+00:00,2017-01-05 00:00:00+00:00,38481,38577,1.04761,1.0504613392857143,1.0433329910714284,1.0504713392857143,0.700000000000145,28.51339285714314,-28.61339285714415,-1.0035071238453461,-1.0210427430718998,-2.861339285714415,STOP,False,1.5058713010802995,0.963566417741577,0.03831848456016073,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473,-1.1783936120244234,-1.867543447628004,-2.415969938938445,-0.5826209488022694,-1.1783936120244234,-0.6992206361742935,0.4315204533756503,0.1311827956989258,0.13723623671267393,-0.9108122299925969,0.020000000000000018,-1.5162183449888955
2017-01-04T16:00:00+00:00,773,2017-01-04 16:00:00+00:00,chop,LONG,1.0,2017-01-04 00:00:00+00:00,2017-01-04 20:00:00+00:00,2017-01-05 00:00:00+00:00,38529,38577,1.0467000000000002,1.0438133035714288,1.0510300446428573,1.0510200446428573,0.700000000000145,28.866964285714623,43.20044642857068,1.496535832482713,1.4792149948964957,4.320044642857068,TARGET,True,1.2483993690266604,0.9785707799872848,0.03907589567728901,-0.8660254037844385,-0.5000000000000004,0.5877852522924732,-0.8090169943749473,-0.2572144381553975,1.2769787510438178,1.4445578546904725,-0.5624942006124592,-0.25591537533636505,0.39216174555786093,-0.24806430492400244,-0.04543802253726639,-0.20006346184358104,0.9108122299925969,-0.020000000000000018,1.5162183449888955
2017-01-04T16:00:00+00:00,773,2017-01-04 16:00:00+00:00,chop,SHORT,-1.0,2017-01-04 00:00:00+00:00,2017-01-04 20:00:00+00:00,2017-01-04 21:45:00+00:00,38529,38550,1.04661,1.0494966964285715,1.042279955357143,1.0495066964285715,0.700000000000145,28.866964285714623,-28.96696428571488,-1.0034641675172524,-1.0207850051034697,-2.896696428571488,STOP,False,1.2483993690266604,0.9785707799872848,0.03907589567728901,-0.8660254037844385,-0.5000000000000004,0.5877852522924732,-0.8090169943749473,0.2572144381553975,-1.2769787510438178,-1.4445578546904725,0.5624942006124592,0.25591537533636505,-0.39216174555786093,0.24806430492400244,0.04543802253726639,0.20006346184358104,-0.9108122299925969,0.020000000000000018,-1.5162183449888955
2017-01-04T20:00:00+00:00,774,2017-01-04 20:00:00+00:00,chop,LONG,1.0,2017-01-04 00:00:00+00:00,2017-01-05 00:00:00+00:00,2017-01-05 05:15:00+00:00,38577,38640,1.04976,1.0467664285714287,1.0542503571428572,1.0542403571428571,0.700000000000145,29.935714285714486,44.803571428571054,1.4966595084705097,1.4799570508231703,4.480357142857105,TARGET,True,0.9420186113098844,1.0208257215929895,0.0229073372373416,-0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,0.7704008589835714,1.644774516821733,1.9930207587687605,0.3332140300644349,0.7754115962776947,1.039174998745924,-0.026614817760640667,0.08703672647996427,-0.0049182928764121,0.9108122299925969,-0.020000000000000018,1.5162183449888955
2017-01-04T20:00:00+00:00,774,2017-01-04 20:00:00+00:00,chop,SHORT,-1.0,2017-01-04 00:00:00+00:00,2017-01-05 00:00:00+00:00,2017-01-05 00:05:00+00:00,38577,38578,1.0496699999999999,1.0526635714285713,1.0451796428571427,1.0526735714285713,0.700000000000145,29.935714285714486,-30.035714285714388,-1.0033404915294646,-1.020042949176804,-3.0035714285714388,STOP,False,0.9420186113098844,1.0208257215929895,0.0229073372373416,-0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,-0.7704008589835714,-1.644774516821733,-1.9930207587687605,-0.3332140300644349,-0.7754115962776947,-1.039174998745924,0.026614817760640667,-0.08703672647996427,0.0049182928764121,-0.9108122299925969,0.020000000000000018,-1.5162183449888955
2017-01-05T00:00:00+00:00,775,2017-01-05 00:00:00+00:00,chop,LONG,1.0,2017-01-05 00:00:00+00:00,2017-01-05 04:00:00+00:00,2017-01-05 06:35:00+00:00,38625,38656,1.0521,1.0489719642857143,1.0567920535714286,1.0567820535714285,0.700000000000145,31.280357142857348,46.820535714284794,1.496803105554565,1.4808186333275857,4.682053571428479,TARGET,True,1.0657646857338592,1.0666788454512286,0.0880322209436154,0.0,1.0,-0.587785252292473,-0.8090169943749475,0.5586573043329164,1.0585716732316715,2.760917965405003,-1.1005309128275542,0.564651481418073,1.4052413407942794,0.23989962052141453,0.19465033838221302,0.14294780263365903,1.1130873002860269,0.019999999999999962,1.5196309504290406
2017-01-05T00:00:00+00:00,775,2017-01-05 00:00:00+00:00,chop,SHORT,-1.0,2017-01-05 00:00:00+00:00,2017-01-05 04:00:00+00:00,2017-01-05 05:20:00+00:00,38625,38641,1.05201,1.0551380357142857,1.0473179464285713,1.0551480357142857,0.700000000000145,31.280357142857348,-31.38035714285836,-1.0031968944454284,-1.0191813666724077,-3.138035714285836,STOP,False,1.0657646857338592,1.0666788454512286,0.0880322209436154,0.0,1.0,-0.587785252292473,-0.8090169943749475,-0.5586573043329164,-1.0585716732316715,-2.760917965405003,1.1005309128275542,-0.564651481418073,-1.4052413407942794,-0.23989962052141453,-0.19465033838221302,-0.14294780263365903,-1.1130873002860269,-0.019999999999999962,-1.5196309504290406
2017-01-05T04:00:00+00:00,776,2017-01-05 04:00:00+00:00,chop,LONG,1.0,2017-01-05 00:00:00+00:00,2017-01-05 08:00:00+00:00,2017-01-05 08:20:00+00:00,38673,38677,1.0560200000000002,1.0527044642857144,1.0609933035714287,1.0526944642857143,0.700000000000145,33.1553571428575,-33.25535714285843,-1.0030161038401746,-1.018096623040907,-3.3255357142858433,STOP,False,1.2939085474228713,1.1306174643770648,0.05667938931297999,0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475,0.8844724511229687,2.107125545322365,3.2189368233963056,0.6718371303926564,0.8856034900629808,1.9997451668402375,0.5113427340385858,0.29365994236310883,0.7462656841266679,1.1130873002860269,0.019999999999999962,1.5196309504290406
2017-01-05T04:00:00+00:00,776,2017-01-05 04:00:00+00:00,chop,SHORT,-1.0,2017-01-05 00:00:00+00:00,2017-01-05 08:00:00+00:00,2017-01-05 08:40:00+00:00,38673,38681,1.05593,1.0592455357142858,1.0509566964285715,1.0509666964285715,0.700000000000145,33.1553571428575,49.6330357142849,1.496983896159813,1.4819033769590806,4.96330357142849,TARGET,True,1.2939085474228713,1.1306174643770648,0.05667938931297999,0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475,-0.8844724511229687,-2.107125545322365,-3.2189368233963056,-0.6718371303926564,-0.8856034900629808,-1.9997451668402375,-0.5113427340385858,-0.29365994236310883,-0.7462656841266679,-1.1130873002860269,-0.019999999999999962,-1.5196309504290406
2017-01-05T08:00:00+00:00,777,2017-01-05 08:00:00+00:00,chop,LONG,1.0,2017-01-05 00:00:00+00:00,2017-01-05 12:00:00+00:00,2017-01-05 14:15:00+00:00,38721,38748,1.04942,1.0457827678571427,1.0548758482142857,1.0548658482142856,0.700000000000145,36.372321428571915,54.4584821428562,1.4972506566511556,1.483503939907164,5.44584821428562,TARGET,True,1.8073495839163445,1.2403178662769596,0.0239732064163587,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,-1.3609249576551719,-0.07423227041753819,1.2794756609470366,-0.28043302157743766,-1.3598939538993657,0.4179565359249596,0.543579570964495,0.02267720616820469,0.22047400916152493,1.1130873002860269,0.019999999999999962,1.5196309504290406
2017-01-05T08:00:00+00:00,777,2017-01-05 08:00:00+00:00,chop,SHORT,-1.0,2017-01-05 00:00:00+00:00,2017-01-05 12:00:00+00:00,2017-01-05 13:30:00+00:00,38721,38739,1.0493299999999999,1.0529672321428571,1.0438741517857142,1.0529772321428572,0.700000000000145,36.372321428571915,-36.47232142857337,-1.0027493433488384,-1.0164960600928301,-3.6472321428573373,STOP,False,1.8073495839163445,1.2403178662769596,0.0239732064163587,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,1.3609249576551719,0.07423227041753819,-1.2794756609470366,0.28043302157743766,1.3598939538993657,-0.4179565359249596,-0.543579570964495,-0.02267720616820469,-0.22047400916152493,-1.1130873002860269,-0.019999999999999962,-1.5196309504290406
2017-01-05T16:00:00+00:00,779,2017-01-05 16:00:00+00:00,chop,LONG,1.0,2017-01-05 00:00:00+00:00,2017-01-05 20:00:00+00:00,2017-01-06 13:30:00+00:00,38817,39027,1.05926,1.0554875000000001,1.0649187500000001,1.0554775,0.700000000000145,37.72500000000043,-37.825000000000216,-1.0026507620940963,-1.0159045725646065,-3.782500000000022,STOP,False,0.584493041749529,1.2864450127877356,0.07046548956661525,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475,-0.21371769383696318,0.6411530815109336,2.493041749502997,0.8727634194831144,-0.21471172962225793,1.9103971699891849,0.8827246087581365,0.4765003615328982,0.8726494135170444,1.1130873002860269,0.019999999999999962,1.5196309504290406
2017-01-05T16:00:00+00:00,779,2017-01-05 16:00:00+00:00,chop,SHORT,-1.0,2017-01-05 00:00:00+00:00,2017-01-05 20:00:00+00:00,2017-01-06 18:50:00+00:00,38817,39091,1.05917,1.0629425,1.05351125,1.05352125,0.700000000000145,37.72500000000043,56.4874999999998,1.4973492379058757,1.4840954274353655,5.64874999999998,TARGET,True,0.584493041749529,1.2864450127877356,0.07046548956661525,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475,0.21371769383696318,-0.6411530815109336,-2.493041749502997,-0.8727634194831144,0.21471172962225793,-1.9103971699891849,-0.8827246087581365,-0.4765003615328982,-0.8726494135170444,-1.1130873002860269,-0.019999999999999962,-1.5196309504290406
2017-01-06T00:00:00+00:00,781,2017-01-06 00:00:00+00:00,chop,LONG,1.0,2017-01-06 00:00:00+00:00,2017-01-06 04:00:00+00:00,2017-01-06 13:30:00+00:00,38913,39027,1.0589300000000001,1.0555169642857143,1.0640495535714287,1.0555069642857142,0.700000000000145,34.130357142857584,-34.23035714285927,-1.0029299429708023,-1.0175796578245666,-3.423035714285927,STOP,False,0.6900015696122794,1.1638655462184997,0.10822510822510514,0.0,1.0,-0.9510565162951536,0.30901699437494723,-0.33730968450793625,-0.30654528331502495,1.4975671009260554,1.4832836289435904,-0.33621095589389677,1.6419173652345733,1.1435486823086136,0.4374999999999929,0.8057828696126446,0.5143100486789639,-0.020000000000000018,0.9214650730184459
2017-01-06T00:00:00+00:00,781,2017-01-06 00:00:00+00:00,chop,SHORT,-1.0,2017-01-06 00:00:00+00:00,2017-01-06 04:00:00+00:00,2017-01-06 13:30:00+00:00,38913,39027,1.05884,1.0622530357142859,1.0537204464285714,1.062263035714286,0.700000000000145,34.130357142857584,-34.23035714285927,-1.0029299429708023,-1.0175796578245666,-3.423035714285927,STOP,False,0.6900015696122794,1.1638655462184997,0.10822510822510514,0.0,1.0,-0.9510565162951536,0.30901699437494723,0.33730968450793625,0.30654528331502495,-1.4975671009260554,-1.4832836289435904,0.33621095589389677,-1.6419173652345733,-1.1435486823086136,-0.4374999999999929,-0.8057828696126446,-0.5143100486789639,0.020000000000000018,-0.9214650730184459
2017-01-06T04:00:00+00:00,782,2017-01-06 04:00:00+00:00,chop,LONG,1.0,2017-01-06 00:00:00+00:00,2017-01-06 08:00:00+00:00,2017-01-06 13:30:00+00:00,38961,39027,1.0584900000000002,1.055105892857143,1.063566160714286,1.055095892857143,0.700000000000145,33.84107142857188,-33.9410714285715,-1.0029549891826175,-1.0177299350957618,-3.39410714285715,STOP,False,0.37897736267217175,1.154000730727086,0.10964841868678595,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723,-0.09640652208325794,-0.16732626246637197,0.5474117460819875,1.5136932088016024,-0.09529840113981408,1.4110183039287625,1.0956182066892708,0.4125510582992888,0.7741407528641477,0.5143100486789639,-0.020000000000000018,0.9214650730184459
2017-01-06T04:00:00+00:00,782,2017-01-06 04:00:00+00:00,chop,SHORT,-1.0,2017-01-06 00:00:00+00:00,2017-01-06 08:00:00+00:00,2017-01-06 13:30:00+00:00,38961,39027,1.0584,1.061784107142857,1.0533238392857143,1.0617941071428572,0.700000000000145,33.84107142857188,-33.9410714285715,-1.0029549891826175,-1.0177299350957618,-3.39410714285715,STOP,False,0.37897736267217175,1.154000730727086,0.10964841868678595,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723,0.09640652208325794,0.16732626246637197,-0.5474117460819875,-1.5136932088016024,0.09529840113981408,-1.4110183039287625,-1.0956182066892708,-0.4125510582992888,-0.7741407528641477,-0.5143100486789639,0.020000000000000018,-0.9214650730184459
2017-01-06T08:00:00+00:00,783,2017-01-06 08:00:00+00:00,chop,LONG,1.0,2017-01-06 00:00:00+00:00,2017-01-06 12:00:00+00:00,2017-01-06 13:30:00+00:00,39009,39027,1.05867,1.0552880357142858,1.0637429464285715,1.0552780357142857,0.700000000000145,33.81964285714328,-33.9196428571431,-1.002956861502714,-1.01774116901631,-3.3919642857143106,STOP,False,0.6065262157452648,1.1532700036536472,0.18247554232241447,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723,0.04213527641372946,-0.39474101061304123,2.0535403136384587,2.378425471249744,0.04435292254078341,1.3155668944086691,1.1874769675685375,0.4595350019057247,0.7879614475358998,0.5143100486789639,-0.020000000000000018,0.9214650730184459
2017-01-06T08:00:00+00:00,783,2017-01-06 08:00:00+00:00,chop,SHORT,-1.0,2017-01-06 00:00:00+00:00,2017-01-06 12:00:00+00:00,2017-01-06 13:30:00+00:00,39009,39027,1.0585799999999999,1.061961964285714,1.0535070535714284,1.0619719642857142,0.700000000000145,33.81964285714328,-33.9196428571431,-1.002956861502714,-1.01774116901631,-3.3919642857143106,STOP,False,0.6065262157452648,1.1532700036536472,0.18247554232241447,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723,-0.04213527641372946,0.39474101061304123,-2.0535403136384587,-2.378425471249744,-0.04435292254078341,-1.3155668944086691,-1.1874769675685375,-0.4595350019057247,-0.7879614475358998,-0.5143100486789639,0.020000000000000018,-0.9214650730184459
2017-01-06T12:00:00+00:00,784,2017-01-06 12:00:00+00:00,chop,LONG,1.0,2017-01-06 00:00:00+00:00,2017-01-06 16:00:00+00:00,2017-01-06 17:20:00+00:00,39057,39073,1.0574000000000001,1.0536695535714287,1.0629956696428573,1.0536595535714286,0.700000000000145,37.30446428571458,-37.4044642857152,-1.0026806443120244,-1.0160838658720635,-3.74044642857152,STOP,False,1.7521361384361231,1.272104493971509,0.17161159811193774,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723,-0.26437854527176313,-0.3136353845049172,-0.5940977956487433,2.0466719322179934,-0.2603575788037697,0.8398848573250152,0.9174388893717874,0.39455351488283297,0.6923076923076799,0.5143100486789639,-0.020000000000000018,0.9214650730184459
2017-01-06T12:00:00+00:00,784,2017-01-06 12:00:00+00:00,chop,SHORT,-1.0,2017-01-06 00:00:00+00:00,2017-01-06 16:00:00+00:00,2017-01-09 10:00:00+00:00,39057,39273,1.05731,1.0610404464285714,1.0517143303571428,1.0517243303571429,0.700000000000145,37.30446428571458,55.85669642857116,1.4973193556879731,1.4839161341279339,5.585669642857116,TARGET,True,1.7521361384361231,1.272104493971509,0.17161159811193774,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723,0.26437854527176313,0.3136353845049172,0.5940977956487433,-2.0466719322179934,0.2603575788037697,-0.8398848573250152,-0.9174388893717874,-0.39455351488283297,-0.6923076923076799,-0.5143100486789639,0.020000000000000018,-0.9214650730184459
