source_trade_file,entry_time_utc,cell_id,broker,entry_price,stop_loss,risk_price,point_size,stop_distance_points,modeled_entry_spread_R,measured_p95_spread_points,measured_entry_spread_R,pre_measured_all_in_cost_R,expected_all_in_cost_R,actual_all_in_cost_R,all_in_cost_abs_error,pre_measured_net_R,net_R,measured_net_delta_R,unit_formula_measured_spread_R,status
cell_1_breakout_retest_capital_com_best_case_trades.csv,2016-01-04 04:40:00+00:00,1,capital_com,1066.25,1065.4876406730557,0.7623593269443063,0.01,76.23593269443063,0.13117174076012247,75.0,0.9837880557009185,0.13117174076012247,0.9837880557009185,0.9837880557009185,0.0,1.4866006875418407,0.6339843726010447,-0.852616314940796,0.9837880557009185,PASS
cell_2_breakout_retest_capital_com_median_trades.csv,2016-02-04 11:10:00+00:00,2,capital_com,1145.12,1145.9950638171154,0.8750638171154606,0.01,87.50638171154606,0.22855475919376397,75.0,0.8570803469766148,0.22855475919376397,0.8570803469766148,0.8570803469766148,0.0,-0.9936993964316452,-1.622224984214496,-0.6285255877828508,0.8570803469766148,PASS
cell_3_breakout_retest_capital_com_p95_trades.csv,2016-03-14 10:55:00+00:00,3,capital_com,1254.78,1255.4555712399815,0.6755712399815366,0.01,67.55712399815366,0.518080076957636,75.0,1.1101715934806484,0.5772892286099373,1.1693807451329497,1.1693807451329497,0.0,1.3899833928856005,0.7978918763625882,-0.5920915165230123,1.1101715934806484,PASS
cell_1_breakout_retest_capital_com_best_case_trades.csv,2016-04-21 17:50:00+00:00,1,capital_com,1248.84,1249.5781383835608,0.7381383835609086,0.01,73.81383835609086,0.13547595170106522,75.0,1.0160696377579892,0.13547595170106522,1.0160696377579892,1.0160696377579892,0.0,-0.9997888281877828,-1.8803825142447068,-0.880593686056924,1.0160696377579892,PASS
cell_2_breakout_retest_capital_com_median_trades.csv,2016-05-23 12:40:00+00:00,2,capital_com,1247.99,1248.9364929834785,0.9464929834784925,0.01,94.64929834784925,0.2113063736246331,75.0,0.792398901092374,0.2113063736246331,0.792398901092374,0.792398901092374,0.0,1.4956467382894658,0.9145542108217248,-0.581092527467741,0.792398901092374,PASS
cell_3_breakout_retest_capital_com_p95_trades.csv,2016-06-22 13:10:00+00:00,3,capital_com,1266.42,1264.102122595901,2.3178774040991357,0.01,231.78774040991357,0.1510002208835677,75.0,0.3235719018933594,0.16825738898454687,0.34082906999433854,0.34082906999433854,0.0,-0.9966875281343331,-1.169259209144125,-0.1725716810097918,0.3235719018933594,PASS
cell_1_breakout_retest_capital_com_best_case_trades.csv,2016-07-26 10:25:00+00:00,1,capital_com,1320.96,1321.7101360505403,0.7501360505402772,0.01,75.01360505402772,0.13330915095731782,75.0,0.9998186321798836,0.13330915095731782,0.9998186321798836,0.9998186321798836,0.0,1.4994936845967033,0.6329842033741375,-0.8665094812225658,0.9998186321798836,PASS
cell_2_breakout_retest_capital_com_median_trades.csv,2016-08-31 19:50:00+00:00,2,capital_com,1308.97,1309.6267736546863,0.6567736546862761,0.01,65.67736546862761,0.3045189138951301,75.0,1.1419459271067376,0.3045189138951301,1.1419459271067376,1.1419459271067376,0.0,-0.9991755596973804,-1.8366025729089879,-0.8374270132116075,1.1419459271067376,PASS
cell_3_breakout_retest_capital_com_p95_trades.csv,2016-09-29 16:15:00+00:00,3,capital_com,1318.05,1318.696487352738,0.6464873527379495,0.01,64.64873527379495,0.541387234441183,75.0,1.1601155023739633,0.603260061234461,1.2219883291672413,1.2219883291672413,0.0,-1.0292787224217674,-1.6480069903545478,-0.6187282679327804,1.1601155023739633,PASS
cell_1_breakout_retest_capital_com_best_case_trades.csv,2016-11-07 02:45:00+00:00,1,capital_com,1292.32,1292.8207395791562,0.5007395791562885,0.01,50.07395791562885,0.19970460527305045,75.0,1.4977845395478784,0.19970460527305045,1.4977845395478784,1.4977845395478784,0.0,-0.9998440984106892,-2.297924032685517,-1.2980799342748277,1.4977845395478784,PASS
