specialist,side,signal_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2020-07-21 15:45:00+00:00,2020-07-21 16:00:00+00:00,2020-07-21 16:30:00+00:00,1.14944,1.1480848611705405,1.1514727082441891,1.151462708244189,TARGET,0.0013551388294594559,1.4926206822631372,1.4557240935793458,2.022708244189042
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2020-07-22 12:45:00+00:00,2020-07-22 13:00:00+00:00,2020-07-22 13:20:00+00:00,1.15964,1.1580614354890009,1.162007846766499,1.1580514354890008,STOP,0.0015785645109992242,-1.0063348693894352,-1.0380092163366816,-1.588564510999202
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2020-07-24 14:45:00+00:00,2020-07-24 15:00:00+00:00,2020-07-24 20:15:00+00:00,1.16259,1.1611371426813588,1.1647692859779617,1.1647592859779616,TARGET,0.0014528573186411362,1.4931170116488548,1.4587020698934143,2.1692859779616214
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2020-07-27 12:00:00+00:00,2020-07-27 12:15:00+00:00,2020-07-27 12:20:00+00:00,1.1760700000000002,1.1746151999724868,1.17825220004127,1.1746051999724867,STOP,0.00145480002751331,-1.006873796955629,-1.0412427817331897,-1.4648000275134798
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2020-08-26 12:45:00+00:00,2020-08-26 13:00:00+00:00,2020-08-26 13:20:00+00:00,1.17882,1.1800174989235606,1.177023751614659,1.1800274989235606,STOP,0.0011974989235606541,-1.008350738195453,-1.0501044291727524,-1.207498923560646
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2020-11-27 14:45:00+00:00,2020-11-27 15:00:00+00:00,2020-11-27 15:05:00+00:00,1.1944000000000001,1.1935722331771492,1.1956416502342766,1.1935622331771492,STOP,0.0008277668228509801,-1.012080696790371,-1.0724841807422778,-0.8377668228509716
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2021-01-14 12:45:00+00:00,2021-01-14 13:00:00+00:00,2021-01-14 13:25:00+00:00,1.2129699999999999,1.214102079346663,1.2112718809800052,1.2112818809800052,TARGET,0.001132079346663083,1.4911666969020856,1.4470001814123543,1.6881190199946605
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-02-11 13:45:00+00:00,2021-02-11 14:00:00+00:00,2021-02-11 14:00:00+00:00,1.2144400000000002,1.2137595391328828,1.215460691300676,1.2137495391328827,STOP,0.0006804608671172787,-1.014695922254167,-1.0881755335238366,-0.6904608671174373
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2021-03-08 12:45:00+00:00,2021-03-08 13:00:00+00:00,2021-03-08 13:20:00+00:00,1.18615,1.1870757211036727,1.1847614183444912,1.1870857211036727,STOP,0.0009257211036725414,-1.0108023895755087,-1.0648143374522925,-0.935721103672682
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2021-03-16 15:45:00+00:00,2021-03-16 16:00:00+00:00,2021-03-16 17:05:00+00:00,1.1894,1.1905914048590704,1.1876128927113943,1.1906014048590705,STOP,0.0011914048590704492,-1.0083934524220854,-1.0503607145323062,-1.2014048590704984
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-04-06 15:45:00+00:00,2021-04-06 16:00:00+00:00,2021-04-06 18:10:00+00:00,1.1851900000000002,1.1843439842915457,1.1864590235626817,1.1864490235626817,TARGET,0.0008460157084543561,1.4881798885054733,1.4290793310331442,1.2590235626814827
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-04-14 15:45:00+00:00,2021-04-14 16:00:00+00:00,2021-04-15 00:50:00+00:00,1.19751,1.1966897950910849,1.198740307363373,1.1987303073633728,TARGET,0.0008202049089151942,1.4878079247132707,1.426847548279862,1.2203073633727524
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-04-23 12:00:00+00:00,2021-04-23 12:15:00+00:00,2021-04-23 14:00:00+00:00,1.2066400000000002,1.2059194136930889,1.2077208794603669,1.2059094136930888,STOP,0.0007205863069111868,-1.0138775881587885,-1.083265528951511,-0.7305863069113627
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-05-24 13:45:00+00:00,2021-05-24 14:00:00+00:00,2021-05-24 15:30:00+00:00,1.22229,1.2213267898737885,1.2237348151893175,1.2213167898737884,STOP,0.0009632101262115665,-1.0103819506543388,-1.0622917039255764,-0.9732101262116544
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2021-06-03 15:45:00+00:00,2021-06-03 16:00:00+00:00,2021-06-03 19:30:00+00:00,1.21211,1.2132146998208222,1.2104529502687669,1.2132246998208223,STOP,0.0011046998208220971,-1.0090522328433993,-1.054313397059748,-1.1146998208222403
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-06-09 13:45:00+00:00,2021-06-09 14:00:00+00:00,2021-06-09 14:05:00+00:00,1.22156,1.220841818100743,1.2226372728488855,1.220831818100743,STOP,0.0007181818992569836,-1.0139240490611283,-1.0835442943662927,-0.7281818992570521
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-07-27 15:45:00+00:00,2021-07-27 16:00:00+00:00,2021-07-27 19:05:00+00:00,1.1831200000000002,1.1820927437443998,1.1846608843834006,1.1820827437443997,STOP,0.0010272562556003027,-1.0097346693638047,-1.0584080161820058,-1.0372562556004716
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-08-04 13:45:00+00:00,2021-08-04 14:00:00+00:00,2021-08-04 14:00:00+00:00,1.18923,1.1884123907203301,1.1904564139195049,1.18840239072033,STOP,0.0008176092796698918,-1.0122307809472348,-1.0733846856829876,-0.8276092796699608
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2021-08-06 13:45:00+00:00,2021-08-06 14:00:00+00:00,2021-08-06 14:20:00+00:00,1.1774099999999998,1.178409827392843,1.1759102589107353,1.1759202589107354,TARGET,0.0009998273928430886,1.489998273630288,1.4399896417825238,1.4897410892644736
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2021-09-24 12:45:00+00:00,2021-09-24 13:00:00+00:00,2021-09-24 13:25:00+00:00,1.17065,1.1713505721074404,1.1695991418388392,1.1713605721074405,STOP,0.0007005721074405164,-1.0142740481583532,-1.0856442889500841,-0.7105721074405213
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2021-11-24 14:00:00+00:00,2021-11-24 14:15:00+00:00,2021-11-24 14:35:00+00:00,1.11936,1.120589876757075,1.1175151848643874,1.120599876757075,STOP,0.0012298767570749955,-1.008130895996393,-1.0487853759777161,-1.2398767570751534
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2021-11-25 15:45:00+00:00,2021-11-25 16:00:00+00:00,2021-11-26 00:30:00+00:00,1.12095,1.121649074029608,1.1199013889555878,1.121659074029608,STOP,0.0006990740296080082,-1.014304636671554,-1.0858278200288825,-0.70907402960807
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-11-30 14:45:00+00:00,2021-11-30 15:00:00+00:00,2021-11-30 15:05:00+00:00,1.13789,1.1369277801484796,1.1393333297772807,1.1369177801484796,STOP,0.0009622198515204306,-1.0103926353050037,-1.062355811829572,-0.9722198515205172
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2021-12-02 12:30:00+00:00,2021-12-02 12:45:00+00:00,2021-12-02 12:55:00+00:00,1.1348,1.1339665905673164,1.1360501141490253,1.1339565905673163,STOP,0.0008334094326835596,-1.0119989042695672,-1.0719934256166572,-0.8434094326836838
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2021-12-21 14:45:00+00:00,2021-12-21 15:00:00+00:00,2021-12-21 15:40:00+00:00,1.1273199999999999,1.1282069829068886,1.125989525639667,1.1282169829068887,STOP,0.0008869829068886355,-1.011274174420361,-1.0676450465213696,-0.8969829068887769
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2022-02-02 12:00:00+00:00,2022-02-02 12:15:00+00:00,2022-02-02 13:55:00+00:00,1.1323100000000001,1.1313851869438145,1.1336972195842785,1.1313751869438144,STOP,0.0009248130561855611,-1.0108129961328465,-1.0648779767963197,-0.9348130561857015
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-03-23 13:45:00+00:00,2022-03-23 14:00:00+00:00,2022-03-23 14:05:00+00:00,1.0965799999999999,1.097826382940563,1.094710425589155,1.097836382940563,STOP,0.0012463829405632012,-1.0080232163603453,-1.0481392981621442,-1.2563829405631832
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-03-25 15:45:00+00:00,2022-03-25 16:00:00+00:00,2022-03-25 18:05:00+00:00,1.0982399999999999,1.0996918616639655,1.0960622075040514,1.0997018616639656,STOP,0.0014518616639656282,-1.0068877085525674,-1.041326251315264,-1.461861663965669
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-04-05 15:45:00+00:00,2022-04-05 16:00:00+00:00,2022-04-05 19:10:00+00:00,1.09205,1.0932404338583541,1.0902643492124688,1.090274349212469,TARGET,0.0011904338583541057,1.4915997012938402,1.4495982077634646,1.7756507875310579
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-04-08 13:15:00+00:00,2022-04-08 13:30:00+00:00,2022-04-08 14:20:00+00:00,1.08415,1.085300391497911,1.0824244127531335,1.085310391497911,STOP,0.0011503914979110216,-1.0086926928946935,-1.0521561573681308,-1.1603914979110286
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-06-10 12:30:00+00:00,2022-06-10 12:45:00+00:00,2022-06-10 12:50:00+00:00,1.05584,1.0573923707279278,1.0535114439081081,1.0535214439081082,TARGET,0.0015523707279278755,1.4935582397811165,1.4613494386871015,2.318556091891688
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-06-15 15:45:00+00:00,2022-06-15 16:00:00+00:00,2022-06-15 17:55:00+00:00,1.03854,1.0403764888822324,1.0357852666766514,1.0403864888822325,STOP,0.0018364888822323855,-1.005445173176299,-1.0326710390575133,-1.8464888822324887
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2022-06-27 15:45:00+00:00,2022-06-27 16:00:00+00:00,2022-06-27 17:00:00+00:00,1.06011,1.0587880071609963,1.0620929892585058,1.0587780071609962,STOP,0.001321992839003825,-1.0075643374948844,-1.045386024969135,-1.3319928390038704
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-07-11 12:30:00+00:00,2022-07-11 12:45:00+00:00,2022-07-11 13:35:00+00:00,1.0077699999999998,1.0091979475732267,1.0056280786401597,1.0056380786401597,TARGET,0.0014279475732267362,1.4929969417732725,1.4579816506397087,2.1319213598400832
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-08-18 15:45:00+00:00,2022-08-18 16:00:00+00:00,2022-08-18 16:55:00+00:00,1.01122,1.0125922556084275,1.009161616587359,1.009171616587359,TARGET,0.0013722556084273855,1.4927127279067791,1.4562763674408887,2.0483834126410194
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-08-19 14:45:00+00:00,2022-08-19 15:00:00+00:00,2022-08-19 20:55:00+00:00,1.0040799999999999,1.0052323197030641,1.0023515204454037,1.0041,TIME_12H,0.0011523197030642027,-0.017356294392040523,-0.06074703037185758,-0.020000000000131024
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-08-22 14:45:00+00:00,2022-08-22 15:00:00+00:00,2022-08-22 15:25:00+00:00,0.99666,0.9979628045150256,0.9947057932274616,0.9947157932274615,TARGET,0.0013028045150256273,1.4923242513480524,1.4539455080881578,1.9442067725384815
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-08-25 12:45:00+00:00,2022-08-25 13:00:00+00:00,2022-08-25 14:30:00+00:00,0.9969,0.9983997358616962,0.9946503962074558,0.9984097358616961,STOP,0.001499735861696179,-1.0066678408214007,-1.0400070449286165,-1.5097358616961154
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-09-01 13:45:00+00:00,2022-09-01 14:00:00+00:00,2022-09-01 14:00:00+00:00,0.9980800000000001,0.9994480739105323,0.9960278891342018,0.9960378891342018,TARGET,0.0013680739105321384,1.492690453401008,1.456142720405682,2.042110865798308
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2022-09-21 14:45:00+00:00,2022-09-21 15:00:00+00:00,2022-09-21 18:00:00+00:00,0.98785,0.9892877674819163,0.9856933487771257,0.9857033487771256,TARGET,0.0014377674819162087,1.4930447724505493,1.4582686347030454,2.146651222874385
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2022-10-04 12:45:00+00:00,2022-10-04 13:00:00+00:00,2022-10-04 14:00:00+00:00,0.9924999999999999,0.9907086711773514,0.9951869932339727,0.9951769932339728,TARGET,0.0017913288226485604,1.494417552001872,1.466505312011186,2.6769932339728575
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2022-11-11 12:15:00+00:00,2022-11-11 12:30:00+00:00,2022-11-11 14:35:00+00:00,1.03004,1.0280581511488274,1.0330127732767589,1.0280481511488273,STOP,0.0019818488511726177,-1.0050457934742234,-1.0302747608449772,-1.9918488511727617
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2022-12-06 12:15:00+00:00,2022-12-06 12:30:00+00:00,2022-12-06 13:05:00+00:00,1.05298,1.051575637491296,1.055086543763056,1.0515656374912958,STOP,0.001404362508704043,-1.0071206685867578,-1.0427240115200154,-1.4143625087041922
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2022-12-08 14:45:00+00:00,2022-12-08 15:00:00+00:00,2022-12-08 16:35:00+00:00,1.05397,1.052475179714994,1.056212230427509,1.056202230427509,TARGET,0.0014948202850060036,1.4933102326075927,1.4598613956460316,2.2322304275088634
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2023-01-11 14:45:00+00:00,2023-01-11 15:00:00+00:00,2023-01-11 15:50:00+00:00,1.07705,1.0758462523730234,1.078855621440465,1.0758362523730234,STOP,0.0012037476269765464,-1.0083073891703118,-1.0498443350213162,-1.21374762697668
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-02-06 14:45:00+00:00,2023-02-06 15:00:00+00:00,2023-02-06 15:45:00+00:00,1.0744399999999998,1.0756528744537566,1.0726206883193647,1.0726306883193648,TARGET,0.0012128744537567666,1.4917551235668727,1.4505307414017363,1.8093116806350285
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-02-07 14:45:00+00:00,2023-02-07 15:00:00+00:00,2023-02-07 15:50:00+00:00,1.0682,1.0693229133148123,1.0665156300277816,1.0693329133148124,STOP,0.0011229133148122953,-1.008905406916234,-1.0534324414971339,-1.132913314812356
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-02-08 15:00:00+00:00,2023-02-08 15:15:00+00:00,2023-02-08 16:15:00+00:00,1.07226,1.0734549709053642,1.0704675436419535,1.0734649709053643,STOP,0.0011949709053643439,-1.0083684045821335,-1.0502104274929382,-1.204970905364311
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-02-10 12:45:00+00:00,2023-02-10 13:00:00+00:00,2023-02-10 13:15:00+00:00,1.06829,1.0694957837653065,1.06648132435204,1.0695057837653066,STOP,0.00120578376530665,-1.0082933609555014,-1.049760165733126,-1.2157837653066217
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-02-15 12:45:00+00:00,2023-02-15 13:00:00+00:00,2023-02-15 13:30:00+00:00,1.06972,1.0707010822286551,1.0682483766570172,1.0682583766570173,TARGET,0.0009810822286552042,1.4898071744569332,1.438843046742036,1.4616233429827208
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-02-16 14:45:00+00:00,2023-02-16 15:00:00+00:00,2023-02-16 15:30:00+00:00,1.0662399999999999,1.0676873925883863,1.0640689111174202,1.0676973925883864,STOP,0.001447392588386392,-1.0069089755470313,-1.0414538532817874,-1.457392588386508
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-02-17 12:00:00+00:00,2023-02-17 12:15:00+00:00,2023-02-17 13:10:00+00:00,1.0616999999999999,1.062674896897413,1.06023765465388,1.062684896897413,STOP,0.0009748968974131278,-1.0102574949479357,-1.0615449696877508,-0.9848968974131012
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-02-24 12:15:00+00:00,2023-02-24 12:30:00+00:00,2023-02-24 12:40:00+00:00,1.0570599999999999,1.0578777396125063,1.0558333905812405,1.0578877396125064,STOP,0.0008177396125063205,-1.012228831583093,-1.073372989497558,-0.827739612506484
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-03-02 12:45:00+00:00,2023-03-02 13:00:00+00:00,2023-03-02 13:30:00+00:00,1.06056,1.0616204069579434,1.0589693895630847,1.0589793895630848,TARGET,0.0010604069579434876,1.4905696582569847,1.4434179495422776,1.580610436915153
X2_NEWYORK_CROSSASSET_HANDOFF,SHORT,2023-03-03 15:45:00+00:00,2023-03-03 16:00:00+00:00,2023-03-03 16:40:00+00:00,1.05975,1.0610831941043564,1.0577502088434654,1.0610931941043564,STOP,0.0013331941043563632,-1.0075007832448557,-1.0450046994687718,-1.34319410435646
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2023-03-06 15:45:00+00:00,2023-03-06 16:00:00+00:00,2023-03-07 04:00:00+00:00,1.06793,1.0666457277572003,1.0698564083641997,1.06921,TIME_12H,0.0012842722427998086,0.9966734134263099,0.9577408582143431,1.2799999999999478
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2023-03-20 12:15:00+00:00,2023-03-20 12:30:00+00:00,2023-03-21 00:30:00+00:00,1.07132,1.0699142121547183,1.0734286817679226,1.07177,TIME_12H,0.0014057878452817263,0.3201052004469831,0.2845379559528612,0.4499999999998394
X2_NEWYORK_CROSSASSET_HANDOFF,LONG,2023-03-27 13:45:00+00:00,2023-03-27 14:00:00+00:00,2023-03-27 23:10:00+00:00,1.07851,1.0773201533756216,1.080294769936568,1.0802847699365679,TARGET,0.001189846624378552,1.4915955554311264,1.4495733325869724,1.7747699365677772
