candidate_id,event_id,source_id,entry_time_utc,baseline_executed,causal_score,causal_rank,prior_source_executed_count,prior_health_window_count,prior_executed_profit_factor,would_veto,broker_outcome_resolved,broker_exit_time_utc,broker_pnl_usd,evidence_status,broker_execution,broker_exit_fills
555c685e7175161e266aab94,20260722T235000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-07-22T23:50:00Z,True,2.362387288873253,0.8544152744630071,50,20,1.3046466825355487,False,True,2026-07-23T01:48:41.302000Z,-10.65486725663717,RETAIN,"{'ticket': 4766992, 'broker_entry_time_utc': '2026-07-22T23:50:53.027000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4129.8, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4408672, 'exit_time_utc': '2026-07-23T01:48:41.302000Z', 'volume_lots': 0.01, 'exit_price': 4119.15, 'pnl_usd': -10.65486725663717}]"
5bf91bb96c521888e7eb5d3b,20260723T032000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2026-07-23T03:20:00Z,True,2.608715709941603,0.8855098389982111,51,20,1.0508717485749233,False,True,2026-07-23T04:52:53.945000Z,-10.183798502382572,RETAIN,"{'ticket': 4769837, 'broker_entry_time_utc': '2026-07-23T03:20:55.386000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4131.5, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4410159, 'exit_time_utc': '2026-07-23T04:52:53.945000Z', 'volume_lots': 0.01, 'exit_price': 4121.32, 'pnl_usd': -10.183798502382572}]"
9a630410608e05fba1b82e7f,20260723T070500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2026-07-23T07:05:00Z,True,2.7570695867118333,0.9016686531585221,52,20,0.8411009283873734,False,True,2026-07-23T07:39:36.247000Z,16.01633764465623,RETAIN,"{'ticket': 4771755, 'broker_entry_time_utc': '2026-07-23T07:06:00.934000Z', 'direction': 'SHORT', 'volume_lots': 0.01, 'entry_price': 4115.73, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4411954, 'exit_time_utc': '2026-07-23T07:39:36.247000Z', 'volume_lots': 0.01, 'exit_price': 4099.71, 'pnl_usd': 16.01633764465623}]"
ea7776ea8130934d5e4de296,20260723T083000Z_LONG,V7_SWING_HEALTH,2026-07-23T08:30:00Z,False,2.1262083055884395,0.8231089934484812,50,20,2.0490502719917147,False,False,,,BASELINE_NOT_EXECUTED,,
4b5ce1f1edd4e4eb07877c88,V25_20260728T014500Z,V25_CHOP,2026-07-28T01:45:00Z,True,0.7019415006220012,0.5,38,20,,False,True,2026-07-28T09:57:44.521000Z,24.99931926480599,INCOMPLETE_EXECUTED_HEALTH,"{'ticket': 4843083, 'broker_entry_time_utc': '2026-07-28T01:48:52.181000Z', 'direction': 'SHORT', 'volume_lots': 0.01, 'entry_price': 4046.5500000000006, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4484083, 'exit_time_utc': '2026-07-28T09:57:44.521000Z', 'volume_lots': 0.01, 'exit_price': 4021.54, 'pnl_usd': 24.99931926480599}]"
4e5dd4661d7fa70cf3f50371,20260728T082000Z_LONG,V7_SWING_HEALTH,2026-07-28T08:20:00Z,True,-0.05247151912905991,0.2992266508030934,50,20,2.0490502719917147,False,True,2026-07-28T09:29:09.982000Z,-8.373042886317222,RETAIN,"{'ticket': 4850195, 'broker_entry_time_utc': '2026-07-28T08:20:20.460000Z', 'direction': 'LONG', 'volume_lots': 0.01, 'entry_price': 4048.1, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4483625, 'exit_time_utc': '2026-07-28T09:29:09.982000Z', 'volume_lots': 0.01, 'exit_price': 4039.73, 'pnl_usd': -8.373042886317222}]"
d4072faa00a94eb9080939ee,V25_20260728T104500Z,V25_CHOP,2026-07-28T10:45:00Z,False,0.3233352486311552,0.3906064209274673,39,20,,False,False,,,BASELINE_NOT_EXECUTED,,
18af4323a9762892de9425fc,18af4323a9762892de9425fc,R4_CHOP,2026-07-28T12:20:00Z,False,0.8700592757266431,0.5412953060011884,46,20,,False,False,,,BASELINE_NOT_EXECUTED,,
3df853ae66830703b824c3c4,3df853ae66830703b824c3c4,R4_CHOP,2026-07-28T12:30:00Z,False,0.051659192613435934,0.32422802850356297,46,20,,False,False,,,BASELINE_NOT_EXECUTED,,
8e554768b3d62c5d78770092,V25_20260728T123500Z,V25_CHOP,2026-07-28T12:35:00Z,False,1.1760320689797021,0.627893175074184,39,20,,False,False,,,BASELINE_NOT_EXECUTED,,
2388d6489bfa43500b2d7b1b,V25_20260728T170500Z,V25_CHOP,2026-07-28T17:05:00Z,False,2.2452960309488676,0.8386714116251482,39,20,,False,False,,,BASELINE_NOT_EXECUTED,,
9cf0076117b4739230b16eac,9cf0076117b4739230b16eac,R4_CHOP,2026-07-28T19:35:00Z,False,3.7034961255694534,0.9620628334321281,46,20,,False,False,,,BASELINE_NOT_EXECUTED,,
2a780993eafeeb60c49f2a1f,2a780993eafeeb60c49f2a1f,R4_CHOP,2026-07-28T19:45:00Z,False,3.4114813375227135,0.9466824644549763,46,20,,False,False,,,BASELINE_NOT_EXECUTED,,
a75abf2776c087cb8f8fc530,20260729T130500Z_SHORT,V8_RETEST_HEALTH,2026-07-29T13:05:00Z,True,0.5746275855883534,0.458259325044405,0,0,,False,True,2026-07-29T13:23:03.950000Z,-6.121170864533696,INCOMPLETE_EXECUTED_HEALTH,"{'ticket': 4885841, 'broker_entry_time_utc': '2026-07-29T13:06:53.910000Z', 'direction': 'SHORT', 'volume_lots': 0.01, 'entry_price': 4017.3699999999994, 'entry_cost_usd': 0.0}","[{'deal_ticket': 4513243, 'exit_time_utc': '2026-07-29T13:23:03.950000Z', 'volume_lots': 0.01, 'exit_price': 4023.49, 'pnl_usd': -6.121170864533696}]"
