account,magic,candidate,direction,entry_time_dubai,exit_time_dubai,session,lots,entry,exit,sl,tp,stop_distance_points,spread_points,cost_r,profit_aed,profit_aed_001,exit_reason,unique_signal,account_unique_signal,cofire,source_csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 04:30:01,2026-06-17 04:46:15,Night 20:00-05:59,0.01000,4337.17000,4332.66000,4340.17000,4332.66000,300.38000,50.00000,0.1665,16.56,16.56,TP,2026-06-17 04:30|SELL|round_family,1025742|2026-06-17 04:30|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920501,session_extreme_retest_v0,BUY,2026-06-17 04:55:01,2026-06-17 05:02:30,Night 20:00-05:59,0.01000,4335.53000,4341.26000,4331.96000,4341.26000,371.89000,50.00000,0.1344,21.04,21.04,TP,2026-06-17 04:55|BUY|session_extreme_family,1025742|2026-06-17 04:55|BUY|session_extreme_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 04:25:01,2026-06-17 05:02:33,Night 20:00-05:59,0.01000,4338.03000,4342.07000,4342.24000,4331.71000,421.42000,50.00000,0.1186,-14.84,-14.84,SL,2026-06-17 04:25|SELL|round_family,1025742|2026-06-17 04:25|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920501,session_extreme_retest_v0,BUY,2026-06-17 05:00:00,2026-06-17 05:05:48,Night 20:00-05:59,0.01000,4337.20000,4345.23000,4331.80000,4345.23000,537.29000,50.00000,0.0931,29.48,29.48,TP,2026-06-17 05:00|BUY|session_extreme_family,1025742|2026-06-17 05:00|BUY|session_extreme_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 04:10:01,2026-06-17 05:07:20,Night 20:00-05:59,0.01000,4338.38000,4349.53000,4331.10000,4349.53000,737.31000,50.00000,0.0678,40.94,40.94,TP,2026-06-17 04:10|BUY|round_family,1025742|2026-06-17 04:10|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920501,session_extreme_retest_v0,BUY,2026-06-17 04:10:01,2026-06-17 05:07:20,Night 20:00-05:59,0.01000,4338.38000,4349.53000,4331.10000,4349.53000,737.31000,50.00000,0.0678,40.94,40.94,TP,2026-06-17 04:10|BUY|session_extreme_family,1025742|2026-06-17 04:10|BUY|session_extreme_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 05:30:00,2026-06-17 05:31:48,Night 20:00-05:59,0.01000,4343.52000,4339.31000,4339.43000,4349.73000,411.98000,50.00000,0.1214,-15.47,-15.47,SL,2026-06-17 05:30|BUY|round_family,1025742|2026-06-17 05:30|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 05:50:00,2026-06-17 05:55:14,Night 20:00-05:59,0.01000,4337.50000,4341.89000,4341.82000,4331.10000,428.66000,75.00000,0.1750,-16.13,-16.13,SL,2026-06-17 05:50|SELL|round_family,1025742|2026-06-17 05:50|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 06:15:00,2026-06-17 06:37:03,Morning 06:00-11:59,0.01000,4342.52000,4338.93000,4339.19000,4347.55000,334.41000,50.00000,0.1495,-13.19,-13.19,SL,2026-06-17 06:15|BUY|round_family,1025742|2026-06-17 06:15|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 06:10:01,2026-06-17 06:37:03,Morning 06:00-11:59,0.01000,4341.97000,4338.75000,4338.94000,4346.57000,305.13000,50.00000,0.1639,-11.83,-11.83,SL,2026-06-17 06:10|BUY|round_family,1025742|2026-06-17 06:10|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 06:45:00,2026-06-17 06:48:24,Morning 06:00-11:59,0.01000,4338.30000,4332.51000,4342.09000,4332.51000,383.47000,50.00000,0.1304,21.26,21.26,TP,2026-06-17 06:45|SELL|round_family,1025742|2026-06-17 06:45|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920401,round_number_retest_v0,SELL,2026-06-17 06:50:00,2026-06-17 06:54:39,Morning 06:00-11:59,0.01000,4334.50000,4330.16000,4337.66000,4330.16000,300.00000,75.00000,0.2500,15.93,15.93,TP,2026-06-17 06:50|SELL|round_family,1025742|2026-06-17 06:50|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 07:45:00,2026-06-17 07:56:01,Morning 06:00-11:59,0.01000,4333.55000,4330.27000,4330.34000,4338.41000,322.79000,50.00000,0.1549,-12.05,-12.05,SL,2026-06-17 07:45|BUY|round_family,1025742|2026-06-17 07:45|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 07:35:00,2026-06-17 08:01:37,Morning 06:00-11:59,0.01000,4332.97000,4329.27000,4329.30000,4338.47000,366.85000,50.00000,0.1363,-13.59,-13.59,SL,2026-06-17 07:35|BUY|round_family,1025742|2026-06-17 07:35|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 07:30:00,2026-06-17 08:01:38,Morning 06:00-11:59,0.01000,4331.97000,4328.71000,4328.89000,4336.49000,303.91000,50.00000,0.1645,-11.98,-11.98,SL,2026-06-17 07:30|BUY|round_family,1025742|2026-06-17 07:30|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 08:20:01,2026-06-17 08:23:02,Morning 06:00-11:59,0.01000,4332.38000,4329.26000,4329.33000,4336.83000,300.00000,50.00000,0.1667,-11.46,-11.46,SL,2026-06-17 08:20|BUY|round_family,1025742|2026-06-17 08:20|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 07:20:00,2026-06-17 08:23:06,Morning 06:00-11:59,0.01000,4331.68000,4327.93000,4327.99000,4337.27000,371.31000,50.00000,0.1347,-13.78,-13.78,SL,2026-06-17 07:20|BUY|round_family,1025742|2026-06-17 07:20|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920401,round_number_retest_v0,BUY,2026-06-17 07:05:00,2026-06-17 08:26:17,Morning 06:00-11:59,0.01000,4331.91000,4327.68000,4327.64000,4338.64000,440.12000,50.00000,0.1136,-15.54,-15.54,SL,2026-06-17 07:05|BUY|round_family,1025742|2026-06-17 07:05|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 09:00:01,2026-06-17 09:10:24,Morning 06:00-11:59,0.01000,4327.30000,4323.66000,4323.66000,4332.75000,363.56000,50.00000,0.1375,-13.37,-13.37,SL,2026-06-17 09:00|BUY|round_family,1025742|2026-06-17 09:00|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 09:15:01,2026-06-17 09:18:42,Morning 06:00-11:59,0.01000,4322.70000,4326.18000,4326.00000,4317.60000,336.14000,50.00000,0.1487,-12.79,-12.79,SL,2026-06-17 09:15|SELL|round_family,1025742|2026-06-17 09:15|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 08:45:01,2026-06-17 09:30:02,Morning 06:00-11:59,0.01000,4322.79000,4330.82000,4330.62000,4311.43000,767.63000,50.00000,0.0651,-29.50,-29.50,SL,2026-06-17 08:45|SELL|round_family,1025742|2026-06-17 08:45|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920201,swing_breakout_retest_v0,BUY,2026-06-17 09:50:00,2026-06-17 09:55:38,Morning 06:00-11:59,0.01000,4331.84000,4328.46000,4328.47000,4337.54000,362.94000,50.00000,0.1378,-12.42,-12.42,SL,2026-06-17 09:50|BUY|breakout_family,1025742|2026-06-17 09:50|BUY|breakout_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920101,breakout_retest,BUY,2026-06-17 09:45:00,2026-06-17 09:56:00,Morning 06:00-11:59,0.01000,4330.30000,4327.26000,4326.99000,4335.05000,322.38000,50.00000,0.1551,-11.17,-11.17,SL,2026-06-17 09:45|BUY|breakout_family,1025742|2026-06-17 09:45|BUY|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 09:35:01,2026-06-17 09:56:11,Morning 06:00-11:59,0.01000,4330.28000,4326.70000,4326.72000,4335.72000,359.94000,50.00000,0.1389,-13.15,-13.15,SL,2026-06-17 09:35|BUY|round_family,1025742|2026-06-17 09:35|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 10:00:00,2026-06-17 10:07:16,Morning 06:00-11:59,0.01000,4326.90000,4330.46000,4330.08000,4322.15000,317.42000,50.00000,0.1575,-13.08,-13.08,SL,2026-06-17 10:00|SELL|round_family,1025742|2026-06-17 10:00|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 10:05:01,2026-06-17 10:22:22,Morning 06:00-11:59,0.01000,4328.28000,4321.52000,4321.80000,4338.05000,649.69000,50.00000,0.0770,-24.84,-24.84,SL,2026-06-17 10:05|BUY|round_family,1025742|2026-06-17 10:05|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920201,swing_breakout_retest_v0,BUY,2026-06-17 11:00:00,2026-06-17 11:05:23,Morning 06:00-11:59,0.01000,4331.91000,4328.80000,4328.82000,4336.32000,300.00000,50.00000,0.1667,-11.43,-11.43,SL,2026-06-17 11:00|BUY|breakout_family,1025742|2026-06-17 11:00|BUY|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 11:10:01,2026-06-17 11:14:09,Morning 06:00-11:59,0.01000,4331.05000,4327.82000,4327.71000,4336.06000,333.87000,50.00000,0.1498,-11.87,-11.87,SL,2026-06-17 11:10|BUY|round_family,1025742|2026-06-17 11:10|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920101,breakout_retest,BUY,2026-06-17 10:55:00,2026-06-17 11:19:38,Morning 06:00-11:59,0.01000,4329.78000,4326.35000,4326.37000,4334.99000,344.53000,50.00000,0.1451,-12.60,-12.60,SL,2026-06-17 10:55|BUY|breakout_family,1025742|2026-06-17 10:55|BUY|breakout_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920101,breakout_retest,BUY,2026-06-17 11:30:00,2026-06-17 11:34:47,Morning 06:00-11:59,0.01000,4329.29000,4325.64000,4325.68000,4334.42000,349.53000,75.00000,0.2146,-13.41,-13.41,SL,2026-06-17 11:30|BUY|breakout_family,1025742|2026-06-17 11:30|BUY|breakout_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 10:45:01,2026-06-17 11:59:26,Morning 06:00-11:59,0.01000,4327.99000,4324.50000,4324.54000,4333.17000,345.03000,50.00000,0.1449,-12.82,-12.82,SL,2026-06-17 10:45|BUY|round_family,1025742|2026-06-17 10:45|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 12:10:00,2026-06-17 12:10:59,Afternoon 12:00-15:59,0.01000,4327.52000,4324.02000,4324.05000,4332.50000,338.19000,75.00000,0.2218,-12.86,-12.86,SL,2026-06-17 12:10|BUY|round_family,1025742|2026-06-17 12:10|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 11:50:00,2026-06-17 12:16:37,Morning 06:00-11:59,0.01000,4326.45000,4320.95000,4330.11000,4320.95000,366.49000,50.00000,0.1364,20.19,20.19,TP,2026-06-17 11:50|SELL|round_family,1025742|2026-06-17 11:50|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 12:25:00,2026-06-17 12:31:43,Afternoon 12:00-15:59,0.01000,4324.54000,4319.93000,4319.91000,4330.99000,443.50000,75.00000,0.1691,-16.94,-16.94,SL,2026-06-17 12:25|BUY|round_family,1025742|2026-06-17 12:25|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 09:40:00,2026-06-17 12:45:46,Morning 06:00-11:59,0.01000,4328.21000,4318.59000,4334.62000,4318.59000,641.16000,75.00000,0.1170,35.32,35.32,TP,2026-06-17 09:40|SELL|round_family,1025742|2026-06-17 09:40|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 13:05:01,2026-06-17 13:15:08,Afternoon 12:00-15:59,0.01000,4323.23000,4326.35000,4326.32000,4318.82000,300.00000,50.00000,0.1667,-11.46,-11.46,SL,2026-06-17 13:05|SELL|round_family,1025742|2026-06-17 13:05|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 13:25:00,2026-06-17 13:26:34,Afternoon 12:00-15:59,0.01000,4328.05000,4332.30000,4324.80000,4332.30000,300.00000,50.00000,0.1667,15.60,15.60,TP,2026-06-17 13:25|BUY|round_family,1025742|2026-06-17 13:25|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 13:20:00,2026-06-17 13:30:17,Afternoon 12:00-15:59,0.01000,4327.07000,4334.26000,4322.28000,4334.26000,479.14000,50.00000,0.1044,26.40,26.40,TP,2026-06-17 13:20|BUY|round_family,1025742|2026-06-17 13:20|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 13:00:01,2026-06-17 13:30:18,Afternoon 12:00-15:59,0.01000,4324.97000,4335.12000,4318.24000,4335.12000,675.24000,50.00000,0.0740,37.27,37.27,TP,2026-06-17 13:00|BUY|round_family,1025742|2026-06-17 13:00|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 13:50:00,2026-06-17 13:58:59,Afternoon 12:00-15:59,0.01000,4326.89000,4329.96000,4329.84000,4322.17000,306.88000,50.00000,0.1629,-11.28,-11.28,SL,2026-06-17 13:50|SELL|round_family,1025742|2026-06-17 13:50|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-17 13:45:00,2026-06-17 14:14:53,Afternoon 12:00-15:59,0.01000,4328.25000,4331.43000,4331.34000,4323.84000,300.00000,75.00000,0.2500,-11.68,-11.68,SL,2026-06-17 13:45|SELL|round_family,1025742|2026-06-17 13:45|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-17 14:50:00,2026-06-17 15:03:00,Afternoon 12:00-15:59,0.01000,4332.97000,4329.57000,4329.58000,4338.01000,337.46000,50.00000,0.1482,-12.49,-12.49,SL,2026-06-17 14:50|BUY|round_family,1025742|2026-06-17 14:50|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920101,breakout_retest,BUY,2026-06-17 15:00:00,2026-06-17 15:10:03,Afternoon 12:00-15:59,0.01000,4332.03000,4327.70000,4327.70000,4338.53000,433.11000,50.00000,0.1154,-15.91,-15.91,SL,2026-06-17 15:00|BUY|breakout_family,1025742|2026-06-17 15:00|BUY|breakout_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920101,breakout_retest,SELL,2026-06-17 15:45:00,2026-06-17 16:08:40,Afternoon 12:00-15:59,0.01000,4325.63000,4321.19000,4328.69000,4321.19000,300.00000,50.00000,0.1667,16.30,16.30,TP,2026-06-17 15:45|SELL|breakout_family,1025742|2026-06-17 15:45|SELL|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,920201,swing_breakout_retest_v0,SELL,2026-06-17 15:50:00,2026-06-17 16:12:47,Afternoon 12:00-15:59,0.01000,4325.01000,4320.30000,4328.25000,4320.30000,317.94000,50.00000,0.1573,17.29,17.29,TP,2026-06-17 15:50|SELL|breakout_family,1025742|2026-06-17 15:50|SELL|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
1025742,921101,symbol_normalized_round_retest_v0_repair_v1,SELL,2026-06-17 17:10:01,2026-06-17 17:13:32,Evening 16:00-19:59,0.01000,4327.24000,4333.82000,4333.78000,4318.06000,628.56000,50.00000,0.0795,-24.18,-24.18,SL,2026-06-17 17:10|SELL|round_family,1025742|2026-06-17 17:10|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260617.csv
