date,gold_open,gold_high,gold_low,gold_close,net_move_pts,day_type,bar_rows,first_bar_utc,last_bar_utc
2026-06-19,4216.81000,4219.41000,4121.71000,4155.26000,-6155.00,down,240,2026-06-18 20:00:00,2026-06-19 16:55:00
