account,account_login,server,position_ticket,magic,lane,candidate,direction,entry_time_dubai,exit_time_dubai,session,lots,entry,exit,sl,tp,stop_distance_points,spread_points,cost_r,profit_aed,profit_aed_001,exit_reason,unique_signal,cofire_flag,cofire_members,broker_closed,replay_resolvable
A3,1033669,Capital.ComMena-Demo,4093603,933100,A3 retired round structure,a3_round_structure_v1,SELL,2026-06-16 05:10:00,2026-06-16 07:41:48,Night 20:00-05:59,0.01,4318.76,4328.47,4328.47,4303.77,987.89,50.00,0.0506,-35.67,-35.67,SL,2026-06-16 05:10|XAUUSD|SELL|4318.76,true,A1:920401:round_number_retest_v0:4093607;A3:933100:a3_round_structure_v1:4093603,true,false
A1,1025742,Capital.ComMena-Demo,4093607,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 05:10:01,2026-06-16 07:41:49,Night 20:00-05:59,0.01,4318.76,4328.71,4328.62,4303.92,987.89,50.00,0.0506,-36.56,-36.56,SL,2026-06-16 05:10|XAUUSD|SELL|4318.76,true,A1:920401:round_number_retest_v0:4093607;A3:933100:a3_round_structure_v1:4093603,true,false
A3,1033669,Capital.ComMena-Demo,4093605,933000,A3 retired round guard,a3_round_guard_v1,SELL,2026-06-16 05:10:01,2026-06-16 07:41:49,Night 20:00-05:59,0.01,4318.74,4328.71,4328.62,4303.92,987.89,50.00,0.0506,-36.63,-36.63,SL,2026-06-16 05:10|XAUUSD|SELL|4318.74,false,,true,false
A1,1025742,Capital.ComMena-Demo,4093740,920301,A1 round,symbol_normalized_round_retest_v0,SELL,2026-06-16 05:20:00,2026-06-16 05:26:00,Night 20:00-05:59,0.01,4319.05,4324.10,4324.25,4311.08,526.61,50.00,0.0949,-18.55,-18.55,SL,2026-06-16 05:20|XAUUSD|SELL|4319.05,false,,true,false
A1,1025742,Capital.ComMena-Demo,4094014,920201,A1 accepted swing breakout,swing_breakout_retest_v0,BUY,2026-06-16 05:25:01,2026-06-16 05:32:20,Night 20:00-05:59,0.01,4319.72,4316.45,4316.46,4324.56,324.14,50.00,0.1543,-12.01,-12.01,SL,2026-06-16 05:25|XAUUSD|BUY|4319.72,false,,true,false
A1,1025742,Capital.ComMena-Demo,4094215,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 05:35:00,2026-06-16 07:27:42,Night 20:00-05:59,0.01,4315.42,4322.24,4322.02,4305.59,657.49,50.00,0.0760,-25.06,-25.06,SL,2026-06-16 05:35|XAUUSD|SELL|4315.42,false,,true,false
A1,1025742,Capital.ComMena-Demo,4095060,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 06:30:00,2026-06-16 06:32:31,Morning 06:00-11:59,0.01,4313.26,4317.76,4310.26,4317.76,300.00,50.00,0.1667,16.52,16.52,TP,2026-06-16 06:30|XAUUSD|BUY|4313.26,false,,true,false
A1,1025742,Capital.ComMena-Demo,4095110,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 06:35:00,2026-06-16 06:38:46,Morning 06:00-11:59,0.01,4318.27,4314.79,4314.95,4323.19,329.51,75.00,0.2276,-12.79,-12.79,SL,2026-06-16 06:35|XAUUSD|BUY|4318.27,false,,true,false
A1,1025742,Capital.ComMena-Demo,4095204,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 06:50:00,2026-06-16 06:57:39,Morning 06:00-11:59,0.01,4312.48,4319.20,4307.92,4319.20,451.48,75.00,0.1661,24.68,24.68,TP,2026-06-16 06:50|XAUUSD|BUY|4312.48,false,,true,false
A1,1025742,Capital.ComMena-Demo,4095498,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 07:20:00,2026-06-16 07:27:41,Morning 06:00-11:59,0.01,4317.64,4321.67,4321.65,4311.77,395.31,50.00,0.1265,-14.81,-14.81,SL,2026-06-16 07:20|XAUUSD|SELL|4317.64,false,,true,false
A1,1025742,Capital.ComMena-Demo,4095861,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 07:55:00,2026-06-16 08:05:06,Morning 06:00-11:59,0.01,4332.20,4328.43,4328.91,4337.08,326.68,50.00,0.1531,-13.85,-13.85,SL,2026-06-16 07:55|XAUUSD|BUY|4332.20,false,,true,false
A1,1025742,Capital.ComMena-Demo,4095942,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 08:10:02,2026-06-16 08:27:18,Morning 06:00-11:59,0.01,4328.32,4323.21,4331.54,4323.21,333.40,50.00,0.1500,18.76,18.76,TP,2026-06-16 08:10|XAUUSD|SELL|4328.32,true,A1:920401:round_number_retest_v0:4095942;A3:933100:a3_round_structure_v1:4095943,true,false
A3,1033669,Capital.ComMena-Demo,4095943,933100,A3 retired round structure,a3_round_structure_v1,SELL,2026-06-16 08:10:03,2026-06-16 08:27:10,Morning 06:00-11:59,0.01,4328.32,4323.32,4331.65,4323.32,333.40,50.00,0.1500,18.36,18.36,TP,2026-06-16 08:10|XAUUSD|SELL|4328.32,true,A1:920401:round_number_retest_v0:4095942;A3:933100:a3_round_structure_v1:4095943,true,false
A1,1025742,Capital.ComMena-Demo,4095982,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 08:15:01,2026-06-16 08:30:48,Morning 06:00-11:59,0.01,4326.86,4322.36,4329.86,4322.36,300.00,50.00,0.1667,16.52,16.52,TP,2026-06-16 08:15|XAUUSD|SELL|4326.86,false,,true,false
A1,1025742,Capital.ComMena-Demo,4096041,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 08:30:01,2026-06-16 09:03:20,Morning 06:00-11:59,0.01,4322.86,4325.89,4325.86,4318.36,300.00,50.00,0.1667,-11.13,-11.13,SL,2026-06-16 08:30|XAUUSD|SELL|4322.86,false,,true,false
A1,1025742,Capital.ComMena-Demo,4096088,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 08:45:01,2026-06-16 09:03:23,Morning 06:00-11:59,0.01,4323.14,4326.29,4326.28,4318.24,321.61,50.00,0.1555,-11.57,-11.57,SL,2026-06-16 08:45|XAUUSD|SELL|4323.14,false,,true,false
A1,1025742,Capital.ComMena-Demo,4096254,920201,A1 accepted swing breakout,swing_breakout_retest_v0,BUY,2026-06-16 09:10:00,2026-06-16 09:32:31,Morning 06:00-11:59,0.01,4328.56,4323.79,4323.89,4335.56,466.69,50.00,0.1071,-17.52,-17.52,SL,2026-06-16 09:10|XAUUSD|BUY|4328.56,true,A1:920201:swing_breakout_retest_v0:4096254;A1:920401:round_number_retest_v0:4096256;A3:933000:a3_round_guard_v1:4096255,true,false
A3,1033669,Capital.ComMena-Demo,4096255,933000,A3 retired round guard,a3_round_guard_v1,BUY,2026-06-16 09:10:00,2026-06-16 09:32:31,Morning 06:00-11:59,0.01,4328.56,4323.79,4323.89,4335.56,466.69,50.00,0.1071,-17.52,-17.52,SL,2026-06-16 09:10|XAUUSD|BUY|4328.56,true,A1:920201:swing_breakout_retest_v0:4096254;A1:920401:round_number_retest_v0:4096256;A3:933000:a3_round_guard_v1:4096255,true,false
A1,1025742,Capital.ComMena-Demo,4096256,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 09:10:01,2026-06-16 09:32:31,Morning 06:00-11:59,0.01,4328.56,4323.79,4323.89,4335.56,466.69,50.00,0.1071,-17.52,-17.52,SL,2026-06-16 09:10|XAUUSD|BUY|4328.56,true,A1:920201:swing_breakout_retest_v0:4096254;A1:920401:round_number_retest_v0:4096256;A3:933000:a3_round_guard_v1:4096255,true,false
A3,1033669,Capital.ComMena-Demo,4096257,933100,A3 retired round structure,a3_round_structure_v1,BUY,2026-06-16 09:10:01,2026-06-16 09:32:31,Morning 06:00-11:59,0.01,4328.59,4323.79,4323.89,4335.56,466.69,50.00,0.1071,-17.64,-17.64,SL,2026-06-16 09:10|XAUUSD|BUY|4328.59,false,,true,false
A1,1025742,Capital.ComMena-Demo,4096444,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 09:30:01,2026-06-16 09:32:30,Morning 06:00-11:59,0.01,4327.84,4324.11,4324.46,4331.96,300.00,50.00,0.1667,-13.70,-13.70,SL,2026-06-16 09:30|XAUUSD|BUY|4327.84,false,,true,false
A1,1025742,Capital.ComMena-Demo,4096675,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 09:40:01,2026-06-16 11:04:57,Morning 06:00-11:59,0.01,4316.41,4327.14,4327.25,4301.12,1045.08,50.00,0.0478,-39.42,-39.42,SL,2026-06-16 09:40|XAUUSD|SELL|4316.41,false,,true,false
A3,1033669,Capital.ComMena-Demo,4096674,933000,A3 retired round guard,a3_round_guard_v1,SELL,2026-06-16 09:40:01,2026-06-16 11:04:57,Morning 06:00-11:59,0.01,4316.47,4327.14,4327.23,4301.10,1045.08,50.00,0.0478,-39.20,-39.20,SL,2026-06-16 09:40|XAUUSD|SELL|4316.47,false,,true,false
A1,1025742,Capital.ComMena-Demo,4097006,920301,A1 round,symbol_normalized_round_retest_v0,SELL,2026-06-16 10:00:00,2026-06-16 10:11:45,Morning 06:00-11:59,0.01,4316.01,4319.52,4319.48,4310.53,357.95,50.00,0.1397,-12.90,-12.90,SL,2026-06-16 10:00|XAUUSD|SELL|4316.01,false,,true,false
A1,1025742,Capital.ComMena-Demo,4097577,920301,A1 round,symbol_normalized_round_retest_v0,SELL,2026-06-16 10:45:00,2026-06-16 10:51:43,Morning 06:00-11:59,0.01,4316.07,4319.60,4319.62,4310.63,359.54,50.00,0.1391,-12.97,-12.97,SL,2026-06-16 10:45|XAUUSD|SELL|4316.07,false,,true,false
A1,1025742,Capital.ComMena-Demo,4097925,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 11:05:00,2026-06-16 12:06:34,Morning 06:00-11:59,0.01,4327.24,4335.61,4321.41,4335.61,568.02,50.00,0.0880,30.73,30.73,TP,2026-06-16 11:05|XAUUSD|BUY|4327.24,true,A1:920401:round_number_retest_v0:4097925;A3:933100:a3_round_structure_v1:4097926,true,false
A3,1033669,Capital.ComMena-Demo,4097928,933000,A3 retired round guard,a3_round_guard_v1,BUY,2026-06-16 11:05:00,2026-06-16 12:07:33,Morning 06:00-11:59,0.01,4327.30,4335.80,4321.60,4335.80,568.02,50.00,0.0880,31.21,31.21,TP,2026-06-16 11:05|XAUUSD|BUY|4327.30,false,,true,false
A3,1033669,Capital.ComMena-Demo,4097926,933100,A3 retired round structure,a3_round_structure_v1,BUY,2026-06-16 11:05:00,2026-06-16 12:06:34,Morning 06:00-11:59,0.01,4327.24,4335.61,4321.41,4335.61,568.02,50.00,0.0880,30.73,30.73,TP,2026-06-16 11:05|XAUUSD|BUY|4327.24,true,A1:920401:round_number_retest_v0:4097925;A3:933100:a3_round_structure_v1:4097926,true,false
A1,1025742,Capital.ComMena-Demo,4098739,920501,A1 session extreme,session_extreme_retest_v0,BUY,2026-06-16 12:10:00,2026-06-16 12:42:54,Afternoon 12:00-15:59,0.01,4339.46,4343.98,4335.91,4343.98,322.59,50.00,0.1550,16.60,16.60,TP,2026-06-16 12:10|XAUUSD|BUY|4339.46,false,,true,false
A1,1025742,Capital.ComMena-Demo,4099007,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 12:25:00,2026-06-16 12:26:03,Afternoon 12:00-15:59,0.01,4337.77,4342.59,4342.43,4330.78,465.99,75.00,0.1609,-17.71,-17.71,SL,2026-06-16 12:25|XAUUSD|SELL|4337.77,false,,true,false
A1,1025742,Capital.ComMena-Demo,4099363,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 12:45:00,2026-06-16 13:29:33,Afternoon 12:00-15:59,0.01,4343.56,4338.77,4338.84,4350.67,473.22,75.00,0.1585,-17.60,-17.60,SL,2026-06-16 12:45|XAUUSD|BUY|4343.56,true,A1:920401:round_number_retest_v0:4099363;A3:933100:a3_round_structure_v1:4099362,true,false
A3,1033669,Capital.ComMena-Demo,4099362,933100,A3 retired round structure,a3_round_structure_v1,BUY,2026-06-16 12:45:00,2026-06-16 13:29:33,Afternoon 12:00-15:59,0.01,4343.56,4338.77,4338.82,4350.65,473.22,50.00,0.1057,-17.60,-17.60,SL,2026-06-16 12:45|XAUUSD|BUY|4343.56,true,A1:920401:round_number_retest_v0:4099363;A3:933100:a3_round_structure_v1:4099362,true,false
A1,1025742,Capital.ComMena-Demo,4099951,920301,A1 round,symbol_normalized_round_retest_v0,BUY,2026-06-16 13:40:00,2026-06-16 13:45:54,Afternoon 12:00-15:59,0.01,4346.51,4340.58,4340.66,4355.29,585.29,50.00,0.0854,-21.79,-21.79,SL,2026-06-16 13:40|XAUUSD|BUY|4346.51,false,,true,false
A3,1033669,Capital.ComMena-Demo,4099953,933100,A3 retired round structure,a3_round_structure_v1,BUY,2026-06-16 13:40:00,2026-06-16 13:45:54,Afternoon 12:00-15:59,0.01,4346.52,4340.58,4340.66,4355.29,585.29,50.00,0.0854,-21.83,-21.83,SL,2026-06-16 13:40|XAUUSD|BUY|4346.52,false,,true,false
A3,1033669,Capital.ComMena-Demo,4099954,933000,A3 retired round guard,a3_round_guard_v1,BUY,2026-06-16 13:40:01,2026-06-16 13:45:54,Afternoon 12:00-15:59,0.01,4346.28,4340.57,4340.63,4355.26,585.29,75.00,0.1281,-20.98,-20.98,SL,2026-06-16 13:40|XAUUSD|BUY|4346.28,false,,true,false
A1,1025742,Capital.ComMena-Demo,4100780,920301,A1 round,symbol_normalized_round_retest_v0,BUY,2026-06-16 15:15:01,2026-06-16 15:36:35,Afternoon 12:00-15:59,0.01,4341.77,4336.07,4336.17,4350.24,562.67,75.00,0.1333,-20.94,-20.94,SL,2026-06-16 15:15|XAUUSD|BUY|4341.77,false,,true,false
A3,1033669,Capital.ComMena-Demo,4100781,933100,A3 retired round structure,a3_round_structure_v1,BUY,2026-06-16 15:15:01,2026-06-16 15:36:35,Afternoon 12:00-15:59,0.01,4341.79,4336.07,4336.14,4350.21,562.67,75.00,0.1333,-21.02,-21.02,SL,2026-06-16 15:15|XAUUSD|BUY|4341.79,false,,true,false
A1,1025742,Capital.ComMena-Demo,4100979,920201,A1 accepted swing breakout,swing_breakout_retest_v0,SELL,2026-06-16 15:20:00,2026-06-16 15:36:37,Afternoon 12:00-15:59,0.01,4340.48,4335.55,4343.95,4335.55,336.16,75.00,0.2231,18.10,18.10,TP,2026-06-16 15:20|XAUUSD|SELL|4340.48,false,,true,false
A3,1033669,Capital.ComMena-Demo,4100993,933200,A3 breakout plain,a3_breakout_plain,SELL,2026-06-16 15:23:38,2026-06-16 15:29:02,Afternoon 12:00-15:59,0.01,4339.80,4343.28,4343.18,4334.78,336.16,50.00,0.1487,-12.79,-12.79,SL,2026-06-16 15:23|XAUUSD|SELL|4339.80,false,,true,false
A1,1025742,Capital.ComMena-Demo,4101001,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 15:25:00,2026-06-16 15:36:25,Afternoon 12:00-15:59,0.01,4341.22,4337.29,4337.40,4346.95,382.18,50.00,0.1308,-14.44,-14.44,SL,2026-06-16 15:25|XAUUSD|BUY|4341.22,false,,true,false
A1,1025742,Capital.ComMena-Demo,4101029,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 15:30:00,2026-06-16 15:31:44,Afternoon 12:00-15:59,0.01,4342.50,4339.27,4339.32,4346.82,300.00,75.00,0.2500,-11.87,-11.87,SL,2026-06-16 15:30|XAUUSD|BUY|4342.50,false,,true,false
A1,1025742,Capital.ComMena-Demo,4101072,920201,A1 accepted swing breakout,swing_breakout_retest_v0,SELL,2026-06-16 15:35:00,2026-06-16 15:36:37,Afternoon 12:00-15:59,0.01,4340.50,4335.69,4343.83,4335.69,325.54,75.00,0.2304,17.66,17.66,TP,2026-06-16 15:35|XAUUSD|SELL|4340.50,false,,true,false
A1,1025742,Capital.ComMena-Demo,4101164,920201,A1 accepted swing breakout,swing_breakout_retest_v0,SELL,2026-06-16 15:40:00,2026-06-16 16:08:42,Afternoon 12:00-15:59,0.01,4338.45,4343.23,4342.96,4331.89,442.54,50.00,0.1130,-17.56,-17.56,SL,2026-06-16 15:40|XAUUSD|SELL|4338.45,false,,true,false
A3,1033669,Capital.ComMena-Demo,4101166,933200,A3 breakout plain,a3_breakout_plain,SELL,2026-06-16 15:40:01,2026-06-16 16:08:36,Afternoon 12:00-15:59,0.01,4337.98,4342.74,4342.69,4331.62,442.54,50.00,0.1130,-17.49,-17.49,SL,2026-06-16 15:40|XAUUSD|SELL|4337.98,false,,true,false
A1,1025742,Capital.ComMena-Demo,4101660,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 16:15:01,2026-06-16 16:20:43,Evening 16:00-19:59,0.01,4344.70,4337.52,4337.55,4355.62,722.65,50.00,0.0692,-26.38,-26.38,SL,2026-06-16 16:15|XAUUSD|BUY|4344.70,false,,true,false
A1,1025742,Capital.ComMena-Demo,4101856,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 16:25:00,2026-06-16 16:46:16,Evening 16:00-19:59,0.01,4342.03,4350.13,4336.63,4350.13,540.05,50.00,0.0926,29.74,29.74,TP,2026-06-16 16:25|XAUUSD|BUY|4342.03,false,,true,false
A1,1025742,Capital.ComMena-Demo,4101902,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 16:30:00,2026-06-16 16:52:12,Evening 16:00-19:59,0.01,4344.16,4353.70,4337.77,4353.70,637.10,50.00,0.0785,35.03,35.03,TP,2026-06-16 16:30|XAUUSD|BUY|4344.16,false,,true,false
A1,1025742,Capital.ComMena-Demo,4102003,920401,A1 round,round_number_retest_v0,BUY,2026-06-16 16:35:00,2026-06-16 16:51:37,Evening 16:00-19:59,0.01,4344.82,4352.45,4339.80,4352.45,505.89,50.00,0.0988,28.02,28.02,TP,2026-06-16 16:35|XAUUSD|BUY|4344.82,false,,true,false
A1,1025742,Capital.ComMena-Demo,4102479,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 17:10:00,2026-06-16 18:16:53,Evening 16:00-19:59,0.01,4342.71,4330.51,4351.18,4330.51,826.92,75.00,0.0907,44.80,44.80,TP,2026-06-16 17:10|XAUUSD|SELL|4342.71,false,,true,false
A1,1025742,Capital.ComMena-Demo,4102477,921101,A1 repair,symbol_normalized_round_retest_v0_repair_v1,SELL,2026-06-16 17:10:00,2026-06-16 18:16:52,Evening 16:00-19:59,0.01,4342.86,4330.57,4351.24,4330.57,826.92,50.00,0.0605,45.13,45.13,TP,2026-06-16 17:10|XAUUSD|SELL|4342.86,false,,true,false
A1,1025742,Capital.ComMena-Demo,4103112,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 17:30:00,2026-06-16 18:19:43,Evening 16:00-19:59,0.01,4334.83,4322.89,4342.94,4322.89,802.09,75.00,0.0935,43.84,43.84,TP,2026-06-16 17:30|XAUUSD|SELL|4334.83,false,,true,false
A1,1025742,Capital.ComMena-Demo,4103111,921101,A1 repair,symbol_normalized_round_retest_v0_repair_v1,SELL,2026-06-16 17:30:00,2026-06-16 18:19:43,Evening 16:00-19:59,0.01,4334.59,4322.98,4343.03,4322.98,802.09,75.00,0.0935,42.63,42.63,TP,2026-06-16 17:30|XAUUSD|SELL|4334.59,false,,true,false
A1,1025742,Capital.ComMena-Demo,4103396,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 17:40:00,2026-06-16 18:18:15,Evening 16:00-19:59,0.01,4337.28,4326.89,4344.76,4326.89,714.69,50.00,0.0700,38.15,38.15,TP,2026-06-16 17:40|XAUUSD|SELL|4337.28,false,,true,false
A1,1025742,Capital.ComMena-Demo,4103395,921101,A1 repair,symbol_normalized_round_retest_v0_repair_v1,SELL,2026-06-16 17:40:00,2026-06-16 18:18:15,Evening 16:00-19:59,0.01,4337.53,4326.78,4344.65,4326.78,714.69,50.00,0.0700,39.47,39.47,TP,2026-06-16 17:40|XAUUSD|SELL|4337.53,false,,true,false
A1,1025742,Capital.ComMena-Demo,4103672,921101,A1 repair,symbol_normalized_round_retest_v0_repair_v1,SELL,2026-06-16 17:55:00,2026-06-16 18:18:25,Evening 16:00-19:59,0.01,4336.49,4326.52,4343.26,4326.52,669.54,50.00,0.0747,36.60,36.60,TP,2026-06-16 17:55|XAUUSD|SELL|4336.49,false,,true,false
A1,1025742,Capital.ComMena-Demo,4103674,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 17:55:01,2026-06-16 18:18:25,Evening 16:00-19:59,0.01,4336.48,4326.52,4343.26,4326.52,669.54,50.00,0.0747,36.57,36.57,TP,2026-06-16 17:55|XAUUSD|SELL|4336.48,false,,true,false
A1,1025742,Capital.ComMena-Demo,4103889,921101,A1 repair,symbol_normalized_round_retest_v0_repair_v1,SELL,2026-06-16 18:00:00,2026-06-16 18:01:13,Evening 16:00-19:59,0.01,4332.32,4338.69,4338.59,4323.02,622.54,50.00,0.0803,-23.40,-23.40,SL,2026-06-16 18:00|XAUUSD|SELL|4332.32,false,,true,false
A1,1025742,Capital.ComMena-Demo,4103890,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 18:00:01,2026-06-16 18:01:13,Evening 16:00-19:59,0.01,4332.30,4338.69,4338.57,4323.00,622.54,50.00,0.0803,-23.48,-23.48,SL,2026-06-16 18:00|XAUUSD|SELL|4332.30,false,,true,false
A1,1025742,Capital.ComMena-Demo,4104178,920501,A1 session extreme,session_extreme_retest_v0,BUY,2026-06-16 18:15:01,2026-06-16 18:17:19,Evening 16:00-19:59,0.01,4335.45,4327.78,4328.96,4344.81,633.90,75.00,0.1183,-28.18,-28.18,SL,2026-06-16 18:15|XAUUSD|BUY|4335.45,false,,true,false
A1,1025742,Capital.ComMena-Demo,4104670,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 18:30:00,2026-06-16 18:37:45,Evening 16:00-19:59,0.01,4319.39,4324.76,4324.73,4311.76,518.69,75.00,0.1446,-19.73,-19.73,SL,2026-06-16 18:30|XAUUSD|SELL|4319.39,true,A1:920401:round_number_retest_v0:4104670;A1:921101:symbol_normalized_round_retest_v0_repair_v1:4104669,true,false
A1,1025742,Capital.ComMena-Demo,4104669,921101,A1 repair,symbol_normalized_round_retest_v0_repair_v1,SELL,2026-06-16 18:30:00,2026-06-16 18:37:45,Evening 16:00-19:59,0.01,4319.39,4324.76,4324.73,4311.76,518.69,75.00,0.1446,-19.73,-19.73,SL,2026-06-16 18:30|XAUUSD|SELL|4319.39,true,A1:920401:round_number_retest_v0:4104670;A1:921101:symbol_normalized_round_retest_v0_repair_v1:4104669,true,false
A1,1025742,Capital.ComMena-Demo,4104845,920401,A1 round,round_number_retest_v0,SELL,2026-06-16 18:35:00,2026-06-16 18:41:12,Evening 16:00-19:59,0.01,4317.57,4326.73,4326.42,4304.30,884.56,50.00,0.0565,-33.66,-33.66,SL,2026-06-16 18:35|XAUUSD|SELL|4317.57,true,A1:920401:round_number_retest_v0:4104845;A1:921101:symbol_normalized_round_retest_v0_repair_v1:4104846,true,false
