account,entry_time_utc,entry_time_dubai,exit_time_utc,candidate,magic,direction,lots,entry_price,exit_price,sl,tp,stop_distance_points,spread_points,cost_r,exit_reason,profit_aed,dirstate_regime
1033030,2026-06-19 15:25:01,2026-06-19 19:25:01,2026-06-19 15:30:27,breakout_retest,920101,BUY,0.01000,4153.30000,4150.27000,4150.34000,4157.84000,300.00000,50.00000,0.1667,SL,-11.13,FLAT
1033030,2026-06-19 15:35:00,2026-06-19 19:35:00,2026-06-19 15:38:52,breakout_retest,920101,BUY,0.01000,4152.03000,4148.67000,4148.84000,4156.76000,316.53000,50.00000,0.1580,SL,-12.34,FLAT
