year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,228,165.92842872914736,173.9173176180362,7.988888888888852
2022,110,109,57.11887127926752,63.44681215987511,6.327940880607585
2023,242,240,341.959366499673,351.589366499673,9.629999999999995
2024,326,322,731.5260613265943,742.6645032059149,11.138441879320567
2025,350,347,1167.0903446200266,1184.190369099474,17.100024479447484
2026,132,131,1139.9422811173051,1165.5334898378358,25.59120872053063
