family,signal_time_utc,signal_complete_utc,entry_time_utc,state_latest_allowed_utc,prior_window_start_utc,prior_window_end_utc,prior_m5_bars,prior_open,prior_high,prior_low,prior_close,prior_range,prior_range_pips,close_location,body_fraction,side,signal_eligible,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed,state_known_at_utc,state_known_lag_hours,neutral_owned,entry_bar_available,risk_eligible,state_fresh,entry_price_decision_time,stop_price_decision_time,risk_distance,risk_pips
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-13 23:55:00+00:00,2019-02-14 00:00:00+00:00,2019-02-14 00:00:00+00:00,2019-02-13 23:00:00+00:00,2019-02-13 00:00:00+00:00,2019-02-14 00:00:00+00:00,288,1.133385,1.1341549999999998,1.12493,1.1264750000000001,0.009224999999999817,92.24999999999817,0.16747967479676534,0.7490514905149169,LONG,True,2019-02-13 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-02-13 21:00:00+00:00,3.0,True,True,True,True,1.12654,1.1242337500000001,0.002306249999999954,23.06249999999954
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-25 23:55:00+00:00,2019-02-26 00:00:00+00:00,2019-02-26 00:00:00+00:00,2019-02-25 23:00:00+00:00,2019-02-25 00:00:00+00:00,2019-02-26 00:00:00+00:00,288,1.1342249999999998,1.13676,1.13368,1.136485,0.0030799999999999716,30.799999999999716,0.9107142857142767,0.7337662337662895,SHORT,True,2019-02-25 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,2019-02-25 21:00:00+00:00,3.0,False,True,False,True,1.13646,1.13726,0.0007999999999999119,7.999999999999119
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-26 23:55:00+00:00,2019-02-27 00:00:00+00:00,2019-02-27 00:00:00+00:00,2019-02-26 23:00:00+00:00,2019-02-26 00:00:00+00:00,2019-02-27 00:00:00+00:00,288,1.136485,1.14028,1.1345200000000002,1.1393149999999999,0.005759999999999765,57.59999999999765,0.8324652777777528,0.49131944444444503,SHORT,True,2019-02-26 20:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,False,2019-02-26 21:00:00+00:00,3.0,False,True,False,True,1.1393,1.1407399999999999,0.0014399999999998858,14.399999999998858
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-07 23:55:00+00:00,2019-03-08 00:00:00+00:00,2019-03-08 00:00:00+00:00,2019-03-07 23:00:00+00:00,2019-03-07 00:00:00+00:00,2019-03-08 00:00:00+00:00,288,1.1313149999999998,1.1320350000000001,1.117645,1.119825,0.014390000000000125,143.90000000000126,0.151494093120226,0.7984711605281222,LONG,True,2019-03-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-03-07 21:00:00+00:00,3.0,True,True,True,True,1.11988,1.1162825,0.00359749999999992,35.9749999999992
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-13 23:55:00+00:00,2019-03-14 00:00:00+00:00,2019-03-14 00:00:00+00:00,2019-03-13 23:00:00+00:00,2019-03-13 00:00:00+00:00,2019-03-14 00:00:00+00:00,288,1.1286550000000002,1.1338650000000001,1.127745,1.1330399999999998,0.006120000000000125,61.20000000000125,0.8651960784313266,0.7165032679737826,SHORT,True,2019-03-13 19:00:00+00:00,USD_DOWN,ESTABLISHED,True,False,False,2019-03-13 20:00:00+00:00,4.0,False,True,False,True,1.13303,1.13456,0.0015300000000000313,15.300000000000313
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-20 23:55:00+00:00,2019-03-21 00:00:00+00:00,2019-03-21 00:00:00+00:00,2019-03-20 23:00:00+00:00,2019-03-20 00:00:00+00:00,2019-03-21 00:00:00+00:00,288,1.1354449999999998,1.144815,1.1335549999999999,1.142855,0.011260000000000048,112.60000000000048,0.8259325044405015,0.6580817051509864,SHORT,True,2019-03-20 20:00:00+00:00,USD_DOWN,TRANSITION,False,False,False,2019-03-20 21:00:00+00:00,3.0,False,True,False,True,1.1428099999999999,1.145625,0.002815000000000012,28.15000000000012
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-26 23:55:00+00:00,2019-03-27 00:00:00+00:00,2019-03-27 00:00:00+00:00,2019-03-26 23:00:00+00:00,2019-03-26 00:00:00+00:00,2019-03-27 00:00:00+00:00,288,1.1315300000000001,1.1326,1.126335,1.127405,0.006264999999999965,62.64999999999965,0.1707901037509833,0.6584197924980334,LONG,True,2019-03-26 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-03-26 21:00:00+00:00,3.0,True,True,True,True,1.12745,1.12588375,0.0015662499999999913,15.662499999999913
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-01 23:55:00+00:00,2019-04-02 00:00:00+00:00,2019-04-02 00:00:00+00:00,2019-04-01 23:00:00+00:00,2019-04-01 00:00:00+00:00,2019-04-02 00:00:00+00:00,288,1.1223299999999998,1.1249950000000002,1.119885,1.12051,0.00511000000000017,51.1000000000017,0.122309197651635,0.35616438356161884,LONG,True,2019-04-01 20:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,2019-04-01 21:00:00+00:00,3.0,False,True,False,True,1.12057,1.1192925,0.0012775000000000425,12.775000000000425
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-03 23:55:00+00:00,2019-04-04 00:00:00+00:00,2019-04-04 00:00:00+00:00,2019-04-03 23:00:00+00:00,2019-04-03 00:00:00+00:00,2019-04-04 00:00:00+00:00,288,1.1203400000000001,1.12548,1.120205,1.1244800000000001,0.005275000000000141,52.75000000000141,0.8104265402843861,0.784834123222734,SHORT,True,2019-04-03 19:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,2019-04-03 20:00:00+00:00,4.0,False,True,False,True,1.12446,1.12577875,0.0013187500000000352,13.187500000000352
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-16 23:55:00+00:00,2019-04-17 00:00:00+00:00,2019-04-17 00:00:00+00:00,2019-04-16 23:00:00+00:00,2019-04-16 00:00:00+00:00,2019-04-17 00:00:00+00:00,288,1.13045,1.131405,1.1279,1.1284649999999998,0.0035050000000000914,35.050000000000914,0.16119828815974663,0.5663338088445289,LONG,True,2019-04-16 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,2019-04-16 21:00:00+00:00,3.0,False,True,False,True,1.12853,1.12765375,0.0008762500000001339,8.762500000001339
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-18 23:55:00+00:00,2019-04-19 00:00:00+00:00,2019-04-19 00:00:00+00:00,2019-04-18 23:00:00+00:00,2019-04-18 00:00:00+00:00,2019-04-19 00:00:00+00:00,288,1.1296599999999999,1.130405,1.1226250000000002,1.12351,0.007779999999999898,77.79999999999897,0.11375321336758537,0.7904884318766013,LONG,True,2019-04-18 20:00:00+00:00,USD_UP,ESTABLISHED,False,True,False,2019-04-18 21:00:00+00:00,3.0,False,True,False,True,1.1235700000000002,1.1216250000000003,0.0019449999999998635,19.449999999998635
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-22 23:55:00+00:00,2019-04-23 00:00:00+00:00,2019-04-23 00:00:00+00:00,2019-04-22 23:00:00+00:00,2019-04-22 00:00:00+00:00,2019-04-23 00:00:00+00:00,288,1.124425,1.12621,1.12358,1.125855,0.00262999999999991,26.299999999999102,0.8650190114068839,0.5437262357414795,SHORT,True,2019-04-22 20:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,2019-04-22 21:00:00+00:00,3.0,False,True,False,True,1.12584,1.1266399999999999,0.0007999999999999119,7.999999999999119
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-24 23:55:00+00:00,2019-04-25 00:00:00+00:00,2019-04-25 00:00:00+00:00,2019-04-24 23:00:00+00:00,2019-04-24 00:00:00+00:00,2019-04-25 00:00:00+00:00,288,1.122405,1.122425,1.114065,1.115345,0.008359999999999923,83.59999999999923,0.15311004784688512,0.8444976076555181,LONG,True,2019-04-24 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-24 21:00:00+00:00,3.0,True,True,True,True,1.11542,1.1133300000000002,0.0020899999999999253,20.899999999999253
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-29 23:55:00+00:00,2019-04-30 00:00:00+00:00,2019-04-30 00:00:00+00:00,2019-04-29 23:00:00+00:00,2019-04-29 00:00:00+00:00,2019-04-30 00:00:00+00:00,288,1.114945,1.1187,1.114515,1.1185,0.004185000000000105,41.85000000000105,0.9522102747909265,0.8494623655913704,SHORT,True,2019-04-29 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-29 21:00:00+00:00,3.0,True,True,True,True,1.11846,1.1195062500000001,0.0010462500000001373,10.462500000001373
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-05-02 23:55:00+00:00,2019-05-03 00:00:00+00:00,2019-05-03 00:00:00+00:00,2019-05-02 23:00:00+00:00,2019-05-02 00:00:00+00:00,2019-05-03 00:00:00+00:00,288,1.1202450000000002,1.121915,1.11708,1.117305,0.004834999999999923,48.34999999999923,0.04653567735262116,0.6080661840745009,LONG,True,2019-05-02 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False,2019-05-02 21:00:00+00:00,3.0,True,True,True,True,1.1173600000000001,1.1161512500000002,0.0012087499999999807,12.087499999999807
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-05-14 23:55:00+00:00,2019-05-15 00:00:00+00:00,2019-05-15 00:00:00+00:00,2019-05-14 23:00:00+00:00,2019-05-14 00:00:00+00:00,2019-05-15 00:00:00+00:00,288,1.123215,1.1244,1.12013,1.1203349999999999,0.004269999999999996,42.69999999999996,0.04800936768144939,0.674473067915742,LONG,True,2019-05-14 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-05-14 21:00:00+00:00,3.0,True,True,True,True,1.12039,1.1193225,0.001067499999999999,10.67499999999999
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-05-16 23:55:00+00:00,2019-05-17 00:00:00+00:00,2019-05-17 00:00:00+00:00,2019-05-16 23:00:00+00:00,2019-05-16 00:00:00+00:00,2019-05-17 00:00:00+00:00,288,1.1207,1.1223999999999998,1.11663,1.1173250000000001,0.005769999999999831,57.699999999998305,0.12045060658581154,0.5849220103986144,LONG,True,2019-05-16 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-05-16 21:00:00+00:00,3.0,True,True,True,True,1.11738,1.1159375,0.0014425000000000132,14.425000000000132
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-05-23 23:55:00+00:00,2019-05-24 00:00:00+00:00,2019-05-24 00:00:00+00:00,2019-05-23 23:00:00+00:00,2019-05-23 00:00:00+00:00,2019-05-24 00:00:00+00:00,288,1.11554,1.11876,1.11071,1.11843,0.00804999999999989,80.4999999999989,0.959006211180131,0.3590062111801365,SHORT,True,2019-05-23 20:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,2019-05-23 21:00:00+00:00,3.0,False,True,False,True,1.1183999999999998,1.1204124999999998,0.0020124999999999726,20.124999999999726
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-06-03 23:55:00+00:00,2019-06-04 00:00:00+00:00,2019-06-04 00:00:00+00:00,2019-06-03 23:00:00+00:00,2019-06-03 00:00:00+00:00,2019-06-04 00:00:00+00:00,288,1.117375,1.1261999999999999,1.11602,1.1245850000000002,0.010179999999999856,101.79999999999855,0.8413555992141726,0.7082514734774324,SHORT,True,2019-06-03 20:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,False,2019-06-03 21:00:00+00:00,3.0,False,True,False,True,1.1245699999999998,1.1271149999999999,0.0025450000000000195,25.450000000000195
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-06-05 23:55:00+00:00,2019-06-06 00:00:00+00:00,2019-06-06 00:00:00+00:00,2019-06-05 23:00:00+00:00,2019-06-05 00:00:00+00:00,2019-06-06 00:00:00+00:00,288,1.125375,1.13066,1.1220050000000001,1.122875,0.008654999999999857,86.54999999999856,0.10051993067590304,0.28885037550548676,LONG,True,2019-06-05 20:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,False,2019-06-05 21:00:00+00:00,3.0,False,True,False,True,1.12294,1.12077625,0.00216375000000002,21.6375000000002
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-06-12 23:55:00+00:00,2019-06-13 00:00:00+00:00,2019-06-13 00:00:00+00:00,2019-06-12 23:00:00+00:00,2019-06-12 00:00:00+00:00,2019-06-13 00:00:00+00:00,288,1.132965,1.134355,1.12825,1.12926,0.006105000000000027,61.05000000000027,0.1654381654381574,0.6068796068796155,LONG,True,2019-06-12 19:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,False,2019-06-12 20:00:00+00:00,4.0,False,True,False,True,1.12932,1.1277937500000002,0.0015262499999999513,15.262499999999513
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-06-24 23:55:00+00:00,2019-06-25 00:00:00+00:00,2019-06-25 00:00:00+00:00,2019-06-24 23:00:00+00:00,2019-06-24 00:00:00+00:00,2019-06-25 00:00:00+00:00,288,1.1385200000000002,1.140405,1.13726,1.13994,0.0031449999999999534,31.449999999999534,0.8521462639109875,0.45151033386320377,SHORT,True,2019-06-24 19:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,2019-06-24 20:00:00+00:00,4.0,False,True,False,True,1.13992,1.14072,0.0007999999999999119,7.999999999999119
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-07-01 23:55:00+00:00,2019-07-02 00:00:00+00:00,2019-07-02 00:00:00+00:00,2019-07-01 23:00:00+00:00,2019-07-01 00:00:00+00:00,2019-07-02 00:00:00+00:00,288,1.13602,1.1364049999999999,1.1280299999999999,1.128695,0.008375000000000021,83.75000000000021,0.0794029850746431,0.8746268656716427,LONG,True,2019-07-01 19:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-07-01 20:00:00+00:00,4.0,True,True,True,True,1.12876,1.12666625,0.0020937500000000053,20.937500000000053
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-07-10 23:55:00+00:00,2019-07-11 00:00:00+00:00,2019-07-11 00:00:00+00:00,2019-07-10 23:00:00+00:00,2019-07-10 00:00:00+00:00,2019-07-11 00:00:00+00:00,288,1.1204399999999999,1.12644,1.1201949999999998,1.1258400000000002,0.006245000000000278,62.45000000000278,0.9039231385108235,0.8646917534027306,SHORT,True,2019-07-10 19:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,2019-07-10 20:00:00+00:00,4.0,False,True,False,True,1.12584,1.1274012500000001,0.0015612500000001805,15.612500000001805
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-07-16 23:55:00+00:00,2019-07-17 00:00:00+00:00,2019-07-17 00:00:00+00:00,2019-07-16 23:00:00+00:00,2019-07-16 00:00:00+00:00,2019-07-17 00:00:00+00:00,288,1.1259899999999998,1.126355,1.1201949999999998,1.1211799999999998,0.006160000000000165,61.60000000000165,0.15990259740259533,0.7808441558441318,LONG,True,2019-07-16 19:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,2019-07-16 20:00:00+00:00,4.0,False,True,False,True,1.12125,1.11971,0.0015400000000000968,15.400000000000968
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-07-17 23:55:00+00:00,2019-07-18 00:00:00+00:00,2019-07-18 00:00:00+00:00,2019-07-17 23:00:00+00:00,2019-07-17 00:00:00+00:00,2019-07-18 00:00:00+00:00,288,1.121185,1.1233650000000002,1.119985,1.1227399999999998,0.0033800000000001607,33.8000000000016,0.8150887573963639,0.4600591715975376,SHORT,True,2019-07-17 19:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-07-17 20:00:00+00:00,4.0,True,True,True,True,1.12272,1.123565,0.0008449999999999847,8.449999999999847
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-07-22 23:55:00+00:00,2019-07-23 00:00:00+00:00,2019-07-23 00:00:00+00:00,2019-07-22 23:00:00+00:00,2019-07-22 00:00:00+00:00,2019-07-23 00:00:00+00:00,288,1.1217700000000002,1.122535,1.1203850000000002,1.1204399999999999,0.0021499999999998742,21.499999999998742,0.025581395348696464,0.6186046511629549,LONG,True,2019-07-22 19:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,2019-07-22 20:00:00+00:00,4.0,False,True,False,True,1.1205,1.1197000000000001,0.0007999999999999119,7.999999999999119
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-07-23 23:55:00+00:00,2019-07-24 00:00:00+00:00,2019-07-24 00:00:00+00:00,2019-07-23 23:00:00+00:00,2019-07-23 00:00:00+00:00,2019-07-24 00:00:00+00:00,288,1.1204399999999999,1.120815,1.114585,1.1150950000000002,0.006229999999999958,62.29999999999958,0.08186195826649052,0.8579454253611152,LONG,True,2019-07-23 19:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-07-23 20:00:00+00:00,4.0,True,True,True,True,1.1151600000000002,1.1136025000000003,0.0015574999999998784,15.574999999998784
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-07-30 23:55:00+00:00,2019-07-31 00:00:00+00:00,2019-07-31 00:00:00+00:00,2019-07-30 23:00:00+00:00,2019-07-30 00:00:00+00:00,2019-07-31 00:00:00+00:00,288,1.114245,1.11611,1.113215,1.115695,0.00289499999999987,28.9499999999987,0.8566493955095507,0.5008635578584589,SHORT,True,2019-07-30 19:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,2019-07-30 20:00:00+00:00,4.0,False,True,False,True,1.11567,1.1164699999999999,0.0007999999999999119,7.999999999999119
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-07-31 23:55:00+00:00,2019-08-01 00:00:00+00:00,2019-08-01 00:00:00+00:00,2019-07-31 23:00:00+00:00,2019-07-31 00:00:00+00:00,2019-08-01 00:00:00+00:00,288,1.115695,1.116215,1.10602,1.1071650000000002,0.010194999999999954,101.94999999999953,0.11230995586073357,0.8366846493379073,LONG,True,2019-07-31 19:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,2019-07-31 20:00:00+00:00,4.0,False,True,False,True,1.1072300000000002,1.10468125,0.0025487500000000995,25.487500000000995
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-08-05 23:55:00+00:00,2019-08-06 00:00:00+00:00,2019-08-06 00:00:00+00:00,2019-08-05 23:00:00+00:00,2019-08-05 00:00:00+00:00,2019-08-06 00:00:00+00:00,288,1.1108,1.124535,1.11066,1.1242,0.013875000000000082,138.75000000000082,0.9758558558558579,0.9657657657657658,SHORT,True,2019-08-05 19:00:00+00:00,USD_DOWN,ESTABLISHED,True,False,False,2019-08-05 20:00:00+00:00,4.0,False,True,False,True,1.12417,1.12763875,0.0034687500000001315,34.687500000001315
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-08-08 23:55:00+00:00,2019-08-09 00:00:00+00:00,2019-08-09 00:00:00+00:00,2019-08-08 23:00:00+00:00,2019-08-08 00:00:00+00:00,2019-08-09 00:00:00+00:00,288,1.1204,1.12325,1.11771,1.11863,0.0055400000000001,55.400000000001,0.16606498194946123,0.3194945848375482,LONG,True,2019-08-08 19:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,2019-08-08 20:00:00+00:00,4.0,False,True,False,True,1.1186900000000002,1.1173050000000002,0.0013849999999999696,13.849999999999696
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-08-13 23:55:00+00:00,2019-08-14 00:00:00+00:00,2019-08-14 00:00:00+00:00,2019-08-13 23:00:00+00:00,2019-08-13 00:00:00+00:00,2019-08-14 00:00:00+00:00,288,1.121635,1.12286,1.1170200000000001,1.117655,0.005839999999999845,58.39999999999845,0.10873287671232157,0.6815068493150647,LONG,True,2019-08-13 19:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-08-13 20:00:00+00:00,4.0,True,True,True,True,1.11772,1.11626,0.0014600000000000168,14.600000000000168
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-08-19 23:55:00+00:00,2019-08-20 00:00:00+00:00,2019-08-20 00:00:00+00:00,2019-08-19 23:00:00+00:00,2019-08-19 00:00:00+00:00,2019-08-20 00:00:00+00:00,288,1.1092,1.11139,1.107615,1.108165,0.003775000000000084,37.75000000000084,0.14569536423842072,0.27417218543043026,LONG,True,2019-08-19 19:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-08-19 20:00:00+00:00,4.0,True,True,True,True,1.1082400000000001,1.10729625,0.000943750000000021,9.43750000000021
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-08-26 23:55:00+00:00,2019-08-27 00:00:00+00:00,2019-08-27 00:00:00+00:00,2019-08-26 23:00:00+00:00,2019-08-26 00:00:00+00:00,2019-08-27 00:00:00+00:00,288,1.1143399999999999,1.115305,1.1094300000000001,1.110155,0.0058749999999998526,58.74999999999852,0.12340425531912899,0.7123404255319129,LONG,True,2019-08-26 19:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,2019-08-26 20:00:00+00:00,4.0,False,True,False,True,1.1102,1.1087312500000002,0.0014687499999999076,14.687499999999076
