family,signal_time_utc,signal_complete_utc,entry_time_utc,state_latest_allowed_utc,prior_window_start_utc,prior_window_end_utc,prior_m5_bars,prior_open,prior_high,prior_low,prior_close,prior_range,prior_range_pips,close_location,body_fraction,side,signal_eligible,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed,state_known_at_utc,state_known_lag_hours,neutral_owned,entry_bar_available,risk_eligible,state_fresh,entry_price_decision_time,stop_price_decision_time,risk_distance,risk_pips
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-01-07 23:55:00+00:00,2019-01-08 00:00:00+00:00,2019-01-08 00:00:00+00:00,2019-01-07 23:00:00+00:00,2019-01-07 00:00:00+00:00,2019-01-08 00:00:00+00:00,288,1.1410399999999998,1.1482649999999999,1.140475,1.1479050000000002,0.007789999999999964,77.89999999999964,0.9537869062901546,0.881258023106595,SHORT,True,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-01-07 21:00:00+00:00,3.0,True,True,True,True,1.1478899999999999,1.1498374999999998,0.001947499999999991,19.47499999999991
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-01-09 23:55:00+00:00,2019-01-10 00:00:00+00:00,2019-01-10 00:00:00+00:00,2019-01-09 23:00:00+00:00,2019-01-09 00:00:00+00:00,2019-01-10 00:00:00+00:00,288,1.145765,1.1558000000000002,1.1439,1.155435,0.011900000000000244,119.00000000000243,0.9693277310924232,0.8126050420167957,SHORT,True,2019-01-09 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-01-09 21:00:00+00:00,3.0,True,True,True,True,1.1554,1.158375,0.00297499999999995,29.7499999999995
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-06 23:55:00+00:00,2019-02-07 00:00:00+00:00,2019-02-07 00:00:00+00:00,2019-02-06 23:00:00+00:00,2019-02-06 00:00:00+00:00,2019-02-07 00:00:00+00:00,288,1.140895,1.14093,1.136095,1.1365750000000001,0.004834999999999923,48.34999999999923,0.09927611168563467,0.8934850051706201,LONG,True,2019-02-06 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-02-06 21:00:00+00:00,3.0,True,True,True,True,1.13663,1.13542125,0.0012087499999999807,12.087499999999807
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-11 23:55:00+00:00,2019-02-12 00:00:00+00:00,2019-02-12 00:00:00+00:00,2019-02-11 23:00:00+00:00,2019-02-11 00:00:00+00:00,2019-02-12 00:00:00+00:00,288,1.1324049999999999,1.133,1.126735,1.1278700000000002,0.006264999999999965,62.64999999999965,0.1811652035115905,0.7238627294492832,LONG,True,2019-02-11 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-02-11 21:00:00+00:00,3.0,True,True,True,True,1.12793,1.12636375,0.0015662499999999913,15.662499999999913
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-12 23:55:00+00:00,2019-02-13 00:00:00+00:00,2019-02-13 00:00:00+00:00,2019-02-12 23:00:00+00:00,2019-02-12 00:00:00+00:00,2019-02-13 00:00:00+00:00,288,1.1278700000000002,1.1339700000000001,1.12578,1.133375,0.008190000000000142,81.90000000000141,0.9273504273504135,0.6721611721611448,SHORT,True,2019-02-12 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-02-12 21:00:00+00:00,3.0,True,True,True,True,1.1333499999999999,1.1353974999999998,0.00204749999999998,20.4749999999998
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-13 23:55:00+00:00,2019-02-14 00:00:00+00:00,2019-02-14 00:00:00+00:00,2019-02-13 23:00:00+00:00,2019-02-13 00:00:00+00:00,2019-02-14 00:00:00+00:00,288,1.133385,1.1341549999999998,1.12493,1.1264750000000001,0.009224999999999817,92.24999999999817,0.16747967479676534,0.7490514905149169,LONG,True,2019-02-13 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-02-13 21:00:00+00:00,3.0,True,True,True,True,1.12654,1.1242337500000001,0.002306249999999954,23.06249999999954
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-07 23:55:00+00:00,2019-03-08 00:00:00+00:00,2019-03-08 00:00:00+00:00,2019-03-07 23:00:00+00:00,2019-03-07 00:00:00+00:00,2019-03-08 00:00:00+00:00,288,1.1313149999999998,1.1320350000000001,1.117645,1.119825,0.014390000000000125,143.90000000000126,0.151494093120226,0.7984711605281222,LONG,True,2019-03-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-03-07 21:00:00+00:00,3.0,True,True,True,True,1.11988,1.1162825,0.00359749999999992,35.9749999999992
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-26 23:55:00+00:00,2019-03-27 00:00:00+00:00,2019-03-27 00:00:00+00:00,2019-03-26 23:00:00+00:00,2019-03-26 00:00:00+00:00,2019-03-27 00:00:00+00:00,288,1.1315300000000001,1.1326,1.126335,1.127405,0.006264999999999965,62.64999999999965,0.1707901037509833,0.6584197924980334,LONG,True,2019-03-26 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-03-26 21:00:00+00:00,3.0,True,True,True,True,1.12745,1.12588375,0.0015662499999999913,15.662499999999913
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-24 23:55:00+00:00,2019-04-25 00:00:00+00:00,2019-04-25 00:00:00+00:00,2019-04-24 23:00:00+00:00,2019-04-24 00:00:00+00:00,2019-04-25 00:00:00+00:00,288,1.122405,1.122425,1.114065,1.115345,0.008359999999999923,83.59999999999923,0.15311004784688512,0.8444976076555181,LONG,True,2019-04-24 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-24 21:00:00+00:00,3.0,True,True,True,True,1.11542,1.1133300000000002,0.0020899999999999253,20.899999999999253
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-29 23:55:00+00:00,2019-04-30 00:00:00+00:00,2019-04-30 00:00:00+00:00,2019-04-29 23:00:00+00:00,2019-04-29 00:00:00+00:00,2019-04-30 00:00:00+00:00,288,1.114945,1.1187,1.114515,1.1185,0.004185000000000105,41.85000000000105,0.9522102747909265,0.8494623655913704,SHORT,True,2019-04-29 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-04-29 21:00:00+00:00,3.0,True,True,True,True,1.11846,1.1195062500000001,0.0010462500000001373,10.462500000001373
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-05-02 23:55:00+00:00,2019-05-03 00:00:00+00:00,2019-05-03 00:00:00+00:00,2019-05-02 23:00:00+00:00,2019-05-02 00:00:00+00:00,2019-05-03 00:00:00+00:00,288,1.1202450000000002,1.121915,1.11708,1.117305,0.004834999999999923,48.34999999999923,0.04653567735262116,0.6080661840745009,LONG,True,2019-05-02 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False,2019-05-02 21:00:00+00:00,3.0,True,True,True,True,1.1173600000000001,1.1161512500000002,0.0012087499999999807,12.087499999999807
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-05-14 23:55:00+00:00,2019-05-15 00:00:00+00:00,2019-05-15 00:00:00+00:00,2019-05-14 23:00:00+00:00,2019-05-14 00:00:00+00:00,2019-05-15 00:00:00+00:00,288,1.123215,1.1244,1.12013,1.1203349999999999,0.004269999999999996,42.69999999999996,0.04800936768144939,0.674473067915742,LONG,True,2019-05-14 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-05-14 21:00:00+00:00,3.0,True,True,True,True,1.12039,1.1193225,0.001067499999999999,10.67499999999999
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-05-16 23:55:00+00:00,2019-05-17 00:00:00+00:00,2019-05-17 00:00:00+00:00,2019-05-16 23:00:00+00:00,2019-05-16 00:00:00+00:00,2019-05-17 00:00:00+00:00,288,1.1207,1.1223999999999998,1.11663,1.1173250000000001,0.005769999999999831,57.699999999998305,0.12045060658581154,0.5849220103986144,LONG,True,2019-05-16 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,2019-05-16 21:00:00+00:00,3.0,True,True,True,True,1.11738,1.1159375,0.0014425000000000132,14.425000000000132
