family,signal_time_utc,signal_complete_utc,entry_time_utc,state_latest_allowed_utc,prior_window_start_utc,prior_window_end_utc,prior_m5_bars,prior_open,prior_high,prior_low,prior_close,prior_range,prior_range_pips,close_location,body_fraction,side,signal_eligible
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-11-24 23:55:00+00:00,2020-11-25 00:00:00+00:00,2020-11-25 00:00:00+00:00,2020-11-24 23:00:00+00:00,2020-11-24 00:00:00+00:00,2020-11-25 00:00:00+00:00,288,1.184245,1.1897950000000002,1.18385,1.189755,0.005945000000000089,59.45000000000089,0.9932716568544556,0.9268292682926529,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-11-25 23:55:00+00:00,2020-11-26 00:00:00+00:00,2020-11-26 00:00:00+00:00,2020-11-25 23:00:00+00:00,2020-11-25 00:00:00+00:00,2020-11-26 00:00:00+00:00,288,1.18977,1.19298,1.18819,1.1916449999999998,0.00478999999999985,47.8999999999985,0.7212943632567582,0.39144050104382205,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-11-26 23:55:00+00:00,2020-11-27 00:00:00+00:00,2020-11-27 00:00:00+00:00,2020-11-26 23:00:00+00:00,2020-11-26 00:00:00+00:00,2020-11-27 00:00:00+00:00,288,1.191655,1.1941000000000002,1.188535,1.1911049999999999,0.005565000000000264,55.65000000000264,0.4618149146450744,0.09883198562444283,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-11-30 23:55:00+00:00,2020-12-01 00:00:00+00:00,2020-12-01 00:00:00+00:00,2020-11-30 23:00:00+00:00,2020-11-30 00:00:00+00:00,2020-12-01 00:00:00+00:00,288,1.19723,1.2003300000000001,1.19237,1.19375,0.00796000000000019,79.60000000000188,0.17336683417087012,0.4371859296482217,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-01 23:55:00+00:00,2020-12-02 00:00:00+00:00,2020-12-02 00:00:00+00:00,2020-12-01 23:00:00+00:00,2020-12-01 00:00:00+00:00,2020-12-02 00:00:00+00:00,288,1.1937449999999998,1.207665,1.19355,1.20708,0.014114999999999878,141.14999999999878,0.9585547290116853,0.944739638682268,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-02 23:55:00+00:00,2020-12-03 00:00:00+00:00,2020-12-03 00:00:00+00:00,2020-12-02 23:00:00+00:00,2020-12-02 00:00:00+00:00,2020-12-03 00:00:00+00:00,288,1.2070850000000002,1.21185,1.204,1.211405,0.007850000000000135,78.50000000000134,0.9433121019108254,0.5503184713375548,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-03 23:55:00+00:00,2020-12-04 00:00:00+00:00,2020-12-04 00:00:00+00:00,2020-12-03 23:00:00+00:00,2020-12-03 00:00:00+00:00,2020-12-04 00:00:00+00:00,288,1.2114,1.21747,1.21011,1.21452,0.007360000000000033,73.60000000000034,0.5991847826086963,0.42391304347826053,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-07 23:55:00+00:00,2020-12-08 00:00:00+00:00,2020-12-08 00:00:00+00:00,2020-12-07 23:00:00+00:00,2020-12-07 00:00:00+00:00,2020-12-08 00:00:00+00:00,288,1.2120099999999998,1.2166299999999999,1.2078600000000002,1.2109450000000002,0.008769999999999722,87.69999999999722,0.35176738882555325,0.12143671607750094,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-08 23:55:00+00:00,2020-12-09 00:00:00+00:00,2020-12-09 00:00:00+00:00,2020-12-08 23:00:00+00:00,2020-12-08 00:00:00+00:00,2020-12-09 00:00:00+00:00,288,1.210925,1.21341,1.2095500000000001,1.21096,0.0038599999999999746,38.599999999999746,0.3652849740932437,0.009067357512955305,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-09 23:55:00+00:00,2020-12-10 00:00:00+00:00,2020-12-10 00:00:00+00:00,2020-12-09 23:00:00+00:00,2020-12-09 00:00:00+00:00,2020-12-10 00:00:00+00:00,288,1.2109649999999998,1.214755,1.2058849999999999,1.207845,0.008870000000000156,88.70000000000155,0.22096956031568765,0.3517474633596093,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-10 23:55:00+00:00,2020-12-11 00:00:00+00:00,2020-12-11 00:00:00+00:00,2020-12-10 23:00:00+00:00,2020-12-10 00:00:00+00:00,2020-12-11 00:00:00+00:00,288,1.207855,1.2159,1.207855,1.2143549999999999,0.00804500000000008,80.4500000000008,0.8079552517091219,0.8079552517091219,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-14 23:55:00+00:00,2020-12-15 00:00:00+00:00,2020-12-15 00:00:00+00:00,2020-12-14 23:00:00+00:00,2020-12-14 00:00:00+00:00,2020-12-15 00:00:00+00:00,288,1.21332,1.217675,1.211565,1.21488,0.00611000000000006,61.1000000000006,0.5425531914893493,0.2553191489361687,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-15 23:55:00+00:00,2020-12-16 00:00:00+00:00,2020-12-16 00:00:00+00:00,2020-12-15 23:00:00+00:00,2020-12-15 00:00:00+00:00,2020-12-16 00:00:00+00:00,288,1.21487,1.2168999999999999,1.2121149999999998,1.215455,0.004785000000000039,47.85000000000039,0.6980146290491313,0.12225705329154711,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-16 23:55:00+00:00,2020-12-17 00:00:00+00:00,2020-12-17 00:00:00+00:00,2020-12-16 23:00:00+00:00,2020-12-16 00:00:00+00:00,2020-12-17 00:00:00+00:00,288,1.2154500000000001,1.22122,1.21251,1.21963,0.008709999999999996,87.09999999999995,0.8174512055109092,0.47990815154992567,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-17 23:55:00+00:00,2020-12-18 00:00:00+00:00,2020-12-18 00:00:00+00:00,2020-12-17 23:00:00+00:00,2020-12-17 00:00:00+00:00,2020-12-18 00:00:00+00:00,288,1.21962,1.2272750000000001,1.218995,1.2261549999999999,0.008280000000000065,82.80000000000065,0.8647342995168813,0.7892512077294572,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-21 23:55:00+00:00,2020-12-22 00:00:00+00:00,2020-12-22 00:00:00+00:00,2020-12-21 23:00:00+00:00,2020-12-21 00:00:00+00:00,2020-12-22 00:00:00+00:00,288,1.22119,1.2252999999999998,1.2129750000000001,1.22349,0.012324999999999697,123.24999999999697,0.8531440162271877,0.18661257606491077,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-22 23:55:00+00:00,2020-12-23 00:00:00+00:00,2020-12-23 00:00:00+00:00,2020-12-22 23:00:00+00:00,2020-12-22 00:00:00+00:00,2020-12-23 00:00:00+00:00,288,1.223495,1.225715,1.2152150000000002,1.218745,0.010499999999999954,104.99999999999953,0.33619047619045966,0.45238095238095744,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-23 23:55:00+00:00,2020-12-24 00:00:00+00:00,2020-12-24 00:00:00+00:00,2020-12-23 23:00:00+00:00,2020-12-23 00:00:00+00:00,2020-12-24 00:00:00+00:00,288,1.2187350000000001,1.2221199999999999,1.21539,1.21942,0.006729999999999903,67.29999999999903,0.5988112927191733,0.10178306092122355,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-28 23:55:00+00:00,2020-12-29 00:00:00+00:00,2020-12-29 00:00:00+00:00,2020-12-28 23:00:00+00:00,2020-12-28 00:00:00+00:00,2020-12-29 00:00:00+00:00,288,1.22041,1.22504,1.21813,1.221975,0.006909999999999972,69.09999999999971,0.5564399421128964,0.22648335745297324,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-29 23:55:00+00:00,2020-12-30 00:00:00+00:00,2020-12-30 00:00:00+00:00,2020-12-29 23:00:00+00:00,2020-12-29 00:00:00+00:00,2020-12-30 00:00:00+00:00,288,1.221975,1.22751,1.22195,1.22523,0.005560000000000009,55.600000000000094,0.5899280575539467,0.5854316546762595,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2020-12-30 23:55:00+00:00,2020-12-31 00:00:00+00:00,2020-12-31 00:00:00+00:00,2020-12-30 23:00:00+00:00,2020-12-30 00:00:00+00:00,2020-12-31 00:00:00+00:00,288,1.225235,1.23102,1.2251400000000001,1.229865,0.005879999999999885,58.79999999999885,0.8035714285714218,0.7874149659863949,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-04 23:55:00+00:00,2021-01-05 00:00:00+00:00,2021-01-05 00:00:00+00:00,2021-01-04 23:00:00+00:00,2021-01-04 00:00:00+00:00,2021-01-05 00:00:00+00:00,288,1.2250100000000002,1.2309700000000001,1.223875,1.225275,0.0070950000000000735,70.95000000000073,0.19732205778715028,0.03735024665253487,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-05 23:55:00+00:00,2021-01-06 00:00:00+00:00,2021-01-06 00:00:00+00:00,2021-01-05 23:00:00+00:00,2021-01-05 00:00:00+00:00,2021-01-06 00:00:00+00:00,288,1.22528,1.23058,1.22472,1.22987,0.005859999999999976,58.59999999999976,0.8788395904436875,0.7832764505119646,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-06 23:55:00+00:00,2021-01-07 00:00:00+00:00,2021-01-07 00:00:00+00:00,2021-01-06 23:00:00+00:00,2021-01-06 00:00:00+00:00,2021-01-07 00:00:00+00:00,288,1.229875,1.234945,1.226565,1.233835,0.008380000000000054,83.80000000000054,0.8675417661097927,0.47255369928400215,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-07 23:55:00+00:00,2021-01-08 00:00:00+00:00,2021-01-08 00:00:00+00:00,2021-01-07 23:00:00+00:00,2021-01-07 00:00:00+00:00,2021-01-08 00:00:00+00:00,288,1.2338550000000001,1.2344499999999998,1.2245149999999998,1.22692,0.009935000000000027,99.35000000000026,0.24207347760444953,0.6980372420734894,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-11 23:55:00+00:00,2021-01-12 00:00:00+00:00,2021-01-12 00:00:00+00:00,2021-01-11 23:00:00+00:00,2021-01-11 00:00:00+00:00,2021-01-12 00:00:00+00:00,288,1.2187000000000001,1.2199900000000001,1.213225,1.216075,0.006765000000000132,67.65000000000131,0.4212860310421232,0.3880266075388098,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-12 23:55:00+00:00,2021-01-13 00:00:00+00:00,2021-01-13 00:00:00+00:00,2021-01-12 23:00:00+00:00,2021-01-12 00:00:00+00:00,2021-01-13 00:00:00+00:00,288,1.21608,1.22098,1.21372,1.220875,0.007260000000000044,72.60000000000043,0.9855371900826417,0.6604683195592085,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-13 23:55:00+00:00,2021-01-14 00:00:00+00:00,2021-01-14 00:00:00+00:00,2021-01-13 23:00:00+00:00,2021-01-13 00:00:00+00:00,2021-01-14 00:00:00+00:00,288,1.2208899999999998,1.2222849999999998,1.214,1.216205,0.008284999999999876,82.84999999999876,0.26614363307182204,0.5654797827398791,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-14 23:55:00+00:00,2021-01-15 00:00:00+00:00,2021-01-15 00:00:00+00:00,2021-01-14 23:00:00+00:00,2021-01-14 00:00:00+00:00,2021-01-15 00:00:00+00:00,288,1.2162000000000002,1.2178550000000001,1.2111100000000001,1.21508,0.006745000000000001,67.45,0.5885841363973027,0.16604892512976008,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-18 23:55:00+00:00,2021-01-19 00:00:00+00:00,2021-01-19 00:00:00+00:00,2021-01-18 23:00:00+00:00,2021-01-18 00:00:00+00:00,2021-01-19 00:00:00+00:00,288,1.2066249999999998,1.208685,1.205355,1.2077849999999999,0.003330000000000055,33.30000000000055,0.7297297297296973,0.34834834834835754,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-19 23:55:00+00:00,2021-01-20 00:00:00+00:00,2021-01-20 00:00:00+00:00,2021-01-19 23:00:00+00:00,2021-01-19 00:00:00+00:00,2021-01-20 00:00:00+00:00,288,1.20777,1.2145000000000001,1.2077399999999998,1.213935,0.006760000000000321,67.6000000000032,0.9164201183431773,0.9119822485206631,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-21 23:55:00+00:00,2021-01-22 00:00:00+00:00,2021-01-22 00:00:00+00:00,2021-01-21 23:00:00+00:00,2021-01-21 00:00:00+00:00,2021-01-22 00:00:00+00:00,288,1.211475,1.2173150000000001,1.2109450000000002,1.2165650000000001,0.006369999999999987,63.69999999999987,0.8822605965463062,0.7990580847723783,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-25 23:55:00+00:00,2021-01-26 00:00:00+00:00,2021-01-26 00:00:00+00:00,2021-01-25 23:00:00+00:00,2021-01-25 00:00:00+00:00,2021-01-26 00:00:00+00:00,288,1.216715,1.2183350000000002,1.211595,1.2142849999999998,0.00674000000000019,67.4000000000019,0.3991097922848343,0.36053412462909284,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-26 23:55:00+00:00,2021-01-27 00:00:00+00:00,2021-01-27 00:00:00+00:00,2021-01-26 23:00:00+00:00,2021-01-26 00:00:00+00:00,2021-01-27 00:00:00+00:00,288,1.21429,1.2175950000000002,1.2107800000000002,1.2163400000000002,0.0068150000000000155,68.15000000000015,0.8158473954512101,0.3008070432868823,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-27 23:55:00+00:00,2021-01-28 00:00:00+00:00,2021-01-28 00:00:00+00:00,2021-01-27 23:00:00+00:00,2021-01-27 00:00:00+00:00,2021-01-28 00:00:00+00:00,288,1.216335,1.21698,1.20586,1.210295,0.011120000000000019,111.20000000000019,0.3988309352517949,0.5431654676259025,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-01-28 23:55:00+00:00,2021-01-29 00:00:00+00:00,2021-01-29 00:00:00+00:00,2021-01-28 23:00:00+00:00,2021-01-28 00:00:00+00:00,2021-01-29 00:00:00+00:00,288,1.21029,1.214255,1.208085,1.212105,0.006170000000000009,61.70000000000009,0.6515397082657871,0.2941653160453643,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-01 23:55:00+00:00,2021-02-02 00:00:00+00:00,2021-02-02 00:00:00+00:00,2021-02-01 23:00:00+00:00,2021-02-01 00:00:00+00:00,2021-02-02 00:00:00+00:00,288,1.2122700000000002,1.2136550000000002,1.2056149999999999,1.206785,0.00804000000000027,80.40000000000269,0.14552238805971096,0.6822139303482587,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-02 23:55:00+00:00,2021-02-03 00:00:00+00:00,2021-02-03 00:00:00+00:00,2021-02-02 23:00:00+00:00,2021-02-02 00:00:00+00:00,2021-02-03 00:00:00+00:00,288,1.2067800000000002,1.208785,1.201165,1.20367,0.00761999999999996,76.19999999999959,0.328740157480314,0.40813648293965676,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-03 23:55:00+00:00,2021-02-04 00:00:00+00:00,2021-02-04 00:00:00+00:00,2021-02-03 23:00:00+00:00,2021-02-03 00:00:00+00:00,2021-02-04 00:00:00+00:00,288,1.20368,1.20502,1.200415,1.204145,0.00460499999999997,46.0499999999997,0.8099891422367069,0.10097719869705553,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-04 23:55:00+00:00,2021-02-05 00:00:00+00:00,2021-02-05 00:00:00+00:00,2021-02-04 23:00:00+00:00,2021-02-04 00:00:00+00:00,2021-02-05 00:00:00+00:00,288,1.2041499999999998,1.2042899999999999,1.1957499999999999,1.1966350000000001,0.008539999999999992,85.39999999999992,0.10362997658082523,0.8799765807962205,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-09 23:55:00+00:00,2021-02-10 00:00:00+00:00,2021-02-10 00:00:00+00:00,2021-02-09 23:00:00+00:00,2021-02-09 00:00:00+00:00,2021-02-10 00:00:00+00:00,288,1.2052450000000001,1.21219,1.2049349999999999,1.2116250000000002,0.0072550000000002335,72.55000000000233,0.9221226740179312,0.879393521709145,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-10 23:55:00+00:00,2021-02-11 00:00:00+00:00,2021-02-11 00:00:00+00:00,2021-02-10 23:00:00+00:00,2021-02-10 00:00:00+00:00,2021-02-11 00:00:00+00:00,288,1.21163,1.21441,1.21089,1.211905,0.0035199999999999676,35.199999999999676,0.288352272727272,0.07812500000000788,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-11 23:55:00+00:00,2021-02-12 00:00:00+00:00,2021-02-12 00:00:00+00:00,2021-02-11 23:00:00+00:00,2021-02-11 00:00:00+00:00,2021-02-12 00:00:00+00:00,288,1.2119,1.21495,1.21136,1.21307,0.003589999999999982,35.89999999999982,0.4763231197771891,0.3259052924791424,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-15 23:55:00+00:00,2021-02-16 00:00:00+00:00,2021-02-16 00:00:00+00:00,2021-02-15 23:00:00+00:00,2021-02-15 00:00:00+00:00,2021-02-16 00:00:00+00:00,288,1.2120799999999998,1.214525,1.2116850000000001,1.2132200000000002,0.0028399999999999537,28.399999999999537,0.5404929577465103,0.4014084507043597,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-16 23:55:00+00:00,2021-02-17 00:00:00+00:00,2021-02-17 00:00:00+00:00,2021-02-16 23:00:00+00:00,2021-02-16 00:00:00+00:00,2021-02-17 00:00:00+00:00,288,1.213215,1.216945,1.2086100000000002,1.208815,0.00833499999999976,83.34999999999759,0.0245950809837786,0.5278944211157872,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-17 23:55:00+00:00,2021-02-18 00:00:00+00:00,2021-02-18 00:00:00+00:00,2021-02-17 23:00:00+00:00,2021-02-17 00:00:00+00:00,2021-02-18 00:00:00+00:00,288,1.2088100000000002,1.20983,1.2023350000000002,1.204555,0.007494999999999807,74.94999999999807,0.29619746497664384,0.5677118078719452,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-18 23:55:00+00:00,2021-02-19 00:00:00+00:00,2021-02-19 00:00:00+00:00,2021-02-18 23:00:00+00:00,2021-02-18 00:00:00+00:00,2021-02-19 00:00:00+00:00,288,1.2045599999999999,1.2095950000000002,1.20357,1.209195,0.006025000000000169,60.25000000000169,0.9336099585061964,0.7692946058091347,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-22 23:55:00+00:00,2021-02-23 00:00:00+00:00,2021-02-23 00:00:00+00:00,2021-02-22 23:00:00+00:00,2021-02-22 00:00:00+00:00,2021-02-23 00:00:00+00:00,288,1.21248,1.2169400000000001,1.209125,1.2164000000000001,0.007815000000000127,78.15000000000127,0.9309021113243793,0.5015994881637981,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-23 23:55:00+00:00,2021-02-24 00:00:00+00:00,2021-02-24 00:00:00+00:00,2021-02-23 23:00:00+00:00,2021-02-23 00:00:00+00:00,2021-02-24 00:00:00+00:00,288,1.216395,1.21802,1.213535,1.21508,0.004485000000000072,44.85000000000072,0.3444816053511444,0.29319955406910453,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-24 23:55:00+00:00,2021-02-25 00:00:00+00:00,2021-02-25 00:00:00+00:00,2021-02-24 23:00:00+00:00,2021-02-24 00:00:00+00:00,2021-02-25 00:00:00+00:00,288,1.2150750000000001,1.2174649999999998,1.210925,1.216955,0.006539999999999768,65.39999999999768,0.9220183486238828,0.2874617737002979,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-02-25 23:55:00+00:00,2021-02-26 00:00:00+00:00,2021-02-26 00:00:00+00:00,2021-02-25 23:00:00+00:00,2021-02-25 00:00:00+00:00,2021-02-26 00:00:00+00:00,288,1.21698,1.22434,1.2156099999999999,1.2157900000000001,0.008730000000000127,87.30000000000126,0.020618556701063967,0.1363115693012354,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-01 23:55:00+00:00,2021-03-02 00:00:00+00:00,2021-03-02 00:00:00+00:00,2021-03-01 23:00:00+00:00,2021-03-01 00:00:00+00:00,2021-03-02 00:00:00+00:00,288,1.2090649999999998,1.2101250000000001,1.2027700000000001,1.2048649999999999,0.007355,73.55,0.28484024473143926,0.571040108769542,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-02 23:55:00+00:00,2021-03-03 00:00:00+00:00,2021-03-03 00:00:00+00:00,2021-03-02 23:00:00+00:00,2021-03-02 00:00:00+00:00,2021-03-03 00:00:00+00:00,288,1.20486,1.2094399999999998,1.19917,1.2085050000000002,0.01026999999999978,102.69999999999779,0.9089581304771465,0.3549172346640895,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-03 23:55:00+00:00,2021-03-04 00:00:00+00:00,2021-03-04 00:00:00+00:00,2021-03-03 23:00:00+00:00,2021-03-03 00:00:00+00:00,2021-03-04 00:00:00+00:00,288,1.208515,1.21133,1.204285,1.20466,0.007044999999999968,70.44999999999968,0.053229240596169757,0.547196593328596,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-04 23:55:00+00:00,2021-03-05 00:00:00+00:00,2021-03-05 00:00:00+00:00,2021-03-04 23:00:00+00:00,2021-03-04 00:00:00+00:00,2021-03-05 00:00:00+00:00,288,1.20465,1.20631,1.1960700000000002,1.19673,0.010239999999999805,102.39999999999804,0.0644531249999898,0.7734375000000077,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-08 23:55:00+00:00,2021-03-09 00:00:00+00:00,2021-03-09 00:00:00+00:00,2021-03-08 23:00:00+00:00,2021-03-08 00:00:00+00:00,2021-03-09 00:00:00+00:00,288,1.19264,1.19323,1.1844299999999999,1.185095,0.008800000000000141,88.0000000000014,0.07556818181819626,0.85738636363634,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-09 23:55:00+00:00,2021-03-10 00:00:00+00:00,2021-03-10 00:00:00+00:00,2021-03-09 23:00:00+00:00,2021-03-09 00:00:00+00:00,2021-03-10 00:00:00+00:00,288,1.1851099999999999,1.1915749999999998,1.18356,1.189695,0.008014999999999883,80.14999999999883,0.7654398003743095,0.5720524017467409,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-10 23:55:00+00:00,2021-03-11 00:00:00+00:00,2021-03-11 00:00:00+00:00,2021-03-10 23:00:00+00:00,2021-03-10 00:00:00+00:00,2021-03-11 00:00:00+00:00,288,1.1896849999999999,1.1929750000000001,1.1868949999999998,1.192445,0.006080000000000307,60.800000000003074,0.9128289473684021,0.45394736842104544,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-11 23:55:00+00:00,2021-03-12 00:00:00+00:00,2021-03-12 00:00:00+00:00,2021-03-11 23:00:00+00:00,2021-03-11 00:00:00+00:00,2021-03-12 00:00:00+00:00,288,1.1924350000000001,1.1989999999999998,1.19158,1.1981000000000002,0.00741999999999976,74.1999999999976,0.8787061994609559,0.7634770889488159,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-15 23:55:00+00:00,2021-03-16 00:00:00+00:00,2021-03-16 00:00:00+00:00,2021-03-15 23:00:00+00:00,2021-03-15 00:00:00+00:00,2021-03-16 00:00:00+00:00,288,1.195025,1.196755,1.1911100000000001,1.19264,0.0056449999999999,56.449999999999,0.27103631532326594,0.4224977856510405,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-16 23:55:00+00:00,2021-03-17 00:00:00+00:00,2021-03-17 00:00:00+00:00,2021-03-16 23:00:00+00:00,2021-03-16 00:00:00+00:00,2021-03-17 00:00:00+00:00,288,1.1926450000000002,1.19519,1.1882000000000001,1.19022,0.00698999999999983,69.8999999999983,0.28898426323318455,0.3469241773963062,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-17 23:55:00+00:00,2021-03-18 00:00:00+00:00,2021-03-18 00:00:00+00:00,2021-03-17 23:00:00+00:00,2021-03-17 00:00:00+00:00,2021-03-18 00:00:00+00:00,288,1.1901950000000001,1.19875,1.18862,1.1982599999999999,0.010129999999999972,101.29999999999971,0.9516288252714608,0.7961500493583207,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-18 23:55:00+00:00,2021-03-19 00:00:00+00:00,2021-03-19 00:00:00+00:00,2021-03-18 23:00:00+00:00,2021-03-18 00:00:00+00:00,2021-03-19 00:00:00+00:00,288,1.19828,1.19889,1.1906249999999998,1.191765,0.008265000000000189,82.65000000000188,0.13793103448277252,0.7882637628554022,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-22 23:55:00+00:00,2021-03-23 00:00:00+00:00,2021-03-23 00:00:00+00:00,2021-03-22 23:00:00+00:00,2021-03-22 00:00:00+00:00,2021-03-23 00:00:00+00:00,288,1.18838,1.19469,1.1874600000000002,1.193235,0.007229999999999848,72.29999999999848,0.7987551867219896,0.6715076071922761,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-23 23:55:00+00:00,2021-03-24 00:00:00+00:00,2021-03-24 00:00:00+00:00,2021-03-23 23:00:00+00:00,2021-03-23 00:00:00+00:00,2021-03-24 00:00:00+00:00,288,1.1932399999999999,1.19408,1.183615,1.18398,0.010464999999999947,104.64999999999947,0.034878165312943195,0.8848542761586117,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-24 23:55:00+00:00,2021-03-25 00:00:00+00:00,2021-03-25 00:00:00+00:00,2021-03-24 23:00:00+00:00,2021-03-24 00:00:00+00:00,2021-03-25 00:00:00+00:00,288,1.183995,1.1850999999999998,1.180905,1.1812900000000002,0.004194999999999727,41.94999999999727,0.09177592371873773,0.6448152562574283,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-25 23:55:00+00:00,2021-03-26 00:00:00+00:00,2021-03-26 00:00:00+00:00,2021-03-25 23:00:00+00:00,2021-03-25 00:00:00+00:00,2021-03-26 00:00:00+00:00,288,1.181305,1.1827800000000002,1.17618,1.17757,0.006600000000000161,66.0000000000016,0.21060606060605583,0.5659090909090837,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-29 23:55:00+00:00,2021-03-30 00:00:00+00:00,2021-03-30 00:00:00+00:00,2021-03-29 23:00:00+00:00,2021-03-29 00:00:00+00:00,2021-03-30 00:00:00+00:00,288,1.178755,1.1794,1.176075,1.17687,0.0033250000000000224,33.25000000000022,0.23909774436093106,0.5669172932330532,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2021-03-30 23:55:00+00:00,2021-03-31 00:00:00+00:00,2021-03-31 00:00:00+00:00,2021-03-30 23:00:00+00:00,2021-03-30 00:00:00+00:00,2021-03-31 00:00:00+00:00,288,1.17685,1.17739,1.17113,1.17233,0.006259999999999932,62.59999999999932,0.1916932907348407,0.7220447284344899,LONG,True
