timestamp_broker	timestamp_local	run_id	account	symbol	magic	deal_ticket	position_id	entry_code	type_code	reason_code	direction	volume	price	profit	commission	swap	order_ticket	comment
2021.07.01 14:35:00	2021.07.01 14:35:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	2	2	0	1	3	SHORT	0.01	1775.77	0.00	0.00	0.00	2	A1_M5_MOM_R5_UPCHOP_
2021.07.01 15:19:38	2021.07.01 15:19:38	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	3	2	1	0	5	SHORT	0.01	1768.76	7.01	0.00	0.00	3	tp 1768.77
2021.08.16 05:55:00	2021.08.16 05:55:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	4	4	0	1	3	SHORT	0.01	1773.36	0.00	0.00	0.00	4	A1_M5_MOM_R5_UPCHOP_
2021.08.16 07:19:36	2021.08.16 07:19:36	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	5	4	1	0	4	SHORT	0.01	1776.87	-3.51	0.00	0.00	5	sl 1776.86
2021.08.17 14:35:00	2021.08.17 14:35:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	6	6	0	1	3	SHORT	0.01	1784.61	0.00	0.00	0.00	6	A1_M5_MOM_R5_UPCHOP_
2021.08.18 01:10:38	2021.08.18 01:10:38	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	7	6	1	0	4	SHORT	0.01	1788.12	-3.51	0.00	0.00	7	sl 1788.11
2021.08.24 22:45:00	2021.08.24 22:45:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	8	8	0	1	3	SHORT	0.01	1802.38	0.00	0.00	0.00	8	A1_M5_MOM_R5_UPCHOP_
2021.08.25 00:44:16	2021.08.25 00:44:16	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	9	8	1	0	5	SHORT	0.01	1795.37	7.01	0.00	0.00	9	tp 1795.38
2021.09.03 19:50:00	2021.09.03 19:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	10	10	0	1	3	SHORT	0.01	1829.15	0.00	0.00	0.00	10	A1_M5_MOM_R5_UPCHOP_
2021.09.06 13:00:04	2021.09.06 13:00:04	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	11	10	1	0	5	SHORT	0.01	1822.15	7.00	0.00	0.00	11	tp 1822.15
2021.09.07 05:50:00	2021.09.07 05:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	12	12	0	1	3	SHORT	0.01	1817.53	0.00	0.00	0.00	12	A1_M5_MOM_R5_UPCHOP_
2021.09.07 09:33:35	2021.09.07 09:33:35	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	13	12	1	0	5	SHORT	0.01	1810.51	7.02	0.00	0.00	13	tp 1810.53
2021.09.22 04:30:00	2021.09.22 04:30:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	14	14	0	1	3	SHORT	0.01	1776.57	0.00	0.00	0.00	14	A1_M5_MOM_R5_UPCHOP_
2021.09.22 06:25:37	2021.09.22 06:25:37	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	15	14	1	0	4	SHORT	0.01	1780.09	-3.52	0.00	0.00	15	sl 1780.07
2021.09.23 12:50:00	2021.09.23 12:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	16	16	0	1	3	SHORT	0.01	1766.72	0.00	0.00	0.00	16	A1_M5_MOM_R5_UPCHOP_
2021.09.23 13:06:31	2021.09.23 13:06:31	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	17	16	1	0	5	SHORT	0.01	1756.59	10.13	0.00	0.00	17	tp 1756.60
2021.10.01 04:15:00	2021.10.01 04:15:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	18	18	0	1	3	SHORT	0.01	1752.86	0.00	0.00	0.00	18	A1_M5_MOM_R5_UPCHOP_
2021.10.01 06:56:54	2021.10.01 06:56:54	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	19	18	1	0	4	SHORT	0.01	1756.36	-3.50	0.00	0.00	19	sl 1756.36
2021.10.05 00:50:00	2021.10.05 00:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	20	20	0	1	3	SHORT	0.01	1765.85	0.00	0.00	0.00	20	A1_M5_MOM_R5_UPCHOP_
2021.10.05 04:13:27	2021.10.05 04:13:27	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	21	20	1	0	5	SHORT	0.01	1758.82	7.03	0.00	0.00	21	tp 1758.85
2021.10.06 00:05:00	2021.10.06 00:05:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	22	22	0	1	3	SHORT	0.01	1758.87	0.00	0.00	0.00	22	A1_M5_MOM_R5_UPCHOP_
2021.10.06 04:25:35	2021.10.06 04:25:35	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	23	22	1	0	5	SHORT	0.01	1751.85	7.02	0.00	0.00	23	tp 1751.87
