timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2021.07.01 14:35:00	2021.07.01 14:35:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1775.77	1775.83	6	1775.77	1779.27	1768.77	350.00	0.0171	10009	done at 1775.77	2	2	1775.77	regime_router_allow_short_r5_uptrend_chop_only_state_chop	
2021.07.05 03:50:00	2021.07.05 03:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1786.27	1786.38	11	1786.18	0.00	0.00	350.00	0.0314	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.05 04:00:00	2021.07.05 04:00:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1785.50	1785.65	15	1785.48	0.00	0.00	350.00	0.0429	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.06 16:20:00	2021.07.06 16:20:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1790.83	1790.94	11	1790.83	0.00	0.00	622.54	0.0177	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.06 22:40:00	2021.07.06 22:40:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1795.30	1795.39	9	1795.30	0.00	0.00	350.00	0.0257	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.06 22:45:00	2021.07.06 22:45:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1795.17	1795.27	10	1795.17	0.00	0.00	350.00	0.0286	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.07 23:50:00	2021.07.07 23:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1803.52	1803.66	14	1803.51	0.00	0.00	350.00	0.0400	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.08 19:20:00	2021.07.08 19:20:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1796.78	1796.83	5	1796.78	0.00	0.00	350.00	0.0143	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.09 01:00:00	2021.07.09 01:00:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1800.71	1800.82	11	1800.71	0.00	0.00	350.00	0.0314	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.11 23:30:00	2021.07.11 23:30:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1807.16	1807.26	10	1807.16	0.00	0.00	350.00	0.0286	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.12 01:45:00	2021.07.12 01:45:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1807.04	1807.18	14	1807.04	0.00	0.00	350.00	0.0400	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.13 05:50:00	2021.07.13 05:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1807.14	1807.19	5	1807.13	0.00	0.00	350.00	0.0143	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.13 17:15:00	2021.07.13 17:15:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1808.99	1809.02	3	1808.97	0.00	0.00	350.00	0.0086	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.14 04:50:00	2021.07.14 04:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1812.14	1812.21	7	1812.14	0.00	0.00	350.00	0.0200	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.14 04:55:00	2021.07.14 04:55:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.43	1811.54	11	1811.43	0.00	0.00	350.00	0.0314	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.16 02:30:00	2021.07.16 02:30:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1826.45	1826.61	16	1826.55	0.00	0.00	350.00	0.0457	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.16 18:30:00	2021.07.16 18:30:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.98	1812.09	11	1811.92	0.00	0.00	350.00	0.0314	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.19 02:00:00	2021.07.19 02:00:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1812.58	1812.72	14	1812.61	0.00	0.00	350.00	0.0400	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.19 02:30:00	2021.07.19 02:30:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1813.46	1813.57	11	1813.48	0.00	0.00	350.00	0.0314	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
2021.07.19 05:45:00	2021.07.19 05:45:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1810.88	1810.94	6	1810.87	0.00	0.00	350.00	0.0171	0		0	0	0.00	regime_router_block_short_r5_uptrend_chop_only_state_compression	
