attempt_no,policy_id,mechanic,raw_discovery_signal_count,parameters_json
8265,9dad7c15df504060,MM_OPTIONS_FLOW_CONTINUATION,1463,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.5,""target_r"":1.5,""threshold_z"":0.75}"
8266,65ecce3ae87d4a15,MM_OPTIONS_FLOW_CONTINUATION,628,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.25}"
8267,60712167bb352ae9,MM_OPTIONS_FLOW_CONTINUATION,627,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":156,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.5}"
8268,5a26b968736f5b4f,MM_OPTIONS_FLOW_CONTINUATION,3691,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":156,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.0,""target_r"":1.5,""threshold_z"":1.0}"
8269,484b693734ea0a3b,MM_OPTIONS_FLOW_CONTINUATION,991,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":156,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.0,""target_r"":1.5,""threshold_z"":1.0}"
8270,58991d435faf4058,MM_OPTIONS_FLOW_CONTINUATION,1083,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.25,""target_r"":1.5,""threshold_z"":1.0}"
8271,bb387a1833e782c2,MM_OPTIONS_FLOW_CONTINUATION,222,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":104,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.25}"
8272,b742d3e024a17bfb,MM_OPTIONS_FLOW_CONTINUATION,1904,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":52,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.5,""target_r"":1.25,""threshold_z"":1.0}"
8273,a883b5b27c0bb435,MM_OPTIONS_FLOW_CONTINUATION,1281,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":156,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.5,""target_r"":1.25,""threshold_z"":0.75}"
8274,9eae16a54bd787e9,MM_OPTIONS_FLOW_CONTINUATION,11199,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":104,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":0.75}"
8275,895dfca6b6f57d24,MM_OPTIONS_FLOW_CONTINUATION,1303,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":156,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":0.75}"
8276,a9efaf396d591209,MM_OPTIONS_FLOW_CONTINUATION,413,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":156,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":0.75,""target_r"":1.25,""threshold_z"":1.25}"
8277,d840ac792296dd3e,MM_OPTIONS_FLOW_CONTINUATION,917,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":104,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.0,""target_r"":1.5,""threshold_z"":1.0}"
8278,304a3103624a7582,MM_OPTIONS_FLOW_CONTINUATION,1367,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":104,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":0.75,""target_r"":2.0,""threshold_z"":0.75}"
8279,2ad73dd01be74199,MM_OPTIONS_FLOW_CONTINUATION,437,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":52,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.5,""target_r"":1.25,""threshold_z"":1.5}"
8280,376795e0dd0004be,MM_OPTIONS_FLOW_CONTINUATION,2900,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":104,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":0.75}"
8281,0c028f60135db29f,MM_OPTIONS_FLOW_CONTINUATION,3060,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":0.75}"
8282,a401b4053d63653c,MM_OPTIONS_FLOW_CONTINUATION,553,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":156,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":0.75,""target_r"":2.0,""threshold_z"":1.5}"
8283,c6bceb8bec3d4cba,MM_OPTIONS_FLOW_CONTINUATION,711,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.25,""target_r"":2.0,""threshold_z"":1.0}"
8284,f6a085a3c90803a6,MM_OPTIONS_FLOW_CONTINUATION,847,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":156,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.25,""target_r"":1.5,""threshold_z"":1.25}"
8285,ac48a2dc5ff204fb,MM_OPTIONS_FLOW_CONTINUATION,343,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":156,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":0.75}"
8286,147e6eeaaa50124f,MM_OPTIONS_FLOW_CONTINUATION,516,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":104,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.0,""target_r"":2.0,""threshold_z"":1.0}"
8287,49ca06dc4ac49fd0,MM_OPTIONS_FLOW_CONTINUATION,1073,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":156,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":1.0}"
8288,40a9e70bf7f69782,MM_OPTIONS_FLOW_CONTINUATION,1085,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":0.75,""target_r"":1.25,""threshold_z"":0.75}"
8289,036a268ded136723,MM_OPTIONS_FLOW_CONTINUATION,951,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.0}"
8290,d09b00b1ff672053,MM_OPTIONS_FLOW_CONTINUATION,1035,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.0,""target_r"":2.0,""threshold_z"":0.75}"
8291,70eadf0bda3dbf70,MM_OPTIONS_FLOW_CONTINUATION,717,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":52,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.5,""target_r"":1.5,""threshold_z"":1.25}"
8292,0776c4563146badb,MM_OPTIONS_FLOW_CONTINUATION,1061,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":52,""price_filter"":""H6_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.0,""target_r"":1.5,""threshold_z"":0.75}"
8293,b71645027385ed48,MM_OPTIONS_FLOW_CONTINUATION,466,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.5,""target_r"":1.5,""threshold_z"":1.0}"
8294,18c2097c7cc59463,MM_OPTIONS_CROWDING_REVERSAL,601,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":0.75,""target_r"":1.25,""threshold_z"":0.75}"
8295,5854caa5b1058fe8,MM_OPTIONS_CROWDING_REVERSAL,1387,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":104,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.0,""target_r"":1.5,""threshold_z"":1.0}"
8296,656681d99bffdc56,MM_OPTIONS_CROWDING_REVERSAL,567,"{""crowd_extension_atr_min"":1.0,""hold_hours"":4,""lookback"":52,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.5,""target_r"":1.5,""threshold_z"":1.0}"
8297,4c63f54f6ae54f7f,MM_OPTIONS_CROWDING_REVERSAL,875,"{""crowd_extension_atr_min"":0.5,""hold_hours"":8,""lookback"":156,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":1.25}"
8298,589ba6c573e67d4f,MM_OPTIONS_CROWDING_REVERSAL,1030,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":104,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.0,""target_r"":1.5,""threshold_z"":1.25}"
8299,38f4c738ab6d039b,MM_OPTIONS_CROWDING_REVERSAL,173,"{""crowd_extension_atr_min"":0.5,""hold_hours"":4,""lookback"":52,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.5,""target_r"":1.5,""threshold_z"":0.75}"
8300,1bdc313795bf019a,MM_OPTIONS_CROWDING_REVERSAL,1437,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.0,""target_r"":1.5,""threshold_z"":0.75}"
8301,0d18209c1ab97795,MM_OPTIONS_CROWDING_REVERSAL,4926,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":156,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.0,""target_r"":2.0,""threshold_z"":1.25}"
8302,684e10f7c01d813d,MM_OPTIONS_CROWDING_REVERSAL,258,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.0,""target_r"":2.0,""threshold_z"":1.25}"
8303,e8d56df155f1df0a,MM_OPTIONS_CROWDING_REVERSAL,308,"{""crowd_extension_atr_min"":0.5,""hold_hours"":8,""lookback"":52,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":0.75}"
8304,aaaa36628c372383,MM_OPTIONS_CROWDING_REVERSAL,343,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":0.75,""target_r"":1.5,""threshold_z"":1.0}"
8305,52f9d95fed6d111c,MM_OPTIONS_CROWDING_REVERSAL,154,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":156,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":1.25}"
8306,d46bd90e9f17bab0,MM_OPTIONS_CROWDING_REVERSAL,920,"{""crowd_extension_atr_min"":0.5,""hold_hours"":8,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.5,""target_r"":1.25,""threshold_z"":0.75}"
8307,27b1a587dc0c2a9e,MM_OPTIONS_CROWDING_REVERSAL,450,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":104,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.0,""target_r"":2.0,""threshold_z"":0.75}"
8308,0345d4ced1c031e3,MM_OPTIONS_CROWDING_REVERSAL,256,"{""crowd_extension_atr_min"":0.5,""hold_hours"":12,""lookback"":52,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.0,""target_r"":1.5,""threshold_z"":1.0}"
8309,82bb5e79ee7fc665,MM_OPTIONS_CROWDING_REVERSAL,194,"{""crowd_extension_atr_min"":1.0,""hold_hours"":8,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":1.5}"
8310,be90c2cf954295c1,MM_OPTIONS_CROWDING_REVERSAL,421,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":1.25}"
8311,e4074c80609c0a7f,MM_OPTIONS_CROWDING_REVERSAL,269,"{""crowd_extension_atr_min"":0.5,""hold_hours"":4,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":1.0}"
8312,6155d979b249ab19,MM_OPTIONS_CROWDING_REVERSAL,384,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.5}"
8313,42ffc2773ed8ce96,MM_OPTIONS_CROWDING_REVERSAL,240,"{""crowd_extension_atr_min"":1.0,""hold_hours"":4,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.0,""target_r"":2.0,""threshold_z"":0.75}"
8314,3ea15edf56a98d2c,MM_OPTIONS_CROWDING_REVERSAL,409,"{""crowd_extension_atr_min"":1.0,""hold_hours"":12,""lookback"":104,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.25}"
8315,5ee086ed94ed37b9,MM_OPTIONS_CROWDING_REVERSAL,403,"{""crowd_extension_atr_min"":0.5,""hold_hours"":24,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.5}"
8316,6e829fa4bec19037,MM_OPTIONS_CROWDING_REVERSAL,316,"{""crowd_extension_atr_min"":1.0,""hold_hours"":24,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":1.5}"
8317,d76e2c96d361c5dd,MM_OPTIONS_CROWDING_REVERSAL,292,"{""crowd_extension_atr_min"":0.5,""hold_hours"":12,""lookback"":156,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":1.0}"
8318,9ae947ea0c94d301,MM_OPTIONS_CROWDING_REVERSAL,481,"{""crowd_extension_atr_min"":0.0,""hold_hours"":8,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.0,""target_r"":2.0,""threshold_z"":1.5}"
8319,21c5cb80bcb002a5,MM_OPTIONS_CROWDING_REVERSAL,700,"{""crowd_extension_atr_min"":0.5,""hold_hours"":24,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":1.25}"
8320,dac870f89ac98a3e,MM_OPTIONS_CROWDING_REVERSAL,145,"{""crowd_extension_atr_min"":0.5,""hold_hours"":8,""lookback"":156,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":1.5}"
8321,c45d5f788e0af545,MM_OPTIONS_CROWDING_REVERSAL,1303,"{""crowd_extension_atr_min"":0.5,""hold_hours"":12,""lookback"":104,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":0.75,""target_r"":2.0,""threshold_z"":0.75}"
8322,00e23611fb14da12,MM_OPTIONS_CROWDING_REVERSAL,213,"{""crowd_extension_atr_min"":1.0,""hold_hours"":12,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":0.75,""target_r"":2.0,""threshold_z"":1.0}"
8323,9d0b128d1ae08de7,MM_OPTIONS_CROWDING_REVERSAL,809,"{""crowd_extension_atr_min"":0.5,""hold_hours"":12,""lookback"":52,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":0.75,""target_r"":2.0,""threshold_z"":0.75}"
8324,7f65952861c215ba,MM_OPTIONS_CROWDING_REVERSAL,1243,"{""crowd_extension_atr_min"":0.5,""hold_hours"":4,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.5,""target_r"":1.5,""threshold_z"":1.25}"
8325,05a43062baaaf92d,MM_OPTIONS_CROWDING_REVERSAL,448,"{""crowd_extension_atr_min"":1.0,""hold_hours"":4,""lookback"":104,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.25}"
8326,c1f8667aa0a98a26,MM_OPTIONS_CROWDING_REVERSAL,614,"{""crowd_extension_atr_min"":1.0,""hold_hours"":12,""lookback"":52,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":0.75,""target_r"":1.25,""threshold_z"":1.0}"
8327,0c61d91d973305d8,MM_OPTIONS_CROWDING_REVERSAL,307,"{""crowd_extension_atr_min"":1.0,""hold_hours"":12,""lookback"":52,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.5}"
8328,7b6d3ff1b539e516,MM_OPTIONS_CROWDING_REVERSAL,548,"{""crowd_extension_atr_min"":0.0,""hold_hours"":12,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.25,""target_r"":2.0,""threshold_z"":0.75}"
8329,0bbfcd6c8eb1afbb,MM_OPTIONS_CROWDING_REVERSAL,4915,"{""crowd_extension_atr_min"":0.5,""hold_hours"":8,""lookback"":156,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":0.75,""target_r"":1.25,""threshold_z"":1.0}"
8330,2b54e0dbc3c2d01f,MM_OPTIONS_CROWDING_REVERSAL,215,"{""crowd_extension_atr_min"":1.0,""hold_hours"":8,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":1.0}"
8331,d9ec1ec292c5edca,MM_OPTIONS_CROWDING_REVERSAL,559,"{""crowd_extension_atr_min"":1.0,""hold_hours"":8,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.0,""target_r"":1.5,""threshold_z"":1.0}"
8332,b407dc5e9b362224,MM_OPTIONS_CROWDING_REVERSAL,1403,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":52,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.5,""target_r"":1.5,""threshold_z"":1.0}"
8333,d396f2d96ac72bdb,MM_OPTIONS_CROWDING_REVERSAL,316,"{""crowd_extension_atr_min"":0.5,""hold_hours"":12,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.3,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.25,""target_r"":2.0,""threshold_z"":1.5}"
8334,40c525c37c4df871,MM_OPTIONS_CROWDING_REVERSAL,905,"{""crowd_extension_atr_min"":0.5,""hold_hours"":8,""lookback"":104,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.25,""target_r"":1.5,""threshold_z"":0.75}"
8335,40388c7e7a24a54f,MM_OPTIONS_CROWDING_REVERSAL,1263,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":156,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.25,""target_r"":1.5,""threshold_z"":1.0}"
8336,90fe6b1b446bded9,MM_OPTIONS_CROWDING_REVERSAL,698,"{""crowd_extension_atr_min"":0.0,""hold_hours"":24,""lookback"":52,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":0.75}"
8337,dabb920fd8fab810,MM_OPTIONS_CROWDING_REVERSAL,521,"{""crowd_extension_atr_min"":0.5,""hold_hours"":4,""lookback"":104,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.25,""target_r"":2.0,""threshold_z"":1.5}"
8338,30797e738f24b1c4,MM_OPTIONS_CROWDING_REVERSAL,687,"{""crowd_extension_atr_min"":0.5,""hold_hours"":24,""lookback"":104,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.5,""target_r"":1.5,""threshold_z"":1.0}"
8339,f7344469a585ddb2,MM_OPTIONS_CROWDING_REVERSAL,206,"{""crowd_extension_atr_min"":1.0,""hold_hours"":4,""lookback"":156,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.0,""target_r"":1.25,""threshold_z"":0.75}"
8340,41f3cd4ea1c9d732,MM_OPTIONS_CROWDING_REVERSAL,877,"{""crowd_extension_atr_min"":0.5,""hold_hours"":12,""lookback"":156,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""ALL"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":1.25}"
8341,ab6d3fbd6372c6b1,MM_OPTIONS_CROWDING_REVERSAL,398,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":156,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":1.5,""target_r"":2.0,""threshold_z"":0.75}"
8342,98c75995912d7901,MM_OPTIONS_CROWDING_REVERSAL,184,"{""crowd_extension_atr_min"":0.0,""hold_hours"":4,""lookback"":104,""price_filter"":""H1_ALIGN"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""LONDON"",""stop_atr"":0.75,""target_r"":2.0,""threshold_z"":1.5}"
8343,80cd380a13ef66fe,MM_OPTIONS_CROWDING_REVERSAL,154,"{""crowd_extension_atr_min"":1.0,""hold_hours"":4,""lookback"":52,""price_filter"":""REVERSAL_CONFIRM"",""price_min_atr"":0.15,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":1.25,""target_r"":1.25,""threshold_z"":0.75}"
8344,ce2635612b5cd940,MM_OPTIONS_CROWDING_REVERSAL,1414,"{""crowd_extension_atr_min"":0.5,""hold_hours"":4,""lookback"":156,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""NY"",""stop_atr"":0.75,""target_r"":1.5,""threshold_z"":1.0}"
8345,206b9f40416bd30d,MM_OPTIONS_CROWDING_REVERSAL,1260,"{""crowd_extension_atr_min"":0.5,""hold_hours"":8,""lookback"":104,""price_filter"":""NONE"",""price_min_atr"":0.0,""require_opposite_option_sides"":false,""session"":""ASIA"",""stop_atr"":1.5,""target_r"":1.25,""threshold_z"":0.75}"
