year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,228,165.92842872914736,169.66954369574668,3.7411149665993264
2022,110,110,57.11887127926752,37.351314778271245,-19.767556500996278
2023,242,256,341.959366499673,358.13586152307346,16.176495023400435
2024,326,322,731.5260613265943,732.828258457387,1.302197130792706
2025,350,348,1167.0903446200266,1186.0348451308503,18.944500510823673
2026,132,131,1139.9422811173051,1165.5334898378358,25.59120872053063
