candidate_id,source_id,scheduled_entry_time_utc,broker_entry_time_utc,broker_entry_ms,broker_exit_time_utc,broker_exit_ms,direction,entry_price,entry_cost_usd,initial_risk_usd,volume_lots,broker_pnl_usd,v2_baseline_path_proposal,v6_antichase_proposal,combined_veto,pnl_usd,close_ms,managed_close,armed,peak_open_pnl_usd,original_broker_pnl_usd
57fd8f91589b5c0c118bbf3e,R4_CHOP,2026-08-04T11:45:00Z,2026-08-04T11:47:13.661000+00:00,1785844033661,2026-08-04T14:34:56.630000+00:00,1785854096630,LONG,4071.0,0.0,12.757814871677768,0.01,6.398910823689585,False,False,False,6.398910823689585,1785854096630,False,True,22.690000000000055,6.398910823689585
017351ebb25effbf2bf83979,V57_BREAK_SWING_H4ADX_HIGH,2026-08-06T08:15:00Z,2026-08-06T08:16:25.420000+00:00,1786004185420,2026-08-06T11:45:54.596000+00:00,1786016754596,LONG,4269.51,0.0,10.181456241166838,0.01,-11.433628318584072,False,False,False,-11.433628318584072,1786016754596,False,False,15.029999999999745,-11.433628318584072
3cecc5a1a6bf9480e1faedfc,V57_BREAK_SWING_H4ADX_HIGH,2026-08-06T12:55:00Z,2026-08-06T12:55:43.897000+00:00,1786020943897,2026-08-06T13:21:00.750000+00:00,1786022460750,SHORT,4253.52,0.0,12.8418897195499,0.01,6.208304969366917,False,False,False,6.208304969366917,1786022460750,False,True,22.200000000000728,6.208304969366917
0cf6e4dae119625927ba711d,V57_BREAK_SWING_H4ADX_HIGH,2026-08-07T00:20:00Z,2026-08-07T00:20:42.333000+00:00,1786062042333,2026-08-07T01:00:26.454000+00:00,1786064426454,SHORT,4242.77,0.0,7.3789345432102245,0.01,3.21851599727706,False,False,False,3.21851599727706,1786064426454,False,True,12.520000000000437,3.21851599727706
2f78518e98f03ba1271bddec,V57_BREAK_SWING_H4ADX_HIGH,2026-08-07T01:45:00Z,2026-08-07T01:45:19.505000+00:00,1786067119505,2026-08-07T06:04:35.586000+00:00,1786082675586,LONG,4256.08,0.0,12.682203230931151,0.01,25.26072157930565,False,False,False,25.26072157930565,1786082675586,False,True,25.01000000000022,25.26072157930565
9ddf47d50ce38426306515a5,V57_BREAK_SWING_H4ADX_HIGH,2026-08-10T00:00:00Z,2026-08-10T00:03:12.994000+00:00,1786320192994,2026-08-10T01:21:07.860000+00:00,1786324867860,SHORT,4339.3,0.0,8.833612314479474,0.01,17.56569094622192,False,False,False,17.56569094622192,1786324867860,False,True,17.159999999999854,17.56569094622192
8f5ad51f5d7018d4d5bcf111,V57_BREAK_SWING_H4ADX_HIGH,2026-08-11T00:10:00Z,2026-08-11T00:12:03.529000+00:00,1786407123529,2026-08-11T00:48:24.650000+00:00,1786409304650,LONG,4407.75,0.0,6.914050452400674,0.01,3.2484683458134787,False,False,False,3.2484683458134787,1786409304650,False,True,10.899999999999636,3.2484683458134787
57b08f5906765a64b5a92a36,V57_BREAK_SWING_H4ADX_HIGH,2026-08-11T01:50:00Z,2026-08-11T01:50:16.418000+00:00,1786413016418,2026-08-11T02:39:21.778000+00:00,1786415961778,LONG,4427.76,0.0,13.599413238794156,0.01,-13.66643975493533,False,False,False,-13.66643975493533,1786415961778,False,False,7.239999999999782,-13.66643975493533
adfa8a3f3efbe30259009f87,V57_BREAK_SWING_H4ADX_HIGH,2026-08-12T00:15:00Z,2026-08-12T00:18:11.700000+00:00,1786493891700,2026-08-12T01:47:43.879000+00:00,1786499263879,LONG,4376.39,0.0,8.72348902567472,0.01,17.52484683458135,False,False,False,17.52484683458135,1786499263879,False,True,17.469999999999345,17.52484683458135
8c1da4a90975386c52927842,V57_BREAK_SWING_H4ADX_HIGH,2026-08-12T02:50:00Z,2026-08-12T02:56:53.385000+00:00,1786503413385,2026-08-12T03:43:33.166000+00:00,1786506213166,LONG,4411.85,0.0,9.936803475805862,0.01,-10.123893805309734,False,False,False,-10.123893805309734,1786506213166,False,False,3.6599999999998545,-10.123893805309734
aa2e0b7496f1966e5f0825e8,V57_BREAK_SWING_H4ADX_HIGH,2026-08-13T00:00:00Z,2026-08-13T00:05:38.184000+00:00,1786579538184,2026-08-13T00:16:34.730000+00:00,1786580194730,LONG,4416.51,0.0,5.127331600014172,0.01,10.306330837304287,False,False,False,10.306330837304287,1786580194730,False,True,9.219999999999345,10.306330837304287
4d68b77cc2b30efd39a4ebe0,V57_BREAK_SWING_H4ADX_HIGH,2026-08-14T00:15:00Z,2026-08-14T00:19:12.247000+00:00,1786666752247,2026-08-14T01:09:28.114000+00:00,1786669768114,SHORT,4348.99,0.0,9.823511789680255,0.01,19.681415929203546,False,False,False,19.681415929203546,1786669768114,False,True,19.469999999999345,19.681415929203546
bbd0d5c6023c5e19e1d64d84,V57_BREAK_SWING_H4ADX_HIGH,2026-08-14T05:10:00Z,2026-08-14T05:10:33.435000+00:00,1786684233435,2026-08-14T05:50:57.190000+00:00,1786686657190,SHORT,4320.5,0.0,6.822486664665694,0.01,-7.243022464261402,False,False,False,-7.243022464261402,1786686657190,False,False,8.640000000000327,-7.243022464261402
9ae1de630f35c48846f3be46,V7_SWING_HEALTH,2026-08-17T09:05:00Z,2026-08-17T09:06:31.224000+00:00,1786957591224,2026-08-17T12:26:36.093000+00:00,1786969596093,LONG,4397.22,0.0,7.912273196872216,0.01,-8.313138189244384,False,False,False,-8.313138189244384,1786969596093,False,False,7.920000000000073,-8.313138189244384
