year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,227,165.92842872914736,177.97131067359177,12.042881944444417
2022,110,109,57.11887127926752,63.44681215987511,6.327940880607585
2023,242,260,341.959366499673,356.424963525461,14.465597025787986
2024,326,321,731.5260613265943,746.6480101503594,15.121948823765024
2025,350,349,1167.0903446200266,1154.8603446200266,-12.230000000000018
2026,132,131,1139.9422811173051,1132.8282465090153,-7.114034608289785
