year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,228,165.92842872914736,174.29144122131106,8.363012492163705
2022,110,109,57.11887127926752,63.44681215987511,6.327940880607585
2023,242,242,341.959366499673,341.959366499673,0.0
2024,326,323,731.5260613265943,737.8253624096118,6.29930108301744
2025,350,348,1167.0903446200266,1179.3023941662377,12.21204954621112
2026,132,132,1139.9422811173051,1139.9422811173051,0.0
