regime,rule_id,rule_index,trades,trades_per_weekday,win_rate,payoff_ratio,profit_factor,stressed_profit_factor,best_5pct_removed_profit_factor,trade_sequence_half_profit_factors,net,maximum_closed_trade_drawdown
BROAD_EUR_UP,MAJORITY_STRENGTH_FADE,11,86,1.0,0.4883720930232558,1.4632034632033821,1.3966942148759558,1.242874109263588,1.2075651621105445,"[1.1080928126768084, 1.7664974619287968]",15.599999999997396,6.550000000000773
BROAD_EUR_DOWN,STRENGTH_15_MOMENTUM,0,88,1.0,0.38636363636363635,1.2313068084375764,0.7752672497569926,0.6887824897400333,0.6307094266277427,"[0.8622374206154917, 0.6892218463025002]",-11.562500000002888,19.60000000000205
BROAD_EUR_DOWN,STRENGTH_15_FADE,1,88,1.0,0.375,1.310214179054491,0.8006864427555223,0.7122186495176356,0.6548173571953401,"[0.8959052787369963, 0.7066276803118346]",-10.1625000000031,13.82500000000029
BROAD_EUR_DOWN,STRENGTH_60_MOMENTUM,2,88,1.0,0.32954545454545453,1.2276746242262755,0.6138373121131379,0.5461714048557463,0.4823165340406383,"[0.6911831886705806, 0.5413276231263097]",-21.8375000000025,23.087500000002247
BROAD_EUR_DOWN,STRENGTH_60_FADE,3,88,1.0,0.4318181818181818,1.3190153263845075,1.0024516480522259,0.8900790614638434,0.8403704712611643,"[1.0970822281166632, 0.9025755879058323]",0.11249999999651528,7.087500000000319
BROAD_EUR_DOWN,STRENGTH_240_MOMENTUM,4,88,1.0,0.2840909090909091,1.2092307692306787,0.48759305210914455,0.43350805668798825,0.36455748552519296,"[0.7808285163775877, 0.26702898550723086]",-30.975000000002737,36.525000000002564
BROAD_EUR_DOWN,STRENGTH_240_FADE,5,88,1.0,0.4772727272727273,1.3365230581663132,1.2203036618040253,1.0835887433824833,1.0431676094074833,"[0.9809809809809459, 1.5716385011019718]",9.249999999996753,8.812500000000547
BROAD_EUR_DOWN,AGREEMENT_60_MOMENTUM,6,88,1.0,0.32954545454545453,1.2276746242262755,0.6138373121131379,0.5461714048557463,0.4823165340406383,"[0.6911831886705806, 0.5413276231263097]",-21.8375000000025,23.087500000002247
BROAD_EUR_DOWN,AGREEMENT_60_FADE,7,88,1.0,0.4318181818181818,1.3190153263845075,1.0024516480522259,0.8900790614638434,0.8403704712611643,"[1.0970822281166632, 0.9025755879058323]",0.11249999999651528,7.087500000000319
BROAD_EUR_DOWN,AGREEMENT_240_MOMENTUM,8,88,1.0,0.2840909090909091,1.2092307692306787,0.48759305210914455,0.43350805668798825,0.36455748552519296,"[0.7808285163775877, 0.26702898550723086]",-30.975000000002737,36.525000000002564
BROAD_EUR_DOWN,AGREEMENT_240_FADE,9,88,1.0,0.4772727272727273,1.3365230581663132,1.2203036618040253,1.0835887433824833,1.0431676094074833,"[0.9809809809809459, 1.5716385011019718]",9.249999999996753,8.812500000000547
BROAD_EUR_DOWN,MAJORITY_STRENGTH_MOMENTUM,10,88,1.0,0.3409090909090909,1.1744280860701255,0.618120045300066,0.5481402763017635,0.48335220838047643,"[0.7418111753371279, 0.5083368961094135]",-21.075000000003026,24.925000000002402
BROAD_EUR_DOWN,MAJORITY_STRENGTH_FADE,11,88,1.0,0.42045454545454547,1.3594165594164735,0.986243386243324,0.8780669144980852,0.8288359788359201,"[1.0215215215214832, 0.9466891133556908]",-0.6500000000029593,8.700000000000731
SHORT_LONG_DISAGREEMENT,STRENGTH_15_MOMENTUM,0,15,1.0,0.26666666666666666,1.4691358024691359,0.5342312008978676,0.4820295983086681,0.40067340067340074,"[1.101851851851852, 0.20987654320987656]",-5.187499999999999,7.625000000000001
SHORT_LONG_DISAGREEMENT,STRENGTH_15_FADE,1,15,1.0,0.4666666666666667,1.3242927285479316,1.1587561374794402,1.0337941628263296,0.9639934533550608,"[0.9135802469135195, 1.4355400696862424]",1.2124999999992672,3.325000000000246
SHORT_LONG_DISAGREEMENT,STRENGTH_60_MOMENTUM,2,15,1.0,0.3333333333333333,1.4691358024691359,0.7345679012345679,0.6627906976744186,0.5876543209876544,"[1.101851851851852, 0.48971193415637865]",-2.687499999999999,3.5749999999999993
SHORT_LONG_DISAGREEMENT,STRENGTH_60_FADE,3,15,1.0,0.4,1.2767341040461226,0.8511560693640817,0.7584803256444322,0.6791907514450121,"[0.9135802469135195, 0.7961956521738193]",-1.2875000000007328,4.4000000000002455
SHORT_LONG_DISAGREEMENT,STRENGTH_240_MOMENTUM,4,15,1.0,0.4666666666666667,1.3242927285479316,1.1587561374794402,1.0337941628263296,0.9639934533550608,"[0.9135802469135195, 1.4355400696862424]",1.2124999999992672,3.325000000000246
SHORT_LONG_DISAGREEMENT,STRENGTH_240_FADE,5,15,1.0,0.26666666666666666,1.4691358024691359,0.5342312008978676,0.4820295983086681,0.40067340067340074,"[1.101851851851852, 0.20987654320987656]",-5.187499999999999,7.625000000000001
SHORT_LONG_DISAGREEMENT,AGREEMENT_60_MOMENTUM,6,15,1.0,0.3333333333333333,1.4691358024691359,0.7345679012345679,0.6627906976744186,0.5876543209876544,"[1.101851851851852, 0.48971193415637865]",-2.687499999999999,3.5749999999999993
SHORT_LONG_DISAGREEMENT,AGREEMENT_60_FADE,7,15,1.0,0.4,1.2767341040461226,0.8511560693640817,0.7584803256444322,0.6791907514450121,"[0.9135802469135195, 0.7961956521738193]",-1.2875000000007328,4.4000000000002455
SHORT_LONG_DISAGREEMENT,AGREEMENT_240_MOMENTUM,8,15,1.0,0.4666666666666667,1.3242927285479316,1.1587561374794402,1.0337941628263296,0.9639934533550608,"[0.9135802469135195, 1.4355400696862424]",1.2124999999992672,3.325000000000246
SHORT_LONG_DISAGREEMENT,AGREEMENT_240_FADE,9,15,1.0,0.26666666666666666,1.4691358024691359,0.5342312008978676,0.4820295983086681,0.40067340067340074,"[1.101851851851852, 0.20987654320987656]",-5.187499999999999,7.625000000000001
SHORT_LONG_DISAGREEMENT,MAJORITY_STRENGTH_MOMENTUM,10,15,1.0,0.3333333333333333,1.4691358024691359,0.7345679012345679,0.6627906976744186,0.5876543209876544,"[1.101851851851852, 0.48971193415637865]",-2.687499999999999,3.5749999999999993
SHORT_LONG_DISAGREEMENT,MAJORITY_STRENGTH_FADE,11,15,1.0,0.4,1.2767341040461226,0.8511560693640817,0.7584803256444322,0.6791907514450121,"[0.9135802469135195, 0.7961956521738193]",-1.2875000000007328,4.4000000000002455
MIXED_TRANSITION,STRENGTH_15_MOMENTUM,0,490,1.0,0.35918367346938773,1.1849086125449737,0.6641525981143801,0.585424868766343,0.533698750273998,"[0.588079999999954, 0.7564289180008715]",-95.73750000002231,100.20000000002301
MIXED_TRANSITION,STRENGTH_15_FADE,1,490,1.0,0.4489795918367347,1.2345838564358729,1.0059572163551558,0.8820505065778541,0.8448415922013572,"[1.1338591184095939, 0.8774025409923744]",1.3749999999744213,28.225000000008794
MIXED_TRANSITION,STRENGTH_60_MOMENTUM,2,490,1.0,0.3469387755102041,1.2326540714461338,0.6548474754557586,0.5772254524608409,0.5244565217390724,"[0.685837709639122, 0.6216167120798477]",-98.43750000002058,103.37500000002134
MIXED_TRANSITION,STRENGTH_60_FADE,3,490,1.0,0.46122448979591835,1.1887774528580082,1.01766554676481,0.8927326902680621,0.8564538853363994,"[0.9797989949747915, 1.0619708372528944]",4.074999999972681,23.487500000005163
MIXED_TRANSITION,STRENGTH_240_MOMENTUM,4,490,1.0,0.3469387755102041,1.3004905454696774,0.690885602280766,0.6099131663134626,0.5583570919457743,"[0.7449315543232976, 0.6336878782320877]",-86.73750000002023,91.81250000001961
MIXED_TRANSITION,STRENGTH_240_FADE,5,490,1.0,0.46122448979591835,1.130283428448779,0.9675911167781216,0.848169097945712,0.8095313994260913,"[0.9054239279419593, 1.0413568773232587]",-7.625000000027653,24.412500000004812
MIXED_TRANSITION,AGREEMENT_60_MOMENTUM,6,490,1.0,0.3469387755102041,1.2326540714461338,0.6548474754557586,0.5772254524608409,0.5244565217390724,"[0.685837709639122, 0.6216167120798477]",-98.43750000002058,103.37500000002134
MIXED_TRANSITION,AGREEMENT_60_FADE,7,490,1.0,0.46122448979591835,1.1887774528580082,1.01766554676481,0.8927326902680621,0.8564538853363994,"[0.9797989949747915, 1.0619708372528944]",4.074999999972681,23.487500000005163
MIXED_TRANSITION,AGREEMENT_240_MOMENTUM,8,490,1.0,0.3469387755102041,1.3004905454696774,0.690885602280766,0.6099131663134626,0.5583570919457743,"[0.7449315543232976, 0.6336878782320877]",-86.73750000002023,91.81250000001961
MIXED_TRANSITION,AGREEMENT_240_FADE,9,490,1.0,0.46122448979591835,1.130283428448779,0.9675911167781216,0.848169097945712,0.8095313994260913,"[0.9054239279419593, 1.0413568773232587]",-7.625000000027653,24.412500000004812
MIXED_TRANSITION,MAJORITY_STRENGTH_MOMENTUM,10,490,1.0,0.33877551020408164,1.2373788292461794,0.6339656964656352,0.5589675122384861,0.5051108801108231,"[0.6109810254339523, 0.660562459123524]",-105.6375000000211,111.20000000002106
MIXED_TRANSITION,MAJORITY_STRENGTH_FADE,11,490,1.0,0.46938775510204084,1.1865150913706903,1.0496095039048414,0.9206398031373892,0.8859861401384845,"[1.09689467506127, 0.9993190330267482]",11.274999999973215,24.23750000000414
