regime,rule_id,rule_index,trades,trades_per_weekday,win_rate,payoff_ratio,profit_factor,stressed_profit_factor,best_5pct_removed_profit_factor,trade_sequence_half_profit_factors,net,maximum_closed_trade_drawdown
CROSSPAIR_COMPRESSION,STRENGTH_15_MOMENTUM,0,418,1.0,0.4354066985645933,1.1102842656352516,0.8562361709559991,0.751756057718399,0.7107255153137535,"[0.8630952380951821, 0.8479268606745891]",-30.8625000000218,34.02500000002111
CROSSPAIR_COMPRESSION,STRENGTH_15_FADE,1,418,1.0,0.40669856459330145,1.1329558096878711,0.7766229340602343,0.6806299379605835,0.6346907479978778,"[0.755234350090279, 0.8011710173211885]",-49.162500000019946,55.587500000015076
CROSSPAIR_COMPRESSION,STRENGTH_60_MOMENTUM,2,418,1.0,0.4090909090909091,1.0765266952872887,0.7452877121219691,0.6535636702181966,0.6071527278756622,"[0.8742124701281192, 0.6117051209903324]",-57.60000000001965,62.07500000001883
CROSSPAIR_COMPRESSION,STRENGTH_60_FADE,3,418,1.0,0.43301435406698563,1.168646326082578,0.8925104853204497,0.7828954723308218,0.7427801078489161,"[0.746852564769477, 1.090266986862379]",-22.425000000022095,34.83750000000504
CROSSPAIR_COMPRESSION,STRENGTH_240_MOMENTUM,4,418,1.0,0.44258373205741625,1.1206184364437524,0.8897614194939664,0.7799495939511856,0.7399592375014041,"[0.8494909251880677, 0.9373528642426046]",-22.987500000021367,28.53750000000294
CROSSPAIR_COMPRESSION,STRENGTH_240_FADE,5,418,1.0,0.39952153110047844,1.124069116863118,0.7478866235702818,0.6565129846661484,0.609812696834003,"[0.7719047132194591, 0.719644145227099]",-57.03750000002038,60.43750000001486
CROSSPAIR_COMPRESSION,AGREEMENT_60_MOMENTUM,6,418,1.0,0.4090909090909091,1.0765266952872887,0.7452877121219691,0.6535636702181966,0.6071527278756622,"[0.8742124701281192, 0.6117051209903324]",-57.60000000001965,62.07500000001883
CROSSPAIR_COMPRESSION,AGREEMENT_60_FADE,7,418,1.0,0.43301435406698563,1.168646326082578,0.8925104853204497,0.7828954723308218,0.7427801078489161,"[0.746852564769477, 1.090266986862379]",-22.425000000022095,34.83750000000504
CROSSPAIR_COMPRESSION,AGREEMENT_240_MOMENTUM,8,418,1.0,0.44258373205741625,1.1206184364437524,0.8897614194939664,0.7799495939511856,0.7399592375014041,"[0.8494909251880677, 0.9373528642426046]",-22.987500000021367,28.53750000000294
CROSSPAIR_COMPRESSION,AGREEMENT_240_FADE,9,418,1.0,0.39952153110047844,1.124069116863118,0.7478866235702818,0.6565129846661484,0.609812696834003,"[0.7719047132194591, 0.719644145227099]",-57.03750000002038,60.43750000001486
CROSSPAIR_COMPRESSION,MAJORITY_STRENGTH_MOMENTUM,10,418,1.0,0.4138755980861244,1.1250419731331425,0.7944173932736066,0.6972214871658381,0.6529271883138102,"[0.81087945814366, 0.7754779008887133]",-45.387500000020886,49.37500000001915
CROSSPAIR_COMPRESSION,MAJORITY_STRENGTH_FADE,11,418,1.0,0.42822966507177035,1.1190715272421425,0.8381330685202658,0.7347918598940762,0.6921549155907774,"[0.8074295473953313, 0.8752419042702815]",-34.63750000002086,47.512500000014455
BROAD_EUR_UP,STRENGTH_15_MOMENTUM,0,86,1.0,0.36046511627906974,1.3726677974315016,0.7736854858250283,0.6901408450703991,0.6295129634116551,"[0.8127226463103872, 0.7382053654023957]",-11.675000000001525,14.25000000000138
BROAD_EUR_UP,STRENGTH_15_FADE,1,86,1.0,0.43023255813953487,1.5487668291325658,1.1694769934266314,1.0435130806192734,0.9994284081165488,"[1.2684642438452098, 1.0752928053540776]",7.412499999997551,8.212500000000386
BROAD_EUR_UP,STRENGTH_60_MOMENTUM,2,86,1.0,0.3023255813953488,1.489182692307653,0.645312499999983,0.5776150627614917,0.5124999999999859,"[0.9469537815125629, 0.4223602484472009]",-19.86250000000137,25.887500000001
BROAD_EUR_UP,STRENGTH_60_FADE,3,86,1.0,0.4883720930232558,1.4632034632033821,1.3966942148759558,1.242874109263588,1.2075651621105445,"[1.1080928126768084, 1.7664974619287968]",15.599999999997396,6.837500000000277
BROAD_EUR_UP,STRENGTH_240_MOMENTUM,4,86,1.0,0.313953488372093,1.523253220798332,0.6970819823992367,0.6232386733145269,0.5592867068086892,"[1.1716417910447212, 0.3761645962732851]",-16.350000000001646,24.725000000000986
BROAD_EUR_UP,STRENGTH_240_FADE,5,86,1.0,0.47674418604651164,1.4184018049369655,1.2923216444981243,1.1519094766618954,1.1124546553808363,"[0.891653706583682, 1.8527918781724766]",12.087499999997673,5.600000000000772
BROAD_EUR_UP,AGREEMENT_60_MOMENTUM,6,86,1.0,0.3023255813953488,1.489182692307653,0.645312499999983,0.5776150627614917,0.5124999999999859,"[0.9469537815125629, 0.4223602484472009]",-19.86250000000137,25.887500000001
BROAD_EUR_UP,AGREEMENT_60_FADE,7,86,1.0,0.4883720930232558,1.4632034632033821,1.3966942148759558,1.242874109263588,1.2075651621105445,"[1.1080928126768084, 1.7664974619287968]",15.599999999997396,6.837500000000277
BROAD_EUR_UP,AGREEMENT_240_MOMENTUM,8,86,1.0,0.313953488372093,1.523253220798332,0.6970819823992367,0.6232386733145269,0.5592867068086892,"[1.1716417910447212, 0.3761645962732851]",-16.350000000001646,24.725000000000986
BROAD_EUR_UP,AGREEMENT_240_FADE,9,86,1.0,0.47674418604651164,1.4184018049369655,1.2923216444981243,1.1519094766618954,1.1124546553808363,"[0.891653706583682, 1.8527918781724766]",12.087499999997673,5.600000000000772
BROAD_EUR_UP,MAJORITY_STRENGTH_MOMENTUM,10,86,1.0,0.3023255813953488,1.489182692307653,0.645312499999983,0.5776150627614917,0.5124999999999859,"[0.9469537815125629, 0.4223602484472009]",-19.86250000000137,25.737500000000704
