specialist_id,owned_regime,source_candidate,stage,status,trades,wins,win_rate,net_pips,pnl_usd_001_lot,stress_net_r,average_r,stress_profit_factor,positive_active_month_share,maximum_drawdown_r,removed_profit_factor,gate_pass,profile,direction,buffer_atr,body_min,stop_atr,target_r,regime,maximum_hold_bars,parameter_sha256
EURSESSIONV2R_0341,compression,EURSESSIONV2R_0341,train,OPENED,92,40,0.43478260869565216,322.3019024111395,32.23019024111395,23.650324252722264,0.2570687418774159,1.437690196610684,0.5555555555555556,8.149775882433465,1.0751108120096144,True,FRANKFURT_LONDON,short,0.0,0.35,1.25,2.0,compression,12,1d99f7458edb234a55d7becd49be62595f93cfbb3d7883fde284515d5f9a4e43
