specialist_id,owned_regime,source_candidate,stage,status,trades,wins,win_rate,net_pips,pnl_usd_001_lot,stress_net_r,average_r,stress_profit_factor,positive_active_month_share,maximum_drawdown_r,removed_profit_factor,gate_pass,profile,direction,buffer_atr,body_min,stop_atr,target_r,regime,maximum_hold_bars,parameter_sha256
EURSESSIONV2R_0013,trend_up,EURSESSIONV2R_0013,train,OPENED,68,33,0.4852941176470588,63.573259613787215,6.357325961378722,3.043871550137153,0.04476281691378166,1.0832926305505215,0.5,10.383948997336649,0.7513818979668776,False,ASIA_LONDON,long,0.0,0.35,1.25,1.25,trend_up,12,cd519f1d2c854b9da193ee27acda3a2c68eae0664639b2059a3c1595698929b9
EURSESSIONV2R_0014,compression,EURSESSIONV2R_0014,train,OPENED,86,33,0.38372093023255816,-219.86806292427104,-21.986806292427104,-17.02283446504361,-0.19793993564004195,0.6910753262526268,0.3939393939393939,22.6319349472627,0.47235856573404483,False,ASIA_LONDON,long,0.0,0.35,1.25,1.25,compression,12,3dfd2f6bed76d10edb9c5eb381d511dfeb4bc3c1c32d4999ecef9fb2dbd860f6
EURSESSIONV2R_0015,chop,EURSESSIONV2R_0015,train,OPENED,126,48,0.38095238095238093,-262.0731698995793,-26.20731698995793,-21.87057920230004,-0.1735760254150797,0.7258265335469541,0.3684210526315789,22.0460503377897,0.5725681498591682,False,ASIA_LONDON,long,0.0,0.35,1.25,1.25,chop,12,ce52f65777989c87d8f6c34d272bddb4666e7e1015e74cd5786c84b317ce1219
EURSESSIONV2R_0016,trend_up,EURSESSIONV2R_0016,train,OPENED,68,23,0.3382352941176471,27.46484590005591,2.746484590005591,0.12090383198268984,0.0017779975291572034,1.0027384758072777,0.40625,16.822557517811706,0.5588000905858164,False,ASIA_LONDON,long,0.0,0.35,1.25,2.0,trend_up,12,a6130bb1f564beec0a6b2235f6691005288725b80559e2b5493946cf37dcfe77
EURSESSIONV2R_0017,compression,EURSESSIONV2R_0017,train,OPENED,86,22,0.2558139534883721,-295.4779871879199,-29.54779871879199,-26.306434204569165,-0.30588876982057167,0.6007738477537945,0.2727272727272727,30.620683478572673,0.3040857006620151,False,ASIA_LONDON,long,0.0,0.35,1.25,2.0,compression,12,28034e702d51d893d56962fcb4ba14e685f331068806f8add5d1f944779db0bb
EURSESSIONV2R_0018,chop,EURSESSIONV2R_0018,train,OPENED,126,40,0.31746031746031744,-155.69460328834987,-15.569460328834987,-15.245270373653195,-0.1209942093147079,0.8270592811390937,0.3157894736842105,17.833647136891692,0.603709904477518,False,ASIA_LONDON,long,0.0,0.35,1.25,2.0,chop,12,32611de88db3048fd221f09ed4a2b58e0e792485e21b7e5fc3d0a02e5a1d808c
EURSESSIONV2R_0019,trend_up,EURSESSIONV2R_0019,train,OPENED,68,39,0.5735294117647058,-60.392331657221874,-6.039233165722187,-2.6111476669237543,-0.03839923039593757,0.9117326442021071,0.5625,7.096587912200308,0.6671495527650897,False,ASIA_LONDON,long,0.0,0.35,1.75,0.75,trend_up,12,d60dc55c7e0d913ab7c21845f09b85ceb95e30f179f3bfccdef5f773c5f8ee67
EURSESSIONV2R_0020,compression,EURSESSIONV2R_0020,train,OPENED,86,51,0.5930232558139535,69.07367057169988,6.9073670571699886,-0.9640634722856914,-0.011210040375415016,0.9735708756952373,0.5454545454545454,11.375835885901314,0.7758923654253341,False,ASIA_LONDON,long,0.0,0.35,1.75,0.75,compression,12,ca0572a3422f9f9b9b74e2e6782d8d99f68ec544f85fcc3de4f6fda6b97b9604
EURSESSIONV2R_0021,chop,EURSESSIONV2R_0021,train,OPENED,126,59,0.46825396825396826,-471.8465733751609,-47.18465733751609,-25.1078497606,-0.19926864889365078,0.6279199729557894,0.3684210526315789,25.1078497606,0.5194783368930688,False,ASIA_LONDON,long,0.0,0.35,1.75,0.75,chop,12,7a382320abe9864f63edf80f36508eb335fa7327db010aaecc8e4c7103924ad5
EURSESSIONV2R_0022,trend_up,EURSESSIONV2R_0022,train,OPENED,68,29,0.4264705882352941,-105.5222706368797,-10.55222706368797,-4.976940485771611,-0.07319030126134722,0.8635503793135343,0.46875,11.222358393356924,0.5286810133454014,False,ASIA_LONDON,long,0.0,0.35,1.75,1.25,trend_up,12,e1e4e8863e485fe7634ccfce084fa3c6168ca77cc28706c16705167768b804fd
EURSESSIONV2R_0023,compression,EURSESSIONV2R_0023,train,OPENED,86,41,0.47674418604651164,94.61186916770443,9.461186916770442,-0.3529921658880284,-0.004104560068465446,0.9923316565604737,0.5454545454545454,16.853469936680725,0.7272393580006857,False,ASIA_LONDON,long,0.0,0.35,1.75,1.25,compression,12,3615401d2955f511318d57ae64afff4e9149091f56781c9c18b9cac81da38c26
EURSESSIONV2R_0024,chop,EURSESSIONV2R_0024,train,OPENED,126,49,0.3888888888888889,-395.56978125475433,-39.55697812547544,-21.942373782787847,-0.17414582367291942,0.7130554306505005,0.39473684210526316,22.500177960537073,0.5524413238413439,False,ASIA_LONDON,long,0.0,0.35,1.75,1.25,chop,12,b116abfa4fbd8ab3193de696a336957834ee42b4e71df43396e108c0d82916ef
EURSESSIONV2R_0025,trend_up,EURSESSIONV2R_0025,train,OPENED,68,27,0.39705882352941174,83.77940798655496,8.377940798655496,2.5825765862312986,0.03797906744457792,1.0669448904975016,0.46875,12.976836509621759,0.5561147216464635,False,ASIA_LONDON,long,0.0,0.35,1.75,2.0,trend_up,12,44193dba900ac1bb32fd9552737c6ffd3672c77ab420baca21cc14646fd8e137
EURSESSIONV2R_0026,compression,EURSESSIONV2R_0026,train,OPENED,86,32,0.37209302325581395,-109.8482866712236,-10.984828667122361,-9.833437527698575,-0.11434229683370435,0.8160156941586718,0.36363636363636365,27.611999008596648,0.44817536900225535,False,ASIA_LONDON,long,0.0,0.35,1.75,2.0,compression,12,750f29dd51ffb614ffac91ba3f477b08fad1581b36a4133126540d5b903fb08d
EURSESSIONV2R_0027,chop,EURSESSIONV2R_0027,train,OPENED,126,44,0.3492063492063492,-248.80788343257143,-24.880788343257144,-16.487871248183765,-0.13085612101733146,0.7969261272671132,0.3684210526315789,22.838936801804724,0.553464977882448,False,ASIA_LONDON,long,0.0,0.35,1.75,2.0,chop,12,ba30627a8f5d8f364e768eb5390cb7dfaa74aa9e59e55590b4825ffb8fbbdce3
EURSESSIONV2R_0028,trend_up,EURSESSIONV2R_0028,train,OPENED,54,26,0.48148148148148145,-106.76372200497443,-10.676372200497443,-13.02831258739673,-0.24126504791475425,0.5695332894399684,0.37037037037037035,15.90075703097698,0.34264832003738777,False,ASIA_LONDON,long,0.0,0.55,0.75,0.75,trend_up,12,7b9843aba4cbd489d30be5178ca754c9406181e88c5f290b1220651d5d06df61
EURSESSIONV2R_0029,compression,EURSESSIONV2R_0029,train,OPENED,67,32,0.47761194029850745,-108.48598633543817,-10.848598633543817,-17.358095031248816,-0.25907604524251965,0.5465550726770645,0.32142857142857145,18.015834673634842,0.36964125758501565,False,ASIA_LONDON,long,0.0,0.55,0.75,0.75,compression,12,17d0be3c1112b335d0fee520dde512d4fa81ec372141c63197681d7271c318db
EURSESSIONV2R_0030,chop,EURSESSIONV2R_0030,train,OPENED,97,53,0.5463917525773195,-62.70154316734944,-6.270154316734945,-11.375367895667244,-0.11727183397595096,0.7591530688743555,0.43243243243243246,13.467385804703119,0.6103515600056532,False,ASIA_LONDON,long,0.0,0.55,0.75,0.75,chop,12,809cc2d5d9ecf60a1dd660ca8ca295b23d8bd186913c5aa22a9b6f81d9470d9e
EURSESSIONV2R_0031,trend_up,EURSESSIONV2R_0031,train,OPENED,54,23,0.42592592592592593,-64.14579526586192,-6.414579526586192,-6.778312587396403,-0.12552430717400748,0.7974831213323642,0.48148148148148145,10.873674842202913,0.44373941530307576,False,ASIA_LONDON,long,0.0,0.55,0.75,1.25,trend_up,12,06a6c9693ac563255465a619d3b9baa2437d6d7a161f03aba66700bb41d14870
EURSESSIONV2R_0032,compression,EURSESSIONV2R_0032,train,OPENED,67,24,0.3582089552238806,-136.7201129519091,-13.672011295190911,-20.470922003472626,-0.3055361493055616,0.5648040893170396,0.25,21.745825373978395,0.31521613945409277,False,ASIA_LONDON,long,0.0,0.55,0.75,1.25,compression,12,234be339cccd59f4afea129d0d97784a306e8df4695a05d30293c316df333745
EURSESSIONV2R_0033,chop,EURSESSIONV2R_0033,train,OPENED,97,43,0.44329896907216493,-30.54792416384175,-3.054792416384175,-7.375367895667796,-0.0760347205738948,0.8726792934992469,0.5135135135135135,15.217385804703511,0.6655744797134574,False,ASIA_LONDON,long,0.0,0.55,0.75,1.25,chop,12,98b68f8dbc364e44dede1a080ce15c505a559c38801b9126edb6e19dc4217068
EURSESSIONV2R_0034,trend_up,EURSESSIONV2R_0034,train,OPENED,54,19,0.35185185185185186,-28.561597327441117,-2.856159732744112,-1.5283125873963008,-0.028302084951783348,0.9595738843687744,0.37037037037037035,8.068570828254447,0.44944986986006963,False,ASIA_LONDON,long,0.0,0.55,0.75,2.0,trend_up,12,d9c085e7c48b84c7668585470c43a0a1a2ae4b8aa9774dea898c067168146f25
EURSESSIONV2R_0035,compression,EURSESSIONV2R_0035,train,OPENED,67,19,0.2835820895522388,-129.30555158952473,-12.930555158952473,-18.220922003473586,-0.2719540597533371,0.6527651659761676,0.2857142857142857,20.128661645859534,0.28698247060874876,False,ASIA_LONDON,long,0.0,0.55,0.75,2.0,compression,12,f4baf3d1fa6b7997c4621a198971128ed017bdc1e25a9a386c5a6ff4065cdc95
EURSESSIONV2R_0036,chop,EURSESSIONV2R_0036,train,OPENED,97,25,0.25773195876288657,-238.81440999569574,-23.881440999569577,-29.125367895667335,-0.30026152469760137,0.6230746695867296,0.2702702702702703,32.53134941930083,0.37120455247918177,False,ASIA_LONDON,long,0.0,0.55,0.75,2.0,chop,12,48f2c085aea28dd2b7953b1542d2dc9e6d58bd2df9c317e169ab824b22f69c7e
EURSESSIONV2R_0037,trend_up,EURSESSIONV2R_0037,train,OPENED,54,32,0.5925925925925926,-34.696096281909846,-3.4696096281909847,-0.49962857613655254,-0.009252381039565787,0.9780792442122673,0.4444444444444444,5.169472492101387,0.665767603550451,False,ASIA_LONDON,long,0.0,0.55,1.25,0.75,trend_up,12,b6de17661229d0bfc88ba8f84b9736788487cbf03b06955132d80a3eec0e84f7
EURSESSIONV2R_0038,compression,EURSESSIONV2R_0038,train,OPENED,67,33,0.4925373134328358,-178.1768188695887,-17.81768188695887,-13.732553202083297,-0.2049634806281089,0.6168863247221957,0.35714285714285715,14.427196987514861,0.4199322478914369,False,ASIA_LONDON,long,0.0,0.55,1.25,0.75,compression,12,561099fb5b2ba7856ff85bdedfe8f81192633e54dce054d68c91b4f614adeef3
EURSESSIONV2R_0039,chop,EURSESSIONV2R_0039,train,OPENED,97,52,0.5360824742268041,-144.15960207624812,-14.415960207624813,-9.662233890881343,-0.09961065866887982,0.7914038580452049,0.43243243243243246,11.264892313380871,0.635791842393279,False,ASIA_LONDON,long,0.0,0.55,1.25,0.75,chop,12,f37518b0e034a6a3033d4c541c057b4b5d96cc0048fc887e29aa2cf8cef66808
EURSESSIONV2R_0040,trend_up,EURSESSIONV2R_0040,train,OPENED,54,28,0.5185185185185185,92.65550838690515,9.265550838690515,6.5003714238629575,0.12037724859005478,1.24018665769195,0.6666666666666666,6.14114249695281,0.7924171262911144,False,ASIA_LONDON,long,0.0,0.55,1.25,1.25,trend_up,12,258bd03bb5d7fb9d1b810b90b3ad63286c594e2a5c52e05a0f5b8054598f3368
EURSESSIONV2R_0041,compression,EURSESSIONV2R_0041,train,OPENED,67,24,0.3582089552238806,-239.9426076532185,-23.99426076532185,-17.1556988059281,-0.25605520605862836,0.6144409628422385,0.32142857142857145,20.16558187018459,0.3440302762824712,False,ASIA_LONDON,long,0.0,0.55,1.25,1.25,compression,12,4b9615a88e9a74a8c44a3835d5db1d6e17e2fb0776d671aeac0481f9206b04c1
EURSESSIONV2R_0042,chop,EURSESSIONV2R_0042,train,OPENED,97,33,0.3402061855670103,-396.14598151507687,-39.61459815150769,-25.65932236239868,-0.264529096519574,0.6079232837036589,0.3783783783783784,25.65932236239868,0.42168619816767894,False,ASIA_LONDON,long,0.0,0.55,1.25,1.25,chop,12,6960256b81348228b88df8aefb7732cc3c0699eda977f6b9736b49fcdd826e2c
EURSESSIONV2R_0043,trend_up,EURSESSIONV2R_0043,train,OPENED,54,21,0.3888888888888889,130.9100267968222,13.09100267968222,7.853384563911825,0.14543304747984862,1.2415406751728935,0.4444444444444444,9.986038242572079,0.6387315050677493,False,ASIA_LONDON,long,0.0,0.55,1.25,2.0,trend_up,12,20aa102fe909f04d10a784187d83dec5fb44af1783a7b996be285a3735caf5df
EURSESSIONV2R_0044,compression,EURSESSIONV2R_0044,train,OPENED,67,18,0.26865671641791045,-225.9560410351825,-22.59560410351825,-18.189298545454218,-0.27148206784260026,0.6360503815489105,0.25,21.070372597523427,0.2454314520506106,False,ASIA_LONDON,long,0.0,0.55,1.25,2.0,compression,12,fdafbe2e97181e753be453fbccd6bf5aa6c70efb6bcb48b51d91062deb663c04
EURSESSIONV2R_0045,chop,EURSESSIONV2R_0045,train,OPENED,97,30,0.30927835051546393,-164.93149687581533,-16.493149687581532,-11.792524158391174,-0.12157241400403272,0.8281073955249055,0.2972972972972973,16.351315367072818,0.5414648779139103,False,ASIA_LONDON,long,0.0,0.55,1.25,2.0,chop,12,98f489e68682fba1a2047757486cf26fb6631c33dee7dfd86efe92fe5fe6f36a
EURSESSIONV2R_0046,trend_up,EURSESSIONV2R_0046,train,OPENED,54,32,0.5925925925925926,-17.396005392109625,-1.7396005392109626,-0.35650489997663803,-0.006601942592159964,0.9840371517420127,0.5555555555555556,4.994058646402274,0.6604234121501293,False,ASIA_LONDON,long,0.0,0.55,1.75,0.75,trend_up,12,c495ed94a36bf45f2b4f8718c211025b8e092198195b073dab35bc90f0ce0536
EURSESSIONV2R_0047,compression,EURSESSIONV2R_0047,train,OPENED,67,42,0.6268656716417911,120.56570767491343,12.056570767491344,3.0838905699401766,0.04602821746179368,1.1184147669349884,0.5357142857142857,7.324460148800885,0.8415629451729071,False,ASIA_LONDON,long,0.0,0.55,1.75,0.75,compression,12,760cee39e9f8852e948d2c290335150a6a549e0e41ff183a9937d943f78a9d37
EURSESSIONV2R_0048,chop,EURSESSIONV2R_0048,train,OPENED,97,43,0.44329896907216493,-533.757865172817,-53.3757865172817,-23.096439083225548,-0.23810761941469635,0.5720007505603555,0.35135135135135137,23.096439083225548,0.4369240120405746,False,ASIA_LONDON,long,0.0,0.55,1.75,0.75,chop,12,74a79fb5df3ed99df0d3b1a8ccc5a332fe6e68923787367eb81007894abb4406
EURSESSIONV2R_0049,trend_up,EURSESSIONV2R_0049,train,OPENED,54,26,0.48148148148148145,44.5525870749952,4.45525870749952,2.6316141798181163,0.04873359592255771,1.100977053968361,0.5555555555555556,5.296224546501808,0.6323174599463115,False,ASIA_LONDON,long,0.0,0.55,1.75,1.25,trend_up,12,32ed3bcda0a8d2ac80e93ac3a6c84b59683503feff1641071740a9ead8bf9d50
EURSESSIONV2R_0050,compression,EURSESSIONV2R_0050,train,OPENED,67,34,0.5074626865671642,162.4809512563563,16.24809512563563,4.9166565353608735,0.07338293336359512,1.146756116517447,0.6071428571428571,10.164725095703684,0.7826186352387648,False,ASIA_LONDON,long,0.0,0.55,1.75,1.25,compression,12,e6e8f12d2a44e46931edd751c242852813eaf66d708868da3cfd55419af4b520
EURSESSIONV2R_0051,chop,EURSESSIONV2R_0051,train,OPENED,97,37,0.38144329896907214,-344.8045297116286,-34.48045297116286,-15.851247608086412,-0.1634149237947053,0.7305828602806602,0.40540540540540543,21.045535104901592,0.5220551901958521,False,ASIA_LONDON,long,0.0,0.55,1.75,1.25,chop,12,fcf62685e6191035e403716b63aec928a6165f216e9bd782eff118f6e8374fb2
EURSESSIONV2R_0052,trend_up,EURSESSIONV2R_0052,train,OPENED,54,24,0.4444444444444444,231.19435527952263,23.119435527952263,10.0604895050276,0.18630536120421481,1.3572034423062396,0.5185185185185185,7.050702662766643,0.6575168266596094,False,ASIA_LONDON,long,0.0,0.55,1.75,2.0,trend_up,12,cf94783b2a25d4cc29c3e38970adb40f263123adb0c6ea64bfd19f3395cf97e2
EURSESSIONV2R_0053,compression,EURSESSIONV2R_0053,train,OPENED,67,27,0.40298507462686567,10.463527762465404,1.0463527762465403,-1.2233899080455504,-0.018259550866351497,0.9684865024978735,0.39285714285714285,16.1364875826185,0.4623853072020396,False,ASIA_LONDON,long,0.0,0.55,1.75,2.0,compression,12,ef1f865155237e60ba7619dcc2063140632840e4408b04538feb23495e8899eb
EURSESSIONV2R_0054,chop,EURSESSIONV2R_0054,train,OPENED,97,33,0.3402061855670103,-201.50235936708725,-20.150235936708725,-10.273634247714298,-0.10591375513107525,0.8356960726282691,0.35135135135135137,19.116519847767414,0.5199093162691779,False,ASIA_LONDON,long,0.0,0.55,1.75,2.0,chop,12,1dc8113bd4f7b3374dbff0b86711c13ff7745cac41b8384770ce4dec56099fe6
EURSESSIONV2R_0055,trend_up,EURSESSIONV2R_0055,train,OPENED,62,29,0.46774193548387094,-131.24927772763195,-13.124927772763195,-16.337201570229915,-0.2635032511327406,0.5417511115554916,0.43333333333333335,17.790934844465276,0.3488066971861262,False,ASIA_LONDON,long,0.1,0.35,0.75,0.75,trend_up,12,afe40938abf6a97b03a048eda30ff2d073acedb2ed0e824a84e9a28c3bb547da
EURSESSIONV2R_0056,compression,EURSESSIONV2R_0056,train,OPENED,83,41,0.4939759036144578,-107.43950476332253,-10.743950476332254,-19.161608126236327,-0.23086274850887142,0.5834845642052089,0.3939393939393939,21.148315698187133,0.4360217040897112,False,ASIA_LONDON,long,0.1,0.35,0.75,0.75,compression,12,a4c7e41206a70cdba414708a4cc8449723a234e631f853bc5781bd6f648bf842
EURSESSIONV2R_0057,chop,EURSESSIONV2R_0057,train,OPENED,120,63,0.525,-107.56171746322926,-10.756171746322927,-18.6744335524143,-0.1556202796034525,0.6956651077017544,0.42105263157894735,20.70766975557221,0.5807342641115278,False,ASIA_LONDON,long,0.1,0.35,0.75,0.75,chop,12,fc2d2992f82a350490225e2c84fdd76531b7ecc217153139866319c527db644d
EURSESSIONV2R_0058,trend_up,EURSESSIONV2R_0058,train,OPENED,62,25,0.4032258064516129,-85.5104386278782,-8.55104386278782,-10.837201570229405,-0.1747935737133775,0.7287829424569633,0.4,11.77535255103279,0.43169923955957834,False,ASIA_LONDON,long,0.1,0.35,0.75,1.25,trend_up,12,21e8c3c46ba4f3a7568d0be65976679e8ccbb72497ddab77694a5b75431c67e8
EURSESSIONV2R_0059,compression,EURSESSIONV2R_0059,train,OPENED,83,31,0.37349397590361444,-139.99088020286487,-13.999088020286488,-22.274435098460202,-0.26836668793325547,0.6086765190086011,0.3333333333333333,25.878306398530622,0.40206290627781655,False,ASIA_LONDON,long,0.1,0.35,0.75,1.25,compression,12,fa22fbb89090ad1f9e6b7807564d2bd0e1a18f61ca104cf8cfb81cfaa61210aa
EURSESSIONV2R_0060,chop,EURSESSIONV2R_0060,train,OPENED,120,52,0.43333333333333335,-31.725863375040582,-3.1725863375040584,-11.924433552414833,-0.09937027960345694,0.8370369114398648,0.4473684210526316,19.17972039253781,0.6725345888086464,False,ASIA_LONDON,long,0.1,0.35,0.75,1.25,chop,12,64d4d316a3ea75534cbdb36b4b2b6df09a69c323df628bd93c5c18a3a79a0a71
EURSESSIONV2R_0061,trend_up,EURSESSIONV2R_0061,train,OPENED,62,20,0.3225806451612903,-57.22093113365689,-5.722093113365689,-7.087201570228654,-0.11430970274562345,0.8437786774837969,0.3,10.213946980414754,0.41758616443031565,False,ASIA_LONDON,long,0.1,0.35,0.75,2.0,trend_up,12,58f51d804b93f38771ceea202c3f75f005cdaaec5b1694056555bdf1af2f3b45
EURSESSIONV2R_0062,compression,EURSESSIONV2R_0062,train,OPENED,83,24,0.2891566265060241,-143.36865910464343,-14.336865910464343,-20.77443509846096,-0.25029439877663806,0.678024094071885,0.30303030303030304,23.51114267041176,0.38011463527453426,False,ASIA_LONDON,long,0.1,0.35,0.75,2.0,compression,12,fe6577e5d0dc1a16efdf1545dcdeaf459bc67485da131b6427e3fb324366c92f
EURSESSIONV2R_0063,chop,EURSESSIONV2R_0063,train,OPENED,120,34,0.2833333333333333,-136.40524698102837,-13.640524698102837,-26.924433552414477,-0.224370279603454,0.7091254294165671,0.2894736842105263,31.51427391916878,0.4981307264238742,False,ASIA_LONDON,long,0.1,0.35,0.75,2.0,chop,12,c63740f66cdfd5c6587d244382cc9c1be8b762282c35f65bb40ef35ef765ae95
EURSESSIONV2R_0064,trend_up,EURSESSIONV2R_0064,train,OPENED,62,36,0.5806451612903226,-37.07144476624792,-3.7071444766247925,-1.834961965836174,-0.02959616073929313,0.9320218546192961,0.5333333333333333,6.645402042377487,0.6679037607440138,False,ASIA_LONDON,long,0.1,0.35,1.25,0.75,trend_up,12,77a80dce555f88111bc156f19a3882c1c3b24101c5da66af04ce57c5ac8c2a51
EURSESSIONV2R_0065,compression,EURSESSIONV2R_0065,train,OPENED,83,43,0.5180722891566265,-154.56659213039177,-15.456659213039178,-13.164661059075739,-0.1586103742057318,0.6881702266712522,0.42424242424242425,15.256685602246094,0.5207320283344378,False,ASIA_LONDON,long,0.1,0.35,1.25,0.75,compression,12,9c5fe807d930bedb55fd4f598190d0a6dd6352ba9094b1716c96889ea2c4fb66
EURSESSIONV2R_0066,chop,EURSESSIONV2R_0066,train,OPENED,120,64,0.5333333333333333,-161.10281293663093,-16.110281293663093,-12.280387952922661,-0.10233656627435551,0.786163738688314,0.4473684210526316,14.48196329612079,0.6603020942048089,False,ASIA_LONDON,long,0.1,0.35,1.25,0.75,chop,12,5d8813ab857a87b79138f75b022e3029bc913aba47b5f26cb258ad424a627dd0
EURSESSIONV2R_0067,trend_up,EURSESSIONV2R_0067,train,OPENED,62,31,0.5,93.81925469142514,9.381925469142514,4.915038034163681,0.07927480700264002,1.1521251785449804,0.5333333333333333,8.22836818824898,0.7767070354805532,False,ASIA_LONDON,long,0.1,0.35,1.25,1.25,trend_up,12,14c8ba5517563a6e0d24abc614f805890af125dfc7f5488e150673e522913026
EURSESSIONV2R_0068,compression,EURSESSIONV2R_0068,train,OPENED,83,33,0.39759036144578314,-184.36356014825293,-18.436356014825293,-13.837806662920505,-0.1667205622038615,0.7334578510194332,0.42424242424242425,19.446907145139594,0.5013125055546581,False,ASIA_LONDON,long,0.1,0.35,1.25,1.25,compression,12,1e9f6ac094512ff75f6672653cc77bb4e955130f3d2265f4db091f3785085c69
