family,regime,eligible_date,macro_family,event_time_utc,observation_start_utc,observation_end_utc,entry_time_utc,entry_position,official_initial_value,forecast_value,surprise_value,official_pdf_sha256,tradingview_event_id,tradingview_ticker,retrieval_semantics,macro_side,price_side,price_reaction_pips,side,window
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2023-06-13,CPI,2023-06-13 12:30:00+00:00,2023-06-13 12:30:00+00:00,2023-06-13 12:45:00+00:00,2023-06-13 12:45:00+00:00,332933,0.1,0.2,-0.1,e02373bac4efeba014942538963a46d8c472076900f9e4afac57d3d205861dda,322799,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,18.249999999999655,LONG,chronological_2023
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2023-07-07,NFP,2023-07-07 12:30:00+00:00,2023-07-07 12:30:00+00:00,2023-07-07 12:45:00+00:00,2023-07-07 12:45:00+00:00,338110,209000.0,225000.0,-16000.0,9cf48ea469b023b86bda9f0b69164ee47706eea1e9a959622415bdfcc93c6eba,313658,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,20.5500000000014,LONG,chronological_2023
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2023-08-11,PPI,2023-08-11 12:30:00+00:00,2023-08-11 12:30:00+00:00,2023-08-11 12:45:00+00:00,2023-08-11 12:45:00+00:00,345310,0.3,0.2,0.09999999999999998,2932c471a4a74f2722ffc93df70ad65a61b54941972e53d5341537453b59d96c,325867,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-20.999999999999908,SHORT,chronological_2023
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2023-10-06,NFP,2023-10-06 12:30:00+00:00,2023-10-06 12:30:00+00:00,2023-10-06 12:45:00+00:00,2023-10-06 12:45:00+00:00,356829,336000.0,170000.0,166000.0,b2699b3b5d52fa115e56f5b79391f3a6999e790e7b47409ae8fd0a31b9ca95c9,314146,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-46.4500000000001,SHORT,chronological_2023
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2023-11-14,CPI,2023-11-14 13:30:00+00:00,2023-11-14 13:30:00+00:00,2023-11-14 13:45:00+00:00,2023-11-14 13:45:00+00:00,364605,0.0,0.1,-0.1,ade42d8658871d0f6d32136eeff9c81101570d4a28226af5e8b173924faf1757,330419,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,71.55000000000022,LONG,chronological_2023
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2023-12-08,NFP,2023-12-08 13:30:00+00:00,2023-12-08 13:30:00+00:00,2023-12-08 13:45:00+00:00,2023-12-08 13:45:00+00:00,369789,199000.0,180000.0,19000.0,cd80c0068781520b96c96205e38f57bdfa0ea7ce294aac6c81960c775cf3e18b,314451,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-5.399999999999849,SHORT,chronological_2023
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2023-12-13,PPI,2023-12-13 13:30:00+00:00,2023-12-13 13:30:00+00:00,2023-12-13 13:45:00+00:00,2023-12-13 13:45:00+00:00,370653,0.0,0.1,-0.1,98dca6b89c74003acdefe00c2f2584b0f4654fb5da450b53c5e1b2e918cd17a5,331969,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,8.550000000000502,LONG,chronological_2023
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2024-01-12,PPI,2024-01-12 13:30:00+00:00,2024-01-12 13:30:00+00:00,2024-01-12 13:45:00+00:00,2024-01-12 13:45:00+00:00,376510,-0.1,0.1,-0.2,51e4691c0bb6af66cfd772d31f955689a7f5165400c9bef13c663f4b76561cf8,345577,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,8.049999999999446,LONG,chronological_2024
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2024-04-05,NFP,2024-04-05 12:30:00+00:00,2024-04-05 12:30:00+00:00,2024-04-05 12:45:00+00:00,2024-04-05 12:45:00+00:00,393790,303000.0,200000.0,103000.0,80fe376ec8ecd4bc2daf684635d3de412f54940f3dd161d1985a79b4383841da,342777,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-29.29999999999877,SHORT,chronological_2024
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2024-04-10,CPI,2024-04-10 12:30:00+00:00,2024-04-10 12:30:00+00:00,2024-04-10 12:45:00+00:00,2024-04-10 12:45:00+00:00,394654,0.4,0.3,0.10000000000000003,96f5fa7899741fbcd6bbf22b8ba67b8b6c535933ca00b82cfbdc7463e9cc6d7e,349808,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-82.59999999999934,SHORT,chronological_2024
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2024-06-13,PPI,2024-06-13 12:30:00+00:00,2024-06-13 12:30:00+00:00,2024-06-13 12:45:00+00:00,2024-06-13 12:45:00+00:00,407900,-0.2,0.1,-0.30000000000000004,f83165c2160f975fb5012ab2f73b6f4d3cfcd44abe4e9c51275fece296765d4f,352989,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,7.449999999997736,LONG,chronological_2024
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2025-04-10,CPI,2025-04-10 12:30:00+00:00,2025-04-10 12:30:00+00:00,2025-04-10 12:45:00+00:00,2025-04-10 12:45:00+00:00,469310,-0.1,0.1,-0.2,649be2b945a894efd8841f3ea6be512910ae83ef950fb458a4e531e92286dafb,376500,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,10.099999999999554,LONG,chronological_2025
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2025-04-11,PPI,2025-04-11 12:30:00+00:00,2025-04-11 12:30:00+00:00,2025-04-11 12:45:00+00:00,2025-04-11 12:45:00+00:00,469598,-0.4,0.2,-0.6000000000000001,e4ea6c3600e038a8a0e948be88bc64c14733b8150217a507b254f237e10d6e48,376627,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,8.350000000001412,LONG,chronological_2025
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2025-05-02,NFP,2025-05-02 12:30:00+00:00,2025-05-02 12:30:00+00:00,2025-05-02 12:45:00+00:00,2025-05-02 12:45:00+00:00,473918,177000.0,130000.0,47000.0,494ba416c16635192dfc6edb3ba304091b123507d05975800f28242d205b1d59,369791,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-6.399999999997519,SHORT,chronological_2025
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2025-06-12,PPI,2025-06-12 12:30:00+00:00,2025-06-12 12:30:00+00:00,2025-06-12 12:45:00+00:00,2025-06-12 12:45:00+00:00,482270,0.1,0.2,-0.1,fee5e8005a279447adb90752bc960c94acc21873af28e37966e4b015a6f5882f,379688,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,29.95000000000303,LONG,chronological_2025
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2025-07-03,NFP,2025-07-03 12:30:00+00:00,2025-07-03 12:30:00+00:00,2025-07-03 12:45:00+00:00,2025-07-03 12:45:00+00:00,486590,147000.0,110000.0,37000.0,eafd439c67e9de8d6980f3d014e0615271ecdf93be4119a5896ba003552d945c,370276,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-53.05000000000115,SHORT,chronological_2025
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2025-10-24,CPI,2025-10-24 12:30:00+00:00,2025-10-24 12:30:00+00:00,2025-10-24 12:45:00+00:00,2025-10-24 12:45:00+00:00,509917,0.3,0.4,-0.10000000000000003,313c7ad2f84ece44784675799dbba56535349f77c3ac44f73aabe373702601de,385477,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,28.15000000000234,LONG,chronological_2025
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2026-01-09,NFP,2026-01-09 13:30:00+00:00,2026-01-09 13:30:00+00:00,2026-01-09 13:45:00+00:00,2026-01-09 13:45:00+00:00,525256,50000.0,60000.0,-10000.0,a105b52c64d4034005c8a1c189834ad7cefb569c5924f5f1d35acb885e8ca420,394686,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,12.400000000001299,LONG,recent_2026_h1
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2026-02-27,PPI,2026-02-27 13:30:00+00:00,2026-02-27 13:30:00+00:00,2026-02-27 13:45:00+00:00,2026-02-27 13:45:00+00:00,535336,0.5,0.3,0.2,6e3cad5ab151a3768af7f73d3a1b6eb93e5eb3bca62705556ad94fa8dbf0fb82,398578,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-7.849999999995916,SHORT,recent_2026_h1
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2026-06-05,NFP,2026-06-05 12:30:00+00:00,2026-06-05 12:30:00+00:00,2026-06-05 12:45:00+00:00,2026-06-05 12:45:00+00:00,555496,172000.0,85000.0,87000.0,46b730a9f9b0899eebfea85ea5e0aadca6e2cf9a5eaa944e895bafc68671b690,395977,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-28.1499999999979,SHORT,recent_2026_h1
