family,regime,eligible_date,macro_family,event_time_utc,observation_start_utc,observation_end_utc,entry_time_utc,entry_position,official_initial_value,forecast_value,surprise_value,official_pdf_sha256,tradingview_event_id,tradingview_ticker,retrieval_semantics,macro_side,price_side,price_reaction_pips,side,window
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2019-02-14,PPI,2019-02-14 13:30:00+00:00,2019-02-14 13:30:00+00:00,2019-02-14 13:45:00+00:00,2019-02-14 13:45:00+00:00,9093,-0.1,0.1,-0.2,e12bfb72b27af0417ee21e260ce83f9b4c9bf32b0f4fea7345c042124e3a721b,180348,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,37.24999999999978,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2019-03-08,NFP,2019-03-08 13:30:00+00:00,2019-03-08 13:30:00+00:00,2019-03-08 13:45:00+00:00,2019-03-08 13:45:00+00:00,13701,20000.0,180000.0,-160000.0,8d180f31f4b13f1b236c077a21921c797e45cdb5644573f29299c698498abeb9,225766,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,9.749999999999481,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2019-07-12,PPI,2019-07-12 12:30:00+00:00,2019-07-12 12:30:00+00:00,2019-07-12 12:45:00+00:00,2019-07-12 12:45:00+00:00,39585,0.1,0.0,0.1,77d65364b84e447d8134b0faf85082759925ab7d9163ddcb4b9a18e3b5c1a986,188522,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-7.799999999997809,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2019-09-06,NFP,2019-09-06 12:30:00+00:00,2019-09-06 12:30:00+00:00,2019-09-06 12:45:00+00:00,2019-09-06 12:45:00+00:00,51105,130000.0,158000.0,-28000.0,ce9af7c6f4cf263ea9d7d51fb22e294faf062fa09d2d791ed0ff6208998ad040,226392,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,12.250000000000316,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2019-12-06,NFP,2019-12-06 13:30:00+00:00,2019-12-06 13:30:00+00:00,2019-12-06 13:45:00+00:00,2019-12-06 13:45:00+00:00,69825,266000.0,180000.0,86000.0,b2d0743d7df73eed52d65fbcfce7101bab263ab7c25d0929b8ceaf33383c4950,226694,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-14.050000000001006,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2020-01-14,CPI,2020-01-14 13:30:00+00:00,2020-01-14 13:30:00+00:00,2020-01-14 13:45:00+00:00,2020-01-14 13:45:00+00:00,77134,0.2,0.3,-0.09999999999999998,33f95b681f93e2a2081fdc3a77aaf386610ddea80dcbf5f7c996a59bb163663d,233019,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,0.3500000000000725,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2020-01-15,PPI,2020-01-15 13:30:00+00:00,2020-01-15 13:30:00+00:00,2020-01-15 13:45:00+00:00,2020-01-15 13:45:00+00:00,77422,0.1,0.2,-0.1,6ee9fb3f27428b890ea38ce700bf2b9cb55ca42152029412d4f98f4cfef848a9,233200,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,3.5500000000010523,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2020-02-19,PPI,2020-02-19 13:30:00+00:00,2020-02-19 13:30:00+00:00,2020-02-19 13:45:00+00:00,2020-02-19 13:45:00+00:00,84619,0.5,0.1,0.4,991c8f017319e1e3b186fe85e22ea605e8f78f6dfe531398b2b5ae666e134468,234670,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-7.549999999998391,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2020-04-10,CPI,2020-04-10 12:30:00+00:00,2020-04-10 12:30:00+00:00,2020-04-10 12:45:00+00:00,2020-04-10 12:45:00+00:00,95274,-0.4,-0.3,-0.10000000000000003,1a865517b81eb0d39a077ac18b4019fe633a5c61377790b8d1c7bfb010812de4,237578,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,0.24999999999941735,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2020-09-11,CPI,2020-09-11 12:30:00+00:00,2020-09-11 12:30:00+00:00,2020-09-11 12:45:00+00:00,2020-09-11 12:45:00+00:00,126949,0.4,0.3,0.10000000000000003,e9cc012f3c70bdc97d251434fdba9c9a50646c9721eeb6ba1b529504f6356d15,246085,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-11.449999999999516,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2020-12-11,PPI,2020-12-11 13:30:00+00:00,2020-12-11 13:30:00+00:00,2020-12-11 13:45:00+00:00,2020-12-11 13:45:00+00:00,145669,0.1,0.2,-0.1,8699185ceba3bb775de23446e1c10771cfa15a3d2a1c7180ccc21398b2b6fa09,250778,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,5.349999999997301,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2021-02-17,PPI,2021-02-17 13:30:00+00:00,2021-02-17 13:30:00+00:00,2021-02-17 13:45:00+00:00,2021-02-17 13:45:00+00:00,159027,1.3,0.4,0.9,dd1cd12a7c14b356a9702333cbacfdbab860b166709e82a95f2195b2487f1dcd,265121,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-17.700000000000493,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2021-09-03,NFP,2021-09-03 12:30:00+00:00,2021-09-03 12:30:00+00:00,2021-09-03 12:45:00+00:00,2021-09-03 12:45:00+00:00,199911,235000.0,750000.0,-515000.0,5ddb24dadc88449f7daa3e4d42b075e1df194b186ecf137723862f240a454296,262294,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,1.6499999999997073,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2021-09-10,PPI,2021-09-10 12:30:00+00:00,2021-09-10 12:30:00+00:00,2021-09-10 12:45:00+00:00,2021-09-10 12:45:00+00:00,201351,0.7,0.6,0.09999999999999998,055e13d02d8d271437d5a478b6bc39aa25d6d2ebf4b56e539e835fef77778765,274682,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-2.8500000000009074,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2021-09-14,CPI,2021-09-14 12:30:00+00:00,2021-09-14 12:30:00+00:00,2021-09-14 12:45:00+00:00,2021-09-14 12:45:00+00:00,201927,0.3,0.4,-0.10000000000000003,f7cfc3a444ab5a5f438918f2878b7ef03b5864dcf597ea573fd3a868fc3cc6a2,274691,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,19.14999999999889,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2021-10-14,PPI,2021-10-14 12:30:00+00:00,2021-10-14 12:30:00+00:00,2021-10-14 12:45:00+00:00,2021-10-14 12:45:00+00:00,208263,0.5,0.6,-0.09999999999999998,a995b12dc60c27fee7d1b96f943091562c704b3b4f02f175535497fbd9f6d19b,276158,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,3.849999999998577,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2021-11-05,NFP,2021-11-05 12:30:00+00:00,2021-11-05 12:30:00+00:00,2021-11-05 12:45:00+00:00,2021-11-05 12:45:00+00:00,212871,531000.0,450000.0,81000.0,ba605eea897164a4bfffacd66be690f1996307f59de26d9263e57be25ad85c1f,262602,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-14.999999999998348,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-02-04,NFP,2022-02-04 13:30:00+00:00,2022-02-04 13:30:00+00:00,2022-02-04 13:45:00+00:00,2022-02-04 13:45:00+00:00,231589,467000.0,150000.0,317000.0,79653a9529a0d6236be70b72e8cbdc5fc1c33bfaabfe2063c0bf7de729eb989e,285111,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-35.050000000000914,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-03-04,NFP,2022-03-04 13:30:00+00:00,2022-03-04 13:30:00+00:00,2022-03-04 13:45:00+00:00,2022-03-04 13:45:00+00:00,237349,678000.0,400000.0,278000.0,058a9b92f8e6ef40478d33da7c436f87f46de84912fb06c0acdb4b874c9a8ed3,285263,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-26.15000000000034,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-06-03,NFP,2022-06-03 12:30:00+00:00,2022-06-03 12:30:00+00:00,2022-06-03 12:45:00+00:00,2022-06-03 12:45:00+00:00,256069,390000.0,325000.0,65000.0,e0128fd77a297f97b1efedb0aba68410a65f9567711ab3a631a6d10209aa129c,285760,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-23.849999999998595,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-07-08,NFP,2022-07-08 12:30:00+00:00,2022-07-08 12:30:00+00:00,2022-07-08 12:45:00+00:00,2022-07-08 12:45:00+00:00,263269,372000.0,268000.0,104000.0,c6cb660f532442e27b20444c84b83ab63ad125d352716c52968bb4b621c3ec71,285912,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-18.5499999999994,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-07-13,CPI,2022-07-13 12:30:00+00:00,2022-07-13 12:30:00+00:00,2022-07-13 12:45:00+00:00,2022-07-13 12:45:00+00:00,264133,1.3,1.1,0.19999999999999996,066dc5e73e5b4129cc17b5ca445a0e4634cacd14bc9e6a71c410ebe5ccbb6542,297367,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-61.39999999999812,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-07-14,PPI,2022-07-14 12:30:00+00:00,2022-07-14 12:30:00+00:00,2022-07-14 12:45:00+00:00,2022-07-14 12:45:00+00:00,264421,1.1,0.8,0.30000000000000004,c1875e4a9d9dc019d95104a50f20ccbf8ad57da5e9cec5d14a05f6ff48f9d644,297439,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-1.9999999999997797,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-08-11,PPI,2022-08-11 12:30:00+00:00,2022-08-11 12:30:00+00:00,2022-08-11 12:45:00+00:00,2022-08-11 12:45:00+00:00,270180,-0.5,0.2,-0.7,b77f583a5b2b00f6943d9af364eeb80204eebbfefa42c9b870c2f0e2a7b815c9,298830,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,5.150000000000432,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-10-07,NFP,2022-10-07 12:30:00+00:00,2022-10-07 12:30:00+00:00,2022-10-07 12:45:00+00:00,2022-10-07 12:45:00+00:00,281987,263000.0,250000.0,13000.0,8a774ab80b6de3fe1c871bc2ac128a32a19b9ad2f496e31d2ece44a21b5966a7,286443,ECONOMICS:USNFP,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,SHORT,SHORT,-50.1000000000007,SHORT,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-11-10,CPI,2022-11-10 13:30:00+00:00,2022-11-10 13:30:00+00:00,2022-11-10 13:45:00+00:00,2022-11-10 13:45:00+00:00,288897,0.4,0.6,-0.19999999999999996,ffe0269c5d4cf6114aebae0a847b2c6f80831cf45bdbb96b814461cb627863b1,302985,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,161.05000000000035,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2022-12-13,CPI,2022-12-13 13:30:00+00:00,2022-12-13 13:30:00+00:00,2022-12-13 13:45:00+00:00,2022-12-13 13:45:00+00:00,295521,0.1,0.3,-0.19999999999999998,df4d812bf1f5fecd9c2c543e6e1b3ad9c28c42c8a43f677f4e8471b293a21319,304596,ECONOMICS:USIRMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,87.3999999999997,LONG,development_2019_2022
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2023-04-13,PPI,2023-04-13 12:30:00+00:00,2023-04-13 12:30:00+00:00,2023-04-13 12:45:00+00:00,2023-04-13 12:45:00+00:00,320558,-0.5,0.0,-0.5,b7461dda0ce651dd3dbef0191a3abc16c6d431c17d033516b7e361cd567ec1b2,319870,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,9.899999999998244,LONG,chronological_2023
N40_NEUTRAL_CONSENSUS_EVENT_CONFIRMATION,NEUTRAL,2023-05-11,PPI,2023-05-11 12:30:00+00:00,2023-05-11 12:30:00+00:00,2023-05-11 12:45:00+00:00,2023-05-11 12:45:00+00:00,326312,0.2,0.3,-0.09999999999999998,711c071bb9d95f6b6e88d78d394a3d5759ea9d981b076d03bdf61b6c1f0b16e3,321336,ECONOMICS:USPPIMM,POST_HOC_HISTORICAL_CALENDAR_FORECAST_FIELD,LONG,LONG,5.399999999999849,LONG,chronological_2023
