timestamp_utc,tick_time_msc,date_utc,utc_block_start_ms,bid,ask,mid,spread_price,restart_time_msc,preceding_gap_ms,elapsed_since_restart_ms,nonzero_mid_updates,signed_update_imbalance,displacement_price,candidate_side
2026-07-17T13:55:40.270000Z,1784296540270,2026-07-17,1784289600000,3988.46,3988.76,3988.61,0.3,1784296539845,2265,425,5,-1.0,-0.36999999999989086,SHORT
2026-07-17T16:14:07.768000Z,1784304847768,2026-07-17,1784304000000,4019.34,4019.64,4019.49,0.3,1784304847098,2096,670,6,-0.6666666666666666,-0.32999999999992724,SHORT
2026-07-17T20:00:27.556000Z,1784318427556,2026-07-17,1784318400000,4013.43,4013.73,4013.58,0.3,1784318426796,2503,760,5,0.6,0.3000000000001819,LONG
