period,trades,wins,win_rate,realized_payoff_ratio,profit_factor,net_r,pnl_usd_001_lot,maximum_drawdown_r,positive_active_month_share,top_5pct_winners_removed_profit_factor,profit_factor_is_infinite,nonfinite_metrics
2026-01,4,2,0.5,1.9063370163638695,1.9063370163638695,0.9476251775159861,1.2901435235432857,1.045554976136537,1.0,0.952817384654567,False,[]
2026-02,4,2,0.5,1.646721989081691,1.646721989081691,0.9765803704471392,1.3799445983898595,1.5100466459070436,1.0,0.8230659407761324,False,[]
2026-03,6,3,0.5,1.2405616079807023,1.2405616079807023,0.7249730763582429,3.348704986887885,2.0090358195078943,1.0,0.8268531932315332,False,[]
2026-04,5,1,0.2,1.9792228098738143,0.49480570246845357,-1.2696918982739693,-3.346178869970129,1.50644196074755,0.0,0.0,False,[]
2026-05,6,5,0.8333333333333334,1.8320381182403527,9.160190591201763,4.102854462347644,6.929099602453026,0.5027890484287587,1.0,6.682937064612496,False,[]
2026-06,3,3,1.0,0.0,,3.0480604063482666,5.909175942667821,0.0,1.0,,True,"['profit_factor', 'top_5pct_winners_removed_profit_factor']"
